key,representation,configuration,N,error,score,qualifies,score_status,n_raw,discrepancy_ratio,order
Cleveland__02,Observations,raw,303,0.0,0.0,True,qualifies,303,0.0,12
Cleveland__02,Density,density_256,514,9.172704627507272,0.0,True,qualifies,303,0.26432952011507077,13
Cleveland__02,Five-number,five_number,10,126.35000000000002,0.0,False,does_not_qualify,303,3.6410236917892864,14
Cleveland__03,Means,means,2,8.868674086617276,99.33993399339934,True,qualifies,303,0.5542921304135797,1
Cleveland__03,Five-number,five_number,10,7.043478260869577,96.69966996699671,True,qualifies,303,0.44021739130434856,2
Cleveland__03,Binned,bins_4,10,12.550908447380834,96.69966996699671,True,qualifies,303,0.7844317779613021,3
Cleveland__03,Binned,bins_8,18,4.714569428526488,94.05940594059405,True,qualifies,303,0.2946605892829055,4
Cleveland__03,Density,density_8,18,8.673578480641396,94.05940594059405,True,qualifies,303,0.5420986550400873,5
Cleveland__03,Binned,bins_16,34,3.472894021739137,88.77887788778878,True,qualifies,303,0.21705587635869605,6
Cleveland__03,Density,density_16,34,4.631726419720721,88.77887788778878,True,qualifies,303,0.28948290123254505,7
Cleveland__03,Binned,bins_32,66,2.4447237318840536,78.21782178217822,True,qualifies,303,0.15279523324275335,8
Cleveland__03,Density,density_32,66,4.290534946212034,78.21782178217822,True,qualifies,303,0.26815843413825213,9
Cleveland__03,Binned,bins_64,130,3.5773389862804805,57.0957095709571,True,qualifies,303,0.22358368664253003,10
Cleveland__03,Density,density_64,130,3.9906479451842074,57.0957095709571,True,qualifies,303,0.24941549657401296,11
Cleveland__03,Density,density_128,258,3.9380627510671076,14.851485148514854,True,qualifies,303,0.24612892194169422,12
Cleveland__03,Observations,raw,303,0.0,0.0,True,qualifies,303,0.0,13
Cleveland__03,Density,density_256,514,3.933660021799753,0.0,True,qualifies,303,0.24585375136248455,14
Cleveland__04,Five-number,five_number,10,0.3985507246376812,96.69966996699671,True,qualifies,303,0.4981884057971015,1
Cleveland__04,Binned,bins_4,10,0.7476990980034458,96.69966996699671,True,qualifies,303,0.9346238725043072,2
Cleveland__04,Binned,bins_8,18,0.5015614799582189,94.05940594059405,True,qualifies,303,0.6269518499477735,3
Cleveland__04,Density,density_8,18,0.6744029210994786,94.05940594059405,True,qualifies,303,0.8430036513743483,4
Cleveland__04,Binned,bins_16,34,0.3268911945542379,88.77887788778878,True,qualifies,303,0.40861399319279734,5
Cleveland__04,Density,density_16,34,0.440802109489716,88.77887788778878,True,qualifies,303,0.5510026368621449,6
Cleveland__04,Binned,bins_32,66,0.1999447699040089,78.21782178217822,True,qualifies,303,0.2499309623800111,7
Cleveland__04,Density,density_32,66,0.3669063558813914,78.21782178217822,True,qualifies,303,0.4586329448517393,8
Cleveland__04,Binned,bins_64,130,0.17334275436793511,57.0957095709571,True,qualifies,303,0.2166784429599189,9
Cleveland__04,Density,density_64,130,0.3421785556560415,57.0957095709571,True,qualifies,303,0.42772319457005187,10
Cleveland__04,Density,density_128,258,0.33594501584368797,14.851485148514854,True,qualifies,303,0.41993126980460993,11
Cleveland__04,Observations,raw,303,0.0,0.0,True,qualifies,303,0.0,12
Cleveland__04,Density,density_256,514,0.3349466980117832,0.0,True,qualifies,303,0.4186833725147289,13
Cleveland__04,Means,means,2,0.987515353570802,0.0,False,does_not_qualify,303,1.2343941919635024,14
HeartFailure__00,Means,means,2,6.546625153940894,99.33110367892976,True,qualifies,299,0.6546625153940895,1
HeartFailure__00,Binned,bins_4,10,4.564379699248121,96.65551839464884,True,qualifies,299,0.4564379699248121,2
HeartFailure__00,Five-number,five_number,10,6.1188118811881225,96.65551839464884,True,qualifies,299,0.6118811881188122,3
HeartFailure__00,Density,density_8,18,3.931913133831607,93.9799331103679,True,qualifies,299,0.3931913133831607,4
HeartFailure__00,Binned,bins_8,18,4.277808704453442,93.9799331103679,True,qualifies,299,0.4277808704453442,5
HeartFailure__00,Binned,bins_16,34,2.6154812172393704,88.62876254180601,True,qualifies,299,0.26154812172393704,6
HeartFailure__00,Density,density_16,34,3.9600568222881734,88.62876254180601,True,qualifies,299,0.3960056822288173,7
HeartFailure__00,Binned,bins_32,66,2.6604817708333286,77.92642140468227,True,qualifies,299,0.26604817708333284,8
HeartFailure__00,Density,density_32,66,3.6920471086182616,77.92642140468227,True,qualifies,299,0.36920471086182616,9
HeartFailure__00,Binned,bins_64,130,2.7052408854166714,56.52173913043479,True,qualifies,299,0.27052408854166715,10
HeartFailure__00,Density,density_64,130,3.657035244642138,56.52173913043479,True,qualifies,299,0.36570352446421384,11
HeartFailure__00,Density,density_128,258,3.662108159355185,13.712374581939802,True,qualifies,299,0.3662108159355185,12
HeartFailure__00,Observations,raw,299,0.0,0.0,True,qualifies,299,0.0,13
HeartFailure__00,Density,density_256,514,3.6583455303157564,0.0,True,qualifies,299,0.36583455303157564,14
HeartFailure__01,Means,means,2,382.37145224682524,99.33110367892976,True,qualifies,299,0.10287486002884842,1
HeartFailure__01,Binned,bins_4,10,909.3697916666579,96.65551839464884,True,qualifies,299,0.24466075979903967,2
HeartFailure__01,Five-number,five_number,10,1988.0421052631589,96.65551839464884,True,qualifies,299,0.5348713982402244,3
HeartFailure__01,Binned,bins_8,18,294.9848958333273,93.9799331103679,True,qualifies,299,0.07936400505623767,4
HeartFailure__01,Density,density_8,18,413.1309744677269,93.9799331103679,True,qualifies,299,0.1111505341787765,5
HeartFailure__01,Binned,bins_16,34,191.21269448373528,88.62876254180601,True,qualifies,299,0.051444685698071875,6
HeartFailure__01,Density,density_16,34,503.30801079707203,88.62876254180601,True,qualifies,299,0.1354121518693393,7
HeartFailure__01,Binned,bins_32,66,274.8420138888912,77.92642140468227,True,qualifies,299,0.07394467746670345,8
HeartFailure__01,Density,density_32,66,451.1107611866041,77.92642140468227,True,qualifies,299,0.12136877934240313,9
HeartFailure__01,Density,density_64,130,425.36398740401023,56.52173913043479,True,qualifies,299,0.11444175659131918,10
HeartFailure__01,Binned,bins_64,130,434.73177083333576,56.52173913043479,True,qualifies,299,0.11696210533443178,11
HeartFailure__01,Density,density_128,258,423.59421851791103,13.712374581939802,True,qualifies,299,0.11396561035871983,12
HeartFailure__01,Observations,raw,299,0.0,0.0,True,qualifies,299,0.0,13
HeartFailure__01,Density,density_256,514,424.319047400091,0.0,True,qualifies,299,0.11416062143855064,14
HeartFailure__02,Means,means,2,6.797259852216747,99.33110367892976,True,qualifies,299,0.4531506568144498,1
HeartFailure__02,Binned,bins_4,10,7.5356140350877325,96.65551839464884,True,qualifies,299,0.5023742690058488,2
HeartFailure__02,Five-number,five_number,10,9.400000000000006,96.65551839464884,True,qualifies,299,0.626666666666667,3
HeartFailure__02,Binned,bins_8,18,5.9633223684210535,93.9799331103679,True,qualifies,299,0.39755482456140356,4
HeartFailure__02,Density,density_8,18,9.906707679682981,93.9799331103679,True,qualifies,299,0.660447178645532,5
HeartFailure__02,Binned,bins_16,34,5.536509758897822,88.62876254180601,True,qualifies,299,0.3691006505931881,6
HeartFailure__02,Density,density_16,34,5.703112255746603,88.62876254180601,True,qualifies,299,0.38020748371644025,7
HeartFailure__02,Binned,bins_32,66,4.084765624999974,77.92642140468227,True,qualifies,299,0.27231770833333163,8
HeartFailure__02,Density,density_32,66,5.277427988993928,77.92642140468227,True,qualifies,299,0.3518285325995952,9
HeartFailure__02,Binned,bins_64,130,4.485091145833309,56.52173913043479,True,qualifies,299,0.29900607638888727,10
HeartFailure__02,Density,density_64,130,5.1950264078559485,56.52173913043479,True,qualifies,299,0.34633509385706324,11
HeartFailure__02,Density,density_128,258,5.181043354195197,13.712374581939802,True,qualifies,299,0.3454028902796798,12
HeartFailure__02,Observations,raw,299,0.0,0.0,True,qualifies,299,0.0,13
HeartFailure__02,Density,density_256,514,5.173801317603235,0.0,True,qualifies,299,0.3449200878402157,14
HeartFailure__03,Means,means,2,30855.392478232214,99.33110367892976,True,qualifies,299,0.3342279051830988,1
HeartFailure__03,Binned,bins_4,10,24365.538732394365,96.65551839464884,True,qualifies,299,0.2639293269379407,2
HeartFailure__03,Binned,bins_8,18,23788.016194331984,93.9799331103679,True,qualifies,299,0.25767355987133184,3
HeartFailure__03,Density,density_8,18,34152.83373631671,93.9799331103679,True,qualifies,299,0.36994603402982823,4
HeartFailure__03,Density,density_16,34,18021.33849000209,88.62876254180601,True,qualifies,299,0.1952084782703122,5
HeartFailure__03,Binned,bins_16,34,27334.5245215311,88.62876254180601,True,qualifies,299,0.29608960172691373,6
HeartFailure__03,Binned,bins_32,66,17289.982982673275,77.92642140468227,True,qualifies,299,0.18728638104432233,7
HeartFailure__03,Density,density_32,66,18815.994711237552,77.92642140468227,True,qualifies,299,0.20381625353525554,8
HeartFailure__03,Density,density_64,130,18874.782649052446,56.52173913043479,True,qualifies,299,0.20445304884809326,9
HeartFailure__03,Binned,bins_64,130,27110.400390625,56.52173913043479,True,qualifies,299,0.29366187247904973,10
HeartFailure__03,Density,density_128,258,18883.27638670703,13.712374581939802,True,qualifies,299,0.2045450536458112,11
HeartFailure__03,Observations,raw,299,0.0,0.0,True,qualifies,299,0.0,12
HeartFailure__03,Density,density_256,514,18944.928593350574,0.0,True,qualifies,299,0.20521287493153698,13
HeartFailure__03,Five-number,five_number,10,187250.00000000023,0.0,False,does_not_qualify,299,2.0283059205838025,14
HeartFailure__04,Means,means,2,1.2262712367295852,99.33110367892976,True,qualifies,299,0.4118932485567676,1
HeartFailure__04,Binned,bins_4,10,0.948558946220091,96.65551839464884,True,qualifies,299,0.31861224018282586,2
HeartFailure__04,Five-number,five_number,10,1.1242105263157904,96.65551839464884,True,qualifies,299,0.3776119930700424,3
HeartFailure__04,Binned,bins_8,18,0.280441419141914,93.9799331103679,True,qualifies,299,0.09419769762218234,4
HeartFailure__04,Density,density_8,18,2.5758952458453335,93.9799331103679,True,qualifies,299,0.86521956070893,5
HeartFailure__04,Density,density_16,34,0.3696031622999496,88.62876254180601,True,qualifies,299,0.12414630844852106,6
HeartFailure__04,Binned,bins_16,34,0.42168749999999733,88.62876254180601,True,qualifies,299,0.1416409592334609,7
HeartFailure__04,Binned,bins_32,66,0.3818229166666671,77.92642140468227,True,qualifies,299,0.1282508117361432,8
HeartFailure__04,Density,density_32,66,0.4245907667582211,77.92642140468227,True,qualifies,299,0.14261613987918895,9
HeartFailure__04,Binned,bins_64,130,0.3737109375000016,56.52173913043479,True,qualifies,299,0.12552607241982872,10
HeartFailure__04,Density,density_64,130,0.4634520289909003,56.52173913043479,True,qualifies,299,0.15566928103148722,11
HeartFailure__04,Density,density_128,258,0.46948509161497465,13.712374581939802,True,qualifies,299,0.15769573137016085,12
HeartFailure__04,Observations,raw,299,0.0,0.0,True,qualifies,299,0.0,13
HeartFailure__04,Density,density_256,514,0.47179763032448874,0.0,True,qualifies,299,0.15847249188850698,14
HeartFailure__05,Means,means,2,2.841748768472911,99.33110367892976,True,qualifies,299,0.5683497536945836,1
HeartFailure__05,Binned,bins_4,10,2.9634998513232347,96.65551839464884,True,qualifies,299,0.5926999702646484,2
HeartFailure__05,Binned,bins_8,18,1.7250939849624274,93.9799331103679,True,qualifies,299,0.34501879699248633,3
HeartFailure__05,Density,density_8,18,2.691479483546459,93.9799331103679,True,qualifies,299,0.5382958967092931,4
HeartFailure__05,Density,density_16,34,1.0010775586376042,88.62876254180601,True,qualifies,299,0.20021551172752133,5
HeartFailure__05,Binned,bins_16,34,1.477977839335182,88.62876254180601,True,qualifies,299,0.2955955678670371,6
HeartFailure__05,Density,density_32,66,0.9598035153332205,77.92642140468227,True,qualifies,299,0.1919607030666446,7
HeartFailure__05,Binned,bins_32,66,1.2298177083333428,77.92642140468227,True,qualifies,299,0.24596354166666917,8
HeartFailure__05,Density,density_64,130,0.9525759704510222,56.52173913043479,True,qualifies,299,0.1905151940902049,9
HeartFailure__05,Binned,bins_64,130,1.290635313531368,56.52173913043479,True,qualifies,299,0.2581270627062742,10
HeartFailure__05,Density,density_128,258,0.9547350471386835,13.712374581939802,True,qualifies,299,0.19094700942773718,11
HeartFailure__05,Observations,raw,299,0.0,0.0,True,qualifies,299,0.0,12
HeartFailure__05,Density,density_256,514,0.9548096668993935,0.0,True,qualifies,299,0.19096193337987918,13
HeartFailure__05,Five-number,five_number,10,6.049504950495049,0.0,False,does_not_qualify,299,1.2099009900990128,14
CKD__00,Binned,bins_4,10,8.060526315789478,97.44245524296676,True,qualifies,391,0.5037828947368423,1
CKD__00,Five-number,five_number,10,9.456431535269711,97.44245524296676,True,qualifies,391,0.591026970954357,2
CKD__00,Binned,bins_8,18,4.647006520450507,95.39641943734016,True,qualifies,391,0.2904379075281567,3
CKD__00,Density,density_8,18,9.167404374140004,95.39641943734016,True,qualifies,391,0.5729627733837502,4
CKD__00,Binned,bins_16,34,3.594398340248965,91.30434782608697,True,qualifies,391,0.2246498962655603,5
CKD__00,Density,density_16,34,4.510650509896546,91.30434782608697,True,qualifies,391,0.28191565686853415,6
CKD__00,Binned,bins_32,66,2.834538567493105,83.12020460358056,True,qualifies,391,0.17715866046831907,7
CKD__00,Density,density_32,66,4.183720152678063,83.12020460358056,True,qualifies,391,0.26148250954237895,8
CKD__00,Binned,bins_64,130,2.6745006887052263,66.75191815856778,True,qualifies,391,0.16715629304407664,9
CKD__00,Density,density_64,130,4.011943173158588,66.75191815856778,True,qualifies,391,0.2507464483224118,10
CKD__00,Density,density_128,258,3.965756103993037,34.0153452685422,True,qualifies,391,0.24785975649956482,11
CKD__00,Observations,raw,391,0.0,0.0,True,qualifies,391,0.0,12
CKD__00,Density,density_256,514,3.964494628975924,0.0,True,qualifies,391,0.24778091431099525,13
CKD__00,Means,means,2,16.974543790559654,0.0,False,does_not_qualify,391,1.0609089869099784,14
CKD__01,Binned,bins_8,18,9.238829432950538,95.36082474226804,True,qualifies,388,0.9238829432950538,1
CKD__01,Binned,bins_16,34,7.3479166666667055,91.23711340206185,True,qualifies,388,0.7347916666666705,2
CKD__01,Binned,bins_32,66,6.371643518518482,82.98969072164948,True,qualifies,388,0.6371643518518482,3
CKD__01,Density,density_32,66,8.246984165572584,82.98969072164948,True,qualifies,388,0.8246984165572584,4
CKD__01,Binned,bins_64,130,7.586979166666708,66.49484536082475,True,qualifies,388,0.7586979166666709,5
CKD__01,Density,density_64,130,7.770498420963065,66.49484536082475,True,qualifies,388,0.7770498420963066,6
CKD__01,Density,density_128,258,7.551538317471909,33.50515463917526,True,qualifies,388,0.7551538317471909,7
CKD__01,Observations,raw,388,0.0,0.0,True,qualifies,388,0.0,8
CKD__01,Density,density_256,514,7.491358678844506,0.0,True,qualifies,388,0.7491358678844506,9
CKD__01,Density,density_16,34,10.369931661629735,0.0,False,does_not_qualify,388,1.0369931661629734,10
CKD__01,Means,means,2,11.726351351351354,0.0,False,does_not_qualify,388,1.1726351351351354,11
CKD__01,Density,density_8,18,13.487949978960884,0.0,False,does_not_qualify,388,1.3487949978960885,12
CKD__01,Binned,bins_4,10,15.428870292887026,0.0,False,does_not_qualify,388,1.5428870292887027,13
CKD__01,Five-number,five_number,10,62.0,0.0,False,does_not_qualify,388,6.2,14
CKD__02,Binned,bins_4,10,39.715936018957336,97.19101123595506,True,qualifies,356,0.5439794003418347,1
CKD__02,Binned,bins_8,18,17.21795437010914,94.9438202247191,True,qualifies,356,0.23583008314079093,2
CKD__02,Density,density_8,18,39.304407830711824,94.9438202247191,True,qualifies,356,0.5383428000371434,3
CKD__02,Binned,bins_16,34,13.832092078537585,90.4494382022472,True,qualifies,356,0.1894547606976796,4
CKD__02,Density,density_16,34,29.520340172299342,90.4494382022472,True,qualifies,356,0.4043328334789666,5
CKD__02,Binned,bins_32,66,8.87351895734605,81.46067415730337,True,qualifies,356,0.121538405113629,6
CKD__02,Density,density_32,66,15.739571966177529,81.46067415730337,True,qualifies,356,0.21558104322938684,7
CKD__02,Binned,bins_64,130,10.160055746140728,63.48314606741573,True,qualifies,356,0.1391597828535917,8
CKD__02,Density,density_64,130,19.285495708166536,63.48314606741573,True,qualifies,356,0.2641486879628344,9
CKD__02,Density,density_128,258,20.168772037906578,27.52808988764045,True,qualifies,356,0.2762467064498916,10
CKD__02,Observations,raw,356,0.0,0.0,True,qualifies,356,0.0,11
CKD__02,Density,density_256,514,20.22124923603748,0.0,True,qualifies,356,0.27696547371644276,12
CKD__02,Five-number,five_number,10,96.1137440758294,0.0,False,does_not_qualify,356,1.3164462960666954,13
CKD__02,Means,means,2,167.4524109014673,0.0,False,does_not_qualify,356,2.293554456943807,14
CKD__03,Binned,bins_4,10,37.82546874999997,97.3753280839895,True,qualifies,381,0.992794455380579,1
CKD__03,Binned,bins_8,18,19.791760460805136,95.2755905511811,True,qualifies,381,0.5194687784988237,2
CKD__03,Binned,bins_16,34,7.821351240440066,91.0761154855643,True,qualifies,381,0.20528480946036967,3
CKD__03,Density,density_16,34,12.54607002549858,91.0761154855643,True,qualifies,381,0.3292931765222732,4
CKD__03,Binned,bins_32,66,6.665977524384445,82.67716535433071,True,qualifies,381,0.17496004001009083,5
CKD__03,Density,density_32,66,10.091001263028007,82.67716535433071,True,qualifies,381,0.2648556761949614,6
CKD__03,Binned,bins_64,130,6.01986529757329,65.87926509186352,True,qualifies,381,0.15800171384706835,7
CKD__03,Density,density_64,130,11.103370158246092,65.87926509186352,True,qualifies,381,0.2914270382741763,8
CKD__03,Density,density_128,258,12.125066580502468,32.28346456692913,True,qualifies,381,0.3182432173360235,9
CKD__03,Observations,raw,381,0.0,0.0,True,qualifies,381,0.0,10
CKD__03,Density,density_256,514,12.209196880513701,0.0,True,qualifies,381,0.32045136169327376,11
CKD__03,Density,density_8,18,53.23887086634392,0.0,False,does_not_qualify,381,1.3973456920300276,12
CKD__03,Means,means,2,98.40958157524608,0.0,False,does_not_qualify,381,2.582928650268932,13
CKD__03,Five-number,five_number,10,149.76271186440687,0.0,False,does_not_qualify,381,3.9307798389608197,14
CKD__04,Binned,bins_16,34,4.173734177215195,91.12271540469973,True,qualifies,383,0.9706358551663241,1
CKD__04,Density,density_32,66,1.670386043827154,82.76762402088774,True,qualifies,383,0.38846187065747756,2
CKD__04,Binned,bins_32,66,2.0205696202531698,82.76762402088774,True,qualifies,383,0.46989991168678347,3
CKD__04,Binned,bins_64,130,0.5977531645569627,66.05744125326372,True,qualifies,383,0.1390123638504564,4
CKD__04,Density,density_64,130,2.194459497027874,66.05744125326372,True,qualifies,383,0.5103394179134589,5
CKD__04,Density,density_128,258,2.188443033888885,32.637075718015666,True,qualifies,383,0.5089402404392753,6
CKD__04,Observations,raw,383,0.0,0.0,True,qualifies,383,0.0,7
CKD__04,Density,density_256,514,2.4238592932363368,0.0,True,qualifies,383,0.5636882077293804,8
CKD__04,Density,density_16,34,6.758647434021309,0.0,False,does_not_qualify,383,1.571778473028211,9
CKD__04,Binned,bins_8,18,8.087025316455703,0.0,False,does_not_qualify,383,1.8807035619664418,10
CKD__04,Means,means,2,8.799049550854818,0.0,False,does_not_qualify,383,2.04629059322205,11
CKD__04,Density,density_8,18,11.401616039132032,0.0,False,does_not_qualify,383,2.6515386137516344,12
CKD__04,Binned,bins_4,10,12.038076923076916,0.0,False,does_not_qualify,383,2.799552772808584,13
CKD__04,Five-number,five_number,10,48.184999999999995,0.0,False,does_not_qualify,383,11.205813953488367,14
CKD__05,Means,means,2,7.170751231527106,99.36102236421725,True,qualifies,313,0.7967501368363451,1
CKD__05,Binned,bins_4,10,8.72622063565177,96.80511182108627,True,qualifies,313,0.9695800706279746,2
CKD__05,Binned,bins_16,34,4.584724572593956,89.1373801916933,True,qualifies,313,0.5094138413993284,3
CKD__05,Density,density_16,34,7.066875820834639,89.1373801916933,True,qualifies,313,0.7852084245371821,4
CKD__05,Binned,bins_32,66,2.371639756201887,78.91373801916933,True,qualifies,313,0.2635155284668763,5
CKD__05,Density,density_32,66,4.534641628541394,78.91373801916933,True,qualifies,313,0.5038490698379327,6
CKD__05,Binned,bins_64,130,2.3488919526143945,58.4664536741214,True,qualifies,313,0.2609879947349327,7
CKD__05,Density,density_64,130,4.300422152022037,58.4664536741214,True,qualifies,313,0.4778246835580041,8
CKD__05,Density,density_128,258,4.24385670611116,17.571884984025555,True,qualifies,313,0.4715396340123511,9
CKD__05,Observations,raw,313,0.0,0.0,True,qualifies,313,0.0,10
CKD__05,Density,density_256,514,4.206698045905213,0.0,True,qualifies,313,0.4674108939894681,11
CKD__05,Binned,bins_8,18,9.517852272727282,0.0,False,does_not_qualify,313,1.0575391414141424,12
CKD__05,Density,density_8,18,22.565149076387684,0.0,False,does_not_qualify,313,2.5072387862652983,13
CKD__05,Five-number,five_number,10,90.6,0.0,False,does_not_qualify,313,10.066666666666666,14
CKD__06,Binned,bins_32,66,0.5338269788402457,78.84615384615384,True,qualifies,312,0.88971163140041,1
CKD__06,Binned,bins_64,130,0.4315227914764641,58.33333333333333,True,qualifies,312,0.7192046524607739,2
CKD__06,Observations,raw,312,0.0,0.0,True,qualifies,312,0.0,3
CKD__06,Means,means,2,0.9805120792896962,0.0,False,does_not_qualify,312,1.6341867988161614,4
CKD__06,Density,density_16,34,0.9973163031576311,0.0,False,does_not_qualify,312,1.6621938385960529,5
CKD__06,Density,density_64,130,1.1384767742025428,0.0,False,does_not_qualify,312,1.8974612903375725,6
CKD__06,Binned,bins_4,10,1.172462577583059,0.0,False,does_not_qualify,312,1.9541042959717663,7
CKD__06,Density,density_8,18,1.2053078163623843,0.0,False,does_not_qualify,312,2.008846360603975,8
CKD__06,Binned,bins_8,18,1.2362312887915294,0.0,False,does_not_qualify,312,2.060385481319217,9
CKD__06,Binned,bins_16,34,1.2481685671256448,0.0,False,does_not_qualify,312,2.080280945209409,10
CKD__06,Density,density_128,258,1.3314647447387709,0.0,False,does_not_qualify,312,2.2191079078979525,11
CKD__06,Density,density_256,514,1.4135615110331674,0.0,False,does_not_qualify,312,2.355935851721947,12
CKD__06,Density,density_32,66,1.6207197923801528,0.0,False,does_not_qualify,312,2.701199653966923,13
CKD__06,Five-number,five_number,10,32.3,0.0,False,does_not_qualify,312,53.83333333333336,14
CKD__07,Binned,bins_8,18,0.6938983488132102,94.82758620689656,True,qualifies,348,0.49564167772372175,1
CKD__07,Density,density_8,18,1.0685199471414641,94.82758620689656,True,qualifies,348,0.7632285336724747,2
CKD__07,Binned,bins_16,34,0.30945432809656914,90.22988505747126,True,qualifies,348,0.22103880578326376,3
CKD__07,Density,density_16,34,0.46111243464209295,90.22988505747126,True,qualifies,348,0.3293660247443522,4
CKD__07,Binned,bins_32,66,0.1908415300103723,81.03448275862068,True,qualifies,348,0.1363153785788374,5
CKD__07,Density,density_32,66,0.3527149443280937,81.03448275862068,True,qualifies,348,0.2519392459486384,6
CKD__07,Binned,bins_64,130,0.16059831691297255,62.643678160919535,True,qualifies,348,0.11471308350926615,7
CKD__07,Density,density_64,130,0.33759839112132717,62.643678160919535,True,qualifies,348,0.2411417079438052,8
CKD__07,Density,density_128,258,0.343383071917728,25.86206896551724,True,qualifies,348,0.24527362279837722,9
CKD__07,Observations,raw,348,0.0,0.0,True,qualifies,348,0.0,10
CKD__07,Density,density_256,514,0.34450367526519976,0.0,True,qualifies,348,0.24607405376085706,11
CKD__07,Means,means,2,2.1443545751633986,0.0,False,does_not_qualify,348,1.531681839402428,12
CKD__07,Binned,bins_4,10,2.155933952528379,0.0,False,does_not_qualify,348,1.539952823234557,13
CKD__07,Five-number,five_number,10,2.544827586206896,0.0,False,does_not_qualify,348,1.8177339901477836,14
CKD__08,Binned,bins_8,18,1.5107314560439598,94.52887537993921,True,qualifies,329,0.37768286401098994,1
CKD__08,Density,density_8,18,3.8161882875267708,94.52887537993921,True,qualifies,329,0.9540470718816927,2
CKD__08,Binned,bins_16,34,1.3554884155253646,89.66565349544074,True,qualifies,329,0.33887210388134115,3
CKD__08,Density,density_16,34,1.6673460639783428,89.66565349544074,True,qualifies,329,0.4168365159945857,4
CKD__08,Binned,bins_32,66,1.1944171899529081,79.93920972644378,True,qualifies,329,0.29860429748822703,5
CKD__08,Density,density_32,66,1.4202963422097028,79.93920972644378,True,qualifies,329,0.3550740855524257,6
CKD__08,Binned,bins_64,130,1.0763056506849225,60.48632218844985,True,qualifies,329,0.2690764126712306,7
CKD__08,Density,density_64,130,1.3521907096801407,60.48632218844985,True,qualifies,329,0.33804767742003516,8
CKD__08,Density,density_128,258,1.3485616213282832,21.580547112462,True,qualifies,329,0.3371404053320708,9
CKD__08,Observations,raw,329,0.0,0.0,True,qualifies,329,0.0,10
CKD__08,Density,density_256,514,1.3501569521847223,0.0,True,qualifies,329,0.3375392380461806,11
CKD__08,Binned,bins_4,10,5.360379464285714,0.0,False,does_not_qualify,329,1.3400948660714285,12
CKD__08,Means,means,2,5.7542742720263504,0.0,False,does_not_qualify,329,1.4385685680065876,13
CKD__08,Five-number,five_number,10,8.560439560439562,0.0,False,does_not_qualify,329,2.1401098901098905,14
CKD__09,Binned,bins_4,10,2385.8333333333394,96.5986394557823,True,qualifies,294,0.9543333333333358,1
CKD__09,Binned,bins_8,18,917.9473684210534,93.87755102040816,True,qualifies,294,0.3671789473684214,2
CKD__09,Density,density_8,18,1741.7144221379003,93.87755102040816,True,qualifies,294,0.6966857688551601,3
CKD__09,Density,density_16,34,733.884361614244,88.43537414965986,True,qualifies,294,0.2935537446456976,4
CKD__09,Binned,bins_16,34,848.3249999999989,88.43537414965986,True,qualifies,294,0.3393299999999996,5
CKD__09,Binned,bins_32,66,711.5,77.55102040816327,True,qualifies,294,0.2846,6
CKD__09,Density,density_32,66,764.6746034968546,77.55102040816327,True,qualifies,294,0.30586984139874185,7
CKD__09,Binned,bins_64,130,659.09676232524,55.78231292517006,True,qualifies,294,0.263638704930096,8
CKD__09,Density,density_64,130,751.0495291156603,55.78231292517006,True,qualifies,294,0.30041981164626413,9
CKD__09,Density,density_128,258,762.3711591084757,12.244897959183676,True,qualifies,294,0.3049484636433903,10
CKD__09,Observations,raw,294,0.0,0.0,True,qualifies,294,0.0,11
CKD__09,Density,density_256,514,763.2602761493545,0.0,True,qualifies,294,0.30530411045974176,12
CKD__09,Means,means,2,3136.0579817533453,0.0,False,does_not_qualify,294,1.254423192701338,13
CKD__09,Five-number,five_number,10,8089.999999999996,0.0,False,does_not_qualify,294,3.2359999999999984,14
CKD__10,Means,means,2,0.4662171162171158,99.25650557620817,True,qualifies,269,0.8202556127224675,1
CKD__10,Binned,bins_4,10,0.4556255384615384,96.28252788104089,True,qualifies,269,0.8016209448833894,2
CKD__10,Binned,bins_8,18,0.23466517857142843,93.3085501858736,True,qualifies,269,0.41286650176115464,3
CKD__10,Density,density_8,18,0.4870975897511882,93.3085501858736,True,qualifies,269,0.8569924141329281,4
CKD__10,Binned,bins_16,34,0.17689621212121276,87.36059479553904,True,qualifies,269,0.31122862249054856,5
CKD__10,Density,density_16,34,0.20176315116381005,87.36059479553904,True,qualifies,269,0.35497915332995894,6
CKD__10,Binned,bins_32,66,0.1681796874999999,75.46468401486989,True,qualifies,269,0.29589289586172657,7
CKD__10,Density,density_32,66,0.16852157529535017,75.46468401486989,True,qualifies,269,0.2964944082757984,8
CKD__10,Binned,bins_64,130,0.13139451291079762,51.6728624535316,True,qualifies,269,0.23117359476314256,9
CKD__10,Density,density_64,130,0.16137599881075904,51.6728624535316,True,qualifies,269,0.2839225849476862,10
CKD__10,Density,density_128,258,0.16064932183124192,4.089219330855021,True,qualifies,269,0.2826440800400981,11
CKD__10,Observations,raw,269,0.0,0.0,True,qualifies,269,0.0,12
CKD__10,Density,density_256,514,0.16030042628053387,0.0,True,qualifies,269,0.28203023828318396,13
CKD__10,Five-number,five_number,10,2.0999999999999996,0.0,False,does_not_qualify,269,3.6947094535993004,14
ILPD__00,Means,means,2,4.9143251957623235,99.65694682675816,True,qualifies,583,0.5460361328624804,1
