family,setting,loss,score,failed_placements,tied_best
Box plot,five,0.013718047138745377,98.6467591084656,0,True
Interval plot,five,0.01480671497277173,98.54093249933126,0,False
Dot plot,raw,0.057071349722013665,94.60099360965349,0,False
Violin plot,64,0.10413272471697464,90.56882181046964,0,False
Heatmap,16,0.19813638255834295,83.46295251169416,0,False
Histogram,16,0.2213855560834327,81.8742284137254,0,False
Bar chart,means,0.8609751283889647,53.73526946949013,0,False
