key,primary,dataset,feature,family,setting,H,phase,loss,score,decode_failure,scale,constant_scale_fallback
WDBC__00,True,WDBC,mean radius,Histogram,16,128,0.25,0.06926118149056346,93.52251978379945,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,128,0.5,0.07547709560102622,92.98198949008336,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,128,0.75,0.07229088320860787,93.25827680337146,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,256,0.0,0.07434653672983722,93.07983651567977,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,256,0.25,0.06684694739824913,93.73415769138481,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,256,0.5,0.06871199694066867,93.57057868374586,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,256,0.75,0.07157050773377145,93.32097074180089,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,512,0.0,0.0709770186214755,93.37268518489456,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,512,0.25,0.07039423920809575,93.42352222857858,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,512,0.5,0.06457786181319329,93.93394657829873,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,16,512,0.75,0.06819101385145312,93.61621536155928,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,128,0.0,0.016438252948198003,98.38275931661187,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,128,0.25,0.028983077399599485,97.18332808029807,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,128,0.5,0.05370034791199152,94.90364143673257,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,128,0.75,0.03497843195339954,96.62037093010898,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,256,0.0,0.02270287391320563,97.78011048054097,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,256,0.25,0.035486340889723175,96.57297836886653,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,256,0.5,0.03530449181075844,96.58994121149708,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,256,0.75,0.023432582237853158,97.71039317640101,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,512,0.0,0.02422909958802536,97.63440624780422,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,512,0.25,0.01839439831318653,98.19378441754452,,2.410516653707913,False
WDBC__00,True,WDBC,mean radius,Histogram,32,512,0.5,0.023176557116049237,97.73484283285622,,2.410516653707913,False
