H,family,loss,score
256,Bar chart,0.0027573829557987414,99.72501992977894
256,Pie chart,0.0004978153890321316,99.95024323078222
256,Donut chart,0.0005897512819540984,99.94105963196219
256,Stacked bar,0.0029421383806086734,99.70664924046773
384,Bar chart,0.0027288159576613555,99.72786102142132
384,Pie chart,0.00045770693241808935,99.95425024673742
384,Donut chart,0.0005802238505626389,99.94201126139295
384,Stacked bar,0.0018708663119286345,99.8132627292761
