key,dataset,feature,family,configuration,retained_values,error,error_ratio,qualifies,retention_cost,score,selected,status
Cleveland__01,Cleveland,trestbps,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__01,Cleveland,trestbps,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__01,Cleveland,trestbps,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__02,Cleveland,chol,Bar,Mean bars,2.0,15.269358850141543,0.43767901603296727,True,2.2188395080164836,0.4506860439374199,True,qualified
Cleveland__02,Cleveland,chol,Dot,Mean dots,2.0,15.269358850141543,0.43767901603296727,True,2.2188395080164836,0.4506860439374199,True,qualified
Cleveland__02,Cleveland,chol,Forest,Mean contrast with interval,3.0,15.269358850141543,0.43767901603296727,True,3.2188395080164836,0.31067097241397446,False,qualified
Cleveland__02,Cleveland,chol,Interval,Means with intervals,6.0,15.269358850141543,0.43767901603296727,True,6.218839508016484,0.1608017056415326,False,qualified
Cleveland__02,Cleveland,chol,Heatmap,10 common bins,22.0,12.545047598899998,0.3595896948300742,True,22.17979484741504,0.04508607978024404,False,qualified
Cleveland__02,Cleveland,chol,Histogram,10 common bins,22.0,12.545047598899998,0.3595896948300742,True,22.17979484741504,0.04508607978024404,False,qualified
Cleveland__02,Cleveland,chol,Violin,64-point density per group,130.0,9.35282010426036,0.2680880802227058,True,130.13404404011135,0.007684384262213268,False,qualified
Cleveland__02,Cleveland,chol,Raincloud,Individual observations,303.0,0.0,0.0,True,303.0,0.0033003300330033004,False,qualified
Cleveland__02,Cleveland,chol,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__02,Cleveland,chol,Box,Min-max box with mean markers,12.0,126.35000000000002,3.621680793444238,False,,0.0,False,exceeds tolerance
Cleveland__02,Cleveland,chol,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__02,Cleveland,chol,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__02,Cleveland,chol,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__02,Cleveland,chol,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__02,Cleveland,chol,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__03,Cleveland,thalach,Bar,Mean bars,2.0,8.868674086617276,0.524145712878396,True,2.262072856439198,0.44207241033524103,True,qualified
Cleveland__03,Cleveland,thalach,Dot,Mean dots,2.0,8.868674086617276,0.524145712878396,True,2.262072856439198,0.44207241033524103,True,qualified
Cleveland__03,Cleveland,thalach,Forest,Mean contrast with interval,3.0,8.868674086617276,0.524145712878396,True,3.262072856439198,0.3065535455549501,False,qualified
Cleveland__03,Cleveland,thalach,Interval,Means with intervals,6.0,8.868674086617276,0.524145712878396,True,6.262072856439198,0.15969153073198672,False,qualified
Cleveland__03,Cleveland,thalach,Box,Min-max box with mean markers,12.0,7.043478260869577,0.41627518365545363,True,12.208137591827727,0.08191257613851043,False,qualified
Cleveland__03,Cleveland,thalach,Heatmap,10 common bins,22.0,3.5415337423312963,0.2093074691805661,True,22.104653734590283,0.0452393424482899,False,qualified
Cleveland__03,Cleveland,thalach,Histogram,10 common bins,22.0,3.5415337423312963,0.2093074691805661,True,22.104653734590283,0.0452393424482899,False,qualified
Cleveland__03,Cleveland,thalach,Violin,64-point density per group,130.0,3.9906479451842074,0.235850476818356,True,130.11792523840919,0.007685336191518157,False,qualified
Cleveland__03,Cleveland,thalach,Raincloud,Individual observations,303.0,0.0,0.0,True,303.0,0.0033003300330033004,False,qualified
Cleveland__03,Cleveland,thalach,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__03,Cleveland,thalach,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__03,Cleveland,thalach,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__03,Cleveland,thalach,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__03,Cleveland,thalach,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__03,Cleveland,thalach,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__04,Cleveland,oldpeak,Box,Min-max box with mean markers,12.0,0.3985507246376812,0.5693581780538303,True,12.284679089026914,0.0814022078031516,True,qualified
Cleveland__04,Cleveland,oldpeak,Heatmap,10 common bins,22.0,0.5540849802371541,0.791549971767363,True,22.39577498588368,0.044651279119847904,False,qualified
Cleveland__04,Cleveland,oldpeak,Histogram,10 common bins,22.0,0.5540849802371541,0.791549971767363,True,22.39577498588368,0.044651279119847904,False,qualified
Cleveland__04,Cleveland,oldpeak,Violin,64-point density per group,130.0,0.3421785556560415,0.48882650808005923,True,130.24441325404004,0.0076778725091994,False,qualified
Cleveland__04,Cleveland,oldpeak,Dot,Individual observations,303.0,0.0,0.0,True,303.0,0.0033003300330033004,False,qualified
Cleveland__04,Cleveland,oldpeak,Raincloud,Individual observations,303.0,0.0,0.0,True,303.0,0.0033003300330033004,False,qualified
Cleveland__04,Cleveland,oldpeak,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__04,Cleveland,oldpeak,Bar,Mean bars,2.0,0.987515353570802,1.4107362193868598,False,,0.0,False,exceeds tolerance
Cleveland__04,Cleveland,oldpeak,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__04,Cleveland,oldpeak,Forest,Mean contrast with interval,3.0,0.987515353570802,1.4107362193868598,False,,0.0,False,exceeds tolerance
Cleveland__04,Cleveland,oldpeak,Interval,Means with intervals,6.0,0.987515353570802,1.4107362193868598,False,,0.0,False,exceeds tolerance
Cleveland__04,Cleveland,oldpeak,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__04,Cleveland,oldpeak,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__04,Cleveland,oldpeak,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
Cleveland__04,Cleveland,oldpeak,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__00,HeartFailure,age,Bar,Mean bars,2.0,6.546625153940894,0.64818070831098,True,2.32409035415549,0.43027587039031984,True,qualified
HeartFailure__00,HeartFailure,age,Dot,Mean dots,2.0,6.546625153940894,0.64818070831098,True,2.32409035415549,0.43027587039031984,True,qualified
HeartFailure__00,HeartFailure,age,Forest,Mean contrast with interval,3.0,6.546625153940894,0.64818070831098,True,3.32409035415549,0.3008341812219053,False,qualified
HeartFailure__00,HeartFailure,age,Interval,Means with intervals,6.0,6.546625153940894,0.64818070831098,True,6.32409035415549,0.15812550801759356,False,qualified
HeartFailure__00,HeartFailure,age,Box,Min-max box with mean markers,12.0,6.1188118811881225,0.6058229585334778,True,12.302911479266738,0.08128157320202069,False,qualified
HeartFailure__00,HeartFailure,age,Heatmap,10 common bins,22.0,3.2740429042904324,0.3241626637911321,True,22.162081331895568,0.045122115789765854,False,qualified
HeartFailure__00,HeartFailure,age,Histogram,10 common bins,22.0,3.2740429042904324,0.3241626637911321,True,22.162081331895568,0.045122115789765854,False,qualified
HeartFailure__00,HeartFailure,age,Violin,64-point density per group,130.0,3.657035244642138,0.3620826974893208,True,130.18104134874466,0.007681610084229389,False,qualified
HeartFailure__00,HeartFailure,age,Raincloud,Individual observations,299.0,0.0,0.0,True,299.0,0.0033444816053511705,False,qualified
HeartFailure__00,HeartFailure,age,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__00,HeartFailure,age,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__00,HeartFailure,age,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__00,HeartFailure,age,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__00,HeartFailure,age,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__00,HeartFailure,age,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Bar,Mean bars,2.0,382.37145224682524,0.1025111518647242,True,2.051255575932362,0.4875062921135352,True,qualified
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Dot,Mean dots,2.0,382.37145224682524,0.1025111518647242,True,2.051255575932362,0.4875062921135352,True,qualified
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Forest,Mean contrast with interval,3.0,382.37145224682524,0.1025111518647242,True,3.051255575932362,0.32773393611724355,False,qualified
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Interval,Means with intervals,6.0,382.37145224682524,0.1025111518647242,True,6.0512555759323625,0.16525496030564243,False,qualified
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Box,Min-max box with mean markers,12.0,1988.0421052631589,0.5329803911055178,True,12.266490195552759,0.08152291193796837,False,qualified
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Heatmap,10 common bins,22.0,223.16240924092335,0.05982830436155807,True,22.02991415218078,0.04539282328074838,False,qualified
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Histogram,10 common bins,22.0,223.16240924092335,0.05982830436155807,True,22.02991415218078,0.04539282328074838,False,qualified
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Violin,64-point density per group,130.0,425.36398740401023,0.11403715432816851,True,130.0570185771641,0.007688935291152245,False,qualified
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Raincloud,Individual observations,299.0,0.0,0.0,True,299.0,0.0033444816053511705,False,qualified
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__01,HeartFailure,creatinine_phosphokinase,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__02,HeartFailure,ejection_fraction,Bar,Mean bars,2.0,6.797259852216747,0.45450065877119633,True,2.227250329385598,0.448984106908116,True,qualified
HeartFailure__02,HeartFailure,ejection_fraction,Dot,Mean dots,2.0,6.797259852216747,0.45450065877119633,True,2.227250329385598,0.448984106908116,True,qualified
HeartFailure__02,HeartFailure,ejection_fraction,Forest,Mean contrast with interval,3.0,6.797259852216747,0.45450065877119633,True,3.227250329385598,0.3098613054260279,False,qualified
HeartFailure__02,HeartFailure,ejection_fraction,Interval,Means with intervals,6.0,6.797259852216747,0.45450065877119633,True,6.2272503293855985,0.16058451918676334,False,qualified
HeartFailure__02,HeartFailure,ejection_fraction,Box,Min-max box with mean markers,12.0,9.400000000000006,0.62853359814631,True,12.314266799073154,0.08120662125618928,False,qualified
HeartFailure__02,HeartFailure,ejection_fraction,Heatmap,10 common bins,22.0,6.7427223230490085,0.4508539918093018,True,22.22542699590465,0.044993511269064215,False,qualified
HeartFailure__02,HeartFailure,ejection_fraction,Histogram,10 common bins,22.0,6.7427223230490085,0.4508539918093018,True,22.22542699590465,0.044993511269064215,False,qualified
HeartFailure__02,HeartFailure,ejection_fraction,Violin,64-point density per group,130.0,5.1950264078559485,0.347366876659021,True,130.1736834383295,0.0076820442779723256,False,qualified
HeartFailure__02,HeartFailure,ejection_fraction,Raincloud,Individual observations,299.0,0.0,0.0,True,299.0,0.0033444816053511705,False,qualified
HeartFailure__02,HeartFailure,ejection_fraction,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__02,HeartFailure,ejection_fraction,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__02,HeartFailure,ejection_fraction,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__02,HeartFailure,ejection_fraction,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__02,HeartFailure,ejection_fraction,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__02,HeartFailure,ejection_fraction,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__03,HeartFailure,platelets,Bar,Mean bars,2.0,30855.392478232214,0.3053525444218572,True,2.1526762722109285,0.46453803245247816,True,qualified
HeartFailure__03,HeartFailure,platelets,Dot,Mean dots,2.0,30855.392478232214,0.3053525444218572,True,2.1526762722109285,0.46453803245247816,True,qualified
HeartFailure__03,HeartFailure,platelets,Forest,Mean contrast with interval,3.0,30855.392478232214,0.3053525444218572,True,3.1526762722109285,0.3171908288885981,False,qualified
HeartFailure__03,HeartFailure,platelets,Interval,Means with intervals,6.0,30855.392478232214,0.3053525444218572,True,6.152676272210929,0.16253089806082968,False,qualified
HeartFailure__03,HeartFailure,platelets,Heatmap,10 common bins,22.0,18815.335958944925,0.18620118714319012,True,22.093100593571595,0.04526299944929273,False,qualified
HeartFailure__03,HeartFailure,platelets,Histogram,10 common bins,22.0,18815.335958944925,0.18620118714319012,True,22.093100593571595,0.04526299944929273,False,qualified
HeartFailure__03,HeartFailure,platelets,Violin,64-point density per group,130.0,18874.782649052446,0.1867894861931729,True,130.09339474309658,0.007686785343520026,False,qualified
HeartFailure__03,HeartFailure,platelets,Raincloud,Individual observations,299.0,0.0,0.0,True,299.0,0.0033444816053511705,False,qualified
HeartFailure__03,HeartFailure,platelets,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__03,HeartFailure,platelets,Box,Min-max box with mean markers,12.0,187250.00000000023,1.8530720030001275,False,,0.0,False,exceeds tolerance
HeartFailure__03,HeartFailure,platelets,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__03,HeartFailure,platelets,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__03,HeartFailure,platelets,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__03,HeartFailure,platelets,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__03,HeartFailure,platelets,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__04,HeartFailure,serum_creatinine,Bar,Mean bars,2.0,1.2262712367295852,0.5047258242247332,True,2.2523629121123667,0.4439781860296018,True,qualified
HeartFailure__04,HeartFailure,serum_creatinine,Dot,Mean dots,2.0,1.2262712367295852,0.5047258242247332,True,2.2523629121123667,0.4439781860296018,True,qualified
HeartFailure__04,HeartFailure,serum_creatinine,Forest,Mean contrast with interval,3.0,1.2262712367295852,0.5047258242247332,True,3.2523629121123667,0.30746876256515704,False,qualified
HeartFailure__04,HeartFailure,serum_creatinine,Interval,Means with intervals,6.0,1.2262712367295852,0.5047258242247332,True,6.252362912112367,0.15993953231069707,False,qualified
HeartFailure__04,HeartFailure,serum_creatinine,Box,Min-max box with mean markers,12.0,1.1242105263157904,0.46271825310861825,True,12.23135912655431,0.08175706310748392,False,qualified
HeartFailure__04,HeartFailure,serum_creatinine,Heatmap,10 common bins,22.0,0.38203966437833725,0.157245215181067,True,22.078622607590532,0.04529268051604834,False,qualified
HeartFailure__04,HeartFailure,serum_creatinine,Histogram,10 common bins,22.0,0.38203966437833725,0.157245215181067,True,22.078622607590532,0.04529268051604834,False,qualified
HeartFailure__04,HeartFailure,serum_creatinine,Violin,64-point density per group,130.0,0.4634520289909003,0.19075405205205825,True,130.09537702602603,0.0076866682188095475,False,qualified
HeartFailure__04,HeartFailure,serum_creatinine,Raincloud,Individual observations,299.0,0.0,0.0,True,299.0,0.0033444816053511705,False,qualified
HeartFailure__04,HeartFailure,serum_creatinine,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__04,HeartFailure,serum_creatinine,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__04,HeartFailure,serum_creatinine,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__04,HeartFailure,serum_creatinine,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__04,HeartFailure,serum_creatinine,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__04,HeartFailure,serum_creatinine,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__05,HeartFailure,serum_sodium,Bar,Mean bars,2.0,2.841748768472911,0.5963795946427939,True,2.298189797321397,0.4351250715521961,True,qualified
HeartFailure__05,HeartFailure,serum_sodium,Dot,Mean dots,2.0,2.841748768472911,0.5963795946427939,True,2.298189797321397,0.4351250715521961,True,qualified
HeartFailure__05,HeartFailure,serum_sodium,Forest,Mean contrast with interval,3.0,2.841748768472911,0.5963795946427939,True,3.298189797321397,0.3031966204043634,False,qualified
HeartFailure__05,HeartFailure,serum_sodium,Interval,Means with intervals,6.0,2.841748768472911,0.5963795946427939,True,6.298189797321397,0.15877578037189308,False,qualified
HeartFailure__05,HeartFailure,serum_sodium,Heatmap,10 common bins,22.0,1.8716095856357526,0.39278270422576156,True,22.19639135211288,0.045052368384413524,False,qualified
HeartFailure__05,HeartFailure,serum_sodium,Histogram,10 common bins,22.0,1.8716095856357526,0.39278270422576156,True,22.19639135211288,0.045052368384413524,False,qualified
HeartFailure__05,HeartFailure,serum_sodium,Violin,64-point density per group,130.0,0.9525759704510222,0.19991101163715064,True,130.09995550581857,0.007686397709454068,False,qualified
HeartFailure__05,HeartFailure,serum_sodium,Raincloud,Individual observations,299.0,0.0,0.0,True,299.0,0.0033444816053511705,False,qualified
HeartFailure__05,HeartFailure,serum_sodium,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__05,HeartFailure,serum_sodium,Box,Min-max box with mean markers,12.0,6.049504950495049,1.2695708185718892,False,,0.0,False,exceeds tolerance
HeartFailure__05,HeartFailure,serum_sodium,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__05,HeartFailure,serum_sodium,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__05,HeartFailure,serum_sodium,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__05,HeartFailure,serum_sodium,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
HeartFailure__05,HeartFailure,serum_sodium,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__00,CKD,age,Box,Min-max box with mean markers,12.0,9.456431535269711,0.6216415264177195,True,12.31082076320886,0.08122935255369167,True,qualified
CKD__00,CKD,age,Heatmap,10 common bins,22.0,4.6450345781466105,0.305352645408836,True,22.15267632270442,0.04514127256827626,False,qualified
CKD__00,CKD,age,Histogram,10 common bins,22.0,4.6450345781466105,0.305352645408836,True,22.15267632270442,0.04514127256827626,False,qualified
CKD__00,CKD,age,Violin,64-point density per group,130.0,4.011943173158588,0.263734842129571,True,130.13186742106478,0.0076845127931986276,False,qualified
CKD__00,CKD,age,Dot,Individual observations,391.0,0.0,0.0,True,391.0,0.0025575447570332483,False,qualified
CKD__00,CKD,age,Raincloud,Individual observations,391.0,0.0,0.0,True,391.0,0.0025575447570332483,False,qualified
CKD__00,CKD,age,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__00,CKD,age,Bar,Mean bars,2.0,16.974543790559654,1.1158629206854365,False,,0.0,False,exceeds tolerance
CKD__00,CKD,age,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__00,CKD,age,Forest,Mean contrast with interval,3.0,16.974543790559654,1.1158629206854365,False,,0.0,False,exceeds tolerance
CKD__00,CKD,age,Interval,Means with intervals,6.0,16.974543790559654,1.1158629206854365,False,,0.0,False,exceeds tolerance
CKD__00,CKD,age,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__00,CKD,age,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__00,CKD,age,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__00,CKD,age,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__01,CKD,bp,Bar,Mean bars,2.0,11.726351351351354,0.5863175675675677,True,2.2931587837837837,0.436079702405068,True,qualified
CKD__01,CKD,bp,Dot,Mean dots,2.0,11.726351351351354,0.5863175675675677,True,2.2931587837837837,0.436079702405068,True,qualified
CKD__01,CKD,bp,Forest,Mean contrast with interval,3.0,11.726351351351354,0.5863175675675677,True,3.2931587837837837,0.3036598189325742,False,qualified
CKD__01,CKD,bp,Interval,Means with intervals,6.0,11.726351351351354,0.5863175675675677,True,6.293158783783784,0.15890271235119646,False,qualified
CKD__01,CKD,bp,Heatmap,10 common bins,22.0,10.313758306669953,0.5156879153334977,True,22.25784395766675,0.04492798142991511,False,qualified
CKD__01,CKD,bp,Histogram,10 common bins,22.0,10.313758306669953,0.5156879153334977,True,22.25784395766675,0.04492798142991511,False,qualified
CKD__01,CKD,bp,Violin,64-point density per group,130.0,7.770498420963065,0.3885249210481533,True,130.19426246052407,0.007680830023544301,False,qualified
CKD__01,CKD,bp,Raincloud,Individual observations,388.0,0.0,0.0,True,388.0,0.002577319587628866,False,qualified
CKD__01,CKD,bp,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__01,CKD,bp,Box,Min-max box with mean markers,12.0,62.0,3.1,False,,0.0,False,exceeds tolerance
CKD__01,CKD,bp,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__01,CKD,bp,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__01,CKD,bp,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__01,CKD,bp,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__01,CKD,bp,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__02,CKD,bgr,Heatmap,10 common bins,22.0,19.32051455653354,0.24994197356447015,True,22.124970986782234,0.045197799382309424,True,qualified
CKD__02,CKD,bgr,Histogram,10 common bins,22.0,19.32051455653354,0.24994197356447015,True,22.124970986782234,0.045197799382309424,True,qualified
CKD__02,CKD,bgr,Violin,64-point density per group,130.0,19.285495708166536,0.24948894835920493,True,130.1247444741796,0.007684933438608427,False,qualified
CKD__02,CKD,bgr,Dot,Individual observations,356.0,0.0,0.0,True,356.0,0.0028089887640449437,False,qualified
CKD__02,CKD,bgr,Raincloud,Individual observations,356.0,0.0,0.0,True,356.0,0.0028089887640449437,False,qualified
CKD__02,CKD,bgr,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__02,CKD,bgr,Bar,Mean bars,2.0,167.4524109014673,2.166266635206563,False,,0.0,False,exceeds tolerance
CKD__02,CKD,bgr,Box,Min-max box with mean markers,12.0,96.1137440758294,1.2433860811879616,False,,0.0,False,exceeds tolerance
CKD__02,CKD,bgr,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__02,CKD,bgr,Forest,Mean contrast with interval,3.0,167.4524109014673,2.166266635206563,False,,0.0,False,exceeds tolerance
CKD__02,CKD,bgr,Interval,Means with intervals,6.0,167.4524109014673,2.166266635206563,False,,0.0,False,exceeds tolerance
CKD__02,CKD,bgr,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__02,CKD,bgr,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__02,CKD,bgr,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__02,CKD,bgr,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__03,CKD,bu,Heatmap,10 common bins,22.0,21.909848714725385,0.5803086648794307,True,22.290154332439716,0.044862856716279514,True,qualified
CKD__03,CKD,bu,Histogram,10 common bins,22.0,21.909848714725385,0.5803086648794307,True,22.290154332439716,0.044862856716279514,True,qualified
CKD__03,CKD,bu,Violin,64-point density per group,130.0,11.103370158246092,0.2940860978133259,True,130.14704304890665,0.007683616750510575,False,qualified
CKD__03,CKD,bu,Dot,Individual observations,381.0,0.0,0.0,True,381.0,0.0026246719160104987,False,qualified
CKD__03,CKD,bu,Raincloud,Individual observations,381.0,0.0,0.0,True,381.0,0.0026246719160104987,False,qualified
CKD__03,CKD,bu,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__03,CKD,bu,Bar,Mean bars,2.0,98.40958157524608,2.606495993598204,False,,0.0,False,exceeds tolerance
CKD__03,CKD,bu,Box,Min-max box with mean markers,12.0,149.76271186440687,3.9666453430299793,False,,0.0,False,exceeds tolerance
CKD__03,CKD,bu,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__03,CKD,bu,Forest,Mean contrast with interval,3.0,98.40958157524608,2.606495993598204,False,,0.0,False,exceeds tolerance
CKD__03,CKD,bu,Interval,Means with intervals,6.0,98.40958157524608,2.606495993598204,False,,0.0,False,exceeds tolerance
CKD__03,CKD,bu,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__03,CKD,bu,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__03,CKD,bu,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__03,CKD,bu,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__04,CKD,sc,Heatmap,20 common bins,42.0,2.898196202531649,0.7209443289879724,True,42.360472164493984,0.02360691344791448,True,qualified
CKD__04,CKD,sc,Histogram,20 common bins,42.0,2.898196202531649,0.7209443289879724,True,42.360472164493984,0.02360691344791448,True,qualified
CKD__04,CKD,sc,Violin,64-point density per group,130.0,2.194459497027874,0.5458854470218593,True,130.27294272351094,0.007676191073094763,False,qualified
CKD__04,CKD,sc,Dot,Individual observations,383.0,0.0,0.0,True,383.0,0.0026109660574412533,False,qualified
CKD__04,CKD,sc,Raincloud,Individual observations,383.0,0.0,0.0,True,383.0,0.0026109660574412533,False,qualified
CKD__04,CKD,sc,Area,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__04,CKD,sc,Bar,Mean bars,2.0,8.799049550854818,2.188818296232542,False,,0.0,False,exceeds tolerance
CKD__04,CKD,sc,Box,Min-max box with mean markers,12.0,48.184999999999995,11.9863184079602,False,,0.0,False,exceeds tolerance
CKD__04,CKD,sc,Bubble,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__04,CKD,sc,Forest,Mean contrast with interval,3.0,8.799049550854818,2.188818296232542,False,,0.0,False,exceeds tolerance
CKD__04,CKD,sc,Interval,Means with intervals,6.0,8.799049550854818,2.188818296232542,False,,0.0,False,exceeds tolerance
CKD__04,CKD,sc,Line,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__04,CKD,sc,Pie / donut,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__04,CKD,sc,Scatter,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__04,CKD,sc,Stacked bar,No configuration for this input schema,,,,False,,0.0,False,input mismatch
CKD__05,CKD,sod,Bar,Mean bars,2.0,7.170751231527106,0.8963439039408883,True,2.448171951970444,0.4084680404883883,True,qualified
CKD__05,CKD,sod,Dot,Mean dots,2.0,7.170751231527106,0.8963439039408883,True,2.448171951970444,0.4084680404883883,True,qualified
CKD__05,CKD,sod,Forest,Mean contrast with interval,3.0,7.170751231527106,0.8963439039408883,True,3.448171951970444,0.29000873910262914,False,qualified
CKD__05,CKD,sod,Interval,Means with intervals,6.0,7.170751231527106,0.8963439039408883,True,6.448171951970444,0.15508271296866055,False,qualified
