key,family,configuration,retained_values,error,error_ratio,qualifies,retention_cost,score,selected
HeartFailure__00,Dot,Mean dots,2,6.546625153940894,0.64818070831098,True,2.32409035415549,0.43027587039031984,True
HeartFailure__00,Interval,Means with intervals,6,6.546625153940894,0.64818070831098,True,6.32409035415549,0.15812550801759356,False
HeartFailure__00,Forest,Mean contrast with interval,3,6.546625153940894,0.64818070831098,True,3.32409035415549,0.3008341812219053,False
HeartFailure__00,Box,Min-max box with mean markers,12,6.1188118811881225,0.6058229585334778,True,12.302911479266738,0.08128157320202069,False
HeartFailure__00,Dot,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__00,Raincloud,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__00,Histogram,10 common bins,22,3.2740429042904324,0.3241626637911321,True,22.162081331895568,0.045122115789765854,False
HeartFailure__00,Heatmap,10 common bins,22,3.2740429042904324,0.3241626637911321,True,22.162081331895568,0.045122115789765854,False
HeartFailure__00,Histogram,20 common bins,42,2.8490099009901115,0.2820801882168429,True,42.14104009410842,0.02372983670471404,False
HeartFailure__00,Heatmap,20 common bins,42,2.8490099009901115,0.2820801882168429,True,42.14104009410842,0.02372983670471404,False
HeartFailure__00,Histogram,40 common bins,82,3.2972861842105203,0.32646397863470517,True,82.16323198931735,0.012170894155308027,False
HeartFailure__00,Heatmap,40 common bins,82,3.2972861842105203,0.32646397863470517,True,82.16323198931735,0.012170894155308027,False
HeartFailure__00,Violin,64-point density per group,130,3.657035244642138,0.3620826974893208,True,130.18104134874466,0.007681610084229389,False
HeartFailure__00,Violin,128-point density per group,258,3.662108159355185,0.3625849662727908,True,258.1812924831364,0.003873247323158849,False
HeartFailure__00,Violin,256-point density per group,514,3.6583455303157564,0.3622124287441345,True,514.1811062143721,0.0019448400338208471,False
HeartFailure__01,Bar,Mean bars,2,382.37145224682524,0.1025111518647242,True,2.051255575932362,0.4875062921135352,True
HeartFailure__01,Dot,Mean dots,2,382.37145224682524,0.1025111518647242,True,2.051255575932362,0.4875062921135352,True
HeartFailure__01,Interval,Means with intervals,6,382.37145224682524,0.1025111518647242,True,6.0512555759323625,0.16525496030564243,False
HeartFailure__01,Forest,Mean contrast with interval,3,382.37145224682524,0.1025111518647242,True,3.051255575932362,0.32773393611724355,False
HeartFailure__01,Box,Min-max box with mean markers,12,1988.0421052631589,0.5329803911055178,True,12.266490195552759,0.08152291193796837,False
HeartFailure__01,Dot,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__01,Raincloud,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__01,Histogram,10 common bins,22,223.16240924092335,0.05982830436155807,True,22.02991415218078,0.04539282328074838,False
HeartFailure__01,Heatmap,10 common bins,22,223.16240924092335,0.05982830436155807,True,22.02991415218078,0.04539282328074838,False
HeartFailure__01,Histogram,20 common bins,42,164.30574712643647,0.044049238762345254,True,42.02202461938117,0.023797044741599275,False
HeartFailure__01,Heatmap,20 common bins,42,164.30574712643647,0.044049238762345254,True,42.02202461938117,0.023797044741599275,False
HeartFailure__01,Histogram,40 common bins,82,325.19027777778,0.08718127295939268,True,82.04359063647969,0.012188642552601325,False
HeartFailure__01,Heatmap,40 common bins,82,325.19027777778,0.08718127295939268,True,82.04359063647969,0.012188642552601325,False
HeartFailure__01,Violin,64-point density per group,130,425.36398740401023,0.11403715432816851,True,130.0570185771641,0.007688935291152245,False
HeartFailure__01,Violin,128-point density per group,258,423.59421851791103,0.11356269148325071,True,258.0567813457416,0.003875116146086512,False
HeartFailure__01,Violin,256-point density per group,514,424.319047400091,0.11375701311259956,True,514.0568785065562,0.0019453100265970783,False
HeartFailure__02,Bar,Mean bars,2,6.797259852216747,0.45450065877119633,True,2.227250329385598,0.448984106908116,True
HeartFailure__02,Dot,Mean dots,2,6.797259852216747,0.45450065877119633,True,2.227250329385598,0.448984106908116,True
HeartFailure__02,Interval,Means with intervals,6,6.797259852216747,0.45450065877119633,True,6.2272503293855985,0.16058451918676334,False
HeartFailure__02,Forest,Mean contrast with interval,3,6.797259852216747,0.45450065877119633,True,3.227250329385598,0.3098613054260279,False
HeartFailure__02,Box,Min-max box with mean markers,12,9.400000000000006,0.62853359814631,True,12.314266799073154,0.08120662125618928,False
HeartFailure__02,Dot,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__02,Raincloud,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__02,Histogram,10 common bins,22,6.7427223230490085,0.4508539918093018,True,22.22542699590465,0.044993511269064215,False
HeartFailure__02,Heatmap,10 common bins,22,6.7427223230490085,0.4508539918093018,True,22.22542699590465,0.044993511269064215,False
HeartFailure__02,Histogram,20 common bins,42,4.806481481481505,0.3213867127637421,True,42.16069335638187,0.023718775010340996,False
HeartFailure__02,Heatmap,20 common bins,42,4.806481481481505,0.3213867127637421,True,42.16069335638187,0.023718775010340996,False
HeartFailure__02,Histogram,40 common bins,82,3.8949074074074304,0.2604340603430326,True,82.13021703017152,0.012175786649055585,False
HeartFailure__02,Heatmap,40 common bins,82,3.8949074074074304,0.2604340603430326,True,82.13021703017152,0.012175786649055585,False
HeartFailure__02,Violin,64-point density per group,130,5.1950264078559485,0.347366876659021,True,130.1736834383295,0.0076820442779723256,False
HeartFailure__02,Violin,128-point density per group,258,5.181043354195197,0.34643189591109913,True,258.17321594795555,0.0038733684914921125,False
HeartFailure__02,Violin,256-point density per group,514,5.173801317603235,0.3459476551326893,True,514.1729738275664,0.0019448707942696364,False
HeartFailure__03,Bar,Mean bars,2,30855.392478232214,0.3053525444218572,True,2.1526762722109285,0.46453803245247816,True
HeartFailure__03,Dot,Mean dots,2,30855.392478232214,0.3053525444218572,True,2.1526762722109285,0.46453803245247816,True
HeartFailure__03,Interval,Means with intervals,6,30855.392478232214,0.3053525444218572,True,6.152676272210929,0.16253089806082968,False
HeartFailure__03,Forest,Mean contrast with interval,3,30855.392478232214,0.3053525444218572,True,3.1526762722109285,0.3171908288885981,False
HeartFailure__03,Box,Min-max box with mean markers,12,187250.00000000023,1.8530720030001275,False,,0.0,False
HeartFailure__03,Dot,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__03,Raincloud,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__03,Histogram,10 common bins,22,18815.335958944925,0.18620118714319012,True,22.093100593571595,0.04526299944929273,False
HeartFailure__03,Heatmap,10 common bins,22,18815.335958944925,0.18620118714319012,True,22.093100593571595,0.04526299944929273,False
HeartFailure__03,Histogram,20 common bins,42,17614.873684210528,0.17432111754656446,True,42.087160558773284,0.023760215389288002,False
HeartFailure__03,Heatmap,20 common bins,42,17614.873684210528,0.17432111754656446,True,42.087160558773284,0.023760215389288002,False
HeartFailure__03,Histogram,40 common bins,82,19912.65624999994,0.1970605383297215,True,82.09853026916485,0.012180486017489488,False
HeartFailure__03,Heatmap,40 common bins,82,19912.65624999994,0.1970605383297215,True,82.09853026916485,0.012180486017489488,False
HeartFailure__03,Violin,64-point density per group,130,18874.782649052446,0.1867894861931729,True,130.09339474309658,0.007686785343520026,False
HeartFailure__03,Violin,128-point density per group,258,18883.27638670703,0.18687354230771783,True,258.09343677115385,0.003874565787144287,False
HeartFailure__03,Violin,256-point density per group,514,18944.928593350574,0.18748366769118555,True,514.0937418338456,0.0019451705372503809,False
HeartFailure__04,Bar,Mean bars,2,1.2262712367295852,0.5047258242247332,True,2.2523629121123667,0.4439781860296018,True
HeartFailure__04,Dot,Mean dots,2,1.2262712367295852,0.5047258242247332,True,2.2523629121123667,0.4439781860296018,True
HeartFailure__04,Interval,Means with intervals,6,1.2262712367295852,0.5047258242247332,True,6.252362912112367,0.15993953231069707,False
HeartFailure__04,Forest,Mean contrast with interval,3,1.2262712367295852,0.5047258242247332,True,3.2523629121123667,0.30746876256515704,False
HeartFailure__04,Box,Min-max box with mean markers,12,1.1242105263157904,0.46271825310861825,True,12.23135912655431,0.08175706310748392,False
HeartFailure__04,Dot,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__04,Raincloud,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__04,Histogram,10 common bins,22,0.38203966437833725,0.157245215181067,True,22.078622607590532,0.04529268051604834,False
HeartFailure__04,Heatmap,10 common bins,22,0.38203966437833725,0.157245215181067,True,22.078622607590532,0.04529268051604834,False
HeartFailure__04,Histogram,20 common bins,42,0.2656448657752375,0.10933782006259513,True,42.054668910031296,0.02377857265121567,False
HeartFailure__04,Heatmap,20 common bins,42,0.2656448657752375,0.10933782006259513,True,42.054668910031296,0.02377857265121567,False
HeartFailure__04,Histogram,40 common bins,82,0.3247656250000026,0.13367156698150112,True,82.06683578349075,0.012185190161811604,False
HeartFailure__04,Heatmap,40 common bins,82,0.3247656250000026,0.13367156698150112,True,82.06683578349075,0.012185190161811604,False
HeartFailure__04,Violin,64-point density per group,130,0.4634520289909003,0.19075405205205825,True,130.09537702602603,0.0076866682188095475,False
HeartFailure__04,Violin,128-point density per group,258,0.46948509161497465,0.19323722413856692,True,258.0966186120693,0.003874518021109934,False
HeartFailure__04,Violin,256-point density per group,514,0.47179763032448874,0.19418905108455642,True,514.0970945255423,0.0019451578517923646,False
HeartFailure__05,Bar,Mean bars,2,2.841748768472911,0.5963795946427939,True,2.298189797321397,0.4351250715521961,True
HeartFailure__05,Dot,Mean dots,2,2.841748768472911,0.5963795946427939,True,2.298189797321397,0.4351250715521961,True
HeartFailure__05,Interval,Means with intervals,6,2.841748768472911,0.5963795946427939,True,6.298189797321397,0.15877578037189308,False
HeartFailure__05,Forest,Mean contrast with interval,3,2.841748768472911,0.5963795946427939,True,3.298189797321397,0.3031966204043634,False
HeartFailure__05,Box,Min-max box with mean markers,12,6.049504950495049,1.2695708185718892,False,,0.0,False
HeartFailure__05,Dot,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__05,Raincloud,Individual observations,299,0.0,0.0,True,299.0,0.0033444816053511705,False
HeartFailure__05,Histogram,10 common bins,22,1.8716095856357526,0.39278270422576156,True,22.19639135211288,0.045052368384413524,False
HeartFailure__05,Heatmap,10 common bins,22,1.8716095856357526,0.39278270422576156,True,22.19639135211288,0.045052368384413524,False
HeartFailure__05,Histogram,20 common bins,42,1.5884900990098885,0.33336623274079524,True,42.1666831163704,0.02371540576810912,False
HeartFailure__05,Heatmap,20 common bins,42,1.5884900990098885,0.33336623274079524,True,42.1666831163704,0.02371540576810912,False
HeartFailure__05,Histogram,40 common bins,82,1.2319736842105442,0.2585464185121815,True,82.12927320925608,0.012175926571907112,False
HeartFailure__05,Heatmap,40 common bins,82,1.2319736842105442,0.2585464185121815,True,82.12927320925608,0.012175926571907112,False
HeartFailure__05,Violin,64-point density per group,130,0.9525759704510222,0.19991101163715064,True,130.09995550581857,0.007686397709454068,False
HeartFailure__05,Violin,128-point density per group,258,0.9547350471386835,0.2003641232190313,True,258.10018206160953,0.0038744645277363505,False
HeartFailure__05,Violin,256-point density per group,514,0.9548096668993935,0.2003797831897994,True,514.1001898915949,0.0019451461401149524,False
CKD__00,Bar,Mean bars,2,16.974543790559654,1.1158629206854365,False,,0.0,False
CKD__00,Dot,Mean dots,2,16.974543790559654,1.1158629206854365,False,,0.0,False
CKD__00,Interval,Means with intervals,6,16.974543790559654,1.1158629206854365,False,,0.0,False
CKD__00,Forest,Mean contrast with interval,3,16.974543790559654,1.1158629206854365,False,,0.0,False
CKD__00,Box,Min-max box with mean markers,12,9.456431535269711,0.6216415264177195,True,12.31082076320886,0.08122935255369167,True
CKD__00,Dot,Individual observations,391,0.0,0.0,True,391.0,0.0025575447570332483,False
CKD__00,Raincloud,Individual observations,391,0.0,0.0,True,391.0,0.0025575447570332483,False
CKD__00,Histogram,10 common bins,22,4.6450345781466105,0.305352645408836,True,22.15267632270442,0.04514127256827626,False
CKD__00,Heatmap,10 common bins,22,4.6450345781466105,0.305352645408836,True,22.15267632270442,0.04514127256827626,False
CKD__00,Histogram,20 common bins,42,3.379729729729739,0.2221747537887312,True,42.11108737689437,0.023746715230836875,False
CKD__00,Heatmap,20 common bins,42,3.379729729729739,0.2221747537887312,True,42.11108737689437,0.023746715230836875,False
CKD__00,Histogram,40 common bins,82,2.285304287690174,0.15023003555094847,True,82.07511501777547,0.012183960994552665,False
CKD__00,Heatmap,40 common bins,82,2.285304287690174,0.15023003555094847,True,82.07511501777547,0.012183960994552665,False
CKD__00,Violin,64-point density per group,130,4.011943173158588,0.263734842129571,True,130.13186742106478,0.0076845127931986276,False
CKD__00,Violin,128-point density per group,258,3.965756103993037,0.2606986228041576,True,258.1303493114021,0.003874011725733283,False
CKD__00,Violin,256-point density per group,514,3.964494628975924,0.260615696675813,True,514.1303078483379,0.0019450321926848702,False
CKD__01,Bar,Mean bars,2,11.726351351351354,0.5863175675675677,True,2.2931587837837837,0.436079702405068,True
CKD__01,Dot,Mean dots,2,11.726351351351354,0.5863175675675677,True,2.2931587837837837,0.436079702405068,True
CKD__01,Interval,Means with intervals,6,11.726351351351354,0.5863175675675677,True,6.293158783783784,0.15890271235119646,False
CKD__01,Forest,Mean contrast with interval,3,11.726351351351354,0.5863175675675677,True,3.2931587837837837,0.3036598189325742,False
CKD__01,Box,Min-max box with mean markers,12,62.0,3.1,False,,0.0,False
CKD__01,Dot,Individual observations,388,0.0,0.0,True,388.0,0.002577319587628866,False
CKD__01,Raincloud,Individual observations,388,0.0,0.0,True,388.0,0.002577319587628866,False
CKD__01,Histogram,10 common bins,22,10.313758306669953,0.5156879153334977,True,22.25784395766675,0.04492798142991511,False
CKD__01,Heatmap,10 common bins,22,10.313758306669953,0.5156879153334977,True,22.25784395766675,0.04492798142991511,False
CKD__01,Histogram,20 common bins,42,8.180000000000064,0.4090000000000032,True,42.2045,0.023694155836462935,False
CKD__01,Heatmap,20 common bins,42,8.180000000000064,0.4090000000000032,True,42.2045,0.023694155836462935,False
CKD__01,Histogram,40 common bins,82,6.838981481481447,0.3419490740740724,True,82.17097453703704,0.012169747354636383,False
CKD__01,Heatmap,40 common bins,82,6.838981481481447,0.3419490740740724,True,82.17097453703704,0.012169747354636383,False
CKD__01,Violin,64-point density per group,130,7.770498420963065,0.3885249210481533,True,130.19426246052407,0.007680830023544301,False
CKD__01,Violin,128-point density per group,258,7.551538317471909,0.37757691587359543,True,258.1887884579368,0.003873134871473772,False
CKD__01,Violin,256-point density per group,514,7.491358678844506,0.3745679339422253,True,514.1872839669711,0.0019448166673531257,False
CKD__02,Bar,Mean bars,2,167.4524109014673,2.166266635206563,False,,0.0,False
CKD__02,Dot,Mean dots,2,167.4524109014673,2.166266635206563,False,,0.0,False
CKD__02,Interval,Means with intervals,6,167.4524109014673,2.166266635206563,False,,0.0,False
CKD__02,Forest,Mean contrast with interval,3,167.4524109014673,2.166266635206563,False,,0.0,False
CKD__02,Box,Min-max box with mean markers,12,96.1137440758294,1.2433860811879616,False,,0.0,False
CKD__02,Dot,Individual observations,356,0.0,0.0,True,356.0,0.0028089887640449437,False
CKD__02,Raincloud,Individual observations,356,0.0,0.0,True,356.0,0.0028089887640449437,False
CKD__02,Histogram,10 common bins,22,19.32051455653354,0.24994197356447015,True,22.124970986782234,0.045197799382309424,True
CKD__02,Heatmap,10 common bins,22,19.32051455653354,0.24994197356447015,True,22.124970986782234,0.045197799382309424,True
CKD__02,Histogram,20 common bins,42,9.65000000000012,0.12483829236740131,True,42.0624191461837,0.02377419131611524,False
CKD__02,Heatmap,20 common bins,42,9.65000000000012,0.12483829236740131,True,42.0624191461837,0.02377419131611524,False
CKD__02,Histogram,40 common bins,82,10.52547169811325,0.13616392882423353,True,82.06808196441212,0.012185005133099596,False
CKD__02,Heatmap,40 common bins,82,10.52547169811325,0.13616392882423353,True,82.06808196441212,0.012185005133099596,False
CKD__02,Violin,64-point density per group,130,19.285495708166536,0.24948894835920493,True,130.1247444741796,0.007684933438608427,False
CKD__02,Violin,128-point density per group,258,20.168772037906578,0.26091555029633356,True,258.13045777514816,0.0038740100979136618,False
CKD__02,Violin,256-point density per group,514,20.22124923603748,0.26159442737435296,True,514.1307972136872,0.0019450303413439984,False
CKD__03,Bar,Mean bars,2,98.40958157524608,2.606495993598204,False,,0.0,False
CKD__03,Dot,Mean dots,2,98.40958157524608,2.606495993598204,False,,0.0,False
CKD__03,Interval,Means with intervals,6,98.40958157524608,2.606495993598204,False,,0.0,False
CKD__03,Forest,Mean contrast with interval,3,98.40958157524608,2.606495993598204,False,,0.0,False
CKD__03,Box,Min-max box with mean markers,12,149.76271186440687,3.9666453430299793,False,,0.0,False
CKD__03,Dot,Individual observations,381,0.0,0.0,True,381.0,0.0026246719160104987,False
CKD__03,Raincloud,Individual observations,381,0.0,0.0,True,381.0,0.0026246719160104987,False
CKD__03,Histogram,10 common bins,22,21.909848714725385,0.5803086648794307,True,22.290154332439716,0.044862856716279514,True
CKD__03,Heatmap,10 common bins,22,21.909848714725385,0.5803086648794307,True,22.290154332439716,0.044862856716279514,True
CKD__03,Histogram,20 common bins,42,8.670934440467406,0.22966011559097987,True,42.11483005779549,0.023744604896367122,False
CKD__03,Heatmap,20 common bins,42,8.670934440467406,0.22966011559097987,True,42.11483005779549,0.023744604896367122,False
CKD__03,Histogram,40 common bins,82,4.038082092107516,0.10695345540973634,True,82.05347672770486,0.012187174022113752,False
CKD__03,Heatmap,40 common bins,82,4.038082092107516,0.10695345540973634,True,82.05347672770486,0.012187174022113752,False
CKD__03,Violin,64-point density per group,130,11.103370158246092,0.2940860978133259,True,130.14704304890665,0.007683616750510575,False
CKD__03,Violin,128-point density per group,258,12.125066580502468,0.3211469549845216,True,258.1605734774923,0.003873558175556133,False
CKD__03,Violin,256-point density per group,514,12.209196880513701,0.323375247051304,True,514.1616876235256,0.001944913485526386,False
CKD__04,Bar,Mean bars,2,8.799049550854818,2.188818296232542,False,,0.0,False
CKD__04,Dot,Mean dots,2,8.799049550854818,2.188818296232542,False,,0.0,False
CKD__04,Interval,Means with intervals,6,8.799049550854818,2.188818296232542,False,,0.0,False
CKD__04,Forest,Mean contrast with interval,3,8.799049550854818,2.188818296232542,False,,0.0,False
CKD__04,Box,Min-max box with mean markers,12,48.184999999999995,11.9863184079602,False,,0.0,False
CKD__04,Dot,Individual observations,383,0.0,0.0,True,383.0,0.0026109660574412533,False
CKD__04,Raincloud,Individual observations,383,0.0,0.0,True,383.0,0.0026109660574412533,False
CKD__04,Histogram,10 common bins,22,6.782025316455699,1.6870709742427115,False,,0.0,False
CKD__04,Heatmap,10 common bins,22,6.782025316455699,1.6870709742427115,False,,0.0,False
CKD__04,Histogram,20 common bins,42,2.898196202531649,0.7209443289879724,True,42.360472164493984,0.02360691344791448,True
CKD__04,Heatmap,20 common bins,42,2.898196202531649,0.7209443289879724,True,42.360472164493984,0.02360691344791448,True
CKD__04,Histogram,40 common bins,82,1.4017468354430411,0.3486932426475227,True,82.17434662132376,0.012169247960171865,False
CKD__04,Heatmap,40 common bins,82,1.4017468354430411,0.3486932426475227,True,82.17434662132376,0.012169247960171865,False
CKD__04,Violin,64-point density per group,130,2.194459497027874,0.5458854470218593,True,130.27294272351094,0.007676191073094763,False
CKD__04,Violin,128-point density per group,258,2.188443033888885,0.5443888144002202,True,258.2721944072001,0.0038718840883946197,False
CKD__04,Violin,256-point density per group,514,2.4238592932363368,0.6029500729443624,True,514.3014750364722,0.0019443848570122883,False
CKD__05,Bar,Mean bars,2,7.170751231527106,0.8963439039408883,True,2.448171951970444,0.4084680404883883,True
CKD__05,Dot,Mean dots,2,7.170751231527106,0.8963439039408883,True,2.448171951970444,0.4084680404883883,True
CKD__05,Interval,Means with intervals,6,7.170751231527106,0.8963439039408883,True,6.448171951970444,0.15508271296866055,False
CKD__05,Forest,Mean contrast with interval,3,7.170751231527106,0.8963439039408883,True,3.448171951970444,0.29000873910262914,False
CKD__05,Box,Min-max box with mean markers,12,90.6,11.325,False,,0.0,False
CKD__05,Dot,Individual observations,313,0.0,0.0,True,313.0,0.003194888178913738,False
CKD__05,Raincloud,Individual observations,313,0.0,0.0,True,313.0,0.003194888178913738,False
CKD__05,Histogram,10 common bins,22,5.966386187020731,0.7457982733775914,True,22.372899136688794,0.0446969341742628,False
CKD__05,Heatmap,10 common bins,22,5.966386187020731,0.7457982733775914,True,22.372899136688794,0.0446969341742628,False
CKD__05,Histogram,20 common bins,42,4.801611906023652,0.6002014882529565,True,42.30010074412648,0.02364060563470061,False
CKD__05,Heatmap,20 common bins,42,4.801611906023652,0.6002014882529565,True,42.30010074412648,0.02364060563470061,False
CKD__05,Histogram,40 common bins,82,3.2618208741830017,0.4077276092728752,True,82.20386380463644,0.012164878312491174,False
CKD__05,Heatmap,40 common bins,82,3.2618208741830017,0.4077276092728752,True,82.20386380463644,0.012164878312491174,False
CKD__05,Violin,64-point density per group,130,4.300422152022037,0.5375527690027546,True,130.26877638450136,0.0076764365779286945,False
CKD__05,Violin,128-point density per group,258,4.24385670611116,0.530482088263895,True,258.2652410441319,0.0038719883324489714,False
CKD__05,Violin,256-point density per group,514,4.206698045905213,0.5258372557381517,True,514.2629186278691,0.0019445306355514618,False
CKD__06,Bar,Mean bars,2,0.9805120792896962,1.6341867988161614,False,,0.0,False
CKD__06,Dot,Mean dots,2,0.9805120792896962,1.6341867988161614,False,,0.0,False
CKD__06,Interval,Means with intervals,6,0.9805120792896962,1.6341867988161614,False,,0.0,False
CKD__06,Forest,Mean contrast with interval,3,0.9805120792896962,1.6341867988161614,False,,0.0,False
CKD__06,Box,Min-max box with mean markers,12,32.3,53.83333333333336,False,,0.0,False
CKD__06,Dot,Individual observations,312,0.0,0.0,True,312.0,0.003205128205128205,True
CKD__06,Raincloud,Individual observations,312,0.0,0.0,True,312.0,0.003205128205128205,True
CKD__06,Histogram,10 common bins,22,1.22301094622392,2.038351577039868,False,,0.0,False
CKD__06,Heatmap,10 common bins,22,1.22301094622392,2.038351577039868,False,,0.0,False
CKD__06,Histogram,20 common bins,42,1.246098833838026,2.0768313897300446,False,,0.0,False
CKD__06,Heatmap,20 common bins,42,1.246098833838026,2.0768313897300446,False,,0.0,False
CKD__06,Histogram,40 common bins,82,0.7768528660094924,1.294754776682488,False,,0.0,False
CKD__06,Heatmap,40 common bins,82,0.7768528660094924,1.294754776682488,False,,0.0,False
CKD__06,Violin,64-point density per group,130,1.1384767742025428,1.8974612903375725,False,,0.0,False
CKD__06,Violin,128-point density per group,258,1.3314647447387709,2.2191079078979525,False,,0.0,False
CKD__06,Violin,256-point density per group,514,1.4135615110331674,2.355935851721947,False,,0.0,False
CKD__07,Bar,Mean bars,2,2.1443545751633986,1.531681839402428,False,,0.0,False
CKD__07,Dot,Mean dots,2,2.1443545751633986,1.531681839402428,False,,0.0,False
CKD__07,Interval,Means with intervals,6,2.1443545751633986,1.531681839402428,False,,0.0,False
CKD__07,Forest,Mean contrast with interval,3,2.1443545751633986,1.531681839402428,False,,0.0,False
CKD__07,Box,Min-max box with mean markers,12,2.544827586206896,1.8177339901477836,False,,0.0,False
CKD__07,Dot,Individual observations,348,0.0,0.0,True,348.0,0.0028735632183908046,False
CKD__07,Raincloud,Individual observations,348,0.0,0.0,True,348.0,0.0028735632183908046,False
CKD__07,Histogram,10 common bins,22,0.3857423371647517,0.2755302408319656,True,22.13776512041598,0.0451716781057441,True
CKD__07,Heatmap,10 common bins,22,0.3857423371647517,0.2755302408319656,True,22.13776512041598,0.0451716781057441,True
CKD__07,Histogram,20 common bins,42,0.3345878136200735,0.23899129544290973,True,42.11949564772146,0.02374197469893249,False
CKD__07,Heatmap,20 common bins,42,0.3345878136200735,0.23899129544290973,True,42.11949564772146,0.02374197469893249,False
CKD__07,Histogram,40 common bins,82,0.1983879310344836,0.1417056650246312,True,82.07085283251232,0.012184593744148965,False
CKD__07,Heatmap,40 common bins,82,0.1983879310344836,0.1417056650246312,True,82.07085283251232,0.012184593744148965,False
CKD__07,Violin,64-point density per group,130,0.33759839112132717,0.2411417079438052,True,130.1205708539719,0.0076851799330196,False
CKD__07,Violin,128-point density per group,258,0.343383071917728,0.24527362279837722,True,258.12263681139916,0.0038741274781361533,False
CKD__07,Violin,256-point density per group,514,0.34450367526519976,0.24607405376085706,True,514.1230370268804,0.001945059699683747,False
CKD__08,Bar,Mean bars,2,5.7542742720263504,1.4385685680065876,False,,0.0,False
CKD__08,Dot,Mean dots,2,5.7542742720263504,1.4385685680065876,False,,0.0,False
CKD__08,Interval,Means with intervals,6,5.7542742720263504,1.4385685680065876,False,,0.0,False
CKD__08,Forest,Mean contrast with interval,3,5.7542742720263504,1.4385685680065876,False,,0.0,False
CKD__08,Box,Min-max box with mean markers,12,8.560439560439562,2.1401098901098905,False,,0.0,False
CKD__08,Dot,Individual observations,329,0.0,0.0,True,329.0,0.00303951367781155,False
CKD__08,Raincloud,Individual observations,329,0.0,0.0,True,329.0,0.00303951367781155,False
CKD__08,Histogram,10 common bins,22,1.4335414585414625,0.35838536463536563,True,22.179192682317684,0.04508730386734265,True
CKD__08,Heatmap,10 common bins,22,1.4335414585414625,0.35838536463536563,True,22.179192682317684,0.04508730386734265,True
CKD__08,Histogram,20 common bins,42,1.750824175824178,0.4377060439560445,True,42.21885302197802,0.02368610060248265,False
CKD__08,Heatmap,20 common bins,42,1.750824175824178,0.4377060439560445,True,42.21885302197802,0.02368610060248265,False
CKD__08,Histogram,40 common bins,82,1.5111475063398139,0.37778687658495347,True,82.18889343829248,0.01216709409466379,False
CKD__08,Heatmap,40 common bins,82,1.5111475063398139,0.37778687658495347,True,82.18889343829248,0.01216709409466379,False
CKD__08,Violin,64-point density per group,130,1.3521907096801407,0.33804767742003516,True,130.16902383871002,0.007682319268515689,False
CKD__08,Violin,128-point density per group,258,1.3485616213282832,0.3371404053320708,True,258.16857020266605,0.0038734381927861537,False
CKD__08,Violin,256-point density per group,514,1.3501569521847223,0.3375392380461806,True,514.1687696190231,0.0019448866969126828,False
CKD__09,Bar,Mean bars,2,3136.0579817533453,1.120020707769054,False,,0.0,False
CKD__09,Dot,Mean dots,2,3136.0579817533453,1.120020707769054,False,,0.0,False
CKD__09,Interval,Means with intervals,6,3136.0579817533453,1.120020707769054,False,,0.0,False
CKD__09,Forest,Mean contrast with interval,3,3136.0579817533453,1.120020707769054,False,,0.0,False
CKD__09,Box,Min-max box with mean markers,12,8089.999999999996,2.8892857142857187,False,,0.0,False
CKD__09,Dot,Individual observations,294,0.0,0.0,True,294.0,0.003401360544217687,False
CKD__09,Raincloud,Individual observations,294,0.0,0.0,True,294.0,0.003401360544217687,False
CKD__09,Histogram,10 common bins,22,796.4553846153813,0.284448351648351,True,22.142224175824175,0.04516258132242391,True
CKD__09,Heatmap,10 common bins,22,796.4553846153813,0.284448351648351,True,22.142224175824175,0.04516258132242391,True
CKD__09,Histogram,20 common bins,42,644.1286549707584,0.23004594820384272,True,42.11502297410192,0.023744496129443807,False
CKD__09,Heatmap,20 common bins,42,644.1286549707584,0.23004594820384272,True,42.11502297410192,0.023744496129443807,False
CKD__09,Histogram,40 common bins,82,542.2369389256819,0.19365604961631533,True,82.09682802480816,0.012180738574915686,False
CKD__09,Heatmap,40 common bins,82,542.2369389256819,0.19365604961631533,True,82.09682802480816,0.012180738574915686,False
CKD__09,Violin,64-point density per group,130,751.0495291156603,0.26823197468416493,True,130.13411598734208,0.007684380013748803,False
CKD__09,Violin,128-point density per group,258,762.3711591084757,0.27227541396731325,True,258.1361377069837,0.003873924855632276,False
CKD__09,Violin,256-point density per group,514,763.2602761493545,0.27259295576762715,True,514.1362964778838,0.0019450095370635173,False
