key,family,configuration,retained_values,error,error_ratio,qualifies,retention_cost,score,selected
Parkinsons__18,Violin,128-point density per group,258,0.24190014490589817,0.20573116735558206,True,258.1028655836778,0.003874424244529733,False
Parkinsons__18,Violin,256-point density per group,514,0.2416384138262213,0.20550857038038758,True,514.1027542851901,0.0019451364375403955,False
Parkinsons__19,Bar,Mean bars,2,0.0379418786231884,0.3041991883961377,True,2.1520995941980687,0.46466251036705736,True
Parkinsons__19,Dot,Mean dots,2,0.0379418786231884,0.3041991883961377,True,2.1520995941980687,0.46466251036705736,True
Parkinsons__19,Interval,Means with intervals,6,0.0379418786231884,0.3041991883961377,True,6.152099594198069,0.16254613318404035,False
Parkinsons__19,Forest,Mean contrast with interval,3,0.0379418786231884,0.3041991883961377,True,3.1520995941980687,0.31724885909082823,False
Parkinsons__19,Box,Min-max box with mean markers,12,0.023951175000000005,0.19202865700173916,True,12.09601432850087,0.08267185974174816,False
Parkinsons__19,Dot,Individual observations,32,0.0,0.0,True,32.0,0.03125,False
Parkinsons__19,Raincloud,Individual observations,32,0.0,0.0,True,32.0,0.03125,False
Parkinsons__19,Histogram,10 common bins,22,0.02582906521739131,0.20708465055705977,True,22.10354232527853,0.04524161717085313,False
Parkinsons__19,Heatmap,10 common bins,22,0.02582906521739131,0.20708465055705977,True,22.10354232527853,0.04524161717085313,False
Parkinsons__19,Histogram,20 common bins,42,0.03543231250000001,0.284078730327048,True,42.14203936516353,0.023729274023379234,False
Parkinsons__19,Heatmap,20 common bins,42,0.03543231250000001,0.284078730327048,True,42.14203936516353,0.023729274023379234,False
Parkinsons__19,Histogram,40 common bins,82,0.04277773749999997,0.3429707094410995,True,82.17148535472055,0.01216967170160266,False
Parkinsons__19,Heatmap,40 common bins,82,0.04277773749999997,0.3429707094410995,True,82.17148535472055,0.01216967170160266,False
Parkinsons__19,Violin,64-point density per group,130,0.030818412855041888,0.24708676845619582,True,130.1235433842281,0.0076850043734761,False
Parkinsons__19,Violin,128-point density per group,258,0.030641821365981203,0.2456709453710127,True,258.1228354726855,0.0038741244964582756,False
Parkinsons__19,Violin,256-point density per group,514,0.030615798099677155,0.2454623037123398,True,514.1227311518562,0.001945060856888334,False
Parkinsons__20,Bar,Mean bars,2,0.25211546249999994,0.5089640131582731,True,2.2544820065791367,0.44356086989461546,True
Parkinsons__20,Dot,Mean dots,2,0.25211546249999994,0.5089640131582731,True,2.2544820065791367,0.44356086989461546,True
Parkinsons__20,Interval,Means with intervals,6,0.25211546249999994,0.5089640131582731,True,6.254482006579137,0.15988534285462688,False
Parkinsons__20,Forest,Mean contrast with interval,3,0.25211546249999994,0.5089640131582731,True,3.2544820065791367,0.3072685600898816,False
Parkinsons__20,Box,Min-max box with mean markers,12,0.1406740869565215,0.28398911806040883,True,12.141994559030204,0.08235879164154981,False
Parkinsons__20,Dot,Individual observations,32,0.0,0.0,True,32.0,0.03125,False
Parkinsons__20,Raincloud,Individual observations,32,0.0,0.0,True,32.0,0.03125,False
Parkinsons__20,Histogram,10 common bins,22,0.1506642652173915,0.30415702513520376,True,22.152078512567602,0.04514249077948451,False
Parkinsons__20,Heatmap,10 common bins,22,0.1506642652173915,0.30415702513520376,True,22.152078512567602,0.04514249077948451,False
Parkinsons__20,Histogram,20 common bins,42,0.1506642652173915,0.30415702513520376,True,42.1520785125676,0.02372362254216838,False
Parkinsons__20,Heatmap,20 common bins,42,0.1506642652173915,0.30415702513520376,True,42.1520785125676,0.02372362254216838,False
Parkinsons__20,Histogram,40 common bins,82,0.15520177499999877,0.31331722961373987,True,82.15665861480687,0.012171867951549975,False
Parkinsons__20,Heatmap,40 common bins,82,0.15520177499999877,0.31331722961373987,True,82.15665861480687,0.012171867951549975,False
Parkinsons__20,Violin,64-point density per group,130,0.1573035315384259,0.31756020000465557,True,130.15878010000233,0.0076829238813677396,False
Parkinsons__20,Violin,128-point density per group,258,0.1568525071570943,0.3166496839384117,True,258.1583248419692,0.0038735919153958984,False
Parkinsons__20,Violin,256-point density per group,514,0.1567699263445952,0.3164829719830138,True,514.1582414859915,0.00194492652127846,False
Parkinsons__21,Bar,Mean bars,2,0.0750795018115942,0.6051108566340643,True,2.302555428317032,0.4343000770804085,True
Parkinsons__21,Dot,Mean dots,2,0.0750795018115942,0.6051108566340643,True,2.302555428317032,0.4343000770804085,True
Parkinsons__21,Interval,Means with intervals,6,0.0750795018115942,0.6051108566340643,True,6.302555428317032,0.15866580014624787,False
Parkinsons__21,Forest,Mean contrast with interval,3,0.0750795018115942,0.6051108566340643,True,3.302555428317032,0.30279582635486474,False
Parkinsons__21,Box,Min-max box with mean markers,12,0.026268824999999968,0.21171625829922094,True,12.10585812914961,0.08260463565090913,False
Parkinsons__21,Dot,Individual observations,32,0.0,0.0,True,32.0,0.03125,False
Parkinsons__21,Raincloud,Individual observations,32,0.0,0.0,True,32.0,0.03125,False
Parkinsons__21,Histogram,10 common bins,22,0.03217152499999995,0.25928966738252823,True,22.129644833691263,0.04518825347244393,False
Parkinsons__21,Heatmap,10 common bins,22,0.03217152499999995,0.25928966738252823,True,22.129644833691263,0.04518825347244393,False
Parkinsons__21,Histogram,20 common bins,42,0.016947071376811576,0.13658663990598657,True,42.06829331995299,0.023770871625203298,False
Parkinsons__21,Heatmap,20 common bins,42,0.016947071376811576,0.13658663990598657,True,42.06829331995299,0.023770871625203298,False
Parkinsons__21,Histogram,40 common bins,82,0.03014969375000001,0.24299451344387948,True,82.12149725672194,0.012177079490816839,False
Parkinsons__21,Heatmap,40 common bins,82,0.03014969375000001,0.24299451344387948,True,82.12149725672194,0.012177079490816839,False
Parkinsons__21,Violin,64-point density per group,130,0.022757595719960694,0.18341714993786168,True,130.09170857496892,0.0076868849748692675,False
Parkinsons__21,Violin,128-point density per group,258,0.022546336182889593,0.18171448228071602,True,258.0908572411404,0.0038746045121066663,False
Parkinsons__21,Violin,256-point density per group,514,0.022549230068329595,0.18173780584381044,True,514.0908689029219,0.0019451814075865926,False
Retinopathy__00,Bar,Mean bars,2,12.513920514112378,1.3067243291522217,False,,0.0,False
Retinopathy__00,Dot,Mean dots,2,12.513920514112378,1.3067243291522217,False,,0.0,False
Retinopathy__00,Interval,Means with intervals,6,12.513920514112378,1.3067243291522217,False,,0.0,False
Retinopathy__00,Forest,Mean contrast with interval,3,12.513920514112378,1.3067243291522217,False,,0.0,False
Retinopathy__00,Box,Min-max box with mean markers,12,19.543599257885006,2.0407750393395463,False,,0.0,False
Retinopathy__00,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__00,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__00,Histogram,10 common bins,22,3.858261794518839,0.40288609388645197,True,22.201443046943226,0.04504211721218201,True
Retinopathy__00,Heatmap,10 common bins,22,3.858261794518839,0.40288609388645197,True,22.201443046943226,0.04504211721218201,True
Retinopathy__00,Histogram,20 common bins,42,3.0706557377049393,0.3206429635208944,True,42.16032148176045,0.02371898422151794,False
Retinopathy__00,Heatmap,20 common bins,42,3.0706557377049393,0.3206429635208944,True,42.16032148176045,0.02371898422151794,False
Retinopathy__00,Histogram,40 common bins,82,2.3647540983606916,0.24693154389989536,True,82.12346577194995,0.012176787603885558,False
Retinopathy__00,Heatmap,40 common bins,82,2.3647540983606916,0.24693154389989536,True,82.12346577194995,0.012176787603885558,False
Retinopathy__00,Violin,64-point density per group,130,3.061016009017006,0.31963636706786885,True,130.15981818353393,0.007682862606568288,False
Retinopathy__00,Violin,128-point density per group,258,2.98578733853018,0.311780864560557,True,258.1558904322803,0.003873628443362291,False
Retinopathy__00,Violin,256-point density per group,514,2.976386608535563,0.31079922474736627,True,514.1553996123737,0.001944937271404538,False
Retinopathy__01,Bar,Mean bars,2,9.140616475722855,1.0156240528580949,False,,0.0,False
Retinopathy__01,Dot,Mean dots,2,9.140616475722855,1.0156240528580949,False,,0.0,False
Retinopathy__01,Interval,Means with intervals,6,9.140616475722855,1.0156240528580949,False,,0.0,False
Retinopathy__01,Forest,Mean contrast with interval,3,9.140616475722855,1.0156240528580949,False,,0.0,False
Retinopathy__01,Box,Min-max box with mean markers,12,9.409836065573785,1.0455373406193094,False,,0.0,False
Retinopathy__01,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__01,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__01,Histogram,10 common bins,22,3.7201488103966227,0.41334986782184696,True,22.206674933910925,0.04503150530082016,True
Retinopathy__01,Heatmap,10 common bins,22,3.7201488103966227,0.41334986782184696,True,22.206674933910925,0.04503150530082016,True
Retinopathy__01,Histogram,20 common bins,42,2.260089864386469,0.25112109604294097,True,42.12556054802147,0.023738556519860184,False
Retinopathy__01,Heatmap,20 common bins,42,2.260089864386469,0.25112109604294097,True,42.12556054802147,0.023738556519860184,False
Retinopathy__01,Histogram,40 common bins,82,1.8302424651257425,0.20336027390286027,True,82.10168013695143,0.01218001870767966,False
Retinopathy__01,Heatmap,40 common bins,82,1.8302424651257425,0.20336027390286027,True,82.10168013695143,0.01218001870767966,False
Retinopathy__01,Violin,64-point density per group,130,3.228878587879244,0.3587642875421382,True,130.17938214377108,0.007681707990406596,False
Retinopathy__01,Violin,128-point density per group,258,3.161074071192715,0.3512304523547461,True,258.1756152261774,0.0038733324954951295,False
Retinopathy__01,Violin,256-point density per group,514,3.148843898882145,0.3498715443202383,True,514.1749357721601,0.0019448633731985673,False
Retinopathy__02,Bar,Mean bars,2,7.720212765957445,0.9650265957446806,True,2.48251329787234,0.4028175804162092,True
Retinopathy__02,Dot,Mean dots,2,7.720212765957445,0.9650265957446806,True,2.48251329787234,0.4028175804162092,True
Retinopathy__02,Interval,Means with intervals,6,7.720212765957445,0.9650265957446806,True,6.48251329787234,0.15426115675354113,False
Retinopathy__02,Forest,Mean contrast with interval,3,7.720212765957445,0.9650265957446806,True,3.48251329787234,0.28714893941997444,False
Retinopathy__02,Box,Min-max box with mean markers,12,8.747540983606541,1.0934426229508176,False,,0.0,False
Retinopathy__02,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__02,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__02,Histogram,10 common bins,22,3.566365697794268,0.4457957122242835,True,22.22289785611214,0.044998631882968494,False
Retinopathy__02,Heatmap,10 common bins,22,3.566365697794268,0.4457957122242835,True,22.22289785611214,0.044998631882968494,False
Retinopathy__02,Histogram,20 common bins,42,2.610060612597067,0.3262575765746334,True,42.16312878828732,0.023717404963499635,False
Retinopathy__02,Heatmap,20 common bins,42,2.610060612597067,0.3262575765746334,True,42.16312878828732,0.023717404963499635,False
Retinopathy__02,Histogram,40 common bins,82,1.7921096145234046,0.22401370181542557,True,82.11200685090772,0.0121784869028438,False
Retinopathy__02,Heatmap,40 common bins,82,1.7921096145234046,0.22401370181542557,True,82.11200685090772,0.0121784869028438,False
Retinopathy__02,Violin,64-point density per group,130,2.7952341388555553,0.3494042673569444,True,130.17470213367847,0.007681984161354824,False
Retinopathy__02,Violin,128-point density per group,258,2.7303244124672297,0.3412905515584037,True,258.1706452757792,0.003873407059628313,False
Retinopathy__02,Violin,256-point density per group,514,2.713858875073825,0.33923235938422813,True,514.1696161796921,0.0019448834947308903,False
Retinopathy__03,Bar,Mean bars,2,6.353076316906101,0.7941345396132626,True,2.397067269806631,0.41717644414738053,True
Retinopathy__03,Dot,Mean dots,2,6.353076316906101,0.7941345396132626,True,2.397067269806631,0.41717644414738053,True
Retinopathy__03,Interval,Means with intervals,6,6.353076316906101,0.7941345396132626,True,6.397067269806631,0.15632163268313226,False
Retinopathy__03,Forest,Mean contrast with interval,3,6.353076316906101,0.7941345396132626,True,3.397067269806631,0.2943715624615589,False
Retinopathy__03,Box,Min-max box with mean markers,12,3.849721706864564,0.4812152133580705,True,12.240607606679035,0.08169529096368994,False
Retinopathy__03,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__03,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__03,Histogram,10 common bins,22,2.5945398536773254,0.3243174817096657,True,22.16215874085483,0.045121958185262434,False
Retinopathy__03,Heatmap,10 common bins,22,2.5945398536773254,0.3243174817096657,True,22.16215874085483,0.045121958185262434,False
Retinopathy__03,Histogram,20 common bins,42,2.3284615071448975,0.2910576883931122,True,42.145528844196555,0.02372730933563075,False
Retinopathy__03,Heatmap,20 common bins,42,2.3284615071448975,0.2910576883931122,True,42.145528844196555,0.02372730933563075,False
Retinopathy__03,Histogram,40 common bins,82,1.8193546825844962,0.22741933532306202,True,82.11370966766152,0.01217823435388921,False
Retinopathy__03,Heatmap,40 common bins,82,1.8193546825844962,0.22741933532306202,True,82.11370966766152,0.01217823435388921,False
Retinopathy__03,Violin,64-point density per group,130,2.4058275902177115,0.30072844877721394,True,130.1503642243886,0.0076834206800676175,False
Retinopathy__03,Violin,128-point density per group,258,2.3701724317669175,0.2962715539708647,True,258.14813577698544,0.003873744805439546,False
Retinopathy__03,Violin,256-point density per group,514,2.365550348598134,0.2956937935747668,True,514.1478468967874,0.0019449658420931692,False
Retinopathy__04,Bar,Mean bars,2,4.684133478814331,0.6553790132750932,True,2.3276895066375465,0.42961056324240837,True
Retinopathy__04,Dot,Mean dots,2,4.684133478814331,0.6553790132750932,True,2.3276895066375465,0.42961056324240837,True
Retinopathy__04,Interval,Means with intervals,6,4.684133478814331,0.6553790132750932,True,6.3276895066375465,0.15803556716097267,False
Retinopathy__04,Forest,Mean contrast with interval,3,4.684133478814331,0.6553790132750932,True,3.3276895066375465,0.30050880588629403,False
Retinopathy__04,Box,Min-max box with mean markers,12,3.4672131147541023,0.485113996054867,True,12.242556998027434,0.08168228256246826,False
Retinopathy__04,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__04,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__04,Histogram,10 common bins,22,2.614591677175291,0.3658197447307061,True,22.182909872365354,0.04507974858815808,False
Retinopathy__04,Heatmap,10 common bins,22,2.614591677175291,0.3658197447307061,True,22.182909872365354,0.04507974858815808,False
Retinopathy__04,Histogram,20 common bins,42,1.7449700222212954,0.24414691351782045,True,42.12207345675891,0.02374052172494704,False
Retinopathy__04,Heatmap,20 common bins,42,1.7449700222212954,0.24414691351782045,True,42.12207345675891,0.02374052172494704,False
Retinopathy__04,Histogram,40 common bins,82,1.7222482435597186,0.24096780324130276,True,82.12048390162064,0.012177229754247284,False
Retinopathy__04,Heatmap,40 common bins,82,1.7222482435597186,0.24096780324130276,True,82.12048390162064,0.012177229754247284,False
Retinopathy__04,Violin,64-point density per group,130,2.2693556670663355,0.31751616058316184,True,130.1587580802916,0.007682925181132457,False
Retinopathy__04,Violin,128-point density per group,258,2.2554614430697555,0.3155721547485103,True,258.1577860773743,0.0038735999994216055,False
Retinopathy__04,Violin,256-point density per group,514,2.2513365285809925,0.31499501867847374,True,514.1574975093392,0.001944929335552159,False
Retinopathy__05,Bar,Mean bars,2,4.132518033581864,0.6887530055969773,True,2.3443765027984886,0.42655264579144914,True
Retinopathy__05,Dot,Mean dots,2,4.132518033581864,0.6887530055969773,True,2.3443765027984886,0.42655264579144914,True
Retinopathy__05,Interval,Means with intervals,6,4.132518033581864,0.6887530055969773,True,6.344376502798489,0.157619901586689,False
Retinopathy__05,Forest,Mean contrast with interval,3,4.132518033581864,0.6887530055969773,True,3.3443765027984886,0.2990093965686057,False
Retinopathy__05,Box,Min-max box with mean markers,12,5.268852459016401,0.8781420765027335,True,12.439071038251367,0.08039185538252026,False
Retinopathy__05,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__05,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__05,Histogram,10 common bins,22,2.3750659380692163,0.39584432301153605,True,22.19792216150577,0.0450492614905253,False
Retinopathy__05,Heatmap,10 common bins,22,2.3750659380692163,0.39584432301153605,True,22.19792216150577,0.0450492614905253,False
Retinopathy__05,Histogram,20 common bins,42,1.6615300066897376,0.2769216677816229,True,42.13846083389081,0.023731289188325726,False
Retinopathy__05,Heatmap,20 common bins,42,1.6615300066897376,0.2769216677816229,True,42.13846083389081,0.023731289188325726,False
Retinopathy__05,Histogram,40 common bins,82,1.6205889496053434,0.27009815826755723,True,82.13504907913378,0.012175070341000719,False
Retinopathy__05,Heatmap,40 common bins,82,1.6205889496053434,0.27009815826755723,True,82.13504907913378,0.012175070341000719,False
Retinopathy__05,Violin,64-point density per group,130,1.9954364651769865,0.3325727441961644,True,130.16628637209809,0.0076824808317982095,False
Retinopathy__05,Violin,128-point density per group,258,1.9758112702461617,0.32930187837436026,True,258.1646509391872,0.0038734969964402998,False
Retinopathy__05,Violin,256-point density per group,514,1.9671341299835632,0.32785568833059386,True,514.1639278441653,0.001944905011506532,False
Retinopathy__06,Bar,Mean bars,2,44.621784410914586,1.3943403096411118,False,,0.0,False
Retinopathy__06,Dot,Mean dots,2,44.621784410914586,1.3943403096411118,False,,0.0,False
Retinopathy__06,Interval,Means with intervals,6,44.621784410914586,1.3943403096411118,False,,0.0,False
Retinopathy__06,Forest,Mean contrast with interval,3,44.621784410914586,1.3943403096411118,False,,0.0,False
Retinopathy__06,Box,Min-max box with mean markers,12,101.20050503606552,3.162310637969673,False,,0.0,False
Retinopathy__06,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__06,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__06,Histogram,10 common bins,22,8.746818489744982,0.2733203470541273,True,22.136660173527062,0.045173932840866696,True
Retinopathy__06,Heatmap,10 common bins,22,8.746818489744982,0.2733203470541273,True,22.136660173527062,0.045173932840866696,True
Retinopathy__06,Histogram,20 common bins,42,7.941476662519136,0.2481550474686101,True,42.12407752373431,0.02373939226174299,False
Retinopathy__06,Heatmap,20 common bins,42,7.941476662519136,0.2481550474686101,True,42.12407752373431,0.02373939226174299,False
Retinopathy__06,Histogram,40 common bins,82,6.673208999156913,0.20852425390474408,True,82.10426212695238,0.012179635674135483,False
Retinopathy__06,Heatmap,40 common bins,82,6.673208999156913,0.20852425390474408,True,82.10426212695238,0.012179635674135483,False
Retinopathy__06,Violin,64-point density per group,130,6.329392775104935,0.1977806938559216,True,130.09889034692796,0.0076864606403125495,False
Retinopathy__06,Violin,128-point density per group,258,6.055719019993854,0.18922894377510474,True,258.09461447188755,0.0038745481072752995,False
Retinopathy__06,Violin,256-point density per group,514,6.086648980546785,0.19019544234399685,True,514.095097721172,0.001945165407008737,False
Retinopathy__07,Bar,Mean bars,2,15.798349299226249,1.1012902177533097,False,,0.0,False
Retinopathy__07,Dot,Mean dots,2,15.798349299226249,1.1012902177533097,False,,0.0,False
Retinopathy__07,Interval,Means with intervals,6,15.798349299226249,1.1012902177533097,False,,0.0,False
Retinopathy__07,Forest,Mean contrast with interval,3,15.798349299226249,1.1012902177533097,False,,0.0,False
Retinopathy__07,Box,Min-max box with mean markers,12,12.68561999628951,0.8843043626547519,True,12.442152181327376,0.08037194734691921,True
Retinopathy__07,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__07,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__07,Histogram,10 common bins,22,5.452099201611013,0.38006144839758105,True,22.19003072419879,0.04506528235265013,False
Retinopathy__07,Heatmap,10 common bins,22,5.452099201611013,0.38006144839758105,True,22.19003072419879,0.04506528235265013,False
Retinopathy__07,Histogram,20 common bins,42,3.1975502465163856,0.22289865482564353,True,42.11144932741282,0.023746511126346848,False
Retinopathy__07,Heatmap,20 common bins,42,3.1975502465163856,0.22289865482564353,True,42.11144932741282,0.023746511126346848,False
Retinopathy__07,Histogram,40 common bins,82,3.234561692392788,0.22547869293700395,True,82.1127393464685,0.01217837826333592,False
Retinopathy__07,Heatmap,40 common bins,82,3.234561692392788,0.22547869293700395,True,82.1127393464685,0.01217837826333592,False
Retinopathy__07,Violin,64-point density per group,130,5.109142976100848,0.35615424587165384,True,130.17807712293583,0.00768178499868018,False
Retinopathy__07,Violin,128-point density per group,258,4.956790607575449,0.3455338848497092,True,258.17276694242486,0.0038733752279263836,False
Retinopathy__07,Violin,256-point density per group,514,4.941423363645988,0.3444626466404,True,514.1722313233201,0.0019448736028126405,False
Retinopathy__08,Bar,Mean bars,2,8.017589249551461,1.05725197342008,False,,0.0,False
Retinopathy__08,Dot,Mean dots,2,8.017589249551461,1.05725197342008,False,,0.0,False
Retinopathy__08,Interval,Means with intervals,6,8.017589249551461,1.05725197342008,False,,0.0,False
Retinopathy__08,Forest,Mean contrast with interval,3,8.017589249551461,1.05725197342008,False,,0.0,False
Retinopathy__08,Box,Min-max box with mean markers,12,20.818450950000038,2.7452576660332197,False,,0.0,False
Retinopathy__08,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__08,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__08,Histogram,10 common bins,22,1.46692726036418,0.1934386624970225,True,22.09671933124851,0.045255586814004115,True
Retinopathy__08,Heatmap,10 common bins,22,1.46692726036418,0.1934386624970225,True,22.09671933124851,0.045255586814004115,True
Retinopathy__08,Histogram,20 common bins,42,1.0836724914248919,0.1429001716649575,True,42.07145008583248,0.023769088014790083,False
Retinopathy__08,Heatmap,20 common bins,42,1.0836724914248919,0.1429001716649575,True,42.07145008583248,0.023769088014790083,False
Retinopathy__08,Histogram,40 common bins,82,0.7847056521236233,0.1034764407902294,True,82.05173822039511,0.012187432243226213,False
Retinopathy__08,Heatmap,40 common bins,82,0.7847056521236233,0.1034764407902294,True,82.05173822039511,0.012187432243226213,False
Retinopathy__08,Violin,64-point density per group,130,1.1150458216654968,0.14703726503270456,True,130.07351863251634,0.007687959936143495,False
Retinopathy__08,Violin,128-point density per group,258,1.097240032685157,0.14468927675944412,True,258.0723446383797,0.0038748824536051552,False
Retinopathy__08,Violin,256-point density per group,514,1.0964131686523544,0.14458024103770525,True,514.0722901205188,0.0019452517072366623,False
Retinopathy__09,Bar,Mean bars,2,2.498252609688052,0.9501985638839828,True,2.4750992819419912,0.40402419704771947,True
Retinopathy__09,Dot,Mean dots,2,2.498252609688052,0.9501985638839828,True,2.4750992819419912,0.40402419704771947,True
Retinopathy__09,Interval,Means with intervals,6,2.498252609688052,0.9501985638839828,True,6.475099281941992,0.15443778642728132,False
Retinopathy__09,Forest,Mean contrast with interval,3,2.498252609688052,0.9501985638839828,True,3.4750992819419912,0.2877615627261071,False
Retinopathy__09,Box,Min-max box with mean markers,12,18.251297855737697,6.941794814618948,False,,0.0,False
Retinopathy__09,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__09,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__09,Histogram,10 common bins,22,1.847688401898285,0.7027595444834004,True,22.3513797722417,0.04473996729463232,False
Retinopathy__09,Heatmap,10 common bins,22,1.847688401898285,0.7027595444834004,True,22.3513797722417,0.04473996729463232,False
Retinopathy__09,Histogram,20 common bins,42,0.8335701672274611,0.3170444704929044,True,42.15852223524645,0.02371999650319703,False
Retinopathy__09,Heatmap,20 common bins,42,0.8335701672274611,0.3170444704929044,True,42.15852223524645,0.02371999650319703,False
Retinopathy__09,Histogram,40 common bins,82,0.3887139460916602,0.14784551086052566,True,82.07392275543026,0.01218413798716398,False
Retinopathy__09,Heatmap,40 common bins,82,0.3887139460916602,0.14784551086052566,True,82.07392275543026,0.01218413798716398,False
Retinopathy__09,Violin,64-point density per group,130,0.5920093052537094,0.2251679391734008,True,130.1125839695867,0.00768565168326644,False
Retinopathy__09,Violin,128-point density per group,258,0.6027924333603298,0.22926925094681955,True,258.1146346254734,0.003874247585577659,False
Retinopathy__09,Violin,256-point density per group,514,0.6266310887486345,0.2383361707719211,True,514.1191680853859,0.0019450743369947997,False
Retinopathy__10,Bar,Mean bars,2,2.596062257901488,1.728867468469581,False,,0.0,False
Retinopathy__10,Dot,Mean dots,2,2.596062257901488,1.728867468469581,False,,0.0,False
Retinopathy__10,Interval,Means with intervals,6,2.596062257901488,1.728867468469581,False,,0.0,False
Retinopathy__10,Forest,Mean contrast with interval,3,2.596062257901488,1.728867468469581,False,,0.0,False
Retinopathy__10,Box,Min-max box with mean markers,12,32.62994584999999,21.730161403598235,False,,0.0,False
Retinopathy__10,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__10,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__10,Histogram,10 common bins,22,3.1047687314117827,2.0676444259077122,False,,0.0,False
Retinopathy__10,Heatmap,10 common bins,22,3.1047687314117827,2.0676444259077122,False,,0.0,False
Retinopathy__10,Histogram,20 common bins,42,1.8422752002738956,1.2268772260864178,False,,0.0,False
Retinopathy__10,Heatmap,20 common bins,42,1.8422752002738956,1.2268772260864178,False,,0.0,False
Retinopathy__10,Histogram,40 common bins,82,0.8633806728258611,0.5749749466180375,True,82.28748747330901,0.012152515901331446,True
Retinopathy__10,Heatmap,40 common bins,82,0.8633806728258611,0.5749749466180375,True,82.28748747330901,0.012152515901331446,True
Retinopathy__10,Violin,64-point density per group,130,0.8079673964247307,0.5380720523982861,True,130.26903602619913,0.007676421277876689,False
Retinopathy__10,Violin,128-point density per group,258,0.9762932853362428,0.6501699624366906,True,258.32508498121837,0.00387109134241727,False
Retinopathy__10,Violin,256-point density per group,514,1.068612564184147,0.7116506905767512,True,514.3558253452884,0.0019441794001821549,False
Retinopathy__11,Bar,Mean bars,2,1.3028633403588532,1.87266921765335,False,,0.0,False
Retinopathy__11,Dot,Mean dots,2,1.3028633403588532,1.87266921765335,False,,0.0,False
Retinopathy__11,Interval,Means with intervals,6,1.3028633403588532,1.87266921765335,False,,0.0,False
Retinopathy__11,Forest,Mean contrast with interval,3,1.3028633403588532,1.87266921765335,False,,0.0,False
Retinopathy__11,Box,Min-max box with mean markers,12,13.244553499999999,19.037044694327978,False,,0.0,False
Retinopathy__11,Dot,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__11,Raincloud,Individual observations,1151,0.0,0.0,True,1151.0,0.0008688097306689834,False
Retinopathy__11,Histogram,10 common bins,22,1.5352084989297945,2.206630280834961,False,,0.0,False
Retinopathy__11,Heatmap,10 common bins,22,1.5352084989297945,2.206630280834961,False,,0.0,False
Retinopathy__11,Histogram,20 common bins,42,0.8248018139037857,1.185527997999265,False,,0.0,False
Retinopathy__11,Heatmap,20 common bins,42,0.8248018139037857,1.185527997999265,False,,0.0,False
Retinopathy__11,Histogram,40 common bins,82,0.4017037400002659,0.5773884376142818,True,82.28869421880714,0.01215233768737394,True
Retinopathy__11,Heatmap,40 common bins,82,0.4017037400002659,0.5773884376142818,True,82.28869421880714,0.01215233768737394,True
Retinopathy__11,Violin,64-point density per group,130,0.5808001278520509,0.8348124376099881,True,130.41740621880498,0.007667688148330995,False
Retinopathy__11,Violin,128-point density per group,258,0.5107671174444012,0.7341505656028445,True,258.3670752828014,0.003870462205392958,False
Retinopathy__11,Violin,256-point density per group,514,0.4913409440616166,0.7062283762343744,True,514.3531141881172,0.001944189647958979,False
Retinopathy__12,Bar,Mean bars,2,0.7761635096653938,2.311176965096718,False,,0.0,False
