key,dataset,feature,unit,labels,stratum,mean_error_ratio,box_error_ratio,bootstrap_agreement,n_x,n_y,paired,scale,epsilon,uncertainty_radius,resolution_floor,eta,mean_difference,median_difference,iqr_difference,selected,score,Area,Bar,Box,Bubble,Dot,Forest,Heatmap,Histogram,Interval,Line,Pie / donut,Raincloud,Scatter,Stacked bar,Violin,dataset_doi,dataset_source_url
CKD__07,CKD,hemo,source units,"['Non-CKD', 'CKD']",Distribution detail required,1.531681839402428,1.817733990147784,0.8282828282828283,144,204,False,1.8648394877891772,1.3999999999999997,1.3999999999999997,0.1864839487789177,0.1,-4.540645424836603,-4.1,0.450000000000001,Heatmap; Histogram,0.0451716781057441,0.0,0.0,0.0,0.0,0.0028735632183908,0.0,0.0451716781057441,0.0451716781057441,0.0,0.0,0.0,0.0028735632183908,0.0,0.0,0.0076851799330196,10.24432/C5G020,https://doi.org/10.24432/C5G020
CKD__08,CKD,pcv,source units,"['Non-CKD', 'CKD']",Distribution detail required,1.4385685680065878,2.140109890109891,1.0,146,183,False,6.041875681463431,4.0,4.0,0.6041875681463431,0.1,-13.395725727973648,-13.0,1.5,Heatmap; Histogram,0.0450873038673426,0.0,0.0,0.0,0.0,0.0030395136778115,0.0,0.0450873038673426,0.0450873038673426,0.0,0.0,0.0,0.0030395136778115,0.0,0.0,0.0076823192685156,10.24432/C5G020,https://doi.org/10.24432/C5G020
CKD__09,CKD,wc,source units,"['Non-CKD', 'CKD']",Distribution detail required,1.120020707769054,2.8892857142857187,0.7676767676767676,143,151,False,2869.093332053087,2799.9999999999945,2799.9999999999945,286.9093332053087,0.1,1363.9420182466547,1300.0,900.0,Heatmap; Histogram,0.0451625813224239,0.0,0.0,0.0,0.0,0.0034013605442176,0.0,0.0451625813224239,0.0451625813224239,0.0,0.0,0.0,0.0034013605442176,0.0,0.0,0.0076843800137488,10.24432/C5G020,https://doi.org/10.24432/C5G020
CKD__10,CKD,rc,source units,"['Non-CKD', 'CKD']",Mean summary sufficient,0.9324342324342316,4.199999999999999,0.4444444444444444,143,126,False,0.7345135356551953,0.5,0.5,0.0734513535655195,0.1,-1.433782883782884,-1.4,4.440892098500626e-16,Bar; Dot,0.4054793040824732,0.0,0.4054793040824732,0.0,0.0,0.4054793040824732,0.2884989504325563,0.0451137867663613,0.0451137867663613,0.1546499262284318,0.0,0.0,0.0037174721189591,0.0,0.0,0.0076827706554756,10.24432/C5G020,https://doi.org/10.24432/C5G020
ILPD__00,ILPD,age,years,"['No liver disease', 'Liver disease']",Mean summary sufficient,0.5460361328624804,0.401338688085676,0.98989898989899,167,416,False,16.050188765053708,9.0,9.0,1.6050188765053708,0.1,4.914325195762324,6.0,-3.0,Bar; Dot,0.4399437095412327,0.0,0.4399437095412327,0.0819627162905013,0.0,0.4399437095412327,0.3055284082468746,0.0449838057976525,0.0449838057976525,0.1594128997254596,0.0,0.0,0.0017152658662092,0.0,0.0,0.0076768714290012,10.24432/C5D02C,https://doi.org/10.24432/C5D02C
ILPD__01,ILPD,total_bilirubin,source units,"['No liver disease', 'Liver disease']",Distribution detail required,2.347927863823063,6.891815745667425,0.98989898989899,167,416,False,6.06230723635571,5.602,5.602,0.6062307236355711,0.1,3.0219081068631968,0.5999999999999999,2.425,Heatmap; Histogram,0.0444592935695296,0.0,0.0,0.0,0.0,0.0017152658662092,0.0,0.0444592935695296,0.0444592935695296,0.0,0.0,0.0,0.0017152658662092,0.0,0.0,0.0076841774771986,10.24432/C5D02C,https://doi.org/10.24432/C5D02C
ILPD__02,ILPD,direct_bilirubin,source units,"['No liver disease', 'Liver disease']",Distribution detail required,2.370511305957221,1.8109179934770407,0.98989898989899,167,416,False,2.724500610788553,2.8739999999999988,2.8739999999999988,0.2724500610788553,0.1,1.52715050667895,0.3,1.4500000000000002,Heatmap; Histogram,0.0449725760245012,0.0,0.0,0.0,0.0,0.0017152658662092,0.0,0.0449725760245012,0.0449725760245012,0.0,0.0,0.0,0.0017152658662092,0.0,0.0,0.0076834136986496,10.24432/C5D02C,https://doi.org/10.24432/C5D02C
ILPD__03,ILPD,alkaline_phosphatase,source units,"['No liver disease', 'Liver disease']",Quartile summary sufficient,1.464337565793767,0.5520246905269559,0.4747474747474747,167,416,False,238.95604098321152,205.8250000000004,205.8250000000004,23.895604098321154,0.1,99.25272052049746,43.0,77.75,Box,0.081459676959826,0.0,0.0,0.081459676959826,0.0,0.0017152658662092,0.0,0.0451766973433892,0.0451766973433892,0.0,0.0,0.0,0.0017152658662092,0.0,0.0,0.0076881775731656,10.24432/C5D02C,https://doi.org/10.24432/C5D02C
ILPD__04,ILPD,ALT,source units,"['No liver disease', 'Liver disease']",Distribution detail required,1.46850249537432,7.008377134634904,0.8888888888888888,167,416,False,180.3204128629913,166.4599999999999,166.4599999999999,18.03204128629913,0.1,65.95307461999079,14.0,34.0,Heatmap; Histogram,0.0445348140837161,0.0,0.0,0.0,0.0,0.0017152658662092,0.0,0.0445348140837161,0.0445348140837161,0.0,0.0,0.0,0.0017152658662092,0.0,0.0,0.0076797531734347,10.24432/C5D02C,https://doi.org/10.24432/C5D02C
ILPD__05,ILPD,AST,source units,"['No liver disease', 'Liver disease']",Distribution detail required,1.5181559449912845,13.710996477101157,0.898989898989899,167,416,False,285.8100281658253,238.44000000000003,238.44000000000003,28.581002816582533,0.1,97.0108964762782,23.5,56.5,Heatmap; Histogram,0.0235897021197347,0.0,0.0,0.0,0.0,0.0017152658662092,0.0,0.0235897021197347,0.0235897021197347,0.0,0.0,0.0,0.0017152658662092,0.0,0.0,0.0076795194423122,10.24432/C5D02C,https://doi.org/10.24432/C5D02C
ILPD__06,ILPD,total_protein,source units,"['No liver disease', 'Liver disease']",Mean summary sufficient,0.3086012041850386,1.0168674698795177,1.0,167,416,False,1.0857192776743458,0.7000000000000011,0.7000000000000011,0.1085719277674345,0.1,-0.0839791570704733,-0.0499999999999998,0.1000000000000005,Bar; Dot,0.4641877735301554,0.0,0.4641877735301554,0.0,0.0,0.4641877735301554,0.3170274891798879,0.0451876477236562,0.0451876477236562,0.1624880006121233,0.0,0.0,0.0017152658662092,0.0,0.0,0.0076846972787565,10.24432/C5D02C,https://doi.org/10.24432/C5D02C
ILPD__07,ILPD,albumin,source units,"['No liver disease', 'Liver disease']",Mean summary sufficient,0.4325310916628288,1.1108433734939789,0.98989898989899,167,416,False,0.7857657472472728,0.4999999999999995,0.4999999999999995,0.0785765747247272,0.1,-0.2837344541685858,-0.3999999999999999,0.0249999999999999,Bar; Dot,0.4512094689559676,0.0,0.4512094689559676,0.0,0.0,0.4512094689559676,0.3109196009316131,0.0451258985179982,0.0451258985179982,0.1608682886255709,0.0,0.0,0.0017152658662092,0.0,0.0,0.0076831752942699,10.24432/C5D02C,https://doi.org/10.24432/C5D02C
ILPD__08,ILPD,albumin_globulin_ratio,source units,"['No liver disease', 'Liver disease']",Mean summary sufficient,0.3846567120480163,2.6230831315577072,0.98989898989899,165,414,False,0.3155840808565631,0.3,0.3,0.0315584080856563,0.1,-0.1153970136144049,-0.0999999999999999,0.1000000000000002,Bar; Dot,0.456136051541838,0.0,0.456136051541838,0.0,0.0,0.456136051541838,0.3132509843835373,0.0450659992416254,0.0450659992416254,0.1614901443375789,0.0,0.0,0.001727115716753,0.0,0.0,0.0076814462559229,10.24432/C5D02C,https://doi.org/10.24432/C5D02C
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.3522650813772949,0.2145615719740389,1.0,8,24,False,38.843281639596135,100.2092,100.2092,3.884328163959614,0.1,-38.95185416666666,-54.06675000000001,-61.559250000000006,Bar; Dot,0.4595308333947091,0.0,0.4595308333947091,0.082594929255907,0.0,0.4595308333947091,0.3148483217212278,0.0451119226828998,0.0451119226828998,0.1619136236814792,0.0,0.0,0.03125,0.0,0.0,0.0076828266887518,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.1969535125568225,0.6934387314167227,0.9696969696969696,8,24,False,64.61290001024048,217.9466521739131,217.9466521739131,6.461290001024048,0.1,-29.970749999999956,-62.21125000000001,1.1808749999999577,Bar; Dot,0.4765361336541423,0.0,0.4765361336541423,0.0809931748167362,0.0,0.4765361336541423,0.3227392291950263,0.0452811621776322,0.0452811621776322,0.1639753728618372,0.0,0.0,0.03125,0.0,0.0,0.0076890592539476,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.4065815010824119,0.1804610943663037,1.0,8,24,False,38.37775959984923,102.29616708074538,102.29616708074538,3.837775959984923,0.1,-42.96377083333333,-36.71575,-59.593,Bar; Dot,0.453866562892058,0.0,0.453866562892058,0.0827114086945997,0.0,0.453866562892058,0.3121789677790088,0.0452414019060641,0.0452414019060641,0.1612047605398401,0.0,0.0,0.03125,0.0,0.0,0.0076831805498336,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__03,Parkinsons,MDVP:Jitter(%),source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.7838286128456723,0.3710526315789474,0.9797979797979798,8,24,False,0.0034085744668164,0.0097478260869565,0.0097478260869565,0.0003408574466816,0.1,0.0027993749999999,0.0015775,0.00172375,Bar; Dot,0.4180751782431217,0.0,0.4180751782431217,0.0820645718604902,0.0,0.4180751782431217,0.2948187688900121,0.0449283441006165,0.0449283441006165,0.156447654342794,0.0,0.0,0.03125,0.0,0.0,0.0076857545997026,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.6497571001494784,0.7118834080717503,0.7878787878787878,8,24,False,2.5069770696553603e-05,4.45999999999999e-05,4.45999999999999e-05,2.5069770696553604e-06,0.1,2.527083333333333e-05,1.7500000000000002e-05,1e-05,Bar; Dot,0.4301299953788349,0.0,0.4301299953788349,0.080932722406206,0.0,0.4301299953788349,0.3007628654518888,0.0452372116085727,0.0452372116085727,0.1581058026779317,0.0,0.0,0.03125,0.0,0.0,0.0076848837179755,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__05,Parkinsons,MDVP:RAP,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.7451252018895631,0.5149914386680757,0.9595959595959596,8,24,False,0.0020551569705526,0.0059671739130434,0.0059671739130434,0.0002055156970552,0.1,0.0016264583333333,0.0011825,0.00128875,Bar; Dot,0.4214851905706465,0.0,0.4214851905706465,0.0815827329576527,0.0,0.4214851905706465,0.296510433852247,0.0447984232121408,0.0447984232121408,0.1569227424853766,0.0,0.0,0.03125,0.0,0.0,0.0076829853805752,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__06,Parkinsons,MDVP:PPQ,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.8406286498746621,0.2629630718993107,0.8888888888888888,8,24,False,0.0020418521004225,0.0052106836956521,0.0052106836956521,0.0002041852100422,0.1,0.0016824999999999,0.0013299999999999,0.0008562499999999,Bar; Dot,0.4131694754258387,0.0,0.4131694754258387,0.0824301629637455,0.0,0.4131694754258387,0.2923707896403125,0.045163250767023,0.045163250767023,0.1557556140383767,0.0,0.0,0.03125,0.0,0.0,0.007687961788696,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__07,Parkinsons,Jitter:DDP,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.7437845303867391,0.515010785248595,0.9595959595959596,8,24,False,0.0061639529980768,0.0179189999999999,0.0179189999999999,0.0006163952998076,0.1,0.0048793749999999,0.0035474999999999,0.0038712499999999,Bar; Dot,0.4216043092153153,0.0,0.4216043092153153,0.0815826685747762,0.0,0.4216043092153153,0.2965693804403482,0.0447987739651346,0.0447987739651346,0.1569392510702867,0.0,0.0,0.03125,0.0,0.0,0.0076829902938458,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__08,Parkinsons,MDVP:Shimmer,source units,"['Healthy', 'Parkinson disease']",Quartile summary sufficient,1.227212533551808,0.3389125547148548,0.6767676767676768,8,24,False,0.0146554525689246,0.0207498695652173,0.0207498695652173,0.0014655452568924,0.1,0.014175,0.0121224999999999,0.0184775,Box,0.0821729399579344,0.0,0.0,0.0821729399579344,0.0,0.03125,0.0,0.0452747917873193,0.0452747917873193,0.0,0.0,0.0,0.03125,0.0,0.0,0.0076863981473964,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),source units,"['Healthy', 'Parkinson disease']",Quartile summary sufficient,1.0066837823491823,0.6609837325658136,0.5050505050505051,8,24,False,0.1540945732334529,0.2307824999999996,0.2307824999999996,0.0154094573233452,0.1,0.1372499999999999,0.10675,0.15425,Box,0.0810997655928429,0.0,0.0,0.0810997655928429,0.0,0.03125,0.0,0.0452357785036334,0.0452357785036334,0.0,0.0,0.0,0.03125,0.0,0.0,0.0076859877403612,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__10,Parkinsons,Shimmer:APQ3,source units,"['Healthy', 'Parkinson disease']",Quartile summary sufficient,1.2132189467380396,0.1764882529960618,0.5353535353535354,8,24,False,0.0077557976007378,0.0108333358695652,0.0108333358695652,0.0007755797600737,0.1,0.0071435416666666,0.0064125,0.00943625,Box,0.0827250003834676,0.0,0.0,0.0827250003834676,0.0,0.03125,0.0,0.0452304308308914,0.0452304308308914,0.0,0.0,0.0,0.03125,0.0,0.0,0.0076877143587823,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__11,Parkinsons,Shimmer:APQ5,source units,"['Healthy', 'Parkinson disease']",Quartile summary sufficient,1.0823054503910616,0.2266471300680105,0.7070707070707071,8,24,False,0.0095867947951567,0.015400304347826,0.015400304347826,0.0009586794795156,0.1,0.0086616666666666,0.00703,0.01146625,Box,0.0825537264509777,0.0,0.0,0.0825537264509777,0.0,0.03125,0.0,0.0451449462525113,0.0451449462525113,0.0,0.0,0.0,0.03125,0.0,0.0,0.007686658234957,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__12,Parkinsons,MDVP:APQ,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.908452107033912,0.5053235039409293,0.696969696969697,8,24,False,0.012760534128711,0.0257553478260869,0.0257553478260869,0.0012760534128711,0.1,0.0126962499999999,0.0084924999999999,0.0117524999999999,Bar; Dot,0.4074604287437091,0.0,0.4074604287437091,0.0816149192920616,0.0,0.4074604287437091,0.2895004508989328,0.0452745071229727,0.0452745071229727,0.1549372444826428,0.0,0.0,0.03125,0.0,0.0,0.007686147890634,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__13,Parkinsons,Shimmer:DDA,source units,"['Healthy', 'Parkinson disease']",Quartile summary sufficient,1.3033651252463858,0.1902268434805856,0.6868686868686869,8,24,False,0.023267104737847,0.0302487826086956,0.0302487826086956,0.0023267104737847,0.1,0.0214285416666666,0.0192175,0.0283024999999999,Box,0.0826780175705137,0.0,0.0,0.0826780175705137,0.0,0.03125,0.0,0.0452133610225272,0.0452133610225272,0.0,0.0,0.0,0.03125,0.0,0.0,0.0076873821837462,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__14,Parkinsons,NHR,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.3102737736944926,0.4767686646143114,0.898989898989899,8,24,False,0.0275478041415433,0.094695,0.094695,0.0027547804141543,0.1,0.014433125,0.01064,0.01179125,Bar; Dot,0.4640076489354241,0.0,0.4640076489354241,0.0817101320605023,0.0,0.4640076489354241,0.3169434594640503,0.0451583030823987,0.0451583030823987,0.1624659237289871,0.0,0.0,0.03125,0.0,0.0,0.0076906413771687,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__15,Parkinsons,HNR,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.4200660959951021,0.3111588416904554,0.98989898989899,8,24,False,3.9926634373073706,6.985667391304342,6.985667391304342,0.3992663437307371,0.1,-3.6476666666666695,-3.4727500000000013,3.6543750000000017,Bar; Dot,0.4524819214382662,0.0,0.4524819214382662,0.0822667489042217,0.0,0.4524819214382662,0.3115232725170258,0.0451131506116429,0.0451131506116429,0.1610297388550056,0.0,0.0,0.03125,0.0,0.0,0.0076834592182862,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__16,Parkinsons,RPDE,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.4992782517910044,0.1502791994549711,0.9292929292929292,8,24,False,0.0946236533755273,0.1411172617857142,0.1411172617857142,0.0094623653375527,0.1,0.0805162916666666,0.10017275,0.0802655000000001,Bar; Dot,0.4445157396531033,0.0,0.4445157396531033,0.0828147775635296,0.0,0.4445157396531033,0.3077264770821069,0.0451110228341587,0.0451110228341587,0.1600092389105285,0.0,0.0,0.03125,0.0,0.0,0.0076829584463041,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__17,Parkinsons,DFA,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.2802012100360456,0.2158321456051806,1.0,8,24,False,0.0530749313656723,0.0980513369565216,0.0980513369565216,0.0053074931365672,0.1,0.0322723750000001,0.0516824999999999,-0.015103625,Bar; Dot,0.4672677525791263,0.0,0.4672677525791263,0.0825905956059813,0.0,0.4672677525791263,0.3184611341439044,0.0452428964613483,0.0452428964613483,0.162863780958694,0.0,0.0,0.03125,0.0,0.0,0.0076847741889135,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__18,Parkinsons,spread1,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.5076916182514429,0.4647239907845261,0.8282828282828283,8,24,False,0.8001897667019939,1.1758069913043476,1.1758069913043476,0.0800189766701994,0.1,1.4673916458333345,1.4071542499999996,0.4733773750000001,Bar; Dot,0.443686074686673,0.0,0.443686074686673,0.0817503602637564,0.0,0.443686074686673,0.3073286377600943,0.0451352157925285,0.0451352157925285,0.1599016078299824,0.0,0.0,0.03125,0.0,0.0,0.0076862143155007,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__19,Parkinsons,spread2,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.3041991883961377,0.1920286570017391,1.0,8,24,False,0.0590883160097263,0.1247270869565217,0.1247270869565217,0.0059088316009726,0.1,0.0840037083333333,0.0713282499999999,0.066509875,Bar; Dot,0.4646625103670573,0.0,0.4646625103670573,0.0826718597417481,0.0,0.4646625103670573,0.3172488590908282,0.0452416171708531,0.0452416171708531,0.1625461331840403,0.0,0.0,0.03125,0.0,0.0,0.0076850043734761,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__20,Parkinsons,D2,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.5089640131582731,0.2839891180604088,0.9393939393939394,8,24,False,0.3031999556704237,0.4953502722826089,0.4953502722826089,0.0303199955670423,0.1,0.2859193124999999,0.2442342499999998,0.0244226250000001,Bar; Dot,0.4435608698946154,0.0,0.4435608698946154,0.0823587916415498,0.0,0.4435608698946154,0.3072685600898816,0.0451424907794845,0.0451424907794845,0.1598853428546268,0.0,0.0,0.03125,0.0,0.0,0.0076829238813677,10.24432/C59C74,https://doi.org/10.24432/C59C74
Parkinsons__21,Parkinsons,PPE,source units,"['Healthy', 'Parkinson disease']",Mean summary sufficient,0.6051108566340644,0.2117162582992209,0.8787878787878788,8,24,False,0.0684967342731774,0.1240756152173913,0.1240756152173913,0.0068496734273177,0.1,0.1129480416666666,0.112685,0.0205661249999999,Bar; Dot,0.4343000770804085,0.0,0.4343000770804085,0.0826046356509091,0.0,0.4343000770804085,0.3027958263548647,0.0451882534724439,0.0451882534724439,0.1586658001462478,0.0,0.0,0.03125,0.0,0.0,0.0076868849748692,10.24432/C59C74,https://doi.org/10.24432/C59C74
Retinopathy__00,Retinopathy,feature_2,source units,"['Class 0', 'Class 1']",Distribution detail required,1.3067243291522217,2.0407750393395463,0.9595959595959596,540,611,False,24.510247671043043,9.576557377049202,9.576557377049202,2.4510247671043044,0.1,15.01558768260896,19.0,9.0,Heatmap; Histogram,0.045042117212182,0.0,0.0,0.0,0.0,0.0008688097306689,0.0,0.045042117212182,0.045042117212182,0.0,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076828626065682,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__01,Retinopathy,feature_3,source units,"['Class 0', 'Class 1']",Distribution detail required,1.0156240528580949,1.0455373406193094,0.5151515151515151,540,611,False,23.2450195886025,9.0,9.0,2.32450195886025,0.1,12.859383524277144,17.0,7.0,Heatmap; Histogram,0.0450315053008201,0.0,0.0,0.0,0.0,0.0008688097306689,0.0,0.0450315053008201,0.0450315053008201,0.0,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076817079904065,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__02,Retinopathy,feature_4,source units,"['Class 0', 'Class 1']",Mean summary sufficient,0.9650265957446806,1.0934426229508176,0.4545454545454545,540,611,False,22.17808976637167,8.0,8.0,2.217808976637167,0.1,10.720212765957443,15.0,6.5,Bar; Dot,0.4028175804162092,0.0,0.4028175804162092,0.0,0.0,0.4028175804162092,0.2871489394199744,0.0449986318829684,0.0449986318829684,0.1542611567535411,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076819841613548,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__03,Retinopathy,feature_5,source units,"['Class 0', 'Class 1']",Mean summary sufficient,0.7941345396132626,0.4812152133580705,0.8686868686868687,540,611,False,20.70782578646808,8.0,8.0,2.070782578646808,0.1,8.353076316906101,12.0,4.0,Bar; Dot,0.4171764441473805,0.0,0.4171764441473805,0.0816952909636899,0.0,0.4171764441473805,0.2943715624615589,0.0451219581852624,0.0451219581852624,0.1563216326831322,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076834206800676,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__04,Retinopathy,feature_6,source units,"['Class 0', 'Class 1']",Mean summary sufficient,0.6553790132750932,0.485113996054867,0.9292929292929292,540,611,False,19.26108258451374,7.147213114754075,7.147213114754075,1.9261082584513745,0.1,6.315866521185669,9.0,4.0,Bar; Dot,0.4296105632424083,0.0,0.4296105632424083,0.0816822825624682,0.0,0.4296105632424083,0.300508805886294,0.045079748588158,0.045079748588158,0.1580355671609726,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076829251811324,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__05,Retinopathy,feature_7,source units,"['Class 0', 'Class 1']",Mean summary sufficient,0.6887530055969773,0.8781420765027335,0.8585858585858586,540,611,False,14.984124943793166,6.0,6.0,1.498412494379317,0.1,3.867481966418136,5.0,4.0,Bar; Dot,0.4265526457914491,0.0,0.4265526457914491,0.0803918553825202,0.0,0.4265526457914491,0.2990093965686057,0.0450492614905253,0.0450492614905253,0.157619901586689,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076824808317982,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__06,Retinopathy,feature_8,source units,"['Class 0', 'Class 1']",Distribution detail required,1.3943403096411118,3.162310637969673,0.8585858585858586,540,611,False,58.41218588981864,32.00207589379651,32.00207589379651,5.841218588981864,0.1,6.796021172692008,-7.051694999999995,23.400423000000018,Heatmap; Histogram,0.0451739328408666,0.0,0.0,0.0,0.0,0.0008688097306689,0.0,0.0451739328408666,0.0451739328408666,0.0,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076864606403125,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__07,Retinopathy,feature_9,source units,"['Class 0', 'Class 1']",Quartile summary sufficient,1.1012902177533097,0.8843043626547519,0.303030303030303,540,611,False,21.612091774635974,14.34530975082637,14.34530975082637,2.161209177463598,0.1,0.0207295579165922,-3.6914725,0.2847705000000005,Box,0.0803719473469192,0.0,0.0,0.0803719473469192,0.0,0.0008688097306689,0.0,0.0450652823526501,0.0450652823526501,0.0,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076817849986801,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__08,Retinopathy,feature_10,source units,"['Class 0', 'Class 1']",Distribution detail required,1.05725197342008,2.74525766603322,0.5858585858585859,540,611,False,11.564139353880767,7.583423300327874,7.583423300327874,1.156413935388077,0.1,0.8869518504485665,-0.2087965,0.1199710000000013,Heatmap; Histogram,0.0452555868140041,0.0,0.0,0.0,0.0,0.0008688097306689,0.0,0.0452555868140041,0.0452555868140041,0.0,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076879599361434,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__09,Retinopathy,feature_11,source units,"['Class 0', 'Class 1']",Mean summary sufficient,0.9501985638839828,6.941794814618948,0.5252525252525253,540,611,False,3.903542161791645,2.6291900499999947,2.6291900499999947,0.3903542161791645,0.1,0.819232026377523,0.1402665,0.6796847499999998,Bar; Dot,0.4040241970477194,0.0,0.4040241970477194,0.0,0.0,0.4040241970477194,0.2877615627261071,0.0447399672946323,0.0447399672946323,0.1544377864272813,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076856516832664,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__10,Retinopathy,feature_12,source units,"['Class 0', 'Class 1']",Distribution detail required,1.728867468469581,21.730161403598235,0.9797979797979798,540,611,False,2.459911323105543,1.501597031147541,1.501597031147541,0.2459911323105543,0.1,0.7078841847214643,0.0393145,0.2679595,Heatmap; Histogram,0.0121525159013314,0.0,0.0,0.0,0.0,0.0008688097306689,0.0,0.0121525159013314,0.0121525159013314,0.0,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076764212778766,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__11,Retinopathy,feature_13,source units,"['Class 0', 'Class 1']",Distribution detail required,1.87266921765335,19.037044694327975,0.98989898989899,540,611,False,1.0453904751720595,0.6957252931147536,0.6957252931147536,0.1045390475172059,0.1,0.3206207096411468,0.00393,0.0929357499999999,Heatmap; Histogram,0.0121523376873739,0.0,0.0,0.0,0.0,0.0008688097306689,0.0,0.0121523376873739,0.0121523376873739,0.0,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076676881483309,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__12,Retinopathy,feature_14,source units,"['Class 0', 'Class 1']",Distribution detail required,2.311176965096718,10.237914247102434,1.0,540,611,False,0.392022401684756,0.3358304108196721,0.3358304108196721,0.0392022401684756,0.1,0.1475606403346062,0.0,0.02955,Heatmap; Histogram,0.0235765908913384,0.0,0.0,0.0,0.0,0.0008688097306689,0.0,0.0235765908913384,0.0235765908913384,0.0,0.0,0.0,0.0008688097306689,0.0,0.0,0.0076687167949214,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
Retinopathy__13,Retinopathy,feature_15,source units,"['Class 0', 'Class 1']",Distribution detail required,1.9933771228478028,13.07725293028709,1.0,540,611,False,0.1761998717372855,0.1499001900819673,0.1499001900819673,0.0176199871737285,0.1,0.0635568903800691,0.0,0.00828,Heatmap; Histogram,0.0121538238873084,0.0,0.0,0.0,0.0,0.0008688097306689,0.0,0.0121538238873084,0.0121538238873084,0.0,0.0,0.0,0.0008688097306689,0.0,0.0,0.003870014939396,10.24432/C5XP4P,https://doi.org/10.24432/C5XP4P
