key,dataset,feature,unit,labels,stratum,mean_error_ratio,box_error_ratio,bootstrap_agreement,n_x,n_y,paired,scale,epsilon,uncertainty_radius,resolution_floor,eta,mean_difference,median_difference,iqr_difference,selected,score
CKD__08,CKD,pcv,source units,"['Non-CKD', 'CKD']",Distribution detail required,1.4385685680065878,2.140109890109891,1.0,146,183,False,6.041875681463431,4.0,4.0,0.6041875681463431,0.1,-13.395725727973648,-13.0,1.5,Heatmap; Histogram,0.04508730386734265
CKD__09,CKD,wc,source units,"['Non-CKD', 'CKD']",Distribution detail required,1.120020707769054,2.8892857142857187,0.7676767676767676,143,151,False,2869.093332053087,2799.9999999999945,2799.9999999999945,286.9093332053087,0.1,1363.9420182466547,1300.0,900.0,Heatmap; Histogram,0.04516258132242391
CKD__10,CKD,rc,source units,"['Non-CKD', 'CKD']",Mean summary sufficient,0.9324342324342316,4.199999999999999,0.4444444444444444,143,126,False,0.7345135356551953,0.5,0.5,0.07345135356551953,0.1,-1.433782883782884,-1.4,4.440892098500626e-16,Bar; Dot,0.4054793040824732
ILPD__00,ILPD,age,years,"['No liver disease', 'Liver disease']",Mean summary sufficient,0.5460361328624804,0.401338688085676,0.98989898989899,167,416,False,16.050188765053708,9.0,9.0,1.6050188765053708,0.1,4.9143251957623235,6.0,-3.0,Bar; Dot,0.43994370954123274
ILPD__01,ILPD,total_bilirubin,source units,"['No liver disease', 'Liver disease']",Distribution detail required,2.347927863823063,6.891815745667425,0.98989898989899,167,416,False,6.06230723635571,5.602,5.602,0.6062307236355711,0.1,3.0219081068631968,0.5999999999999999,2.425,Heatmap; Histogram,0.04445929356952965
ILPD__02,ILPD,direct_bilirubin,source units,"['No liver disease', 'Liver disease']",Distribution detail required,2.370511305957221,1.8109179934770407,0.98989898989899,167,416,False,2.724500610788553,2.8739999999999988,2.8739999999999988,0.27245006107885533,0.1,1.52715050667895,0.3,1.4500000000000002,Heatmap; Histogram,0.044972576024501255
ILPD__03,ILPD,alkaline_phosphatase,source units,"['No liver disease', 'Liver disease']",Quartile summary sufficient,1.464337565793767,0.5520246905269559,0.47474747474747475,167,416,False,238.95604098321152,205.82500000000036,205.82500000000036,23.895604098321154,0.1,99.25272052049746,43.0,77.75,Box,0.08145967695982609
ILPD__04,ILPD,ALT,source units,"['No liver disease', 'Liver disease']",Distribution detail required,1.46850249537432,7.0083771346349035,0.8888888888888888,167,416,False,180.3204128629913,166.4599999999999,166.4599999999999,18.03204128629913,0.1,65.95307461999079,14.0,34.0,Heatmap; Histogram,0.04453481408371616
ILPD__05,ILPD,AST,source units,"['No liver disease', 'Liver disease']",Distribution detail required,1.5181559449912843,13.710996477101155,0.898989898989899,167,416,False,285.8100281658253,238.44000000000003,238.44000000000003,28.581002816582533,0.1,97.0108964762782,23.5,56.5,Heatmap; Histogram,0.023589702119734757
ILPD__06,ILPD,total_protein,source units,"['No liver disease', 'Liver disease']",Mean summary sufficient,0.3086012041850386,1.0168674698795177,1.0,167,416,False,1.0857192776743458,0.7000000000000011,0.7000000000000011,0.10857192776743459,0.1,-0.08397915707047332,-0.04999999999999982,0.10000000000000053,Bar; Dot,0.46418777353015545
