key,dataset,feature,unit,labels,stratum,mean_error_ratio,box_error_ratio,bootstrap_agreement,n_x,n_y,paired,scale,epsilon,uncertainty_radius,resolution_floor,eta,mean_difference,median_difference,iqr_difference,selected,score
WDBC__12,WDBC,perimeter error,source units,"['Benign', 'Malignant']",Distribution detail required,2.1323123305055987,6.3904512613539515,0.8888888888888888,357,212,False,1.681820494847905,1.3762721348314602,1.3762721348314602,0.1681820494847905,0.1,2.3236079567676122,1.8285,1.5477500000000008,Heatmap; Histogram,0.04508697417878387
WDBC__13,WDBC,area error,source units,"['Benign', 'Malignant']",Distribution detail required,2.0554060423169793,8.116962707669916,0.9696969696969697,357,212,False,38.07874145019458,32.87806161137441,32.87806161137441,3.8078741450194578,0.1,51.537257200993594,38.825,48.467499999999994,Heatmap; Histogram,0.04474086669946558
WDBC__14,WDBC,smoothness error,source units,"['Benign', 'Malignant']",Distribution detail required,1.0042740691681533,4.826341727449467,0.6464646464646465,357,212,False,0.002998408590742808,0.0020384797752808948,0.0020384797752808948,0.00029984085907428084,0.1,-0.0004158076211616714,-0.00032050000000000047,-0.00043575000000000124,Heatmap; Histogram,0.04513116788000308
WDBC__15,WDBC,compactness error,source units,"['Benign', 'Malignant']",Mean summary sufficient,0.34100208591687514,0.6715404365238424,0.9696969696969697,357,212,False,0.0171373295210721,0.018557952808988757,0.018557952808988757,0.0017137329521072098,0.1,0.010842918595740186,0.012279999999999996,0.004677500000000001,Bar; Dot,0.46072311425244905
WDBC__16,WDBC,concavity error,source units,"['Benign', 'Malignant']",Mean summary sufficient,0.2547613753561122,8.225874518010643,0.9696969696969697,357,212,False,0.02922396252340141,0.025752789325842712,0.025752789325842712,0.0029223962523401413,0.1,0.015827273859732573,0.018725000000000006,0.003875,Bar; Dot,0.4700616141681048
WDBC__17,WDBC,concave points error,source units,"['Benign', 'Malignant']",Mean summary sufficient,0.38844668518923636,3.461644139676055,0.9696969696969697,357,212,False,0.005638207512474299,0.004383755056179777,0.004383755056179777,0.00056382075124743,0.1,0.005202819037048783,0.005144000000000001,0.0006454999999999994,Bar; Dot,0.45574212095361416
WDBC__18,WDBC,symmetry error,source units,"['Benign', 'Malignant']",Mean summary sufficient,0.7873487667661347,0.8360309071549672,0.8181818181818182,357,212,False,0.008273481931927172,0.013840958623994877,0.013840958623994877,0.0008273481931927172,0.1,-0.00011140577929284745,-0.0013899999999999989,-0.0009425000000000024,Bar; Dot,0.4177677661347838
WDBC__19,WDBC,fractal dimension error,source units,"['Benign', 'Malignant']",Mean summary sufficient,0.37705437779655027,5.24920123780307,0.9494949494949495,357,212,False,0.0026403403151483004,0.002467546853932585,0.002467546853932585,0.00026403403151483004,0.1,0.00042635439987315704,0.0009314999999999996,0.00010399999999999993,Bar; Dot,0.4569282963778984
WDBC__20,WDBC,worst radius,source units,"['Benign', 'Malignant']",Distribution detail required,1.9096037925383242,1.3690950523563838,0.6464646464646465,357,212,False,3.0484688680942194,2.373000000000004,2.373000000000004,0.30484688680942196,0.1,7.755010200306538,7.24,3.3574999999999964,Heatmap; Histogram,0.045111531658533585
WDBC__21,WDBC,worst texture,source units,"['Benign', 'Malignant']",Mean summary sufficient,0.48008848307542706,0.867491272513071,0.8484848484848485,357,212,False,5.472017326293327,3.5841763539059546,3.5841763539059546,0.5472017326293327,0.1,5.803137519158604,6.125,-0.022500000000004405,Bar; Dot,0.44641975433196546
