key,dataset,feature,primary,n_A,n_B,resolution,representation,N
Retinopathy__05,Retinopathy,feature_7,True,540,611,1.0886819472437184,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,1.2399863900098937,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,1.4123190444211153,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,1.6086024002397787,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,1.8321651133138896,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,2.0867984543253986,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,2.376820602755804,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,2.7071498763931694,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,3.083388138237417,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,3.511915795253308,Means,2
Retinopathy__05,Retinopathy,feature_7,True,540,611,4.0,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.025,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.02847448681291267,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.032431855970349484,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.03693921820583997,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.04207301126725973,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.04792029618036453,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.05458023366634633,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.06216576575112282,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.07080553108379858,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.08064604644507599,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.0918541914405543,Binned,130
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.10462003851539275,Binned,130
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.11916007628291865,Binned,34
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.13572088082974534,Binned,34
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.15458329725693898,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.17606720236957066,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.20053692928235056,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.2284074459340916,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.2601513922888541,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.29630709556359386,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.33748769940792006,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.38439156185244217,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.4378140983584905,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.4986612708086434,Binned,18
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.5679649511900395,Binned,10
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.6469004205142944,Binned,10
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.7368062997280774,Binned,10
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.8392072506111242,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,0.9558398316330861,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,1.0886819472437184,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,1.2399863900098937,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,1.4123190444211153,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,1.6086024002397787,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,1.8321651133138896,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,2.0867984543253986,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,2.376820602755804,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,2.7071498763931694,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,3.083388138237417,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,3.511915795253308,Means,2
Retinopathy__06,Retinopathy,feature_8,True,540,611,4.0,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.025,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.02847448681291267,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.032431855970349484,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.03693921820583997,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.04207301126725973,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.04792029618036453,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.05458023366634633,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.06216576575112282,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.07080553108379858,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.08064604644507599,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.0918541914405543,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.10462003851539275,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.11916007628291865,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.13572088082974534,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.15458329725693898,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.17606720236957066,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.20053692928235056,Binned,66
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.2284074459340916,Binned,66
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.2601513922888541,Binned,66
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.29630709556359386,Binned,66
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.33748769940792006,Density,34
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.38439156185244217,Density,34
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.4378140983584905,Binned,18
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.4986612708086434,Binned,18
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.5679649511900395,Binned,10
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.6469004205142944,Binned,10
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.7368062997280774,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.8392072506111242,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,0.9558398316330861,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,1.0886819472437184,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,1.2399863900098937,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,1.4123190444211153,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,1.6086024002397787,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,1.8321651133138896,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,2.0867984543253986,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,2.376820602755804,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,2.7071498763931694,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,3.083388138237417,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,3.511915795253308,Means,2
Retinopathy__07,Retinopathy,feature_9,True,540,611,4.0,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.025,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.02847448681291267,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.032431855970349484,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.03693921820583997,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.04207301126725973,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.04792029618036453,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.05458023366634633,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.06216576575112282,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.07080553108379858,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.08064604644507599,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.0918541914405543,Binned,34
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.10462003851539275,Binned,34
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.11916007628291865,Binned,34
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.13572088082974534,Binned,34
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.15458329725693898,Binned,34
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.17606720236957066,Binned,18
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.20053692928235056,Binned,18
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.2284074459340916,Binned,18
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.2601513922888541,Binned,18
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.29630709556359386,Binned,18
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.33748769940792006,Binned,18
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.38439156185244217,Binned,10
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.4378140983584905,Binned,10
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.4986612708086434,Binned,10
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.5679649511900395,Binned,10
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.6469004205142944,Binned,10
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.7368062997280774,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.8392072506111242,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,0.9558398316330861,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,1.0886819472437184,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,1.2399863900098937,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,1.4123190444211153,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,1.6086024002397787,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,1.8321651133138896,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,2.0867984543253986,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,2.376820602755804,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,2.7071498763931694,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,3.083388138237417,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,3.511915795253308,Means,2
Retinopathy__08,Retinopathy,feature_10,True,540,611,4.0,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.025,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.02847448681291267,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.032431855970349484,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.03693921820583997,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.04207301126725973,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.04792029618036453,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.05458023366634633,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.06216576575112282,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.07080553108379858,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.08064604644507599,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.0918541914405543,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.10462003851539275,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.11916007628291865,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.13572088082974534,Binned,130
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.15458329725693898,Binned,130
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.17606720236957066,Binned,66
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.20053692928235056,Binned,66
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.2284074459340916,Binned,66
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.2601513922888541,Binned,66
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.29630709556359386,Density,34
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.33748769940792006,Density,34
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.38439156185244217,Density,34
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.4378140983584905,Density,34
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.4986612708086434,Density,34
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.5679649511900395,Density,34
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.6469004205142944,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.7368062997280774,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.8392072506111242,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,0.9558398316330861,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,1.0886819472437184,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,1.2399863900098937,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,1.4123190444211153,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,1.6086024002397787,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,1.8321651133138896,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,2.0867984543253986,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,2.376820602755804,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,2.7071498763931694,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,3.083388138237417,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,3.511915795253308,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,4.0,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.025,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.02847448681291267,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.032431855970349484,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.03693921820583997,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.04207301126725973,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.04792029618036453,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.05458023366634633,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.06216576575112282,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.07080553108379858,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.08064604644507599,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.0918541914405543,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.10462003851539275,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.11916007628291865,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.13572088082974534,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.15458329725693898,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.17606720236957066,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.20053692928235056,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.2284074459340916,Binned,130
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.2601513922888541,Binned,130
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.29630709556359386,Binned,130
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.33748769940792006,Binned,130
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.38439156185244217,Density,66
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.4378140983584905,Density,66
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.4986612708086434,Density,18
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.5679649511900395,Density,18
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.6469004205142944,Density,18
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.7368062997280774,Density,18
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.8392072506111242,Density,18
Retinopathy__10,Retinopathy,feature_12,True,540,611,0.9558398316330861,Density,18
Retinopathy__10,Retinopathy,feature_12,True,540,611,1.0886819472437184,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,1.2399863900098937,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,1.4123190444211153,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,1.6086024002397787,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,1.8321651133138896,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,2.0867984543253986,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,2.376820602755804,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,2.7071498763931694,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,3.083388138237417,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,3.511915795253308,Means,2
Retinopathy__10,Retinopathy,feature_12,True,540,611,4.0,Means,2
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.025,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.02847448681291267,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.032431855970349484,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.03693921820583997,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.04207301126725973,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.04792029618036453,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.05458023366634633,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.06216576575112282,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.07080553108379858,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.08064604644507599,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.0918541914405543,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.10462003851539275,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.11916007628291865,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.13572088082974534,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.15458329725693898,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.17606720236957066,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.20053692928235056,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.2284074459340916,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.2601513922888541,Binned,130
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.29630709556359386,Binned,130
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.33748769940792006,Binned,130
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.38439156185244217,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.4378140983584905,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.4986612708086434,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.5679649511900395,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.6469004205142944,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.7368062997280774,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.8392072506111242,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,0.9558398316330861,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,1.0886819472437184,Binned,34
Retinopathy__11,Retinopathy,feature_13,True,540,611,1.2399863900098937,Binned,34
Retinopathy__11,Retinopathy,feature_13,True,540,611,1.4123190444211153,Means,2
Retinopathy__11,Retinopathy,feature_13,True,540,611,1.6086024002397787,Means,2
Retinopathy__11,Retinopathy,feature_13,True,540,611,1.8321651133138896,Means,2
Retinopathy__11,Retinopathy,feature_13,True,540,611,2.0867984543253986,Means,2
Retinopathy__11,Retinopathy,feature_13,True,540,611,2.376820602755804,Means,2
Retinopathy__11,Retinopathy,feature_13,True,540,611,2.7071498763931694,Means,2
Retinopathy__11,Retinopathy,feature_13,True,540,611,3.083388138237417,Means,2
Retinopathy__11,Retinopathy,feature_13,True,540,611,3.511915795253308,Means,2
Retinopathy__11,Retinopathy,feature_13,True,540,611,4.0,Means,2
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.025,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.02847448681291267,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.032431855970349484,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.03693921820583997,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.04207301126725973,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.04792029618036453,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.05458023366634633,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.06216576575112282,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.07080553108379858,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.08064604644507599,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.0918541914405543,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.10462003851539275,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.11916007628291865,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.13572088082974534,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.15458329725693898,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.17606720236957066,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.20053692928235056,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.2284074459340916,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.2601513922888541,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.29630709556359386,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.33748769940792006,Binned,130
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.38439156185244217,Binned,130
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.4378140983584905,Binned,130
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.4986612708086434,Binned,130
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.5679649511900395,Binned,66
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.6469004205142944,Binned,66
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.7368062997280774,Binned,66
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.8392072506111242,Binned,66
Retinopathy__12,Retinopathy,feature_14,True,540,611,0.9558398316330861,Binned,34
Retinopathy__12,Retinopathy,feature_14,True,540,611,1.0886819472437184,Binned,34
Retinopathy__12,Retinopathy,feature_14,True,540,611,1.2399863900098937,Binned,34
Retinopathy__12,Retinopathy,feature_14,True,540,611,1.4123190444211153,Binned,34
Retinopathy__12,Retinopathy,feature_14,True,540,611,1.6086024002397787,Binned,34
Retinopathy__12,Retinopathy,feature_14,True,540,611,1.8321651133138896,Density,18
Retinopathy__12,Retinopathy,feature_14,True,540,611,2.0867984543253986,Means,2
Retinopathy__12,Retinopathy,feature_14,True,540,611,2.376820602755804,Means,2
Retinopathy__12,Retinopathy,feature_14,True,540,611,2.7071498763931694,Means,2
Retinopathy__12,Retinopathy,feature_14,True,540,611,3.083388138237417,Means,2
Retinopathy__12,Retinopathy,feature_14,True,540,611,3.511915795253308,Means,2
Retinopathy__12,Retinopathy,feature_14,True,540,611,4.0,Means,2
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.025,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.02847448681291267,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.032431855970349484,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.03693921820583997,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.04207301126725973,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.04792029618036453,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.05458023366634633,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.06216576575112282,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.07080553108379858,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.08064604644507599,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.0918541914405543,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.10462003851539275,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.11916007628291865,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.13572088082974534,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.15458329725693898,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.17606720236957066,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.20053692928235056,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.2284074459340916,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.2601513922888541,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.29630709556359386,Binned,130
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.33748769940792006,Binned,130
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.38439156185244217,Binned,130
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.4378140983584905,Binned,130
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.4986612708086434,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.5679649511900395,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.6469004205142944,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.7368062997280774,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.8392072506111242,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,0.9558398316330861,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,1.0886819472437184,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,1.2399863900098937,Binned,34
Retinopathy__13,Retinopathy,feature_15,True,540,611,1.4123190444211153,Binned,34
Retinopathy__13,Retinopathy,feature_15,True,540,611,1.6086024002397787,Binned,34
Retinopathy__13,Retinopathy,feature_15,True,540,611,1.8321651133138896,Means,2
Retinopathy__13,Retinopathy,feature_15,True,540,611,2.0867984543253986,Means,2
Retinopathy__13,Retinopathy,feature_15,True,540,611,2.376820602755804,Means,2
Retinopathy__13,Retinopathy,feature_15,True,540,611,2.7071498763931694,Means,2
Retinopathy__13,Retinopathy,feature_15,True,540,611,3.083388138237417,Means,2
Retinopathy__13,Retinopathy,feature_15,True,540,611,3.511915795253308,Means,2
Retinopathy__13,Retinopathy,feature_15,True,540,611,4.0,Means,2
Retinopathy__14,Retinopathy,feature_16,True,540,611,0.025,Observations,1151
Retinopathy__14,Retinopathy,feature_16,True,540,611,0.02847448681291267,Observations,1151
Retinopathy__14,Retinopathy,feature_16,True,540,611,0.032431855970349484,Observations,1151
Retinopathy__14,Retinopathy,feature_16,True,540,611,0.03693921820583997,Observations,1151
