key,dataset,feature,primary,n_A,n_B,contract,configuration,representation,N
Retinopathy__05,Retinopathy,feature_7,True,540,611,equal,raw,Observations,1151
Retinopathy__06,Retinopathy,feature_8,True,540,611,payload,bins_4,Binned,10
Retinopathy__06,Retinopathy,feature_8,True,540,611,legacy_box,bins_4,Binned,10
Retinopathy__06,Retinopathy,feature_8,True,540,611,free_parameters,bins_4,Binned,10
Retinopathy__06,Retinopathy,feature_8,True,540,611,equal,raw,Observations,1151
Retinopathy__07,Retinopathy,feature_9,True,540,611,payload,bins_4,Binned,10
Retinopathy__07,Retinopathy,feature_9,True,540,611,legacy_box,bins_4,Binned,10
Retinopathy__07,Retinopathy,feature_9,True,540,611,free_parameters,bins_4,Binned,10
Retinopathy__07,Retinopathy,feature_9,True,540,611,equal,raw,Observations,1151
Retinopathy__08,Retinopathy,feature_10,True,540,611,payload,bins_4,Binned,10
Retinopathy__08,Retinopathy,feature_10,True,540,611,legacy_box,bins_4,Binned,10
Retinopathy__08,Retinopathy,feature_10,True,540,611,free_parameters,bins_4,Binned,10
Retinopathy__08,Retinopathy,feature_10,True,540,611,equal,raw,Observations,1151
Retinopathy__09,Retinopathy,feature_11,True,540,611,payload,means,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,legacy_box,means,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,free_parameters,means,Means,2
Retinopathy__09,Retinopathy,feature_11,True,540,611,equal,raw,Observations,1151
Retinopathy__10,Retinopathy,feature_12,True,540,611,payload,density_8,Density,18
Retinopathy__10,Retinopathy,feature_12,True,540,611,legacy_box,density_8,Density,18
Retinopathy__10,Retinopathy,feature_12,True,540,611,free_parameters,density_8,Density,18
Retinopathy__10,Retinopathy,feature_12,True,540,611,equal,raw,Observations,1151
Retinopathy__11,Retinopathy,feature_13,True,540,611,payload,density_32,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,legacy_box,density_32,Density,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,free_parameters,bins_32,Binned,66
Retinopathy__11,Retinopathy,feature_13,True,540,611,equal,raw,Observations,1151
Retinopathy__12,Retinopathy,feature_14,True,540,611,payload,bins_16,Binned,34
Retinopathy__12,Retinopathy,feature_14,True,540,611,legacy_box,bins_16,Binned,34
Retinopathy__12,Retinopathy,feature_14,True,540,611,free_parameters,bins_16,Binned,34
Retinopathy__12,Retinopathy,feature_14,True,540,611,equal,raw,Observations,1151
Retinopathy__13,Retinopathy,feature_15,True,540,611,payload,bins_32,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,legacy_box,bins_32,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,free_parameters,bins_32,Binned,66
Retinopathy__13,Retinopathy,feature_15,True,540,611,equal,raw,Observations,1151
Retinopathy__14,Retinopathy,feature_16,True,540,611,payload,means,Means,2
Retinopathy__14,Retinopathy,feature_16,True,540,611,legacy_box,means,Means,2
Retinopathy__14,Retinopathy,feature_16,True,540,611,free_parameters,means,Means,2
Retinopathy__14,Retinopathy,feature_16,True,540,611,equal,raw,Observations,1151
Retinopathy__15,Retinopathy,feature_17,True,540,611,payload,means,Means,2
Retinopathy__15,Retinopathy,feature_17,True,540,611,legacy_box,means,Means,2
Retinopathy__15,Retinopathy,feature_17,True,540,611,free_parameters,means,Means,2
Retinopathy__15,Retinopathy,feature_17,True,540,611,equal,raw,Observations,1151
HAR__00,HAR,tBodyAcc-mean()-X,True,30,30,payload,five_number,Five-number,10
HAR__00,HAR,tBodyAcc-mean()-X,True,30,30,legacy_box,bins_4,Binned,10
HAR__00,HAR,tBodyAcc-mean()-X,True,30,30,free_parameters,bins_4,Binned,10
HAR__00,HAR,tBodyAcc-mean()-X,True,30,30,equal,raw,Observations,60
HAR__01,HAR,tBodyAcc-mean()-Y,True,30,30,payload,means,Means,2
HAR__01,HAR,tBodyAcc-mean()-Y,True,30,30,legacy_box,means,Means,2
HAR__01,HAR,tBodyAcc-mean()-Y,True,30,30,free_parameters,means,Means,2
HAR__01,HAR,tBodyAcc-mean()-Y,True,30,30,equal,raw,Observations,60
HAR__02,HAR,tBodyAcc-mean()-Z,True,30,30,payload,means,Means,2
HAR__02,HAR,tBodyAcc-mean()-Z,True,30,30,legacy_box,means,Means,2
HAR__02,HAR,tBodyAcc-mean()-Z,True,30,30,free_parameters,means,Means,2
HAR__02,HAR,tBodyAcc-mean()-Z,True,30,30,equal,raw,Observations,60
HAR__03,HAR,tBodyAcc-std()-X,True,30,30,payload,five_number,Five-number,10
HAR__03,HAR,tBodyAcc-std()-X,True,30,30,legacy_box,five_number,Five-number,10
HAR__03,HAR,tBodyAcc-std()-X,True,30,30,free_parameters,five_number,Five-number,10
HAR__03,HAR,tBodyAcc-std()-X,True,30,30,equal,raw,Observations,60
HAR__04,HAR,tBodyAcc-std()-Y,True,30,30,payload,five_number,Five-number,10
HAR__04,HAR,tBodyAcc-std()-Y,True,30,30,legacy_box,five_number,Five-number,10
HAR__04,HAR,tBodyAcc-std()-Y,True,30,30,free_parameters,five_number,Five-number,10
HAR__04,HAR,tBodyAcc-std()-Y,True,30,30,equal,raw,Observations,60
HAR__05,HAR,tBodyAcc-std()-Z,True,30,30,payload,five_number,Five-number,10
HAR__05,HAR,tBodyAcc-std()-Z,True,30,30,legacy_box,five_number,Five-number,10
HAR__05,HAR,tBodyAcc-std()-Z,True,30,30,free_parameters,five_number,Five-number,10
HAR__05,HAR,tBodyAcc-std()-Z,True,30,30,equal,raw,Observations,60
HAR__06,HAR,tGravityAcc-mean()-X,True,30,30,payload,means,Means,2
HAR__06,HAR,tGravityAcc-mean()-X,True,30,30,legacy_box,means,Means,2
HAR__06,HAR,tGravityAcc-mean()-X,True,30,30,free_parameters,means,Means,2
HAR__06,HAR,tGravityAcc-mean()-X,True,30,30,equal,raw,Observations,60
HAR__07,HAR,tGravityAcc-mean()-Y,True,30,30,payload,means,Means,2
HAR__07,HAR,tGravityAcc-mean()-Y,True,30,30,legacy_box,means,Means,2
HAR__07,HAR,tGravityAcc-mean()-Y,True,30,30,free_parameters,means,Means,2
HAR__07,HAR,tGravityAcc-mean()-Y,True,30,30,equal,raw,Observations,60
HAR__08,HAR,tGravityAcc-mean()-Z,True,30,30,payload,means,Means,2
HAR__08,HAR,tGravityAcc-mean()-Z,True,30,30,legacy_box,means,Means,2
HAR__08,HAR,tGravityAcc-mean()-Z,True,30,30,free_parameters,means,Means,2
HAR__08,HAR,tGravityAcc-mean()-Z,True,30,30,equal,raw,Observations,60
HAR__09,HAR,tGravityAcc-std()-X,True,30,30,payload,means,Means,2
HAR__09,HAR,tGravityAcc-std()-X,True,30,30,legacy_box,means,Means,2
HAR__09,HAR,tGravityAcc-std()-X,True,30,30,free_parameters,means,Means,2
HAR__09,HAR,tGravityAcc-std()-X,True,30,30,equal,raw,Observations,60
HAR__10,HAR,tGravityAcc-std()-Y,True,30,30,payload,means,Means,2
HAR__10,HAR,tGravityAcc-std()-Y,True,30,30,legacy_box,means,Means,2
HAR__10,HAR,tGravityAcc-std()-Y,True,30,30,free_parameters,means,Means,2
HAR__10,HAR,tGravityAcc-std()-Y,True,30,30,equal,raw,Observations,60
HAR__11,HAR,tGravityAcc-std()-Z,True,30,30,payload,means,Means,2
HAR__11,HAR,tGravityAcc-std()-Z,True,30,30,legacy_box,means,Means,2
HAR__11,HAR,tGravityAcc-std()-Z,True,30,30,free_parameters,means,Means,2
HAR__11,HAR,tGravityAcc-std()-Z,True,30,30,equal,raw,Observations,60
HAR__12,HAR,tBodyAccJerk-mean()-X,True,30,30,payload,bins_4,Binned,10
HAR__12,HAR,tBodyAccJerk-mean()-X,True,30,30,legacy_box,bins_4,Binned,10
HAR__12,HAR,tBodyAccJerk-mean()-X,True,30,30,free_parameters,bins_4,Binned,10
HAR__12,HAR,tBodyAccJerk-mean()-X,True,30,30,equal,raw,Observations,60
HAR__13,HAR,tBodyAccJerk-mean()-Y,True,30,30,payload,five_number,Five-number,10
HAR__13,HAR,tBodyAccJerk-mean()-Y,True,30,30,legacy_box,bins_4,Binned,10
HAR__13,HAR,tBodyAccJerk-mean()-Y,True,30,30,free_parameters,bins_4,Binned,10
HAR__13,HAR,tBodyAccJerk-mean()-Y,True,30,30,equal,raw,Observations,60
HAR__14,HAR,tBodyAccJerk-mean()-Z,True,30,30,payload,five_number,Five-number,10
HAR__14,HAR,tBodyAccJerk-mean()-Z,True,30,30,legacy_box,bins_4,Binned,10
HAR__14,HAR,tBodyAccJerk-mean()-Z,True,30,30,free_parameters,bins_4,Binned,10
HAR__14,HAR,tBodyAccJerk-mean()-Z,True,30,30,equal,raw,Observations,60
HAR__15,HAR,tBodyAccJerk-std()-X,True,30,30,payload,five_number,Five-number,10
HAR__15,HAR,tBodyAccJerk-std()-X,True,30,30,legacy_box,five_number,Five-number,10
HAR__15,HAR,tBodyAccJerk-std()-X,True,30,30,free_parameters,five_number,Five-number,10
HAR__15,HAR,tBodyAccJerk-std()-X,True,30,30,equal,raw,Observations,60
HAR__16,HAR,tBodyAccJerk-std()-Y,True,30,30,payload,five_number,Five-number,10
HAR__16,HAR,tBodyAccJerk-std()-Y,True,30,30,legacy_box,five_number,Five-number,10
HAR__16,HAR,tBodyAccJerk-std()-Y,True,30,30,free_parameters,five_number,Five-number,10
HAR__16,HAR,tBodyAccJerk-std()-Y,True,30,30,equal,raw,Observations,60
HAR__17,HAR,tBodyAccJerk-std()-Z,True,30,30,payload,five_number,Five-number,10
HAR__17,HAR,tBodyAccJerk-std()-Z,True,30,30,legacy_box,bins_4,Binned,10
HAR__17,HAR,tBodyAccJerk-std()-Z,True,30,30,free_parameters,bins_4,Binned,10
HAR__17,HAR,tBodyAccJerk-std()-Z,True,30,30,equal,raw,Observations,60
HAR__18,HAR,tBodyGyro-mean()-X,True,30,30,payload,means,Means,2
HAR__18,HAR,tBodyGyro-mean()-X,True,30,30,legacy_box,means,Means,2
HAR__18,HAR,tBodyGyro-mean()-X,True,30,30,free_parameters,means,Means,2
HAR__18,HAR,tBodyGyro-mean()-X,True,30,30,equal,raw,Observations,60
HAR__19,HAR,tBodyGyro-mean()-Y,True,30,30,payload,five_number,Five-number,10
HAR__19,HAR,tBodyGyro-mean()-Y,True,30,30,legacy_box,bins_4,Binned,10
HAR__19,HAR,tBodyGyro-mean()-Y,True,30,30,free_parameters,bins_4,Binned,10
HAR__19,HAR,tBodyGyro-mean()-Y,True,30,30,equal,raw,Observations,60
HAR__20,HAR,tBodyGyro-mean()-Z,True,30,30,payload,five_number,Five-number,10
HAR__20,HAR,tBodyGyro-mean()-Z,True,30,30,legacy_box,bins_4,Binned,10
HAR__20,HAR,tBodyGyro-mean()-Z,True,30,30,free_parameters,bins_4,Binned,10
HAR__20,HAR,tBodyGyro-mean()-Z,True,30,30,equal,raw,Observations,60
HAR__21,HAR,tBodyGyro-std()-X,True,30,30,payload,five_number,Five-number,10
HAR__21,HAR,tBodyGyro-std()-X,True,30,30,legacy_box,bins_4,Binned,10
HAR__21,HAR,tBodyGyro-std()-X,True,30,30,free_parameters,bins_4,Binned,10
HAR__21,HAR,tBodyGyro-std()-X,True,30,30,equal,raw,Observations,60
HAR__22,HAR,tBodyGyro-std()-Y,True,30,30,payload,five_number,Five-number,10
HAR__22,HAR,tBodyGyro-std()-Y,True,30,30,legacy_box,bins_4,Binned,10
HAR__22,HAR,tBodyGyro-std()-Y,True,30,30,free_parameters,bins_4,Binned,10
HAR__22,HAR,tBodyGyro-std()-Y,True,30,30,equal,raw,Observations,60
HAR__23,HAR,tBodyGyro-std()-Z,True,30,30,payload,five_number,Five-number,10
HAR__23,HAR,tBodyGyro-std()-Z,True,30,30,legacy_box,five_number,Five-number,10
HAR__23,HAR,tBodyGyro-std()-Z,True,30,30,free_parameters,five_number,Five-number,10
HAR__23,HAR,tBodyGyro-std()-Z,True,30,30,equal,raw,Observations,60
HAR__24,HAR,tBodyGyroJerk-mean()-X,True,30,30,payload,five_number,Five-number,10
HAR__24,HAR,tBodyGyroJerk-mean()-X,True,30,30,legacy_box,bins_4,Binned,10
HAR__24,HAR,tBodyGyroJerk-mean()-X,True,30,30,free_parameters,bins_4,Binned,10
HAR__24,HAR,tBodyGyroJerk-mean()-X,True,30,30,equal,raw,Observations,60
HAR__25,HAR,tBodyGyroJerk-mean()-Y,True,30,30,payload,five_number,Five-number,10
HAR__25,HAR,tBodyGyroJerk-mean()-Y,True,30,30,legacy_box,bins_4,Binned,10
HAR__25,HAR,tBodyGyroJerk-mean()-Y,True,30,30,free_parameters,bins_4,Binned,10
HAR__25,HAR,tBodyGyroJerk-mean()-Y,True,30,30,equal,raw,Observations,60
HAR__26,HAR,tBodyGyroJerk-mean()-Z,True,30,30,payload,means,Means,2
HAR__26,HAR,tBodyGyroJerk-mean()-Z,True,30,30,legacy_box,means,Means,2
HAR__26,HAR,tBodyGyroJerk-mean()-Z,True,30,30,free_parameters,means,Means,2
HAR__26,HAR,tBodyGyroJerk-mean()-Z,True,30,30,equal,raw,Observations,60
HAR__27,HAR,tBodyGyroJerk-std()-X,True,30,30,payload,means,Means,2
HAR__27,HAR,tBodyGyroJerk-std()-X,True,30,30,legacy_box,means,Means,2
HAR__27,HAR,tBodyGyroJerk-std()-X,True,30,30,free_parameters,means,Means,2
HAR__27,HAR,tBodyGyroJerk-std()-X,True,30,30,equal,raw,Observations,60
HAR__28,HAR,tBodyGyroJerk-std()-Y,True,30,30,payload,means,Means,2
HAR__28,HAR,tBodyGyroJerk-std()-Y,True,30,30,legacy_box,means,Means,2
HAR__28,HAR,tBodyGyroJerk-std()-Y,True,30,30,free_parameters,means,Means,2
HAR__28,HAR,tBodyGyroJerk-std()-Y,True,30,30,equal,raw,Observations,60
HAR__29,HAR,tBodyGyroJerk-std()-Z,True,30,30,payload,five_number,Five-number,10
HAR__29,HAR,tBodyGyroJerk-std()-Z,True,30,30,legacy_box,five_number,Five-number,10
HAR__29,HAR,tBodyGyroJerk-std()-Z,True,30,30,free_parameters,five_number,Five-number,10
HAR__29,HAR,tBodyGyroJerk-std()-Z,True,30,30,equal,raw,Observations,60
HAR__30,HAR,tBodyAccMag-mean(),True,30,30,payload,five_number,Five-number,10
HAR__30,HAR,tBodyAccMag-mean(),True,30,30,legacy_box,five_number,Five-number,10
HAR__30,HAR,tBodyAccMag-mean(),True,30,30,free_parameters,five_number,Five-number,10
HAR__30,HAR,tBodyAccMag-mean(),True,30,30,equal,raw,Observations,60
HAR__31,HAR,tBodyAccMag-std(),True,30,30,payload,five_number,Five-number,10
HAR__31,HAR,tBodyAccMag-std(),True,30,30,legacy_box,five_number,Five-number,10
HAR__31,HAR,tBodyAccMag-std(),True,30,30,free_parameters,five_number,Five-number,10
HAR__31,HAR,tBodyAccMag-std(),True,30,30,equal,raw,Observations,60
HAR__32,HAR,tGravityAccMag-mean(),True,30,30,payload,five_number,Five-number,10
HAR__32,HAR,tGravityAccMag-mean(),True,30,30,legacy_box,five_number,Five-number,10
HAR__32,HAR,tGravityAccMag-mean(),True,30,30,free_parameters,five_number,Five-number,10
HAR__32,HAR,tGravityAccMag-mean(),True,30,30,equal,raw,Observations,60
HAR__33,HAR,tGravityAccMag-std(),True,30,30,payload,five_number,Five-number,10
HAR__33,HAR,tGravityAccMag-std(),True,30,30,legacy_box,five_number,Five-number,10
HAR__33,HAR,tGravityAccMag-std(),True,30,30,free_parameters,five_number,Five-number,10
HAR__33,HAR,tGravityAccMag-std(),True,30,30,equal,raw,Observations,60
HAR__34,HAR,tBodyAccJerkMag-mean(),True,30,30,payload,five_number,Five-number,10
HAR__34,HAR,tBodyAccJerkMag-mean(),True,30,30,legacy_box,bins_4,Binned,10
HAR__34,HAR,tBodyAccJerkMag-mean(),True,30,30,free_parameters,bins_4,Binned,10
HAR__34,HAR,tBodyAccJerkMag-mean(),True,30,30,equal,raw,Observations,60
HAR__35,HAR,tBodyAccJerkMag-std(),True,30,30,payload,five_number,Five-number,10
HAR__35,HAR,tBodyAccJerkMag-std(),True,30,30,legacy_box,five_number,Five-number,10
HAR__35,HAR,tBodyAccJerkMag-std(),True,30,30,free_parameters,five_number,Five-number,10
HAR__35,HAR,tBodyAccJerkMag-std(),True,30,30,equal,raw,Observations,60
HAR__36,HAR,tBodyGyroMag-mean(),True,30,30,payload,five_number,Five-number,10
HAR__36,HAR,tBodyGyroMag-mean(),True,30,30,legacy_box,five_number,Five-number,10
HAR__36,HAR,tBodyGyroMag-mean(),True,30,30,free_parameters,five_number,Five-number,10
HAR__36,HAR,tBodyGyroMag-mean(),True,30,30,equal,raw,Observations,60
HAR__37,HAR,tBodyGyroMag-std(),True,30,30,payload,five_number,Five-number,10
HAR__37,HAR,tBodyGyroMag-std(),True,30,30,legacy_box,bins_4,Binned,10
HAR__37,HAR,tBodyGyroMag-std(),True,30,30,free_parameters,bins_4,Binned,10
HAR__37,HAR,tBodyGyroMag-std(),True,30,30,equal,raw,Observations,60
HAR__38,HAR,tBodyGyroJerkMag-mean(),True,30,30,payload,means,Means,2
HAR__38,HAR,tBodyGyroJerkMag-mean(),True,30,30,legacy_box,means,Means,2
HAR__38,HAR,tBodyGyroJerkMag-mean(),True,30,30,free_parameters,means,Means,2
HAR__38,HAR,tBodyGyroJerkMag-mean(),True,30,30,equal,raw,Observations,60
HAR__39,HAR,tBodyGyroJerkMag-std(),True,30,30,payload,five_number,Five-number,10
HAR__39,HAR,tBodyGyroJerkMag-std(),True,30,30,legacy_box,bins_4,Binned,10
HAR__39,HAR,tBodyGyroJerkMag-std(),True,30,30,free_parameters,bins_4,Binned,10
HAR__39,HAR,tBodyGyroJerkMag-std(),True,30,30,equal,raw,Observations,60
BIDMC__00,BIDMC,mean,True,46,46,payload,means,Means,2
BIDMC__00,BIDMC,mean,True,46,46,legacy_box,means,Means,2
BIDMC__00,BIDMC,mean,True,46,46,free_parameters,means,Means,2
BIDMC__00,BIDMC,mean,True,46,46,equal,raw,Observations,92
BIDMC__01,BIDMC,median,True,46,46,payload,means,Means,2
BIDMC__01,BIDMC,median,True,46,46,legacy_box,means,Means,2
BIDMC__01,BIDMC,median,True,46,46,free_parameters,means,Means,2
BIDMC__01,BIDMC,median,True,46,46,equal,raw,Observations,92
BIDMC__02,BIDMC,q10,True,46,46,payload,means,Means,2
BIDMC__02,BIDMC,q10,True,46,46,legacy_box,means,Means,2
BIDMC__02,BIDMC,q10,True,46,46,free_parameters,means,Means,2
BIDMC__02,BIDMC,q10,True,46,46,equal,raw,Observations,92
BIDMC__03,BIDMC,q90,True,46,46,payload,means,Means,2
BIDMC__03,BIDMC,q90,True,46,46,legacy_box,means,Means,2
BIDMC__03,BIDMC,q90,True,46,46,free_parameters,means,Means,2
BIDMC__03,BIDMC,q90,True,46,46,equal,raw,Observations,92
BIDMC__04,BIDMC,SD,True,46,46,payload,means,Means,2
BIDMC__04,BIDMC,SD,True,46,46,legacy_box,means,Means,2
BIDMC__04,BIDMC,SD,True,46,46,free_parameters,means,Means,2
BIDMC__04,BIDMC,SD,True,46,46,equal,raw,Observations,92
Wrist__00,Wrist,mean,True,8,8,payload,means,Means,2
Wrist__00,Wrist,mean,True,8,8,legacy_box,means,Means,2
Wrist__00,Wrist,mean,True,8,8,free_parameters,means,Means,2
Wrist__00,Wrist,mean,True,8,8,equal,raw,Observations,16
Wrist__01,Wrist,median,True,8,8,payload,means,Means,2
Wrist__01,Wrist,median,True,8,8,legacy_box,means,Means,2
Wrist__01,Wrist,median,True,8,8,free_parameters,means,Means,2
Wrist__01,Wrist,median,True,8,8,equal,raw,Observations,16
Wrist__02,Wrist,q10,True,8,8,payload,means,Means,2
Wrist__02,Wrist,q10,True,8,8,legacy_box,means,Means,2
Wrist__02,Wrist,q10,True,8,8,free_parameters,means,Means,2
Wrist__02,Wrist,q10,True,8,8,equal,raw,Observations,16
Wrist__03,Wrist,q90,True,8,8,payload,means,Means,2
Wrist__03,Wrist,q90,True,8,8,legacy_box,means,Means,2
Wrist__03,Wrist,q90,True,8,8,free_parameters,means,Means,2
Wrist__03,Wrist,q90,True,8,8,equal,raw,Observations,16
Wrist__04,Wrist,SD,True,8,8,payload,means,Means,2
Wrist__04,Wrist,SD,True,8,8,legacy_box,means,Means,2
Wrist__04,Wrist,SD,True,8,8,free_parameters,means,Means,2
Wrist__04,Wrist,SD,True,8,8,equal,raw,Observations,16
