scenario,n_A,n_B,replicate,seed,method,configuration,N,error,train_tolerance,test_tolerance,passes_reestimated,passes_frozen,passes_fixed,population_error,population_pass
null,20,20,27,9302027,Fixed-budget adaptive,raw,40,0.0,1.5381875018437972,1.5029878632152687,True,True,True,0.9016398043444858,False
null,20,20,27,9302027,Means,means,2,0.8626298189162558,1.5381875018437972,1.5029878632152687,True,True,False,0.03923426701012644,True
null,20,20,27,9302027,Five-number,five_number,10,0.5109917184743362,1.5381875018437972,1.5029878632152687,True,True,False,0.5987596853324658,False
null,20,20,27,9302027,Raw,raw,40,0.0,1.5381875018437972,1.5029878632152687,True,True,True,0.9016398043444858,False
null,20,20,27,9302027,8-bin,bins_8,18,0.49840672032846356,1.5381875018437972,1.5029878632152687,True,True,False,0.7684436027910151,False
null,20,20,27,9302027,8-grid density,density_8,18,0.5202073479095611,1.5381875018437972,1.5029878632152687,True,True,False,0.48183348586057373,False
null,20,20,28,9302028,Adaptive,means,2,0.4628139657261699,1.9381444124649776,1.8066997135278822,True,True,False,0.3262616219531254,False
null,20,20,28,9302028,Fixed-budget adaptive,raw,40,0.0,1.9381444124649776,1.8066997135278822,True,True,True,0.7882076043171474,False
null,20,20,28,9302028,Means,means,2,0.4628139657261699,1.9381444124649776,1.8066997135278822,True,True,False,0.3262616219531254,False
null,20,20,28,9302028,Five-number,five_number,10,0.8936515087834668,1.9381444124649776,1.8066997135278822,True,True,False,0.6377187204589543,False
null,20,20,28,9302028,Raw,raw,40,0.0,1.9381444124649776,1.8066997135278822,True,True,True,0.7882076043171474,False
null,20,20,28,9302028,8-bin,bins_8,18,0.3714177702752286,1.9381444124649776,1.8066997135278822,True,True,False,0.607042066116983,False
null,20,20,28,9302028,8-grid density,density_8,18,0.5027149926324778,1.9381444124649776,1.8066997135278822,True,True,False,0.5954625510812517,False
null,20,20,29,9302029,Adaptive,means,2,0.9055341490499798,1.1584297281409572,1.9297550959538496,True,True,False,0.1064904731480571,True
null,20,20,29,9302029,Fixed-budget adaptive,raw,40,0.0,1.1584297281409572,1.9297550959538496,True,True,True,1.011329636729488,False
null,20,20,29,9302029,Means,means,2,0.9055341490499798,1.1584297281409572,1.9297550959538496,True,True,False,0.1064904731480571,True
null,20,20,29,9302029,Five-number,five_number,10,0.870668103713053,1.1584297281409572,1.9297550959538496,True,True,False,0.6199524175300452,False
null,20,20,29,9302029,Raw,raw,40,0.0,1.1584297281409572,1.9297550959538496,True,True,True,1.011329636729488,False
null,20,20,29,9302029,8-bin,bins_8,18,0.7326476022372459,1.1584297281409572,1.9297550959538496,True,True,False,0.5587540399215825,False
null,20,20,29,9302029,8-grid density,density_8,18,0.6160476969423203,1.1584297281409572,1.9297550959538496,True,True,False,0.7376936195043022,False
null,20,20,30,9302030,Adaptive,means,2,0.745530247280548,1.5117741820805257,1.6099136022911789,True,True,False,0.11155112742944681,True
null,20,20,30,9302030,Fixed-budget adaptive,raw,40,0.0,1.5117741820805257,1.6099136022911789,True,True,True,0.8566558256599577,False
null,20,20,30,9302030,Means,means,2,0.745530247280548,1.5117741820805257,1.6099136022911789,True,True,False,0.11155112742944681,True
null,20,20,30,9302030,Five-number,five_number,10,0.6070757447765995,1.5117741820805257,1.6099136022911789,True,True,False,0.4697783364197602,False
null,20,20,30,9302030,Raw,raw,40,0.0,1.5117741820805257,1.6099136022911789,True,True,True,0.8566558256599577,False
null,20,20,30,9302030,8-bin,bins_8,18,0.3639202620463783,1.5117741820805257,1.6099136022911789,True,True,False,0.6675772792035837,False
null,20,20,30,9302030,8-grid density,density_8,18,0.5918998471082522,1.5117741820805257,1.6099136022911789,True,True,False,0.7276868326999193,False
null,20,20,31,9302031,Adaptive,means,2,0.6505047114660885,2.0619453193231063,1.744067320738619,True,True,False,0.19904529522128112,True
null,20,20,31,9302031,Fixed-budget adaptive,raw,40,0.0,2.0619453193231063,1.744067320738619,True,True,True,0.8486968577966383,False
null,20,20,31,9302031,Means,means,2,0.6505047114660885,2.0619453193231063,1.744067320738619,True,True,False,0.19904529522128112,True
null,20,20,31,9302031,Five-number,five_number,10,0.6041674807868262,2.0619453193231063,1.744067320738619,True,True,False,0.3489302329088616,False
null,20,20,31,9302031,Raw,raw,40,0.0,2.0619453193231063,1.744067320738619,True,True,True,0.8486968577966383,False
null,20,20,31,9302031,8-bin,bins_8,18,0.3438175074886637,2.0619453193231063,1.744067320738619,True,True,False,0.7191565036126532,False
null,20,20,31,9302031,8-grid density,density_8,18,0.5208699165166322,2.0619453193231063,1.744067320738619,True,True,False,0.615340540011921,False
null,20,20,32,9302032,Adaptive,means,2,0.7028091591762877,1.72372097129709,1.875927802577916,True,True,False,0.11341765829636268,True
null,20,20,32,9302032,Fixed-budget adaptive,raw,40,0.0,1.72372097129709,1.875927802577916,True,True,True,0.6383051904386353,False
null,20,20,32,9302032,Means,means,2,0.7028091591762877,1.72372097129709,1.875927802577916,True,True,False,0.11341765829636268,True
null,20,20,32,9302032,Five-number,five_number,10,0.46045008970222434,1.72372097129709,1.875927802577916,True,True,False,0.40912658114723277,False
null,20,20,32,9302032,Raw,raw,40,0.0,1.72372097129709,1.875927802577916,True,True,True,0.6383051904386353,False
null,20,20,32,9302032,8-bin,bins_8,18,0.508439818856727,1.72372097129709,1.875927802577916,True,True,False,0.3204856263142396,False
null,20,20,32,9302032,8-grid density,density_8,18,0.6488917827308511,1.72372097129709,1.875927802577916,True,True,False,0.20762803887438197,False
null,20,20,33,9302033,Adaptive,means,2,0.5386858393642023,1.6060004199955207,1.6212748340934429,True,True,False,0.284236691226775,False
null,20,20,33,9302033,Fixed-budget adaptive,raw,40,0.0,1.6060004199955207,1.6212748340934429,True,True,True,0.8222904113419827,False
null,20,20,33,9302033,Means,means,2,0.5386858393642023,1.6060004199955207,1.6212748340934429,True,True,False,0.284236691226775,False
null,20,20,33,9302033,Five-number,five_number,10,0.46110515367653204,1.6060004199955207,1.6212748340934429,True,True,False,0.3686248458435311,False
null,20,20,33,9302033,Raw,raw,40,0.0,1.6060004199955207,1.6212748340934429,True,True,True,0.8222904113419827,False
null,20,20,33,9302033,8-bin,bins_8,18,0.5434167875121745,1.6060004199955207,1.6212748340934429,True,True,False,0.5307953813938,False
null,20,20,33,9302033,8-grid density,density_8,18,0.444591152440736,1.6060004199955207,1.6212748340934429,True,True,False,0.4865747715588107,False
null,20,20,34,9302034,Adaptive,means,2,0.5932865879959045,1.8847932243744656,1.59509425469296,True,True,False,0.5510353037243757,False
null,20,20,34,9302034,Fixed-budget adaptive,raw,40,0.0,1.8847932243744656,1.59509425469296,True,True,True,1.144303751536011,False
null,20,20,34,9302034,Means,means,2,0.5932865879959045,1.8847932243744656,1.59509425469296,True,True,False,0.5510353037243757,False
null,20,20,34,9302034,Five-number,five_number,10,0.45500753444390507,1.8847932243744656,1.59509425469296,True,True,False,0.8761988418689521,False
null,20,20,34,9302034,Raw,raw,40,0.0,1.8847932243744656,1.59509425469296,True,True,True,1.144303751536011,False
null,20,20,34,9302034,8-bin,bins_8,18,0.3430865977816455,1.8847932243744656,1.59509425469296,True,True,False,1.1179678518895118,False
null,20,20,34,9302034,8-grid density,density_8,18,0.5540626151713763,1.8847932243744656,1.59509425469296,True,True,False,0.8971492129530219,False
null,20,20,35,9302035,Adaptive,means,2,1.524013058308756,1.8933367130238357,2.964679296907903,True,True,False,0.2600575450230012,False
null,20,20,35,9302035,Fixed-budget adaptive,raw,40,0.0,1.8933367130238357,2.964679296907903,True,True,True,1.782979574440332,False
null,20,20,35,9302035,Means,means,2,1.524013058308756,1.8933367130238357,2.964679296907903,True,True,False,0.2600575450230012,False
null,20,20,35,9302035,Five-number,five_number,10,0.8402412596809978,1.8933367130238357,2.964679296907903,True,True,False,0.9641251138804805,False
null,20,20,35,9302035,Raw,raw,40,0.0,1.8933367130238357,2.964679296907903,True,True,True,1.782979574440332,False
null,20,20,35,9302035,8-bin,bins_8,18,0.610552646301396,1.8933367130238357,2.964679296907903,True,True,False,1.2853641545036132,False
null,20,20,35,9302035,8-grid density,density_8,18,0.9692830860032549,1.8933367130238357,2.964679296907903,True,True,False,0.8694857601933328,False
null,20,20,36,9302036,Adaptive,means,2,0.6987621182796124,1.9288734884380137,2.237550460021162,True,True,False,0.31821196226847825,False
null,20,20,36,9302036,Fixed-budget adaptive,raw,40,0.0,1.9288734884380137,2.237550460021162,True,True,True,1.0157744365974817,False
null,20,20,36,9302036,Means,means,2,0.6987621182796124,1.9288734884380137,2.237550460021162,True,True,False,0.31821196226847825,False
null,20,20,36,9302036,Five-number,five_number,10,0.8268089582827012,1.9288734884380137,2.237550460021162,True,True,False,0.5847137845048218,False
null,20,20,36,9302036,Raw,raw,40,0.0,1.9288734884380137,2.237550460021162,True,True,True,1.0157744365974817,False
null,20,20,36,9302036,8-bin,bins_8,18,0.7700962503798106,1.9288734884380137,2.237550460021162,True,True,False,0.6883994305469676,False
null,20,20,36,9302036,8-grid density,density_8,18,0.7095015200909449,1.9288734884380137,2.237550460021162,True,True,False,0.6435091689185167,False
null,20,20,37,9302037,Adaptive,means,2,0.7246743325222521,2.1434565855548944,1.5370606636331197,True,True,False,0.21549729038953258,False
null,20,20,37,9302037,Fixed-budget adaptive,raw,40,0.0,2.1434565855548944,1.5370606636331197,True,True,True,0.9397914385273094,False
null,20,20,37,9302037,Means,means,2,0.7246743325222521,2.1434565855548944,1.5370606636331197,True,True,False,0.21549729038953258,False
null,20,20,37,9302037,Five-number,five_number,10,0.5203048275490687,2.1434565855548944,1.5370606636331197,True,True,False,0.5370072896136381,False
null,20,20,37,9302037,Raw,raw,40,0.0,2.1434565855548944,1.5370606636331197,True,True,True,0.9397914385273094,False
null,20,20,37,9302037,8-bin,bins_8,18,0.4218235224761222,2.1434565855548944,1.5370606636331197,True,True,False,0.5983317995318765,False
null,20,20,37,9302037,8-grid density,density_8,18,0.5957381242595581,2.1434565855548944,1.5370606636331197,True,True,False,0.7823601782729284,False
null,20,20,38,9302038,Adaptive,means,2,0.6361012221959244,1.7236388741815651,1.6420992517758295,True,True,False,0.31884265752327773,False
null,20,20,38,9302038,Fixed-budget adaptive,raw,40,0.0,1.7236388741815651,1.6420992517758295,True,True,True,0.8496730986786301,False
null,20,20,38,9302038,Means,means,2,0.6361012221959244,1.7236388741815651,1.6420992517758295,True,True,False,0.31884265752327773,False
null,20,20,38,9302038,Five-number,five_number,10,0.37876336527234067,1.7236388741815651,1.6420992517758295,True,True,False,0.764502187265437,False
null,20,20,38,9302038,Raw,raw,40,0.0,1.7236388741815651,1.6420992517758295,True,True,True,0.8496730986786301,False
null,20,20,38,9302038,8-bin,bins_8,18,0.4901793571445907,1.7236388741815651,1.6420992517758295,True,True,False,0.7257921012265374,False
null,20,20,38,9302038,8-grid density,density_8,18,0.3383656828114545,1.7236388741815651,1.6420992517758295,True,True,False,0.9317499497269877,False
null,20,20,39,9302039,Adaptive,means,2,0.863223596477131,1.672474598741207,2.1245686525901397,True,True,False,0.09775906004127166,True
null,20,20,39,9302039,Fixed-budget adaptive,raw,40,0.0,1.672474598741207,2.1245686525901397,True,True,True,0.9608486421410303,False
null,20,20,39,9302039,Means,means,2,0.863223596477131,1.672474598741207,2.1245686525901397,True,True,False,0.09775906004127166,True
null,20,20,39,9302039,Five-number,five_number,10,0.6165805017087181,1.672474598741207,2.1245686525901397,True,True,False,0.8063629380867737,False
null,20,20,39,9302039,Raw,raw,40,0.0,1.672474598741207,2.1245686525901397,True,True,True,0.9608486421410303,False
null,20,20,39,9302039,8-bin,bins_8,18,0.4340929290935355,1.672474598741207,2.1245686525901397,True,True,False,0.7518359830284946,False
null,20,20,39,9302039,8-grid density,density_8,18,0.7928404735617665,1.672474598741207,2.1245686525901397,True,True,False,0.5024521257997512,False
null,80,80,0,9308000,Adaptive,means,2,0.4930565216790455,1.2282830972503207,1.0868379105341093,True,True,False,0.013374416353193528,True
null,80,80,0,9308000,Fixed-budget adaptive,bins_4,10,0.5120456265309422,1.2282830972503207,1.0868379105341093,True,True,False,0.8700088083046098,False
null,80,80,0,9308000,Means,means,2,0.4930565216790455,1.2282830972503207,1.0868379105341093,True,True,False,0.013374416353193528,True
null,80,80,0,9308000,Five-number,five_number,10,0.953180072853286,1.2282830972503207,1.0868379105341093,True,True,False,0.6111807832693706,False
null,80,80,0,9308000,Raw,raw,160,0.0,1.2282830972503207,1.0868379105341093,True,True,True,0.5060823504833686,False
null,80,80,0,9308000,8-bin,bins_8,18,0.3186404667606304,1.2282830972503207,1.0868379105341093,True,True,False,0.4833382268358939,False
null,80,80,0,9308000,8-grid density,density_8,18,0.5170538075162174,1.2282830972503207,1.0868379105341093,True,True,False,0.45793102320335843,False
