key,dataset,feature,primary,n_A,n_B,B,tolerance,configuration,detail,stream
Parkinsons__14,Parkinsons,NHR,False,8,24,99,0.08207087499999992,means,Mean,nested
Parkinsons__14,Parkinsons,NHR,False,8,24,499,0.08139237499999989,means,Mean,nested
Parkinsons__14,Parkinsons,NHR,False,8,24,999,0.09469500000000002,means,Mean,nested
Parkinsons__14,Parkinsons,NHR,False,8,24,999,0.09475069565217388,means,Mean,independent
Parkinsons__15,Parkinsons,HNR,False,8,24,99,7.1789347826086924,means,Mean,nested
Parkinsons__15,Parkinsons,HNR,False,8,24,499,7.480845652173913,means,Mean,nested
Parkinsons__15,Parkinsons,HNR,False,8,24,999,7.501173913043477,means,Mean,nested
Parkinsons__15,Parkinsons,HNR,False,8,24,999,7.343447204968945,means,Mean,independent
Parkinsons__16,Parkinsons,RPDE,False,8,24,99,0.14685742236024846,means,Mean,nested
Parkinsons__16,Parkinsons,RPDE,False,8,24,499,0.1375866132608696,means,Mean,nested
Parkinsons__16,Parkinsons,RPDE,False,8,24,999,0.1449521857142857,means,Mean,nested
Parkinsons__16,Parkinsons,RPDE,False,8,24,999,0.14167314285714294,means,Mean,independent
Parkinsons__17,Parkinsons,DFA,False,8,24,99,0.11956521925465853,means,Mean,nested
Parkinsons__17,Parkinsons,DFA,False,8,24,499,0.11373598571428571,means,Mean,nested
Parkinsons__17,Parkinsons,DFA,False,8,24,999,0.10880097826086954,means,Mean,nested
Parkinsons__17,Parkinsons,DFA,False,8,24,999,0.10935693850931666,means,Mean,independent
Parkinsons__18,Parkinsons,spread1,False,8,24,99,1.1706060344720493,means,Mean,nested
Parkinsons__18,Parkinsons,spread1,False,8,24,499,1.2098351304347803,means,Mean,nested
Parkinsons__18,Parkinsons,spread1,False,8,24,999,1.21181572173913,means,Mean,nested
Parkinsons__18,Parkinsons,spread1,False,8,24,999,1.2604683357142865,means,Mean,independent
Parkinsons__19,Parkinsons,spread2,False,8,24,99,0.11160004489130436,means,Mean,nested
Parkinsons__19,Parkinsons,spread2,False,8,24,499,0.10996124285714282,means,Mean,nested
Parkinsons__19,Parkinsons,spread2,False,8,24,999,0.11022057142857145,means,Mean,nested
Parkinsons__19,Parkinsons,spread2,False,8,24,999,0.10993242857142854,means,Mean,independent
Parkinsons__20,Parkinsons,D2,False,8,24,99,0.512352286956522,means,Mean,nested
Parkinsons__20,Parkinsons,D2,False,8,24,499,0.5135662826086955,means,Mean,nested
Parkinsons__20,Parkinsons,D2,False,8,24,999,0.5135662826086955,means,Mean,nested
Parkinsons__20,Parkinsons,D2,False,8,24,999,0.5306742671739131,means,Mean,independent
Parkinsons__21,Parkinsons,PPE,False,8,24,99,0.11887557826086957,means,Mean,nested
Parkinsons__21,Parkinsons,PPE,False,8,24,499,0.12166254347826089,means,Mean,nested
Parkinsons__21,Parkinsons,PPE,False,8,24,999,0.12256900000000001,means,Mean,nested
Parkinsons__21,Parkinsons,PPE,False,8,24,999,0.12494476086956527,means,Mean,independent
Retinopathy__00,Retinopathy,feature_2,True,540,611,99,9.049999999999997,bins_4,Distribution,nested
Retinopathy__00,Retinopathy,feature_2,True,540,611,499,9.502950819672133,bins_4,Distribution,nested
Retinopathy__00,Retinopathy,feature_2,True,540,611,999,9.5,bins_4,Distribution,nested
Retinopathy__00,Retinopathy,feature_2,True,540,611,999,9.983606557377072,bins_4,Distribution,independent
Retinopathy__01,Retinopathy,feature_3,True,540,611,99,7.5219672131147854,bins_4,Distribution,nested
Retinopathy__01,Retinopathy,feature_3,True,540,611,499,8.0,bins_4,Distribution,nested
Retinopathy__01,Retinopathy,feature_3,True,540,611,999,8.0,bins_4,Distribution,nested
Retinopathy__01,Retinopathy,feature_3,True,540,611,999,8.0,bins_4,Distribution,independent
Retinopathy__02,Retinopathy,feature_4,True,540,611,99,7.0,bins_4,Distribution,nested
Retinopathy__02,Retinopathy,feature_4,True,540,611,499,8.0,means,Mean,nested
Retinopathy__02,Retinopathy,feature_4,True,540,611,999,8.0,means,Mean,nested
Retinopathy__02,Retinopathy,feature_4,True,540,611,999,8.372131147540976,means,Mean,independent
Retinopathy__03,Retinopathy,feature_5,True,540,611,99,7.027213114754095,means,Mean,nested
Retinopathy__03,Retinopathy,feature_5,True,540,611,499,8.0,means,Mean,nested
Retinopathy__03,Retinopathy,feature_5,True,540,611,999,7.9999999999999485,means,Mean,nested
Retinopathy__03,Retinopathy,feature_5,True,540,611,999,8.0,means,Mean,independent
Retinopathy__04,Retinopathy,feature_6,True,540,611,99,7.099999999999994,means,Mean,nested
Retinopathy__04,Retinopathy,feature_6,True,540,611,499,7.027213114754087,means,Mean,nested
Retinopathy__04,Retinopathy,feature_6,True,540,611,999,7.026065573770505,means,Mean,nested
Retinopathy__04,Retinopathy,feature_6,True,540,611,999,7.0,means,Mean,independent
Retinopathy__05,Retinopathy,feature_7,True,540,611,99,6.0,means,Mean,nested
Retinopathy__05,Retinopathy,feature_7,True,540,611,499,6.0,means,Mean,nested
Retinopathy__05,Retinopathy,feature_7,True,540,611,999,6.0,means,Mean,nested
Retinopathy__05,Retinopathy,feature_7,True,540,611,999,6.0,means,Mean,independent
Retinopathy__06,Retinopathy,feature_8,True,540,611,99,30.62958628643999,bins_4,Distribution,nested
Retinopathy__06,Retinopathy,feature_8,True,540,611,499,33.644406287012984,bins_4,Distribution,nested
Retinopathy__06,Retinopathy,feature_8,True,540,611,999,33.57905280779221,bins_4,Distribution,nested
Retinopathy__06,Retinopathy,feature_8,True,540,611,999,32.42858951509896,bins_4,Distribution,independent
Retinopathy__07,Retinopathy,feature_9,True,540,611,99,13.53198258885246,bins_4,Quartiles,nested
Retinopathy__07,Retinopathy,feature_9,True,540,611,499,14.46378455046381,bins_4,Quartiles,nested
Retinopathy__07,Retinopathy,feature_9,True,540,611,999,14.878360684230108,bins_4,Quartiles,nested
Retinopathy__07,Retinopathy,feature_9,True,540,611,999,14.798183810943513,bins_4,Quartiles,independent
Retinopathy__08,Retinopathy,feature_10,True,540,611,99,7.966803586475414,bins_4,Distribution,nested
Retinopathy__08,Retinopathy,feature_10,True,540,611,499,7.962433382950823,bins_4,Distribution,nested
Retinopathy__08,Retinopathy,feature_10,True,540,611,999,7.77873467040984,bins_4,Distribution,nested
Retinopathy__08,Retinopathy,feature_10,True,540,611,999,7.990441482786885,bins_4,Distribution,independent
Retinopathy__09,Retinopathy,feature_11,True,540,611,99,2.197912928571424,density_16,Distribution,nested
Retinopathy__09,Retinopathy,feature_11,True,540,611,499,2.436897752153047,density_16,Distribution,nested
Retinopathy__09,Retinopathy,feature_11,True,540,611,999,2.5882556619672124,means,Mean,nested
Retinopathy__09,Retinopathy,feature_11,True,540,611,999,2.533071000524954,means,Mean,independent
Retinopathy__10,Retinopathy,feature_12,True,540,611,99,1.6521098509016392,density_8,Distribution,nested
Retinopathy__10,Retinopathy,feature_12,True,540,611,499,1.5673815631967187,density_8,Distribution,nested
Retinopathy__10,Retinopathy,feature_12,True,540,611,999,1.5847792828688532,density_8,Distribution,nested
Retinopathy__10,Retinopathy,feature_12,True,540,611,999,1.5928850747540992,density_8,Distribution,independent
Retinopathy__11,Retinopathy,feature_13,True,540,611,99,0.6192086616770582,density_32,Distribution,nested
Retinopathy__11,Retinopathy,feature_13,True,540,611,499,0.6411569965573769,density_32,Distribution,nested
Retinopathy__11,Retinopathy,feature_13,True,540,611,999,0.674411875409836,density_32,Distribution,nested
Retinopathy__11,Retinopathy,feature_13,True,540,611,999,0.6843717573770491,density_32,Distribution,independent
Retinopathy__12,Retinopathy,feature_14,True,540,611,99,0.3168583623770491,bins_32,Distribution,nested
Retinopathy__12,Retinopathy,feature_14,True,540,611,499,0.37895901131147525,bins_16,Distribution,nested
Retinopathy__12,Retinopathy,feature_14,True,540,611,999,0.36692679016393337,bins_16,Distribution,nested
Retinopathy__12,Retinopathy,feature_14,True,540,611,999,0.3670527557377047,bins_16,Distribution,independent
Retinopathy__13,Retinopathy,feature_15,True,540,611,99,0.12834633590163935,bins_32,Distribution,nested
Retinopathy__13,Retinopathy,feature_15,True,540,611,499,0.13704938032786879,bins_32,Distribution,nested
Retinopathy__13,Retinopathy,feature_15,True,540,611,999,0.1390811980327868,bins_32,Distribution,nested
Retinopathy__13,Retinopathy,feature_15,True,540,611,999,0.1420952549180328,bins_32,Distribution,independent
Retinopathy__14,Retinopathy,feature_16,True,540,611,99,0.009416273606557422,means,Mean,nested
Retinopathy__14,Retinopathy,feature_16,True,540,611,499,0.00912833822804826,means,Mean,nested
Retinopathy__14,Retinopathy,feature_16,True,540,611,999,0.009065805751391442,means,Mean,nested
Retinopathy__14,Retinopathy,feature_16,True,540,611,999,0.009584102782931389,means,Mean,independent
Retinopathy__15,Retinopathy,feature_17,True,540,611,99,0.0069505533532041525,means,Mean,nested
Retinopathy__15,Retinopathy,feature_17,True,540,611,499,0.006553924741324241,means,Mean,nested
Retinopathy__15,Retinopathy,feature_17,True,540,611,999,0.00653249128014845,means,Mean,nested
Retinopathy__15,Retinopathy,feature_17,True,540,611,999,0.006456557012987012,means,Mean,independent
HAR__00,HAR,tBodyAcc-mean()-X,True,30,30,99,0.007449590000000006,five_number,Quartiles,nested
HAR__00,HAR,tBodyAcc-mean()-X,True,30,30,499,0.00805984500000001,five_number,Quartiles,nested
HAR__00,HAR,tBodyAcc-mean()-X,True,30,30,999,0.00805984500000001,five_number,Quartiles,nested
HAR__00,HAR,tBodyAcc-mean()-X,True,30,30,999,0.00805984500000001,five_number,Quartiles,independent
HAR__01,HAR,tBodyAcc-mean()-Y,True,30,30,99,0.0025982350499999993,means,Mean,nested
HAR__01,HAR,tBodyAcc-mean()-Y,True,30,30,499,0.002624947450000001,means,Mean,nested
HAR__01,HAR,tBodyAcc-mean()-Y,True,30,30,999,0.0026366875,means,Mean,nested
HAR__01,HAR,tBodyAcc-mean()-Y,True,30,30,999,0.002596807349999999,means,Mean,independent
HAR__02,HAR,tBodyAcc-mean()-Z,True,30,30,99,0.007653733335000013,means,Mean,nested
HAR__02,HAR,tBodyAcc-mean()-Z,True,30,30,499,0.007924100589999988,means,Mean,nested
HAR__02,HAR,tBodyAcc-mean()-Z,True,30,30,999,0.007767631485000001,means,Mean,nested
HAR__02,HAR,tBodyAcc-mean()-Z,True,30,30,999,0.008102518950000004,means,Mean,independent
HAR__03,HAR,tBodyAcc-std()-X,True,30,30,99,0.15961384499999987,five_number,Quartiles,nested
HAR__03,HAR,tBodyAcc-std()-X,True,30,30,499,0.16227299595,five_number,Quartiles,nested
HAR__03,HAR,tBodyAcc-std()-X,True,30,30,999,0.15947749699999986,five_number,Quartiles,nested
HAR__03,HAR,tBodyAcc-std()-X,True,30,30,999,0.15931692499999994,five_number,Quartiles,independent
HAR__04,HAR,tBodyAcc-std()-Y,True,30,30,99,0.226928573,five_number,Quartiles,nested
HAR__04,HAR,tBodyAcc-std()-Y,True,30,30,499,0.22849422499999994,five_number,Quartiles,nested
HAR__04,HAR,tBodyAcc-std()-Y,True,30,30,999,0.22849422499999994,five_number,Quartiles,nested
HAR__04,HAR,tBodyAcc-std()-Y,True,30,30,999,0.23208867000000022,five_number,Quartiles,independent
HAR__05,HAR,tBodyAcc-std()-Z,True,30,30,99,0.2444321246499997,five_number,Quartiles,nested
HAR__05,HAR,tBodyAcc-std()-Z,True,30,30,499,0.20863224049999995,five_number,Quartiles,nested
HAR__05,HAR,tBodyAcc-std()-Z,True,30,30,999,0.20841680350000003,five_number,Quartiles,nested
HAR__05,HAR,tBodyAcc-std()-Z,True,30,30,999,0.21722504690499986,five_number,Quartiles,independent
HAR__06,HAR,tGravityAcc-mean()-X,True,30,30,99,0.14277204699999996,means,Mean,nested
HAR__06,HAR,tGravityAcc-mean()-X,True,30,30,499,0.14089841000000003,means,Mean,nested
HAR__06,HAR,tGravityAcc-mean()-X,True,30,30,999,0.14089841000000003,means,Mean,nested
HAR__06,HAR,tGravityAcc-mean()-X,True,30,30,999,0.14089841000000003,means,Mean,independent
HAR__07,HAR,tGravityAcc-mean()-Y,True,30,30,99,0.138318862,means,Mean,nested
HAR__07,HAR,tGravityAcc-mean()-Y,True,30,30,499,0.138086675,means,Mean,nested
HAR__07,HAR,tGravityAcc-mean()-Y,True,30,30,999,0.13747115935000004,means,Mean,nested
HAR__07,HAR,tGravityAcc-mean()-Y,True,30,30,999,0.13812749629999996,means,Mean,independent
HAR__08,HAR,tGravityAcc-mean()-Z,True,30,30,99,0.13767620559999996,means,Mean,nested
HAR__08,HAR,tGravityAcc-mean()-Z,True,30,30,499,0.151444845,means,Mean,nested
HAR__08,HAR,tGravityAcc-mean()-Z,True,30,30,999,0.151444845,means,Mean,nested
HAR__08,HAR,tGravityAcc-mean()-Z,True,30,30,999,0.151444845,means,Mean,independent
HAR__09,HAR,tGravityAcc-std()-X,True,30,30,99,0.005298244999999979,means,Mean,nested
HAR__09,HAR,tGravityAcc-std()-X,True,30,30,499,0.005462107499999988,means,Mean,nested
HAR__09,HAR,tGravityAcc-std()-X,True,30,30,999,0.005524454999999873,means,Mean,nested
HAR__09,HAR,tGravityAcc-std()-X,True,30,30,999,0.005966440000000017,means,Mean,independent
HAR__10,HAR,tGravityAcc-std()-Y,True,30,30,99,0.00814808999999983,means,Mean,nested
HAR__10,HAR,tGravityAcc-std()-Y,True,30,30,499,0.00814808999999983,means,Mean,nested
HAR__10,HAR,tGravityAcc-std()-Y,True,30,30,999,0.00814808999999983,means,Mean,nested
HAR__10,HAR,tGravityAcc-std()-Y,True,30,30,999,0.00814808999999983,means,Mean,independent
HAR__11,HAR,tGravityAcc-std()-Z,True,30,30,99,0.012231030499999894,means,Mean,nested
HAR__11,HAR,tGravityAcc-std()-Z,True,30,30,499,0.013229301199999917,means,Mean,nested
HAR__11,HAR,tGravityAcc-std()-Z,True,30,30,999,0.013377007849999957,means,Mean,nested
HAR__11,HAR,tGravityAcc-std()-Z,True,30,30,999,0.014095120999999988,means,Mean,independent
HAR__12,HAR,tBodyAccJerk-mean()-X,True,30,30,99,0.03058134275,bins_4,Quartiles,nested
HAR__12,HAR,tBodyAccJerk-mean()-X,True,30,30,499,0.03197895324999994,bins_4,Quartiles,nested
HAR__12,HAR,tBodyAccJerk-mean()-X,True,30,30,999,0.030780347499999992,bins_4,Quartiles,nested
HAR__12,HAR,tBodyAccJerk-mean()-X,True,30,30,999,0.030714265499999997,bins_4,Quartiles,independent
HAR__13,HAR,tBodyAccJerk-mean()-Y,True,30,30,99,0.030267941499999985,five_number,Quartiles,nested
HAR__13,HAR,tBodyAccJerk-mean()-Y,True,30,30,499,0.031279742005,five_number,Quartiles,nested
HAR__13,HAR,tBodyAccJerk-mean()-Y,True,30,30,999,0.031330337244999985,five_number,Quartiles,nested
HAR__13,HAR,tBodyAccJerk-mean()-Y,True,30,30,999,0.031271466505,five_number,Quartiles,independent
HAR__14,HAR,tBodyAccJerk-mean()-Z,True,30,30,99,0.043422010258,five_number,Quartiles,nested
HAR__14,HAR,tBodyAccJerk-mean()-Z,True,30,30,499,0.04408659013,five_number,Quartiles,nested
HAR__14,HAR,tBodyAccJerk-mean()-Z,True,30,30,999,0.04408659013,five_number,Quartiles,nested
HAR__14,HAR,tBodyAccJerk-mean()-Z,True,30,30,999,0.04415334185000001,five_number,Quartiles,independent
HAR__15,HAR,tBodyAccJerk-std()-X,True,30,30,99,0.1702581135000001,five_number,Quartiles,nested
HAR__15,HAR,tBodyAccJerk-std()-X,True,30,30,499,0.17454795099999984,five_number,Quartiles,nested
HAR__15,HAR,tBodyAccJerk-std()-X,True,30,30,999,0.18080063720000009,five_number,Quartiles,nested
HAR__15,HAR,tBodyAccJerk-std()-X,True,30,30,999,0.1703215950000001,five_number,Quartiles,independent
HAR__16,HAR,tBodyAccJerk-std()-Y,True,30,30,99,0.1826261405969999,five_number,Quartiles,nested
HAR__16,HAR,tBodyAccJerk-std()-Y,True,30,30,499,0.1830188623399997,five_number,Quartiles,nested
HAR__16,HAR,tBodyAccJerk-std()-Y,True,30,30,999,0.18263750309699986,five_number,Quartiles,nested
HAR__16,HAR,tBodyAccJerk-std()-Y,True,30,30,999,0.18021070736799982,five_number,Quartiles,independent
HAR__17,HAR,tBodyAccJerk-std()-Z,True,30,30,99,0.22819390379999982,five_number,Quartiles,nested
HAR__17,HAR,tBodyAccJerk-std()-Z,True,30,30,499,0.21423435200000004,five_number,Quartiles,nested
HAR__17,HAR,tBodyAccJerk-std()-Z,True,30,30,999,0.22373674814999941,five_number,Quartiles,nested
HAR__17,HAR,tBodyAccJerk-std()-Z,True,30,30,999,0.22859744532499976,five_number,Quartiles,independent
HAR__18,HAR,tBodyGyro-mean()-X,True,30,30,99,0.025188186474999995,means,Mean,nested
HAR__18,HAR,tBodyGyro-mean()-X,True,30,30,499,0.025188186474999995,means,Mean,nested
HAR__18,HAR,tBodyGyro-mean()-X,True,30,30,999,0.025188186474999995,means,Mean,nested
HAR__18,HAR,tBodyGyro-mean()-X,True,30,30,999,0.025188186474999995,means,Mean,independent
HAR__19,HAR,tBodyGyro-mean()-Y,True,30,30,99,0.014409125300000013,five_number,Quartiles,nested
HAR__19,HAR,tBodyGyro-mean()-Y,True,30,30,499,0.01511349770000001,five_number,Quartiles,nested
HAR__19,HAR,tBodyGyro-mean()-Y,True,30,30,999,0.015115994650000016,five_number,Quartiles,nested
HAR__19,HAR,tBodyGyro-mean()-Y,True,30,30,999,0.014905813899999995,five_number,Quartiles,independent
HAR__20,HAR,tBodyGyro-mean()-Z,True,30,30,99,0.008238448800000004,five_number,Quartiles,nested
HAR__20,HAR,tBodyGyro-mean()-Z,True,30,30,499,0.008235530500000005,five_number,Quartiles,nested
HAR__20,HAR,tBodyGyro-mean()-Z,True,30,30,999,0.008264713500000007,five_number,Quartiles,nested
HAR__20,HAR,tBodyGyro-mean()-Z,True,30,30,999,0.008235530500000005,five_number,Quartiles,independent
HAR__21,HAR,tBodyGyro-std()-X,True,30,30,99,0.223095118,five_number,Quartiles,nested
HAR__21,HAR,tBodyGyro-std()-X,True,30,30,499,0.2011599462999998,five_number,Quartiles,nested
HAR__21,HAR,tBodyGyro-std()-X,True,30,30,999,0.20279007319999964,five_number,Quartiles,nested
HAR__21,HAR,tBodyGyro-std()-X,True,30,30,999,0.19993814049999978,five_number,Quartiles,independent
HAR__22,HAR,tBodyGyro-std()-Y,True,30,30,99,0.25446944145000006,five_number,Quartiles,nested
HAR__22,HAR,tBodyGyro-std()-Y,True,30,30,499,0.2550663484500001,five_number,Quartiles,nested
HAR__22,HAR,tBodyGyro-std()-Y,True,30,30,999,0.2550663484500001,five_number,Quartiles,nested
HAR__22,HAR,tBodyGyro-std()-Y,True,30,30,999,0.2544031184500001,five_number,Quartiles,independent
HAR__23,HAR,tBodyGyro-std()-Z,True,30,30,99,0.15135321150000006,five_number,Quartiles,nested
HAR__23,HAR,tBodyGyro-std()-Z,True,30,30,499,0.15242260500000004,five_number,Quartiles,nested
HAR__23,HAR,tBodyGyro-std()-Z,True,30,30,999,0.15242260500000004,five_number,Quartiles,nested
HAR__23,HAR,tBodyGyro-std()-Z,True,30,30,999,0.15242260500000004,five_number,Quartiles,independent
HAR__24,HAR,tBodyGyroJerk-mean()-X,True,30,30,99,0.04051891465,five_number,Quartiles,nested
HAR__24,HAR,tBodyGyroJerk-mean()-X,True,30,30,499,0.040899929499999994,five_number,Quartiles,nested
HAR__24,HAR,tBodyGyroJerk-mean()-X,True,30,30,999,0.040756498,five_number,Quartiles,nested
HAR__24,HAR,tBodyGyroJerk-mean()-X,True,30,30,999,0.040516592000000004,five_number,Quartiles,independent
HAR__25,HAR,tBodyGyroJerk-mean()-Y,True,30,30,99,0.011802287600000006,five_number,Quartiles,nested
HAR__25,HAR,tBodyGyroJerk-mean()-Y,True,30,30,499,0.011859916500000012,five_number,Quartiles,nested
HAR__25,HAR,tBodyGyroJerk-mean()-Y,True,30,30,999,0.011861612100000009,five_number,Quartiles,nested
HAR__25,HAR,tBodyGyroJerk-mean()-Y,True,30,30,999,0.011959624150000002,five_number,Quartiles,independent
HAR__26,HAR,tBodyGyroJerk-mean()-Z,True,30,30,99,0.03617165829999998,means,Mean,nested
HAR__26,HAR,tBodyGyroJerk-mean()-Z,True,30,30,499,0.03919063999999999,means,Mean,nested
HAR__26,HAR,tBodyGyroJerk-mean()-Z,True,30,30,999,0.03919063999999999,means,Mean,nested
HAR__26,HAR,tBodyGyroJerk-mean()-Z,True,30,30,999,0.038934017499999994,means,Mean,independent
HAR__27,HAR,tBodyGyroJerk-std()-X,True,30,30,99,0.312508899,means,Mean,nested
HAR__27,HAR,tBodyGyroJerk-std()-X,True,30,30,499,0.3050132889999999,means,Mean,nested
HAR__27,HAR,tBodyGyroJerk-std()-X,True,30,30,999,0.3050132889999999,means,Mean,nested
HAR__27,HAR,tBodyGyroJerk-std()-X,True,30,30,999,0.30507796499999984,means,Mean,independent
HAR__28,HAR,tBodyGyroJerk-std()-Y,True,30,30,99,0.44910786,means,Mean,nested
HAR__28,HAR,tBodyGyroJerk-std()-Y,True,30,30,499,0.44910786,means,Mean,nested
HAR__28,HAR,tBodyGyroJerk-std()-Y,True,30,30,999,0.44910786,means,Mean,nested
HAR__28,HAR,tBodyGyroJerk-std()-Y,True,30,30,999,0.44910786,means,Mean,independent
HAR__29,HAR,tBodyGyroJerk-std()-Z,True,30,30,99,0.16174307450000008,five_number,Quartiles,nested
HAR__29,HAR,tBodyGyroJerk-std()-Z,True,30,30,499,0.15994142850000007,five_number,Quartiles,nested
HAR__29,HAR,tBodyGyroJerk-std()-Z,True,30,30,999,0.16086562500000012,five_number,Quartiles,nested
HAR__29,HAR,tBodyGyroJerk-std()-Z,True,30,30,999,0.15959136500000004,five_number,Quartiles,independent
HAR__30,HAR,tBodyAccMag-mean(),True,30,30,99,0.13341290601000005,five_number,Quartiles,nested
HAR__30,HAR,tBodyAccMag-mean(),True,30,30,499,0.1331814121000001,five_number,Quartiles,nested
HAR__30,HAR,tBodyAccMag-mean(),True,30,30,999,0.13287238209000005,five_number,Quartiles,nested
HAR__30,HAR,tBodyAccMag-mean(),True,30,30,999,0.13509081950000001,five_number,Quartiles,independent
HAR__31,HAR,tBodyAccMag-std(),True,30,30,99,0.10028222000000003,five_number,Quartiles,nested
HAR__31,HAR,tBodyAccMag-std(),True,30,30,499,0.10107022450000004,five_number,Quartiles,nested
HAR__31,HAR,tBodyAccMag-std(),True,30,30,999,0.10368145350000005,five_number,Quartiles,nested
HAR__31,HAR,tBodyAccMag-std(),True,30,30,999,0.09904607699999991,five_number,Quartiles,independent
HAR__32,HAR,tGravityAccMag-mean(),True,30,30,99,0.13128070015000004,five_number,Quartiles,nested
HAR__32,HAR,tGravityAccMag-mean(),True,30,30,499,0.13526065931499998,five_number,Quartiles,nested
HAR__32,HAR,tGravityAccMag-mean(),True,30,30,999,0.13761758072499997,five_number,Quartiles,nested
HAR__32,HAR,tGravityAccMag-mean(),True,30,30,999,0.13486906215000005,five_number,Quartiles,independent
HAR__33,HAR,tGravityAccMag-std(),True,30,30,99,0.10093431900000001,five_number,Quartiles,nested
HAR__33,HAR,tGravityAccMag-std(),True,30,30,499,0.09833060899999997,five_number,Quartiles,nested
HAR__33,HAR,tGravityAccMag-std(),True,30,30,999,0.09961028149999986,five_number,Quartiles,nested
HAR__33,HAR,tGravityAccMag-std(),True,30,30,999,0.10292771050000002,five_number,Quartiles,independent
HAR__34,HAR,tBodyAccJerkMag-mean(),True,30,30,99,0.17984170300000002,five_number,Quartiles,nested
HAR__34,HAR,tBodyAccJerkMag-mean(),True,30,30,499,0.18107525800000002,five_number,Quartiles,nested
HAR__34,HAR,tBodyAccJerkMag-mean(),True,30,30,999,0.18107525800000002,five_number,Quartiles,nested
HAR__34,HAR,tBodyAccJerkMag-mean(),True,30,30,999,0.17743473799999998,five_number,Quartiles,independent
HAR__35,HAR,tBodyAccJerkMag-std(),True,30,30,99,0.15126915299999985,five_number,Quartiles,nested
HAR__35,HAR,tBodyAccJerkMag-std(),True,30,30,499,0.15136421700000005,five_number,Quartiles,nested
HAR__35,HAR,tBodyAccJerkMag-std(),True,30,30,999,0.15146679899999993,five_number,Quartiles,nested
HAR__35,HAR,tBodyAccJerkMag-std(),True,30,30,999,0.1548682965999993,five_number,Quartiles,independent
HAR__36,HAR,tBodyGyroMag-mean(),True,30,30,99,0.19983058670000003,five_number,Quartiles,nested
HAR__36,HAR,tBodyGyroMag-mean(),True,30,30,499,0.20190093500000006,five_number,Quartiles,nested
HAR__36,HAR,tBodyGyroMag-mean(),True,30,30,999,0.20236665449499985,five_number,Quartiles,nested
HAR__36,HAR,tBodyGyroMag-mean(),True,30,30,999,0.2000870590647499,five_number,Quartiles,independent
HAR__37,HAR,tBodyGyroMag-std(),True,30,30,99,0.2086278133999999,five_number,Quartiles,nested
HAR__37,HAR,tBodyGyroMag-std(),True,30,30,499,0.21049575200000004,five_number,Quartiles,nested
HAR__37,HAR,tBodyGyroMag-std(),True,30,30,999,0.21755205269999997,five_number,Quartiles,nested
HAR__37,HAR,tBodyGyroMag-std(),True,30,30,999,0.2177907120000001,five_number,Quartiles,independent
HAR__38,HAR,tBodyGyroJerkMag-mean(),True,30,30,99,0.23115978219999986,means,Mean,nested
HAR__38,HAR,tBodyGyroJerkMag-mean(),True,30,30,499,0.23511018369999992,means,Mean,nested
HAR__38,HAR,tBodyGyroJerkMag-mean(),True,30,30,999,0.23513596019999988,means,Mean,nested
HAR__38,HAR,tBodyGyroJerkMag-mean(),True,30,30,999,0.23536794869999988,means,Mean,independent
HAR__39,HAR,tBodyGyroJerkMag-std(),True,30,30,99,0.35688971099999994,five_number,Quartiles,nested
HAR__39,HAR,tBodyGyroJerkMag-std(),True,30,30,499,0.367225975,five_number,Quartiles,nested
HAR__39,HAR,tBodyGyroJerkMag-std(),True,30,30,999,0.3655400900000001,five_number,Quartiles,nested
HAR__39,HAR,tBodyGyroJerkMag-std(),True,30,30,999,0.3655400900000001,five_number,Quartiles,independent
BIDMC__00,BIDMC,mean,True,46,46,99,5.755407325328179,means,Mean,nested
BIDMC__00,BIDMC,mean,True,46,46,499,5.752598752598743,means,Mean,nested
BIDMC__00,BIDMC,mean,True,46,46,999,5.752598752598743,means,Mean,nested
BIDMC__00,BIDMC,mean,True,46,46,999,5.752598752598743,means,Mean,independent
BIDMC__01,BIDMC,median,True,46,46,99,4.0,means,Mean,nested
BIDMC__01,BIDMC,median,True,46,46,499,4.0,means,Mean,nested
BIDMC__01,BIDMC,median,True,46,46,999,4.0,means,Mean,nested
BIDMC__01,BIDMC,median,True,46,46,999,4.0,means,Mean,independent
BIDMC__02,BIDMC,q10,True,46,46,99,11.0,means,Mean,nested
BIDMC__02,BIDMC,q10,True,46,46,499,11.524999999999991,means,Mean,nested
BIDMC__02,BIDMC,q10,True,46,46,999,11.524999999999977,means,Mean,nested
BIDMC__02,BIDMC,q10,True,46,46,999,11.0,means,Mean,independent
BIDMC__03,BIDMC,q90,True,46,46,99,4.0,means,Mean,nested
BIDMC__03,BIDMC,q90,True,46,46,499,3.099999999999966,means,Mean,nested
BIDMC__03,BIDMC,q90,True,46,46,999,4.0,means,Mean,nested
BIDMC__03,BIDMC,q90,True,46,46,999,4.0,means,Mean,independent
BIDMC__04,BIDMC,SD,True,46,46,99,4.705170373578867,means,Mean,nested
BIDMC__04,BIDMC,SD,True,46,46,499,4.705170373578867,means,Mean,nested
BIDMC__04,BIDMC,SD,True,46,46,999,4.705170373578867,means,Mean,nested
BIDMC__04,BIDMC,SD,True,46,46,999,4.445645441643902,means,Mean,independent
Wrist__00,Wrist,mean,True,8,8,99,13.161545172692371,means,Mean,nested
Wrist__00,Wrist,mean,True,8,8,499,13.161545172692371,means,Mean,nested
