key,dataset,feature,primary,n_A,n_B,detail,representation,configuration,N,error,error_ratio,scale,tolerance,agreement,provisional
Retinopathy__03,Retinopathy,feature_5,True,540,611,Mean,Means,means,2,6.353076316906101,0.7941345396132677,20.70782578646808,7.9999999999999485,0.8218218218218218,False
Retinopathy__04,Retinopathy,feature_6,True,540,611,Mean,Means,means,2,4.684133478814331,0.6666794423754023,19.26108258451374,7.026065573770505,0.93993993993994,False
Retinopathy__05,Retinopathy,feature_7,True,540,611,Mean,Means,means,2,4.132518033581864,0.6887530055969773,14.984124943793166,6.0,0.9109109109109109,False
Retinopathy__06,Retinopathy,feature_8,True,540,611,Distribution,Binned,bins_4,10,30.155552916571338,0.8980465616222972,58.41218588981864,33.57905280779221,0.7907907907907908,True
Retinopathy__07,Retinopathy,feature_9,True,540,611,Quartiles,Binned,bins_4,10,11.187504437684467,0.7519312560786581,21.612091774635978,14.878360684230108,0.33633633633633636,True
Retinopathy__08,Retinopathy,feature_10,True,540,611,Distribution,Binned,bins_4,10,3.9378642478972203,0.5062345503153337,11.564139353880769,7.77873467040984,0.4864864864864865,True
Retinopathy__09,Retinopathy,feature_11,True,540,611,Mean,Means,means,2,2.498252609688052,0.9652263670850996,3.9035421617916453,2.5882556619672124,0.46146146146146144,True
Retinopathy__10,Retinopathy,feature_12,True,540,611,Distribution,Density,density_8,18,1.2135259882743177,0.7657381702248954,2.459911323105543,1.5847792828688532,0.960960960960961,False
Retinopathy__11,Retinopathy,feature_13,True,540,611,Distribution,Density,density_32,66,0.36797105608437675,0.5456176996598153,1.0453904751720597,0.674411875409836,0.996996996996997,False
Retinopathy__12,Retinopathy,feature_14,True,540,611,Distribution,Binned,bins_16,34,0.35060151902427106,0.9555080970447304,0.39202240168475605,0.36692679016393337,0.996996996996997,False
Retinopathy__13,Retinopathy,feature_15,True,540,611,Distribution,Binned,bins_32,66,0.0821203822615707,0.5904492010646311,0.17619987173728555,0.1390811980327868,1.0,False
Retinopathy__14,Retinopathy,feature_16,True,540,611,Mean,Means,means,2,0.00652002302429644,0.7191884762472139,0.02806655426640342,0.009065805751391442,0.8998998998998999,False
Retinopathy__15,Retinopathy,feature_17,True,540,611,Mean,Means,means,2,0.0033459383909841545,0.5121994423708007,0.01794410187859344,0.00653249128014845,0.918918918918919,False
HAR__00,HAR,tBodyAcc-mean()-X,True,30,30,Quartiles,Five-number,five_number,10,0.00455206586206891,0.5647833006799641,0.004616386538312231,0.00805984500000001,0.7287287287287287,True
HAR__01,HAR,tBodyAcc-mean()-Y,True,30,30,Mean,Means,means,2,0.0018984744500000032,0.7200225472301905,0.0018147610291245578,0.0026366875,0.7667667667667668,True
HAR__02,HAR,tBodyAcc-mean()-Z,True,30,30,Mean,Means,means,2,0.006352167083333346,0.817774001714674,0.0039368550424096135,0.007767631485000001,0.8318318318318318,False
HAR__03,HAR,tBodyAcc-std()-X,True,30,30,Quartiles,Five-number,five_number,10,0.0980822242499998,0.615022345440999,0.08737260692652124,0.15947749699999986,0.8158158158158159,False
HAR__04,HAR,tBodyAcc-std()-Y,True,30,30,Quartiles,Five-number,five_number,10,0.10583181718965551,0.4631706433265678,0.11837124576797366,0.22849422499999994,0.6366366366366366,True
HAR__05,HAR,tBodyAcc-std()-Z,True,30,30,Quartiles,Five-number,five_number,10,0.07701961177586214,0.3695460753761255,0.1374280562790486,0.20841680350000003,0.9359359359359359,False
HAR__06,HAR,tGravityAcc-mean()-X,True,30,30,Mean,Means,means,2,0.07441935224999996,0.5281773743933658,0.051678636951298415,0.14089841000000003,0.8738738738738738,False
HAR__07,HAR,tGravityAcc-mean()-Y,True,30,30,Mean,Means,means,2,0.08299106120333333,0.6036979799671217,0.10655199171974161,0.13747115935000004,0.7897897897897898,True
HAR__08,HAR,tGravityAcc-mean()-Z,True,30,30,Mean,Means,means,2,0.03964580389333333,0.26178377939066416,0.13909131838058628,0.151444845,0.991991991991992,False
HAR__09,HAR,tGravityAcc-std()-X,True,30,30,Mean,Means,means,2,0.0032787053333334093,0.5934893728582249,0.003062005141820848,0.005524454999999873,0.8688688688688688,False
HAR__10,HAR,tGravityAcc-std()-Y,True,30,30,Mean,Means,means,2,0.0027709891666667374,0.3400783701047479,0.004429312863010368,0.00814808999999983,1.0,False
HAR__11,HAR,tGravityAcc-std()-Z,True,30,30,Mean,Means,means,2,0.004298354166666463,0.3213240370989598,0.008690192658523981,0.013377007849999957,0.994994994994995,False
HAR__12,HAR,tBodyAccJerk-mean()-X,True,30,30,Quartiles,Binned,bins_4,10,0.020686584288401255,0.6720711742582263,0.02056960963597313,0.030780347499999992,0.988988988988989,False
HAR__13,HAR,tBodyAccJerk-mean()-Y,True,30,30,Quartiles,Five-number,five_number,10,0.010458366699999992,0.33380957945701795,0.02187348299810973,0.031330337244999985,0.991991991991992,False
HAR__14,HAR,tBodyAccJerk-mean()-Z,True,30,30,Quartiles,Five-number,five_number,10,0.02288657118965519,0.5191277239216865,0.020405204781223242,0.04408659013,0.5985985985985987,True
HAR__15,HAR,tBodyAccJerk-std()-X,True,30,30,Quartiles,Five-number,five_number,10,0.10240470862068973,0.5663957285029396,0.11305573358246113,0.18080063720000009,0.9669669669669669,False
HAR__16,HAR,tBodyAccJerk-std()-Y,True,30,30,Quartiles,Five-number,five_number,10,0.06358325840517243,0.34813911341857856,0.1215755357582258,0.18263750309699986,0.987987987987988,False
HAR__17,HAR,tBodyAccJerk-std()-Z,True,30,30,Quartiles,Five-number,five_number,10,0.12239982906896552,0.5470707430989621,0.11868597170457634,0.22373674814999941,0.7817817817817818,True
HAR__18,HAR,tBodyGyro-mean()-X,True,30,30,Mean,Means,means,2,0.013086913731666662,0.5195655409592828,0.006909142091079804,0.025188186474999995,0.8128128128128128,False
HAR__19,HAR,tBodyGyro-mean()-Y,True,30,30,Quartiles,Five-number,five_number,10,0.007793516172413785,0.5155807707575351,0.007711534736654754,0.015115994650000016,0.7077077077077077,True
HAR__20,HAR,tBodyGyro-mean()-Z,True,30,30,Quartiles,Five-number,five_number,10,0.00385902460344828,0.46692781346241186,0.005145601104986574,0.008264713500000007,0.8038038038038038,False
