key,dataset,feature,primary,n_A,n_B,setting,configuration,detail,tolerance
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),False,8,24,percentile_0.95,means,Mean,106.19204285714284
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),False,8,24,percentile_0.99,means,Mean,119.74302999999996
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),False,8,24,band_0.01_0.99,means,Mean,106.19204285714284
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),False,8,24,band_0.1_0.9,means,Mean,105.13531428571419
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),False,8,24,fixed_0.05,raw,Distribution,1.9188879799924614
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),False,8,24,fixed_0.1,raw,Distribution,3.837775959984923
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),False,8,24,fixed_0.2,raw,Distribution,7.675551919969846
Parkinsons__03,Parkinsons,MDVP:Jitter(%),False,8,24,percentile_0.8,means,Mean,0.008102608695652175
Parkinsons__03,Parkinsons,MDVP:Jitter(%),False,8,24,percentile_0.9,means,Mean,0.008884999999999988
Parkinsons__03,Parkinsons,MDVP:Jitter(%),False,8,24,percentile_0.95,means,Mean,0.009330000000000001
Parkinsons__03,Parkinsons,MDVP:Jitter(%),False,8,24,percentile_0.99,means,Mean,0.010321404347826087
Parkinsons__03,Parkinsons,MDVP:Jitter(%),False,8,24,band_0.01_0.99,means,Mean,0.009747826086956523
Parkinsons__03,Parkinsons,MDVP:Jitter(%),False,8,24,band_0.1_0.9,means,Mean,0.009263913043478261
Parkinsons__03,Parkinsons,MDVP:Jitter(%),False,8,24,fixed_0.05,raw,Distribution,0.0001704287233408246
Parkinsons__03,Parkinsons,MDVP:Jitter(%),False,8,24,fixed_0.1,raw,Distribution,0.0003408574466816492
Parkinsons__03,Parkinsons,MDVP:Jitter(%),False,8,24,fixed_0.2,raw,Distribution,0.0006817148933632984
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),False,8,24,percentile_0.8,means,Mean,3.899999999999991e-05
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),False,8,24,percentile_0.9,means,Mean,4.3999999999999924e-05
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),False,8,24,percentile_0.95,means,Mean,4.999999999999999e-05
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),False,8,24,percentile_0.99,means,Mean,6.500000000000001e-05
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),False,8,24,band_0.01_0.99,bins_4,Quartiles,5.4565217391304336e-05
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),False,8,24,band_0.1_0.9,means,Mean,4.099999999999997e-05
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),False,8,24,fixed_0.05,raw,Distribution,1.2534885348276802e-06
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),False,8,24,fixed_0.1,raw,Distribution,2.5069770696553604e-06
Parkinsons__04,Parkinsons,MDVP:Jitter(Abs),False,8,24,fixed_0.2,raw,Distribution,5.013954139310721e-06
Parkinsons__05,Parkinsons,MDVP:RAP,False,8,24,percentile_0.8,means,Mean,0.0054399999999999995
Parkinsons__05,Parkinsons,MDVP:RAP,False,8,24,percentile_0.9,means,Mean,0.005864565217391305
Parkinsons__05,Parkinsons,MDVP:RAP,False,8,24,percentile_0.95,means,Mean,0.0059458695652173914
Parkinsons__05,Parkinsons,MDVP:RAP,False,8,24,percentile_0.99,means,Mean,0.006610869565217392
Parkinsons__05,Parkinsons,MDVP:RAP,False,8,24,band_0.01_0.99,means,Mean,0.006229565217391306
Parkinsons__05,Parkinsons,MDVP:RAP,False,8,24,band_0.1_0.9,means,Mean,0.005915
Parkinsons__05,Parkinsons,MDVP:RAP,False,8,24,fixed_0.05,raw,Distribution,0.00010275784852763209
Parkinsons__05,Parkinsons,MDVP:RAP,False,8,24,fixed_0.1,raw,Distribution,0.00020551569705526418
Parkinsons__05,Parkinsons,MDVP:RAP,False,8,24,fixed_0.2,raw,Distribution,0.00041103139411052835
Parkinsons__06,Parkinsons,MDVP:PPQ,False,8,24,percentile_0.8,five_number,Quartiles,0.004204949999999998
Parkinsons__06,Parkinsons,MDVP:PPQ,False,8,24,percentile_0.9,means,Mean,0.00472325
Parkinsons__06,Parkinsons,MDVP:PPQ,False,8,24,percentile_0.95,means,Mean,0.005127804347826085
Parkinsons__06,Parkinsons,MDVP:PPQ,False,8,24,percentile_0.99,means,Mean,0.005834808695652173
Parkinsons__06,Parkinsons,MDVP:PPQ,False,8,24,band_0.01_0.99,means,Mean,0.005344565217391303
Parkinsons__06,Parkinsons,MDVP:PPQ,False,8,24,band_0.1_0.9,means,Mean,0.004820869565217391
Parkinsons__06,Parkinsons,MDVP:PPQ,False,8,24,fixed_0.05,raw,Distribution,0.00010209260502112776
Parkinsons__06,Parkinsons,MDVP:PPQ,False,8,24,fixed_0.1,raw,Distribution,0.00020418521004225552
Parkinsons__06,Parkinsons,MDVP:PPQ,False,8,24,fixed_0.2,raw,Distribution,0.00040837042008451104
Parkinsons__07,Parkinsons,Jitter:DDP,False,8,24,percentile_0.8,means,Mean,0.01561394999999997
Parkinsons__07,Parkinsons,Jitter:DDP,False,8,24,percentile_0.9,means,Mean,0.01765195652173913
Parkinsons__07,Parkinsons,Jitter:DDP,False,8,24,percentile_0.95,means,Mean,0.01868673913043479
Parkinsons__07,Parkinsons,Jitter:DDP,False,8,24,percentile_0.99,means,Mean,0.019647608695652175
Parkinsons__07,Parkinsons,Jitter:DDP,False,8,24,band_0.01_0.99,means,Mean,0.01874760869565218
Parkinsons__07,Parkinsons,Jitter:DDP,False,8,24,band_0.1_0.9,means,Mean,0.01775673913043478
Parkinsons__07,Parkinsons,Jitter:DDP,False,8,24,fixed_0.05,raw,Distribution,0.0003081976499038402
Parkinsons__07,Parkinsons,Jitter:DDP,False,8,24,fixed_0.1,raw,Distribution,0.0006163952998076804
Parkinsons__07,Parkinsons,Jitter:DDP,False,8,24,fixed_0.2,raw,Distribution,0.0012327905996153607
Parkinsons__08,Parkinsons,MDVP:Shimmer,False,8,24,percentile_0.8,bins_4,Quartiles,0.015464999999999996
Parkinsons__08,Parkinsons,MDVP:Shimmer,False,8,24,percentile_0.9,bins_4,Quartiles,0.017960521739130434
Parkinsons__08,Parkinsons,MDVP:Shimmer,False,8,24,percentile_0.95,bins_4,Quartiles,0.019857900621118016
Parkinsons__08,Parkinsons,MDVP:Shimmer,False,8,24,percentile_0.99,bins_4,Quartiles,0.02341851304347826
Parkinsons__08,Parkinsons,MDVP:Shimmer,False,8,24,band_0.01_0.99,bins_4,Quartiles,0.02099359999999999
Parkinsons__08,Parkinsons,MDVP:Shimmer,False,8,24,band_0.1_0.9,means,Mean,0.01820223913043478
Parkinsons__08,Parkinsons,MDVP:Shimmer,False,8,24,fixed_0.05,raw,Distribution,0.0007327726284462321
Parkinsons__08,Parkinsons,MDVP:Shimmer,False,8,24,fixed_0.1,raw,Distribution,0.0014655452568924643
Parkinsons__08,Parkinsons,MDVP:Shimmer,False,8,24,fixed_0.2,raw,Distribution,0.0029310905137849286
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),False,8,24,percentile_0.8,bins_4,Quartiles,0.18907499999999983
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),False,8,24,percentile_0.9,bins_4,Quartiles,0.2309434782608696
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),False,8,24,percentile_0.95,means,Mean,0.3215
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),False,8,24,percentile_0.99,means,Mean,0.37321739130434783
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),False,8,24,band_0.01_0.99,bins_4,Quartiles,0.33435499999999996
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),False,8,24,band_0.1_0.9,means,Mean,0.25366804347826005
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),False,8,24,fixed_0.05,raw,Distribution,0.007704728661672648
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),False,8,24,fixed_0.1,raw,Distribution,0.015409457323345296
Parkinsons__09,Parkinsons,MDVP:Shimmer(dB),False,8,24,fixed_0.2,raw,Distribution,0.030818914646690593
Parkinsons__10,Parkinsons,Shimmer:APQ3,False,8,24,percentile_0.8,five_number,Quartiles,0.0076854347826087
Parkinsons__10,Parkinsons,Shimmer:APQ3,False,8,24,percentile_0.9,five_number,Quartiles,0.008984782608695655
Parkinsons__10,Parkinsons,Shimmer:APQ3,False,8,24,percentile_0.95,five_number,Quartiles,0.010312218478260865
Parkinsons__10,Parkinsons,Shimmer:APQ3,False,8,24,percentile_0.99,five_number,Quartiles,0.011686585652173913
Parkinsons__10,Parkinsons,Shimmer:APQ3,False,8,24,band_0.01_0.99,five_number,Quartiles,0.010426260869565215
Parkinsons__10,Parkinsons,Shimmer:APQ3,False,8,24,band_0.1_0.9,means,Mean,0.01008347826086957
Parkinsons__10,Parkinsons,Shimmer:APQ3,False,8,24,fixed_0.05,raw,Distribution,0.00038778988003689295
Parkinsons__10,Parkinsons,Shimmer:APQ3,False,8,24,fixed_0.1,raw,Distribution,0.0007755797600737859
Parkinsons__10,Parkinsons,Shimmer:APQ3,False,8,24,fixed_0.2,raw,Distribution,0.0015511595201475718
Parkinsons__11,Parkinsons,Shimmer:APQ5,False,8,24,percentile_0.8,bins_4,Quartiles,0.011630217391304348
Parkinsons__11,Parkinsons,Shimmer:APQ5,False,8,24,percentile_0.9,bins_4,Quartiles,0.013594739130434798
Parkinsons__11,Parkinsons,Shimmer:APQ5,False,8,24,percentile_0.95,bins_4,Quartiles,0.01489630434782609
Parkinsons__11,Parkinsons,Shimmer:APQ5,False,8,24,percentile_0.99,means,Mean,0.018427214347826088
Parkinsons__11,Parkinsons,Shimmer:APQ5,False,8,24,band_0.01_0.99,bins_4,Quartiles,0.015119700000000002
Parkinsons__11,Parkinsons,Shimmer:APQ5,False,8,24,band_0.1_0.9,means,Mean,0.014324565217391307
Parkinsons__11,Parkinsons,Shimmer:APQ5,False,8,24,fixed_0.05,raw,Distribution,0.0004793397397578372
Parkinsons__11,Parkinsons,Shimmer:APQ5,False,8,24,fixed_0.1,raw,Distribution,0.0009586794795156744
Parkinsons__11,Parkinsons,Shimmer:APQ5,False,8,24,fixed_0.2,raw,Distribution,0.0019173589590313488
Parkinsons__12,Parkinsons,MDVP:APQ,False,8,24,percentile_0.8,bins_4,Quartiles,0.015860000000000003
Parkinsons__12,Parkinsons,MDVP:APQ,False,8,24,percentile_0.9,bins_4,Quartiles,0.018946826086956536
Parkinsons__12,Parkinsons,MDVP:APQ,False,8,24,percentile_0.95,means,Mean,0.02546
Parkinsons__12,Parkinsons,MDVP:APQ,False,8,24,percentile_0.99,means,Mean,0.029379355652173905
Parkinsons__12,Parkinsons,MDVP:APQ,False,8,24,band_0.01_0.99,bins_4,Quartiles,0.026267249999999992
Parkinsons__12,Parkinsons,MDVP:APQ,False,8,24,band_0.1_0.9,means,Mean,0.022579999999999985
Parkinsons__12,Parkinsons,MDVP:APQ,False,8,24,fixed_0.05,raw,Distribution,0.0006380267064355536
Parkinsons__12,Parkinsons,MDVP:APQ,False,8,24,fixed_0.1,raw,Distribution,0.0012760534128711072
Parkinsons__12,Parkinsons,MDVP:APQ,False,8,24,fixed_0.2,raw,Distribution,0.0025521068257422144
Parkinsons__13,Parkinsons,Shimmer:DDA,False,8,24,percentile_0.8,five_number,Quartiles,0.022716086956521744
Parkinsons__13,Parkinsons,Shimmer:DDA,False,8,24,percentile_0.9,five_number,Quartiles,0.026585304347826088
Parkinsons__13,Parkinsons,Shimmer:DDA,False,8,24,percentile_0.95,five_number,Quartiles,0.02983217934782608
Parkinsons__13,Parkinsons,Shimmer:DDA,False,8,24,percentile_0.99,five_number,Quartiles,0.033732554347826085
Parkinsons__13,Parkinsons,Shimmer:DDA,False,8,24,band_0.01_0.99,five_number,Quartiles,0.03024586956521739
Parkinsons__13,Parkinsons,Shimmer:DDA,False,8,24,band_0.1_0.9,means,Mean,0.02767782608695652
Parkinsons__13,Parkinsons,Shimmer:DDA,False,8,24,fixed_0.05,raw,Distribution,0.0011633552368923523
Parkinsons__13,Parkinsons,Shimmer:DDA,False,8,24,fixed_0.1,raw,Distribution,0.0023267104737847047
Parkinsons__13,Parkinsons,Shimmer:DDA,False,8,24,fixed_0.2,raw,Distribution,0.004653420947569409
Parkinsons__14,Parkinsons,NHR,False,8,24,percentile_0.8,means,Mean,0.056216860869565385
Parkinsons__14,Parkinsons,NHR,False,8,24,percentile_0.9,means,Mean,0.07554124999999987
Parkinsons__14,Parkinsons,NHR,False,8,24,percentile_0.95,means,Mean,0.09469500000000002
Parkinsons__14,Parkinsons,NHR,False,8,24,percentile_0.99,means,Mean,0.1089217304347826
Parkinsons__14,Parkinsons,NHR,False,8,24,band_0.01_0.99,means,Mean,0.09469500000000002
Parkinsons__14,Parkinsons,NHR,False,8,24,band_0.1_0.9,means,Mean,0.06881204999999989
Parkinsons__14,Parkinsons,NHR,False,8,24,fixed_0.05,raw,Distribution,0.001377390207077168
Parkinsons__14,Parkinsons,NHR,False,8,24,fixed_0.1,raw,Distribution,0.002754780414154336
Parkinsons__14,Parkinsons,NHR,False,8,24,fixed_0.2,raw,Distribution,0.005509560828308672
Parkinsons__15,Parkinsons,HNR,False,8,24,percentile_0.8,means,Mean,6.12759192546584
Parkinsons__15,Parkinsons,HNR,False,8,24,percentile_0.9,means,Mean,6.923217391304345
Parkinsons__15,Parkinsons,HNR,False,8,24,percentile_0.95,means,Mean,7.501173913043477
Parkinsons__15,Parkinsons,HNR,False,8,24,percentile_0.99,means,Mean,8.4285
Parkinsons__15,Parkinsons,HNR,False,8,24,band_0.01_0.99,means,Mean,7.501173913043477
Parkinsons__15,Parkinsons,HNR,False,8,24,band_0.1_0.9,means,Mean,7.501173913043477
Parkinsons__15,Parkinsons,HNR,False,8,24,fixed_0.05,raw,Distribution,0.19963317186536855
Parkinsons__15,Parkinsons,HNR,False,8,24,fixed_0.1,raw,Distribution,0.3992663437307371
Parkinsons__15,Parkinsons,HNR,False,8,24,fixed_0.2,raw,Distribution,0.7985326874614742
Parkinsons__16,Parkinsons,RPDE,False,8,24,percentile_0.8,means,Mean,0.11241972499999991
Parkinsons__16,Parkinsons,RPDE,False,8,24,percentile_0.9,means,Mean,0.12960687142857144
Parkinsons__16,Parkinsons,RPDE,False,8,24,percentile_0.95,means,Mean,0.1449521857142857
Parkinsons__16,Parkinsons,RPDE,False,8,24,percentile_0.99,means,Mean,0.18616174347826087
Parkinsons__16,Parkinsons,RPDE,False,8,24,band_0.01_0.99,means,Mean,0.14555530962732896
Parkinsons__16,Parkinsons,RPDE,False,8,24,band_0.1_0.9,means,Mean,0.14180380717391308
Parkinsons__16,Parkinsons,RPDE,False,8,24,fixed_0.05,raw,Distribution,0.004731182668776366
Parkinsons__16,Parkinsons,RPDE,False,8,24,fixed_0.1,raw,Distribution,0.009462365337552733
Parkinsons__16,Parkinsons,RPDE,False,8,24,fixed_0.2,raw,Distribution,0.018924730675105465
Parkinsons__17,Parkinsons,DFA,False,8,24,percentile_0.8,means,Mean,0.08384254285714289
Parkinsons__17,Parkinsons,DFA,False,8,24,percentile_0.9,means,Mean,0.096239604347826
Parkinsons__17,Parkinsons,DFA,False,8,24,percentile_0.95,means,Mean,0.10880097826086954
Parkinsons__17,Parkinsons,DFA,False,8,24,percentile_0.99,means,Mean,0.12507062956521733
Parkinsons__17,Parkinsons,DFA,False,8,24,band_0.01_0.99,means,Mean,0.10880097826086954
Parkinsons__17,Parkinsons,DFA,False,8,24,band_0.1_0.9,means,Mean,0.10880097826086954
Parkinsons__17,Parkinsons,DFA,False,8,24,fixed_0.05,raw,Distribution,0.0026537465682836183
Parkinsons__17,Parkinsons,DFA,False,8,24,fixed_0.1,raw,Distribution,0.005307493136567237
Parkinsons__17,Parkinsons,DFA,False,8,24,fixed_0.2,raw,Distribution,0.010614986273134473
Parkinsons__18,Parkinsons,spread1,False,8,24,percentile_0.8,means,Mean,1.0662792521739124
Parkinsons__18,Parkinsons,spread1,False,8,24,percentile_0.9,means,Mean,1.1494624521739123
Parkinsons__18,Parkinsons,spread1,False,8,24,percentile_0.95,means,Mean,1.21181572173913
Parkinsons__18,Parkinsons,spread1,False,8,24,percentile_0.99,means,Mean,1.577713768260867
Parkinsons__18,Parkinsons,spread1,False,8,24,band_0.01_0.99,means,Mean,1.2144900391304332
Parkinsons__18,Parkinsons,spread1,False,8,24,band_0.1_0.9,means,Mean,1.207885785714284
Parkinsons__18,Parkinsons,spread1,False,8,24,fixed_0.05,raw,Distribution,0.0400094883350997
Parkinsons__18,Parkinsons,spread1,False,8,24,fixed_0.1,raw,Distribution,0.0800189766701994
Parkinsons__18,Parkinsons,spread1,False,8,24,fixed_0.2,raw,Distribution,0.1600379533403988
Parkinsons__19,Parkinsons,spread2,False,8,24,percentile_0.8,means,Mean,0.08511807142857147
Parkinsons__19,Parkinsons,spread2,False,8,24,percentile_0.9,means,Mean,0.10064825217391314
Parkinsons__19,Parkinsons,spread2,False,8,24,percentile_0.95,means,Mean,0.11022057142857145
Parkinsons__19,Parkinsons,spread2,False,8,24,percentile_0.99,means,Mean,0.12749610869565217
Parkinsons__19,Parkinsons,spread2,False,8,24,band_0.01_0.99,means,Mean,0.11142266304347812
Parkinsons__19,Parkinsons,spread2,False,8,24,band_0.1_0.9,means,Mean,0.109426
Parkinsons__19,Parkinsons,spread2,False,8,24,fixed_0.05,raw,Distribution,0.0029544158004863154
Parkinsons__19,Parkinsons,spread2,False,8,24,fixed_0.1,raw,Distribution,0.005908831600972631
Parkinsons__19,Parkinsons,spread2,False,8,24,fixed_0.2,raw,Distribution,0.011817663201945262
Parkinsons__20,Parkinsons,D2,False,8,24,percentile_0.8,means,Mean,0.4448793478260866
Parkinsons__20,Parkinsons,D2,False,8,24,percentile_0.9,means,Mean,0.4867060652173911
Parkinsons__20,Parkinsons,D2,False,8,24,percentile_0.95,means,Mean,0.5135662826086955
Parkinsons__20,Parkinsons,D2,False,8,24,percentile_0.99,means,Mean,0.6363803478260865
Parkinsons__20,Parkinsons,D2,False,8,24,band_0.01_0.99,means,Mean,0.522837239130435
Parkinsons__20,Parkinsons,D2,False,8,24,band_0.1_0.9,means,Mean,0.48988858975155253
Parkinsons__20,Parkinsons,D2,False,8,24,fixed_0.05,raw,Distribution,0.015159997783521185
Parkinsons__20,Parkinsons,D2,False,8,24,fixed_0.1,raw,Distribution,0.03031999556704237
Parkinsons__20,Parkinsons,D2,False,8,24,fixed_0.2,raw,Distribution,0.06063999113408474
Parkinsons__21,Parkinsons,PPE,False,8,24,percentile_0.8,means,Mean,0.09211397826086959
Parkinsons__21,Parkinsons,PPE,False,8,24,percentile_0.9,means,Mean,0.10127183478260866
Parkinsons__21,Parkinsons,PPE,False,8,24,percentile_0.95,means,Mean,0.12256900000000001
Parkinsons__21,Parkinsons,PPE,False,8,24,percentile_0.99,means,Mean,0.14223880434782615
Parkinsons__21,Parkinsons,PPE,False,8,24,band_0.01_0.99,means,Mean,0.12256900000000001
Parkinsons__21,Parkinsons,PPE,False,8,24,band_0.1_0.9,means,Mean,0.11317126499999998
Parkinsons__21,Parkinsons,PPE,False,8,24,fixed_0.05,raw,Distribution,0.0034248367136588717
Parkinsons__21,Parkinsons,PPE,False,8,24,fixed_0.1,raw,Distribution,0.006849673427317743
Parkinsons__21,Parkinsons,PPE,False,8,24,fixed_0.2,raw,Distribution,0.013699346854635487
Retinopathy__00,Retinopathy,feature_2,True,540,611,percentile_0.8,bins_8,Distribution,7.365573770491835
Retinopathy__00,Retinopathy,feature_2,True,540,611,percentile_0.9,bins_4,Distribution,8.545245901639376
Retinopathy__00,Retinopathy,feature_2,True,540,611,percentile_0.95,bins_4,Distribution,9.5
Retinopathy__00,Retinopathy,feature_2,True,540,611,percentile_0.99,bins_4,Distribution,11.473245901639373
Retinopathy__00,Retinopathy,feature_2,True,540,611,band_0.01_0.99,means,Mean,29.444262295082126
Retinopathy__00,Retinopathy,feature_2,True,540,611,band_0.1_0.9,bins_8,Distribution,8.0
Retinopathy__00,Retinopathy,feature_2,True,540,611,fixed_0.05,raw,Distribution,1.2255123835521522
Retinopathy__00,Retinopathy,feature_2,True,540,611,fixed_0.1,bins_64,Distribution,2.4510247671043044
Retinopathy__00,Retinopathy,feature_2,True,540,611,fixed_0.2,bins_8,Distribution,4.902049534208609
Retinopathy__01,Retinopathy,feature_3,True,540,611,percentile_0.8,bins_8,Distribution,6.04655737704917
Retinopathy__01,Retinopathy,feature_3,True,540,611,percentile_0.9,bins_4,Distribution,7.0
Retinopathy__01,Retinopathy,feature_3,True,540,611,percentile_0.95,bins_4,Distribution,8.0
Retinopathy__01,Retinopathy,feature_3,True,540,611,percentile_0.99,bins_4,Distribution,9.0
Retinopathy__01,Retinopathy,feature_3,True,540,611,band_0.01_0.99,means,Mean,22.920999999999765
Retinopathy__01,Retinopathy,feature_3,True,540,611,band_0.1_0.9,means,Mean,8.0
Retinopathy__01,Retinopathy,feature_3,True,540,611,fixed_0.05,raw,Distribution,1.162250979430125
Retinopathy__01,Retinopathy,feature_3,True,540,611,fixed_0.1,bins_16,Distribution,2.32450195886025
Retinopathy__01,Retinopathy,feature_3,True,540,611,fixed_0.2,bins_8,Distribution,4.6490039177205
Retinopathy__02,Retinopathy,feature_4,True,540,611,percentile_0.8,bins_8,Distribution,6.037704918032786
Retinopathy__02,Retinopathy,feature_4,True,540,611,percentile_0.9,bins_4,Distribution,7.0
Retinopathy__02,Retinopathy,feature_4,True,540,611,percentile_0.95,means,Mean,8.0
Retinopathy__02,Retinopathy,feature_4,True,540,611,percentile_0.99,means,Mean,9.540721311475444
Retinopathy__02,Retinopathy,feature_4,True,540,611,band_0.01_0.99,means,Mean,16.95157699443418
Retinopathy__02,Retinopathy,feature_4,True,540,611,band_0.1_0.9,means,Mean,8.0
Retinopathy__02,Retinopathy,feature_4,True,540,611,fixed_0.05,raw,Distribution,1.1089044883185835
Retinopathy__02,Retinopathy,feature_4,True,540,611,fixed_0.1,bins_32,Distribution,2.217808976637167
Retinopathy__02,Retinopathy,feature_4,True,540,611,fixed_0.2,bins_8,Distribution,4.435617953274334
Retinopathy__03,Retinopathy,feature_5,True,540,611,percentile_0.8,five_number,Quartiles,6.0
Retinopathy__03,Retinopathy,feature_5,True,540,611,percentile_0.9,means,Mean,7.0
Retinopathy__03,Retinopathy,feature_5,True,540,611,percentile_0.95,means,Mean,7.9999999999999485
Retinopathy__03,Retinopathy,feature_5,True,540,611,percentile_0.99,means,Mean,9.0
Retinopathy__03,Retinopathy,feature_5,True,540,611,band_0.01_0.99,means,Mean,15.329999999999927
Retinopathy__03,Retinopathy,feature_5,True,540,611,band_0.1_0.9,means,Mean,7.939508196721288
Retinopathy__03,Retinopathy,feature_5,True,540,611,fixed_0.05,raw,Distribution,1.035391289323404
Retinopathy__03,Retinopathy,feature_5,True,540,611,fixed_0.1,bins_32,Distribution,2.070782578646808
Retinopathy__03,Retinopathy,feature_5,True,540,611,fixed_0.2,five_number,Quartiles,4.141565157293616
Retinopathy__04,Retinopathy,feature_6,True,540,611,percentile_0.8,means,Mean,6.0
Retinopathy__04,Retinopathy,feature_6,True,540,611,percentile_0.9,means,Mean,7.0
Retinopathy__04,Retinopathy,feature_6,True,540,611,percentile_0.95,means,Mean,7.026065573770505
Retinopathy__04,Retinopathy,feature_6,True,540,611,percentile_0.99,means,Mean,9.0
Retinopathy__04,Retinopathy,feature_6,True,540,611,band_0.01_0.99,means,Mean,13.0
Retinopathy__04,Retinopathy,feature_6,True,540,611,band_0.1_0.9,means,Mean,7.0
Retinopathy__04,Retinopathy,feature_6,True,540,611,fixed_0.05,raw,Distribution,0.9630541292256871
Retinopathy__04,Retinopathy,feature_6,True,540,611,fixed_0.1,bins_16,Distribution,1.9261082584513742
Retinopathy__04,Retinopathy,feature_6,True,540,611,fixed_0.2,five_number,Quartiles,3.8522165169027485
Retinopathy__05,Retinopathy,feature_7,True,540,611,percentile_0.8,means,Mean,5.0
Retinopathy__05,Retinopathy,feature_7,True,540,611,percentile_0.9,means,Mean,5.431867149244183
Retinopathy__05,Retinopathy,feature_7,True,540,611,percentile_0.95,means,Mean,6.0
Retinopathy__05,Retinopathy,feature_7,True,540,611,percentile_0.99,means,Mean,7.0
Retinopathy__05,Retinopathy,feature_7,True,540,611,band_0.01_0.99,means,Mean,10.79276437847868
Retinopathy__05,Retinopathy,feature_7,True,540,611,band_0.1_0.9,means,Mean,6.0
Retinopathy__05,Retinopathy,feature_7,True,540,611,fixed_0.05,raw,Distribution,0.7492062471896583
Retinopathy__05,Retinopathy,feature_7,True,540,611,fixed_0.1,bins_64,Distribution,1.4984124943793167
Retinopathy__05,Retinopathy,feature_7,True,540,611,fixed_0.2,bins_8,Distribution,2.9968249887586333
Retinopathy__06,Retinopathy,feature_8,True,540,611,percentile_0.8,bins_8,Distribution,24.128041736885194
Retinopathy__06,Retinopathy,feature_8,True,540,611,percentile_0.9,bins_8,Distribution,29.15628333999991
Retinopathy__06,Retinopathy,feature_8,True,540,611,percentile_0.95,bins_4,Distribution,33.57905280779221
Retinopathy__06,Retinopathy,feature_8,True,540,611,percentile_0.99,bins_4,Distribution,41.03715459185097
Retinopathy__06,Retinopathy,feature_8,True,540,611,band_0.01_0.99,means,Mean,57.69876498399999
Retinopathy__06,Retinopathy,feature_8,True,540,611,band_0.1_0.9,bins_4,Distribution,24.518916376065466
Retinopathy__06,Retinopathy,feature_8,True,540,611,fixed_0.05,raw,Distribution,2.920609294490932
Retinopathy__06,Retinopathy,feature_8,True,540,611,fixed_0.1,bins_64,Distribution,5.841218588981864
Retinopathy__06,Retinopathy,feature_8,True,540,611,fixed_0.2,bins_8,Distribution,11.682437177963727
Retinopathy__07,Retinopathy,feature_9,True,540,611,percentile_0.8,bins_4,Distribution,11.533892326141922
Retinopathy__07,Retinopathy,feature_9,True,540,611,percentile_0.9,bins_4,Quartiles,13.289467697051622
Retinopathy__07,Retinopathy,feature_9,True,540,611,percentile_0.95,bins_4,Quartiles,14.878360684230108
Retinopathy__07,Retinopathy,feature_9,True,540,611,percentile_0.99,means,Mean,17.26714835881967
Retinopathy__07,Retinopathy,feature_9,True,540,611,band_0.01_0.99,means,Mean,31.09836941001855
Retinopathy__07,Retinopathy,feature_9,True,540,611,band_0.1_0.9,means,Mean,8.480317465245905
Retinopathy__07,Retinopathy,feature_9,True,540,611,fixed_0.05,raw,Distribution,1.080604588731799
Retinopathy__07,Retinopathy,feature_9,True,540,611,fixed_0.1,raw,Distribution,2.161209177463598
Retinopathy__07,Retinopathy,feature_9,True,540,611,fixed_0.2,bins_32,Distribution,4.322418354927196
Retinopathy__08,Retinopathy,feature_10,True,540,611,percentile_0.8,bins_4,Distribution,5.645275049289838
Retinopathy__08,Retinopathy,feature_10,True,540,611,percentile_0.9,bins_4,Distribution,6.868725938360653
Retinopathy__08,Retinopathy,feature_10,True,540,611,percentile_0.95,bins_4,Distribution,7.77873467040984
Retinopathy__08,Retinopathy,feature_10,True,540,611,percentile_0.99,means,Mean,9.713338310000072
Retinopathy__08,Retinopathy,feature_10,True,540,611,band_0.01_0.99,means,Mean,25.512907759999987
Retinopathy__08,Retinopathy,feature_10,True,540,611,band_0.1_0.9,means,Mean,5.286660875901645
Retinopathy__08,Retinopathy,feature_10,True,540,611,fixed_0.05,raw,Distribution,0.5782069676940385
Retinopathy__08,Retinopathy,feature_10,True,540,611,fixed_0.1,bins_16,Distribution,1.156413935388077
Retinopathy__08,Retinopathy,feature_10,True,540,611,fixed_0.2,bins_8,Distribution,2.312827870776154
