key,dataset,feature,primary,n_A,n_B,setting,configuration,detail,tolerance
Cleveland__01,Cleveland,trestbps,True,164,139,percentile_0.9,means,Mean,15.251533742331276
Cleveland__01,Cleveland,trestbps,True,164,139,percentile_0.95,means,Mean,15.719999999999969
Cleveland__01,Cleveland,trestbps,True,164,139,percentile_0.99,means,Mean,19.399999999999977
Cleveland__01,Cleveland,trestbps,True,164,139,band_0.01_0.99,means,Mean,24.259366942295713
Cleveland__01,Cleveland,trestbps,True,164,139,band_0.1_0.9,means,Mean,15.47826086956519
Cleveland__01,Cleveland,trestbps,True,164,139,fixed_0.05,raw,Distribution,0.8713645441294843
Cleveland__01,Cleveland,trestbps,True,164,139,fixed_0.1,raw,Distribution,1.7427290882589686
Cleveland__01,Cleveland,trestbps,True,164,139,fixed_0.2,bins_64,Distribution,3.485458176517937
Cleveland__02,Cleveland,chol,True,164,139,percentile_0.8,means,Mean,27.0
Cleveland__02,Cleveland,chol,True,164,139,percentile_0.9,means,Mean,31.0
Cleveland__02,Cleveland,chol,True,164,139,percentile_0.95,means,Mean,34.701779141104296
Cleveland__02,Cleveland,chol,True,164,139,percentile_0.99,means,Mean,41.03202453987727
Cleveland__02,Cleveland,chol,True,164,139,band_0.01_0.99,means,Mean,141.13312269938646
Cleveland__02,Cleveland,chol,True,164,139,band_0.1_0.9,means,Mean,31.439877300613507
Cleveland__02,Cleveland,chol,True,164,139,fixed_0.05,raw,Distribution,2.5837217809524957
Cleveland__02,Cleveland,chol,True,164,139,fixed_0.1,bins_64,Distribution,5.167443561904991
Cleveland__02,Cleveland,chol,True,164,139,fixed_0.2,bins_32,Distribution,10.334887123809983
Cleveland__03,Cleveland,thalach,True,164,139,percentile_0.8,means,Mean,12.0
Cleveland__03,Cleveland,thalach,True,164,139,percentile_0.9,means,Mean,14.0
Cleveland__03,Cleveland,thalach,True,164,139,percentile_0.95,means,Mean,16.0
Cleveland__03,Cleveland,thalach,True,164,139,percentile_0.99,means,Mean,19.710920245398764
Cleveland__03,Cleveland,thalach,True,164,139,band_0.01_0.99,means,Mean,22.0
Cleveland__03,Cleveland,thalach,True,164,139,band_0.1_0.9,means,Mean,14.0
Cleveland__03,Cleveland,thalach,True,164,139,fixed_0.05,raw,Distribution,1.041199622921775
Cleveland__03,Cleveland,thalach,True,164,139,fixed_0.1,raw,Distribution,2.08239924584355
Cleveland__03,Cleveland,thalach,True,164,139,fixed_0.2,bins_16,Distribution,4.1647984916871
Cleveland__04,Cleveland,oldpeak,True,164,139,percentile_0.8,five_number,Quartiles,0.6949693251533748
Cleveland__04,Cleveland,oldpeak,True,164,139,percentile_0.9,five_number,Quartiles,0.7115942028985502
Cleveland__04,Cleveland,oldpeak,True,164,139,percentile_0.95,five_number,Quartiles,0.8
Cleveland__04,Cleveland,oldpeak,True,164,139,percentile_0.99,means,Mean,1.0002944785276073
Cleveland__04,Cleveland,oldpeak,True,164,139,band_0.01_0.99,means,Mean,2.0999999999999996
Cleveland__04,Cleveland,oldpeak,True,164,139,band_0.1_0.9,five_number,Quartiles,0.7999999999999998
Cleveland__04,Cleveland,oldpeak,True,164,139,fixed_0.05,raw,Distribution,0.052650452856583985
Cleveland__04,Cleveland,oldpeak,True,164,139,fixed_0.1,raw,Distribution,0.10530090571316797
Cleveland__04,Cleveland,oldpeak,True,164,139,fixed_0.2,bins_32,Distribution,0.21060181142633594
HeartFailure__00,HeartFailure,age,True,203,96,percentile_0.8,means,Mean,8.0
HeartFailure__00,HeartFailure,age,True,203,96,percentile_0.9,means,Mean,9.0
HeartFailure__00,HeartFailure,age,True,203,96,percentile_0.95,means,Mean,10.0
HeartFailure__00,HeartFailure,age,True,203,96,percentile_0.99,means,Mean,12.00247524752475
HeartFailure__00,HeartFailure,age,True,203,96,band_0.01_0.99,means,Mean,11.248035435122457
HeartFailure__00,HeartFailure,age,True,203,96,band_0.1_0.9,means,Mean,9.86237623762376
HeartFailure__00,HeartFailure,age,True,203,96,fixed_0.05,raw,Distribution,0.576245516665133
HeartFailure__00,HeartFailure,age,True,203,96,fixed_0.1,raw,Distribution,1.152491033330266
HeartFailure__00,HeartFailure,age,True,203,96,fixed_0.2,raw,Distribution,2.304982066660532
HeartFailure__01,HeartFailure,creatinine_phosphokinase,True,203,96,percentile_0.8,means,Mean,1635.7473684210545
HeartFailure__01,HeartFailure,creatinine_phosphokinase,True,203,96,percentile_0.9,means,Mean,2278.099999999996
HeartFailure__01,HeartFailure,creatinine_phosphokinase,True,203,96,percentile_0.95,means,Mean,3716.859999999997
HeartFailure__01,HeartFailure,creatinine_phosphokinase,True,203,96,percentile_0.99,means,Mean,5506.659999999997
HeartFailure__01,HeartFailure,creatinine_phosphokinase,True,203,96,band_0.01_0.99,means,Mean,5699.924210526314
HeartFailure__01,HeartFailure,creatinine_phosphokinase,True,203,96,band_0.1_0.9,means,Mean,1216.178947368421
HeartFailure__01,HeartFailure,creatinine_phosphokinase,True,203,96,fixed_0.05,raw,Distribution,48.5002969239691
HeartFailure__01,HeartFailure,creatinine_phosphokinase,True,203,96,fixed_0.1,raw,Distribution,97.0005938479382
HeartFailure__01,HeartFailure,creatinine_phosphokinase,True,203,96,fixed_0.2,bins_16,Distribution,194.0011876958764
HeartFailure__02,HeartFailure,ejection_fraction,True,203,96,percentile_0.8,means,Mean,10.841584158415856
HeartFailure__02,HeartFailure,ejection_fraction,True,203,96,percentile_0.9,means,Mean,15.0
HeartFailure__02,HeartFailure,ejection_fraction,True,203,96,percentile_0.95,means,Mean,15.0
HeartFailure__02,HeartFailure,ejection_fraction,True,203,96,percentile_0.99,means,Mean,17.00257425742574
HeartFailure__02,HeartFailure,ejection_fraction,True,203,96,band_0.01_0.99,means,Mean,19.90099999999981
HeartFailure__02,HeartFailure,ejection_fraction,True,203,96,band_0.1_0.9,means,Mean,15.0
HeartFailure__02,HeartFailure,ejection_fraction,True,203,96,fixed_0.05,raw,Distribution,0.5709548216807593
HeartFailure__02,HeartFailure,ejection_fraction,True,203,96,fixed_0.1,raw,Distribution,1.1419096433615186
HeartFailure__02,HeartFailure,ejection_fraction,True,203,96,fixed_0.2,raw,Distribution,2.283819286723037
HeartFailure__03,HeartFailure,platelets,True,203,96,percentile_0.8,means,Mean,69273.68421052629
HeartFailure__03,HeartFailure,platelets,True,203,96,percentile_0.9,means,Mean,79034.35643564361
HeartFailure__03,HeartFailure,platelets,True,203,96,percentile_0.95,means,Mean,92318.4210526312
HeartFailure__03,HeartFailure,platelets,True,203,96,percentile_0.99,means,Mean,118554.99999999981
HeartFailure__03,HeartFailure,platelets,True,203,96,band_0.01_0.99,means,Mean,305039.99999999907
HeartFailure__03,HeartFailure,platelets,True,203,96,band_0.1_0.9,means,Mean,63581.44867118292
HeartFailure__03,HeartFailure,platelets,True,203,96,fixed_0.05,raw,Distribution,4892.520077614262
HeartFailure__03,HeartFailure,platelets,True,203,96,fixed_0.1,raw,Distribution,9785.040155228524
HeartFailure__03,HeartFailure,platelets,True,203,96,fixed_0.2,density_16,Distribution,19570.080310457048
HeartFailure__04,HeartFailure,serum_creatinine,True,203,96,percentile_0.8,means,Mean,1.680000000000001
HeartFailure__04,HeartFailure,serum_creatinine,True,203,96,percentile_0.9,means,Mean,2.3999999999999995
HeartFailure__04,HeartFailure,serum_creatinine,True,203,96,percentile_0.95,means,Mean,2.977157894736842
HeartFailure__04,HeartFailure,serum_creatinine,True,203,96,percentile_0.99,means,Mean,5.191684210526319
HeartFailure__04,HeartFailure,serum_creatinine,True,203,96,band_0.01_0.99,means,Mean,5.204399999999982
HeartFailure__04,HeartFailure,serum_creatinine,True,203,96,band_0.1_0.9,means,Mean,1.0819999999999994
HeartFailure__04,HeartFailure,serum_creatinine,True,203,96,fixed_0.05,raw,Distribution,0.049518252021725974
HeartFailure__04,HeartFailure,serum_creatinine,True,203,96,fixed_0.1,raw,Distribution,0.09903650404345195
HeartFailure__04,HeartFailure,serum_creatinine,True,203,96,fixed_0.2,raw,Distribution,0.1980730080869039
HeartFailure__05,HeartFailure,serum_sodium,True,203,96,percentile_0.8,means,Mean,3.8999999999999773
HeartFailure__05,HeartFailure,serum_sodium,True,203,96,percentile_0.9,means,Mean,4.000000000000014
HeartFailure__05,HeartFailure,serum_sodium,True,203,96,percentile_0.95,means,Mean,4.999999999999988
HeartFailure__05,HeartFailure,serum_sodium,True,203,96,percentile_0.99,means,Mean,6.0
HeartFailure__05,HeartFailure,serum_sodium,True,203,96,band_0.01_0.99,means,Mean,12.800000000000011
HeartFailure__05,HeartFailure,serum_sodium,True,203,96,band_0.1_0.9,means,Mean,3.5
HeartFailure__05,HeartFailure,serum_sodium,True,203,96,fixed_0.05,raw,Distribution,0.21674363540003705
HeartFailure__05,HeartFailure,serum_sodium,True,203,96,fixed_0.1,raw,Distribution,0.4334872708000741
HeartFailure__05,HeartFailure,serum_sodium,True,203,96,fixed_0.2,raw,Distribution,0.8669745416001482
CKD__00,CKD,age,True,149,242,percentile_0.8,bins_4,Quartiles,13.0
CKD__00,CKD,age,True,149,242,percentile_0.9,bins_4,Quartiles,15.0
CKD__00,CKD,age,True,149,242,percentile_0.95,bins_4,Quartiles,16.0
CKD__00,CKD,age,True,149,242,percentile_0.99,means,Mean,19.494605809128625
CKD__00,CKD,age,True,149,242,band_0.01_0.99,five_number,Quartiles,16.0
CKD__00,CKD,age,True,149,242,band_0.1_0.9,means,Mean,14.719999999999978
CKD__00,CKD,age,True,149,242,fixed_0.05,raw,Distribution,0.837095045904332
CKD__00,CKD,age,True,149,242,fixed_0.1,raw,Distribution,1.674190091808664
CKD__00,CKD,age,True,149,242,fixed_0.2,bins_32,Distribution,3.348380183617328
CKD__01,CKD,bp,True,148,240,percentile_0.8,bins_8,Distribution,10.0
CKD__01,CKD,bp,True,148,240,percentile_0.9,bins_8,Distribution,10.0
CKD__01,CKD,bp,True,148,240,percentile_0.95,bins_8,Distribution,10.0
CKD__01,CKD,bp,True,148,240,percentile_0.99,means,Mean,20.0
CKD__01,CKD,bp,True,148,240,band_0.01_0.99,means,Mean,40.49999999999926
CKD__01,CKD,bp,True,148,240,band_0.1_0.9,bins_8,Distribution,10.0
CKD__01,CKD,bp,True,148,240,fixed_0.05,raw,Distribution,0.6547751054095237
CKD__01,CKD,bp,True,148,240,fixed_0.1,raw,Distribution,1.3095502108190473
CKD__01,CKD,bp,True,148,240,fixed_0.2,raw,Distribution,2.6191004216380946
CKD__02,CKD,bgr,True,144,212,percentile_0.8,bins_4,Distribution,58.999999999999986
CKD__02,CKD,bgr,True,144,212,percentile_0.9,bins_4,Distribution,64.99999999999983
CKD__02,CKD,bgr,True,144,212,percentile_0.95,bins_4,Distribution,73.00999999999998
CKD__02,CKD,bgr,True,144,212,percentile_0.99,bins_4,Quartiles,105.17327014218009
CKD__02,CKD,bgr,True,144,212,band_0.01_0.99,bins_4,Quartiles,98.33744075829381
CKD__02,CKD,bgr,True,144,212,band_0.1_0.9,bins_4,Distribution,43.00900473933649
CKD__02,CKD,bgr,True,144,212,fixed_0.05,raw,Distribution,3.6031829597249736
CKD__02,CKD,bgr,True,144,212,fixed_0.1,raw,Distribution,7.206365919449947
CKD__02,CKD,bgr,True,144,212,fixed_0.2,bins_16,Distribution,14.412731838899894
CKD__03,CKD,bu,True,144,237,percentile_0.8,bins_8,Distribution,28.30677966101695
CKD__03,CKD,bu,True,144,237,percentile_0.9,bins_8,Distribution,35.8813559322034
CKD__03,CKD,bu,True,144,237,percentile_0.95,bins_4,Distribution,38.09999999999991
CKD__03,CKD,bu,True,144,237,percentile_0.99,bins_4,Distribution,51.0
CKD__03,CKD,bu,True,144,237,band_0.01_0.99,bins_4,Distribution,87.0
CKD__03,CKD,bu,True,144,237,band_0.1_0.9,bins_8,Distribution,30.0
CKD__03,CKD,bu,True,144,237,fixed_0.05,raw,Distribution,2.3381807295425348
CKD__03,CKD,bu,True,144,237,fixed_0.1,raw,Distribution,4.6763614590850695
CKD__03,CKD,bu,True,144,237,fixed_0.2,bins_16,Distribution,9.352722918170139
CKD__04,CKD,sc,True,145,238,percentile_0.8,density_32,Distribution,3.1000000000000014
CKD__04,CKD,sc,True,145,238,percentile_0.9,density_32,Distribution,3.8200000000000056
CKD__04,CKD,sc,True,145,238,percentile_0.95,bins_16,Distribution,4.300000000000002
CKD__04,CKD,sc,True,145,238,percentile_0.99,bins_16,Distribution,4.700000000000001
CKD__04,CKD,sc,True,145,238,band_0.01_0.99,means,Mean,30.7319999999998
CKD__04,CKD,sc,True,145,238,band_0.1_0.9,bins_16,Distribution,3.8000000000000007
CKD__04,CKD,sc,True,145,238,fixed_0.05,raw,Distribution,0.2741961514729762
CKD__04,CKD,sc,True,145,238,fixed_0.1,raw,Distribution,0.5483923029459524
CKD__04,CKD,sc,True,145,238,fixed_0.2,bins_64,Distribution,1.0967846058919049
CKD__05,CKD,sod,True,145,168,percentile_0.8,bins_16,Distribution,7.0
CKD__05,CKD,sod,True,145,168,percentile_0.9,means,Mean,8.0
CKD__05,CKD,sod,True,145,168,percentile_0.95,means,Mean,9.0
CKD__05,CKD,sod,True,145,168,percentile_0.99,means,Mean,10.0
CKD__05,CKD,sod,True,145,168,band_0.01_0.99,means,Mean,106.5
CKD__05,CKD,sod,True,145,168,band_0.1_0.9,means,Mean,5.0
CKD__05,CKD,sod,True,145,168,fixed_0.05,raw,Distribution,0.48309142991285986
CKD__05,CKD,sod,True,145,168,fixed_0.1,raw,Distribution,0.9661828598257197
CKD__05,CKD,sod,True,145,168,fixed_0.2,raw,Distribution,1.9323657196514394
CKD__06,CKD,pot,True,145,167,percentile_0.8,bins_64,Distribution,0.5000000000000009
CKD__06,CKD,pot,True,145,167,percentile_0.9,bins_32,Distribution,0.5999999999999996
CKD__06,CKD,pot,True,145,167,percentile_0.95,bins_32,Distribution,0.5999999999999996
CKD__06,CKD,pot,True,145,167,percentile_0.99,bins_32,Distribution,0.7000000000000002
CKD__06,CKD,pot,True,145,167,band_0.01_0.99,means,Mean,39.4
CKD__06,CKD,pot,True,145,167,band_0.1_0.9,bins_64,Distribution,0.5
CKD__06,CKD,pot,True,145,167,fixed_0.05,raw,Distribution,0.15937994203646766
CKD__06,CKD,pot,True,145,167,fixed_0.1,raw,Distribution,0.3187598840729353
CKD__06,CKD,pot,True,145,167,fixed_0.2,bins_32,Distribution,0.6375197681458706
CKD__07,CKD,hemo,True,144,204,percentile_0.8,bins_8,Distribution,1.1040000000000005
CKD__07,CKD,hemo,True,144,204,percentile_0.9,bins_8,Distribution,1.2850000000000013
CKD__07,CKD,hemo,True,144,204,percentile_0.95,bins_8,Distribution,1.3999999999999995
CKD__07,CKD,hemo,True,144,204,percentile_0.99,bins_8,Distribution,1.6975862068965517
CKD__07,CKD,hemo,True,144,204,band_0.01_0.99,bins_4,Distribution,2.3520000000000003
CKD__07,CKD,hemo,True,144,204,band_0.1_0.9,bins_8,Distribution,0.980788177339904
CKD__07,CKD,hemo,True,144,204,fixed_0.05,raw,Distribution,0.09324197438945887
CKD__07,CKD,hemo,True,144,204,fixed_0.1,bins_64,Distribution,0.18648394877891775
CKD__07,CKD,hemo,True,144,204,fixed_0.2,bins_16,Distribution,0.3729678975578355
CKD__08,CKD,pcv,True,146,183,percentile_0.8,bins_8,Distribution,3.1499999999999986
CKD__08,CKD,pcv,True,146,183,percentile_0.9,bins_8,Distribution,4.0
CKD__08,CKD,pcv,True,146,183,percentile_0.95,bins_8,Distribution,4.0
CKD__08,CKD,pcv,True,146,183,percentile_0.99,bins_8,Distribution,5.0006593406593405
CKD__08,CKD,pcv,True,146,183,band_0.01_0.99,bins_4,Distribution,7.0
CKD__08,CKD,pcv,True,146,183,band_0.1_0.9,means,Mean,4.0
CKD__08,CKD,pcv,True,146,183,fixed_0.05,raw,Distribution,0.30209378407317156
CKD__08,CKD,pcv,True,146,183,fixed_0.1,raw,Distribution,0.6041875681463431
CKD__08,CKD,pcv,True,146,183,fixed_0.2,bins_32,Distribution,1.2083751362926862
CKD__09,CKD,wc,True,143,151,percentile_0.8,bins_8,Distribution,2000.0
CKD__09,CKD,wc,True,143,151,percentile_0.9,bins_8,Distribution,2300.0
CKD__09,CKD,wc,True,143,151,percentile_0.95,bins_4,Distribution,2500.0
CKD__09,CKD,wc,True,143,151,percentile_0.99,means,Mean,3957.333333333332
CKD__09,CKD,wc,True,143,151,band_0.01_0.99,bins_4,Distribution,7300.0
CKD__09,CKD,wc,True,143,151,band_0.1_0.9,means,Mean,2127.599999999995
CKD__09,CKD,wc,True,143,151,fixed_0.05,raw,Distribution,143.45466660265436
CKD__09,CKD,wc,True,143,151,fixed_0.1,raw,Distribution,286.9093332053087
CKD__09,CKD,wc,True,143,151,fixed_0.2,raw,Distribution,573.8186664106174
CKD__10,CKD,rc,True,143,126,percentile_0.8,bins_8,Distribution,0.40000000000000036
CKD__10,CKD,rc,True,143,126,percentile_0.9,means,Mean,0.5
CKD__10,CKD,rc,True,143,126,percentile_0.95,means,Mean,0.5683802816901417
CKD__10,CKD,rc,True,143,126,percentile_0.99,means,Mean,0.7999999999999998
CKD__10,CKD,rc,True,143,126,band_0.01_0.99,means,Mean,2.0
CKD__10,CKD,rc,True,143,126,band_0.1_0.9,means,Mean,0.4999999999999991
CKD__10,CKD,rc,True,143,126,fixed_0.05,raw,Distribution,0.036725676782759765
CKD__10,CKD,rc,True,143,126,fixed_0.1,raw,Distribution,0.07345135356551953
CKD__10,CKD,rc,True,143,126,fixed_0.2,bins_64,Distribution,0.14690270713103906
ILPD__00,ILPD,age,True,167,416,percentile_0.8,means,Mean,7.520000000000003
ILPD__00,ILPD,age,True,167,416,percentile_0.9,means,Mean,8.010000000000003
ILPD__00,ILPD,age,True,167,416,percentile_0.95,means,Mean,9.0
ILPD__00,ILPD,age,True,167,416,percentile_0.99,means,Mean,10.200999999999999
ILPD__00,ILPD,age,True,167,416,band_0.01_0.99,means,Mean,14.0
ILPD__00,ILPD,age,True,167,416,band_0.1_0.9,means,Mean,9.0
ILPD__00,ILPD,age,True,167,416,fixed_0.05,raw,Distribution,0.8025094382526854
ILPD__00,ILPD,age,True,167,416,fixed_0.1,bins_64,Distribution,1.6050188765053708
ILPD__00,ILPD,age,True,167,416,fixed_0.2,bins_8,Distribution,3.2100377530107416
ILPD__01,ILPD,total_bilirubin,True,167,416,percentile_0.8,bins_16,Distribution,4.1
ILPD__01,ILPD,total_bilirubin,True,167,416,percentile_0.9,bins_16,Distribution,4.640000000000002
ILPD__01,ILPD,total_bilirubin,True,167,416,percentile_0.95,bins_16,Distribution,5.203999999999996
ILPD__01,ILPD,total_bilirubin,True,167,416,percentile_0.99,bins_16,Distribution,5.940799999999993
ILPD__01,ILPD,total_bilirubin,True,167,416,band_0.01_0.99,bins_8,Distribution,9.219999999999988
ILPD__01,ILPD,total_bilirubin,True,167,416,band_0.1_0.9,bins_16,Distribution,4.325999999999993
ILPD__01,ILPD,total_bilirubin,True,167,416,fixed_0.05,raw,Distribution,0.30311536181778553
ILPD__01,ILPD,total_bilirubin,True,167,416,fixed_0.1,bins_64,Distribution,0.6062307236355711
ILPD__01,ILPD,total_bilirubin,True,167,416,fixed_0.2,bins_64,Distribution,1.2124614472711421
ILPD__02,ILPD,direct_bilirubin,True,167,416,percentile_0.8,bins_8,Distribution,2.0999999999999996
ILPD__02,ILPD,direct_bilirubin,True,167,416,percentile_0.9,bins_8,Distribution,2.5999999999999996
ILPD__02,ILPD,direct_bilirubin,True,167,416,percentile_0.95,bins_8,Distribution,2.781999999999999
ILPD__02,ILPD,direct_bilirubin,True,167,416,percentile_0.99,bins_8,Distribution,3.160399999999998
ILPD__02,ILPD,direct_bilirubin,True,167,416,band_0.01_0.99,bins_4,Distribution,4.305700000000002
ILPD__02,ILPD,direct_bilirubin,True,167,416,band_0.1_0.9,bins_8,Distribution,2.581999999999999
ILPD__02,ILPD,direct_bilirubin,True,167,416,fixed_0.05,raw,Distribution,0.13622503053942767
ILPD__02,ILPD,direct_bilirubin,True,167,416,fixed_0.1,raw,Distribution,0.27245006107885533
ILPD__02,ILPD,direct_bilirubin,True,167,416,fixed_0.2,bins_32,Distribution,0.5449001221577107
ILPD__03,ILPD,alkaline_phosphatase,True,167,416,percentile_0.8,five_number,Quartiles,158.0
ILPD__03,ILPD,alkaline_phosphatase,True,167,416,percentile_0.9,five_number,Quartiles,191.3999999999998
ILPD__03,ILPD,alkaline_phosphatase,True,167,416,percentile_0.95,five_number,Quartiles,216.35499999999976
ILPD__03,ILPD,alkaline_phosphatase,True,167,416,percentile_0.99,five_number,Quartiles,287.0280000000002
ILPD__03,ILPD,alkaline_phosphatase,True,167,416,band_0.01_0.99,means,Mean,950.0
ILPD__03,ILPD,alkaline_phosphatase,True,167,416,band_0.1_0.9,five_number,Quartiles,124.41000000000018
ILPD__03,ILPD,alkaline_phosphatase,True,167,416,fixed_0.05,raw,Distribution,11.947802049160577
ILPD__03,ILPD,alkaline_phosphatase,True,167,416,fixed_0.1,raw,Distribution,23.895604098321154
ILPD__03,ILPD,alkaline_phosphatase,True,167,416,fixed_0.2,bins_32,Distribution,47.79120819664231
ILPD__04,ILPD,ALT,True,167,416,percentile_0.8,bins_16,Distribution,143.20000000000005
ILPD__04,ILPD,ALT,True,167,416,percentile_0.9,bins_16,Distribution,160.4399999999999
ILPD__04,ILPD,ALT,True,167,416,percentile_0.95,bins_16,Distribution,171.2
ILPD__04,ILPD,ALT,True,167,416,percentile_0.99,bins_16,Distribution,193.80399999999972
ILPD__04,ILPD,ALT,True,167,416,band_0.01_0.99,bins_4,Distribution,661.9999999999999
ILPD__04,ILPD,ALT,True,167,416,band_0.1_0.9,bins_32,Distribution,46.16999999999993
ILPD__04,ILPD,ALT,True,167,416,fixed_0.05,raw,Distribution,9.016020643149565
ILPD__04,ILPD,ALT,True,167,416,fixed_0.1,bins_64,Distribution,18.03204128629913
ILPD__04,ILPD,ALT,True,167,416,fixed_0.2,bins_32,Distribution,36.06408257259826
ILPD__05,ILPD,AST,True,167,416,percentile_0.8,bins_32,Distribution,159.3799999999999
ILPD__05,ILPD,AST,True,167,416,percentile_0.9,bins_32,Distribution,181.63999999999984
ILPD__05,ILPD,AST,True,167,416,percentile_0.95,density_16,Distribution,212.0999999999999
ILPD__05,ILPD,AST,True,167,416,percentile_0.99,density_16,Distribution,283.53199999999987
ILPD__05,ILPD,AST,True,167,416,band_0.01_0.99,bins_8,Distribution,680.5599999999984
ILPD__05,ILPD,AST,True,167,416,band_0.1_0.9,means,Mean,136.06999999999996
ILPD__05,ILPD,AST,True,167,416,fixed_0.05,raw,Distribution,14.290501408291266
ILPD__05,ILPD,AST,True,167,416,fixed_0.1,raw,Distribution,28.581002816582533
ILPD__05,ILPD,AST,True,167,416,fixed_0.2,bins_64,Distribution,57.162005633165066
ILPD__06,ILPD,total_protein,True,167,416,percentile_0.8,means,Mean,0.5000000000000009
ILPD__06,ILPD,total_protein,True,167,416,percentile_0.9,means,Mean,0.6000000000000005
ILPD__06,ILPD,total_protein,True,167,416,percentile_0.95,means,Mean,0.7000000000000002
ILPD__06,ILPD,total_protein,True,167,416,percentile_0.99,means,Mean,0.8208999999999995
ILPD__06,ILPD,total_protein,True,167,416,band_0.01_0.99,means,Mean,1.2000000000000006
ILPD__06,ILPD,total_protein,True,167,416,band_0.1_0.9,means,Mean,0.5999999999999996
ILPD__06,ILPD,total_protein,True,167,416,fixed_0.05,raw,Distribution,0.05428596388371729
ILPD__06,ILPD,total_protein,True,167,416,fixed_0.1,bins_64,Distribution,0.10857192776743459
ILPD__06,ILPD,total_protein,True,167,416,fixed_0.2,means,Mean,0.21714385553486917
ILPD__07,ILPD,albumin,True,167,416,percentile_0.8,means,Mean,0.3999999999999999
ILPD__07,ILPD,albumin,True,167,416,percentile_0.9,means,Mean,0.40000000000000036
ILPD__07,ILPD,albumin,True,167,416,percentile_0.95,means,Mean,0.49999999999999956
ILPD__07,ILPD,albumin,True,167,416,percentile_0.99,means,Mean,0.5403999999999997
ILPD__07,ILPD,albumin,True,167,416,band_0.01_0.99,means,Mean,0.6607999999999993
ILPD__07,ILPD,albumin,True,167,416,band_0.1_0.9,means,Mean,0.40199999999999847
ILPD__07,ILPD,albumin,True,167,416,fixed_0.05,raw,Distribution,0.039288287362363644
ILPD__07,ILPD,albumin,True,167,416,fixed_0.1,raw,Distribution,0.07857657472472729
ILPD__07,ILPD,albumin,True,167,416,fixed_0.2,density_32,Distribution,0.15715314944945458
ILPD__08,ILPD,albumin_globulin_ratio,True,165,414,percentile_0.8,means,Mean,0.20000000000000018
ILPD__08,ILPD,albumin_globulin_ratio,True,165,414,percentile_0.9,means,Mean,0.27679999999999827
ILPD__08,ILPD,albumin_globulin_ratio,True,165,414,percentile_0.95,means,Mean,0.30000000000000004
ILPD__08,ILPD,albumin_globulin_ratio,True,165,414,percentile_0.99,means,Mean,0.3399999999999992
ILPD__08,ILPD,albumin_globulin_ratio,True,165,414,band_0.01_0.99,means,Mean,0.8292736077481837
ILPD__08,ILPD,albumin_globulin_ratio,True,165,414,band_0.1_0.9,means,Mean,0.20000000000000018
ILPD__08,ILPD,albumin_globulin_ratio,True,165,414,fixed_0.05,raw,Distribution,0.015779204042828156
ILPD__08,ILPD,albumin_globulin_ratio,True,165,414,fixed_0.1,raw,Distribution,0.03155840808565631
ILPD__08,ILPD,albumin_globulin_ratio,True,165,414,fixed_0.2,raw,Distribution,0.06311681617131262
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),False,8,24,percentile_0.8,means,Mean,85.06864285714286
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),False,8,24,percentile_0.9,means,Mean,95.03185714285716
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),False,8,24,percentile_0.95,means,Mean,100.5907649068323
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),False,8,24,percentile_0.99,means,Mean,118.69230198757761
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),False,8,24,band_0.01_0.99,means,Mean,100.5907649068323
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),False,8,24,band_0.1_0.9,means,Mean,100.56903571428572
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),False,8,24,fixed_0.05,raw,Distribution,1.942164081979807
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),False,8,24,fixed_0.1,raw,Distribution,3.884328163959614
Parkinsons__00,Parkinsons,MDVP:Fo(Hz),False,8,24,fixed_0.2,raw,Distribution,7.768656327919228
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),False,8,24,percentile_0.8,means,Mean,168.41864999999964
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),False,8,24,percentile_0.9,means,Mean,180.16664999999963
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),False,8,24,percentile_0.95,means,Mean,220.183
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),False,8,24,percentile_0.99,means,Mean,229.77478695652167
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),False,8,24,band_0.01_0.99,means,Mean,220.8983239130434
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),False,8,24,band_0.1_0.9,means,Mean,163.35519999999985
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),False,8,24,fixed_0.05,raw,Distribution,3.230645000512024
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),False,8,24,fixed_0.1,raw,Distribution,6.461290001024048
Parkinsons__01,Parkinsons,MDVP:Fhi(Hz),False,8,24,fixed_0.2,raw,Distribution,12.922580002048097
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),False,8,24,percentile_0.8,means,Mean,76.34644285714289
Parkinsons__02,Parkinsons,MDVP:Flo(Hz),False,8,24,percentile_0.9,means,Mean,91.54625714285717
