key,representation,configuration,N,error
HAR__17,Observations,raw,60,0.0
HAR__17,Binned,bins_4,10,0.2090912766293106
HAR__17,Binned,bins_8,18,0.0976127317708333
HAR__17,Binned,bins_16,34,0.04810198811874988
HAR__17,Binned,bins_32,66,0.07523733177812497
HAR__17,Binned,bins_64,130,0.0878358841914062
HAR__17,Density,density_8,18,
HAR__17,Density,density_16,34,0.07768446951409258
HAR__17,Density,density_32,66,0.05482658847819888
HAR__17,Density,density_64,130,0.06084223894997853
HAR__17,Density,density_128,258,0.0597283231514425
HAR__17,Density,density_256,514,0.06600522520766983
HAR__18,Means,means,2,0.013086913731666662
HAR__18,Five-number,five_number,10,0.01741079246499999
HAR__18,Observations,raw,60,0.0
HAR__18,Binned,bins_4,10,0.005896544236250006
HAR__18,Binned,bins_8,18,0.004125805261681031
HAR__18,Binned,bins_16,34,0.0039188802690624976
HAR__18,Binned,bins_32,66,0.003750096514341515
HAR__18,Binned,bins_64,130,0.0044991368459435035
HAR__18,Density,density_8,18,0.010474767904301177
HAR__18,Density,density_16,34,0.0026383141954291756
HAR__18,Density,density_32,66,0.0031032812188037107
HAR__18,Density,density_64,130,0.0036257269612618367
HAR__18,Density,density_128,258,0.00426590435337738
HAR__18,Density,density_256,514,0.004315325999238423
HAR__19,Means,means,2,0.01804465540833332
HAR__19,Five-number,five_number,10,0.007793516172413785
HAR__19,Observations,raw,60,0.0
HAR__19,Binned,bins_4,10,0.00981955748902822
HAR__19,Binned,bins_8,18,0.003363894263649428
HAR__19,Binned,bins_16,34,0.006084858447727243
HAR__19,Binned,bins_32,66,0.008576105987499978
HAR__19,Binned,bins_64,130,0.008776865862499976
HAR__19,Density,density_8,18,0.00954547375300785
HAR__19,Density,density_16,34,0.00406466884190923
HAR__19,Density,density_32,66,0.00428215567772075
HAR__19,Density,density_64,130,0.00505257852273068
HAR__19,Density,density_128,258,0.005261066896369633
HAR__19,Density,density_256,514,0.005321018343074815
HAR__20,Means,means,2,0.008875416466666647
HAR__20,Five-number,five_number,10,0.00385902460344828
HAR__20,Observations,raw,60,0.0
HAR__20,Binned,bins_4,10,0.005741603406079862
HAR__20,Binned,bins_8,18,0.002551921437091653
HAR__20,Binned,bins_16,34,0.0017045102651041533
HAR__20,Binned,bins_32,66,0.00176536532265624
HAR__20,Binned,bins_64,130,0.0020145969203125003
HAR__20,Density,density_8,18,0.006897948581964269
HAR__20,Density,density_16,34,0.0021154855054139193
HAR__20,Density,density_32,66,0.0020493416523330032
HAR__20,Density,density_64,130,0.0023259206660291715
HAR__20,Density,density_128,258,0.0023504006308274483
HAR__20,Density,density_256,514,0.002389570950447159
HAR__21,Means,means,2,0.2560898418166665
HAR__21,Five-number,five_number,10,0.10751425831034489
HAR__21,Observations,raw,60,0.0
HAR__21,Binned,bins_4,10,0.19101316675000024
HAR__21,Binned,bins_8,18,0.12019336218750021
HAR__21,Binned,bins_16,34,0.04918926026041648
HAR__21,Binned,bins_32,66,0.0665130098843747
HAR__21,Binned,bins_64,130,0.07464024191796848
HAR__21,Density,density_8,18,0.16152104586495153
HAR__21,Density,density_16,34,0.05349935766384628
HAR__21,Density,density_32,66,0.04038073203492021
HAR__21,Density,density_64,130,0.055949147616423
HAR__21,Density,density_128,258,0.059267262941732235
HAR__21,Density,density_256,514,0.06136561335494595
HAR__22,Means,means,2,0.3740744707524999
HAR__22,Five-number,five_number,10,0.1251924633025
HAR__22,Observations,raw,60,0.0
HAR__22,Binned,bins_4,10,0.25127112664000006
HAR__22,Binned,bins_8,18,0.12560445031149425
HAR__22,Binned,bins_16,34,0.06737635530431041
HAR__22,Binned,bins_32,66,0.056932184452585965
HAR__22,Binned,bins_64,130,0.07970086262847198
HAR__22,Density,density_8,18,0.32832090022588956
HAR__22,Density,density_16,34,0.1258957189685802
HAR__22,Density,density_32,66,0.07105191057383031
HAR__22,Density,density_64,130,0.08752723743062907
HAR__22,Density,density_128,258,0.09592449948391579
HAR__22,Density,density_256,514,0.09657163418884263
HAR__23,Means,means,2,0.19542627525833345
HAR__23,Five-number,five_number,10,0.08577797017241384
HAR__23,Observations,raw,60,0.0
HAR__23,Binned,bins_4,10,0.1800277093875
HAR__23,Binned,bins_8,18,0.07019790157343742
HAR__23,Binned,bins_16,34,0.03612214647187506
HAR__23,Binned,bins_32,66,0.0267578588179348
HAR__23,Binned,bins_64,130,0.025967040244485262
HAR__23,Density,density_8,18,0.1681557851761455
HAR__23,Density,density_16,34,0.039017018661797076
HAR__23,Density,density_32,66,0.03297330589188041
HAR__23,Density,density_64,130,0.03805621720568164
HAR__23,Density,density_128,258,0.044893004869525965
HAR__23,Density,density_256,514,0.04758468644708147
HAR__24,Means,means,2,0.04387814020000001
HAR__24,Five-number,five_number,10,0.026441566825
HAR__24,Observations,raw,60,0.0
HAR__24,Binned,bins_4,10,0.029974816300000012
HAR__24,Binned,bins_8,18,0.013325199915517227
HAR__24,Binned,bins_16,34,0.006535694374999998
HAR__24,Binned,bins_32,66,0.011019441299999988
HAR__24,Binned,bins_64,130,0.010859307481249997
HAR__24,Density,density_8,18,
HAR__24,Density,density_16,34,0.014206161883584104
HAR__24,Density,density_32,66,0.009916051767816236
HAR__24,Density,density_64,130,0.012237261198300306
HAR__24,Density,density_128,258,0.013818351359487023
HAR__24,Density,density_256,514,0.014848663700744849
HAR__25,Means,means,2,0.0188637107
HAR__25,Five-number,five_number,10,0.003098983965517249
HAR__25,Observations,raw,60,0.0
HAR__25,Binned,bins_4,10,0.007655585698275867
HAR__25,Binned,bins_8,18,0.0031906704430418736
HAR__25,Binned,bins_16,34,0.0017310621985552471
HAR__25,Binned,bins_32,66,0.0016241827932692299
HAR__25,Binned,bins_64,130,0.0019854304354166713
HAR__25,Density,density_8,18,0.007762068208110408
HAR__25,Density,density_16,34,0.005644974609353343
HAR__25,Density,density_32,66,0.002531111427651986
HAR__25,Density,density_64,130,0.004360897106089799
HAR__25,Density,density_128,258,0.004255782487697403
HAR__25,Density,density_256,514,0.004391634092927841
HAR__26,Means,means,2,0.030459586491666663
HAR__26,Five-number,five_number,10,0.025690305475000008
HAR__26,Observations,raw,60,0.0
HAR__26,Binned,bins_4,10,0.011996548250000003
HAR__26,Binned,bins_8,18,0.009871275020833348
HAR__26,Binned,bins_16,34,0.0035167162494612117
HAR__26,Binned,bins_32,66,0.0034100315500000047
HAR__26,Binned,bins_64,130,0.0027998792656249924
HAR__26,Density,density_8,18,0.0187628615314958
HAR__26,Density,density_16,34,0.008434802157230338
HAR__26,Density,density_32,66,0.008500932902866243
HAR__26,Density,density_64,130,0.011808255587113833
HAR__26,Density,density_128,258,0.011024210212342227
HAR__26,Density,density_256,514,0.01184677210017137
HAR__27,Means,means,2,0.1846357857166666
HAR__27,Five-number,five_number,10,0.22357914844999993
HAR__27,Observations,raw,60,0.0
HAR__27,Binned,bins_4,10,0.2146413594269737
HAR__27,Binned,bins_8,18,0.12175014413074703
HAR__27,Binned,bins_16,34,0.06981503881465512
HAR__27,Binned,bins_32,66,0.03669794311458352
HAR__27,Binned,bins_64,130,0.04625599999679497
HAR__27,Density,density_8,18,0.15933934523093818
HAR__27,Density,density_16,34,0.09747307957164475
HAR__27,Density,density_32,66,0.0664592561673617
HAR__27,Density,density_64,130,0.07782216600783654
HAR__27,Density,density_128,258,0.08780390471749
HAR__27,Density,density_256,514,0.08914084622661655
HAR__28,Means,means,2,0.3670997149999997
HAR__28,Five-number,five_number,10,0.271988479
HAR__28,Observations,raw,60,0.0
HAR__28,Binned,bins_4,10,0.24410629258620709
HAR__28,Binned,bins_8,18,0.10665698666666668
HAR__28,Binned,bins_16,34,0.056889165431034616
HAR__28,Binned,bins_32,66,0.04937651733333326
HAR__28,Binned,bins_64,130,0.054850566534482614
HAR__28,Density,density_8,18,
HAR__28,Density,density_16,34,0.07799078653880365
HAR__28,Density,density_32,66,0.06046914357394639
HAR__28,Density,density_64,130,0.06555119573357115
HAR__28,Density,density_128,258,0.08220516890179586
HAR__28,Density,density_256,514,0.08465319087066259
HAR__29,Means,means,2,0.23240538500000008
HAR__29,Five-number,five_number,10,0.026304752413793153
HAR__29,Observations,raw,60,0.0
HAR__29,Binned,bins_4,10,0.19198246366379323
HAR__29,Binned,bins_8,18,0.08804138168103459
HAR__29,Binned,bins_16,34,0.03147951628125001
HAR__29,Binned,bins_32,66,0.04525435768749997
HAR__29,Binned,bins_64,130,0.05214979547916665
HAR__29,Density,density_8,18,0.18800447416737276
HAR__29,Density,density_16,34,0.059340845212342064
HAR__29,Density,density_32,66,0.03457833748792405
HAR__29,Density,density_64,130,0.03288815253123045
HAR__29,Density,density_128,258,0.03518123875204571
HAR__29,Density,density_256,514,0.03656345514428594
HAR__30,Means,means,2,0.19457721549166662
HAR__30,Five-number,five_number,10,0.06527286075000016
HAR__30,Observations,raw,60,0.0
HAR__30,Binned,bins_4,10,0.22061061884046063
HAR__30,Binned,bins_8,18,0.1367653268976292
HAR__30,Binned,bins_16,34,0.039643510476185306
HAR__30,Binned,bins_32,66,0.061695233723707
HAR__30,Binned,bins_64,130,0.06325135434296891
HAR__30,Density,density_8,18,0.13443695541595058
HAR__30,Density,density_16,34,0.08936669342712866
HAR__30,Density,density_32,66,0.030205631106841935
HAR__30,Density,density_64,130,0.04497271499432731
HAR__30,Density,density_128,258,0.047179998476044704
HAR__30,Density,density_256,514,0.049439456691137806
HAR__31,Means,means,2,0.16234261066666678
HAR__31,Five-number,five_number,10,0.04321412293103455
HAR__31,Observations,raw,60,0.0
HAR__31,Binned,bins_4,10,0.15600360862068974
HAR__31,Binned,bins_8,18,0.06091060341594823
HAR__31,Binned,bins_16,34,0.028585258412356263
HAR__31,Binned,bins_32,66,0.03905068316145843
HAR__31,Binned,bins_64,130,0.038481851240885545
HAR__31,Density,density_8,18,0.1411003073567073
HAR__31,Density,density_16,34,0.05371144690697749
HAR__31,Density,density_32,66,0.030327808215430907
HAR__31,Density,density_64,130,0.041739807612127144
HAR__31,Density,density_128,258,0.04190324883087493
HAR__31,Density,density_256,514,0.04448404299927666
HAR__32,Means,means,2,0.19457721549166662
HAR__32,Five-number,five_number,10,0.06527286075000016
HAR__32,Observations,raw,60,0.0
HAR__32,Binned,bins_4,10,0.22061061884046063
HAR__32,Binned,bins_8,18,0.1367653268976292
HAR__32,Binned,bins_16,34,0.039643510476185306
HAR__32,Binned,bins_32,66,0.061695233723707
HAR__32,Binned,bins_64,130,0.06325135434296891
HAR__32,Density,density_8,18,0.13443695541595058
HAR__32,Density,density_16,34,0.08936669342712866
HAR__32,Density,density_32,66,0.030205631106841935
HAR__32,Density,density_64,130,0.04497271499432731
HAR__32,Density,density_128,258,0.047179998476044704
HAR__32,Density,density_256,514,0.049439456691137806
HAR__33,Means,means,2,0.16234261066666678
HAR__33,Five-number,five_number,10,0.04321412293103455
HAR__33,Observations,raw,60,0.0
HAR__33,Binned,bins_4,10,0.15600360862068974
HAR__33,Binned,bins_8,18,0.06091060341594823
HAR__33,Binned,bins_16,34,0.028585258412356263
HAR__33,Binned,bins_32,66,0.03905068316145843
HAR__33,Binned,bins_64,130,0.038481851240885545
HAR__33,Density,density_8,18,0.1411003073567073
HAR__33,Density,density_16,34,0.05371144690697749
HAR__33,Density,density_32,66,0.030327808215430907
HAR__33,Density,density_64,130,0.041739807612127144
HAR__33,Density,density_128,258,0.04190324883087493
HAR__33,Density,density_256,514,0.04448404299927666
HAR__34,Means,means,2,0.20921601956666647
HAR__34,Five-number,five_number,10,0.1045152262500002
HAR__34,Observations,raw,60,0.0
HAR__34,Binned,bins_4,10,0.1797402791810342
HAR__34,Binned,bins_8,18,0.09101922514008598
HAR__34,Binned,bins_16,34,0.04705834250718377
HAR__34,Binned,bins_32,66,0.05453198563958328
HAR__34,Binned,bins_64,130,0.06959857905104172
HAR__34,Density,density_8,18,0.14926743232256445
HAR__34,Density,density_16,34,0.0966389737288531
HAR__34,Density,density_32,66,0.07371450594200624
HAR__34,Density,density_64,130,0.06022138254942688
HAR__34,Density,density_128,258,0.06977537011308221
HAR__34,Density,density_256,514,0.07382135574663318
HAR__35,Means,means,2,0.22515496668000012
HAR__35,Five-number,five_number,10,0.0759689615000001
HAR__35,Observations,raw,60,0.0
HAR__35,Binned,bins_4,10,0.19419487163992044
HAR__35,Binned,bins_8,18,0.09977636764778319
HAR__35,Binned,bins_16,34,0.057416446932471166
HAR__35,Binned,bins_32,66,0.0286937921874999
HAR__35,Binned,bins_64,130,0.02740434304803241
HAR__35,Density,density_8,18,0.22134132092172276
HAR__35,Density,density_16,34,0.06814201834456324
HAR__35,Density,density_32,66,0.05046429517964013
HAR__35,Density,density_64,130,0.0536604968081128
HAR__35,Density,density_128,258,0.07452939012524307
HAR__35,Density,density_256,514,0.07518689344900154
HAR__36,Means,means,2,0.2891284310125001
HAR__36,Five-number,five_number,10,0.056105092155172676
HAR__36,Observations,raw,60,0.0
HAR__36,Binned,bins_4,10,0.25937305232758623
HAR__36,Binned,bins_8,18,0.11792825964439657
HAR__36,Binned,bins_16,34,0.0646963484195403
HAR__36,Binned,bins_32,66,0.08261282222701138
HAR__36,Binned,bins_64,130,0.10010330734374995
HAR__36,Density,density_8,18,0.21061303260067687
HAR__36,Density,density_16,34,0.09447891046193724
HAR__36,Density,density_32,66,0.048112528874419525
HAR__36,Density,density_64,130,0.04734883667127199
HAR__36,Density,density_128,258,0.05370468855240962
HAR__36,Density,density_256,514,0.05491820092804078
HAR__37,Means,means,2,0.31448443564999984
HAR__37,Five-number,five_number,10,0.17193084586206886
HAR__37,Observations,raw,60,0.0
HAR__37,Binned,bins_4,10,0.2164342771810347
HAR__37,Binned,bins_8,18,0.10520434253663813
HAR__37,Binned,bins_16,34,0.09323446179374983
HAR__37,Binned,bins_32,66,0.11294687798906222
HAR__37,Binned,bins_64,130,0.117426972578906
HAR__37,Density,density_8,18,0.22750172204515107
HAR__37,Density,density_16,34,0.07117111486285621
HAR__37,Density,density_32,66,0.07894230862120022
HAR__37,Density,density_64,130,0.08332384472999721
HAR__37,Density,density_128,258,0.08603271526430567
HAR__37,Density,density_256,514,0.08747806447794226
HAR__38,Means,means,2,0.23084481796
HAR__38,Five-number,five_number,10,0.13825340370999994
HAR__38,Observations,raw,60,0.0
HAR__38,Binned,bins_4,10,0.18351136667767243
HAR__38,Binned,bins_8,18,0.10471793043028021
HAR__38,Binned,bins_16,34,0.06356786154540228
HAR__38,Binned,bins_32,66,0.028012487264687302
HAR__38,Binned,bins_64,130,0.04102076525161813
HAR__38,Density,density_8,18,0.15383235514987004
HAR__38,Density,density_16,34,0.0742171493109045
HAR__38,Density,density_32,66,0.03260655939301149
HAR__38,Density,density_64,130,0.05582657620392517
HAR__38,Density,density_128,258,0.057210555045317135
HAR__38,Density,density_256,514,0.058301717257238206
HAR__39,Means,means,2,0.38172321958333333
HAR__39,Five-number,five_number,10,0.26012737982758627
HAR__39,Observations,raw,60,0.0
HAR__39,Binned,bins_4,10,0.2783731924655174
HAR__39,Binned,bins_8,18,0.15119861092672426
HAR__39,Binned,bins_16,34,0.09640623093749978
HAR__39,Binned,bins_32,66,0.13112648803124982
HAR__39,Binned,bins_64,130,0.16717702317456895
HAR__39,Density,density_8,18,
HAR__39,Density,density_16,34,0.08991227645882993
HAR__39,Density,density_32,66,0.07258625727800194
HAR__39,Density,density_64,130,0.0939468502102434
HAR__39,Density,density_128,258,0.0947541411877425
HAR__39,Density,density_256,514,0.1027334949300307
BIDMC__00,Means,means,2,3.29640575400488
BIDMC__00,Five-number,five_number,10,3.9829563275473703
BIDMC__00,Observations,raw,92,0.0
BIDMC__00,Binned,bins_4,10,3.7564949698630272
BIDMC__00,Binned,bins_8,18,1.8949019331831778
BIDMC__00,Binned,bins_16,34,2.0396470298423424
BIDMC__00,Binned,bins_32,66,2.0958617792580725
BIDMC__00,Binned,bins_64,130,2.421802654699931
BIDMC__00,Density,density_8,18,3.035561916104342
BIDMC__00,Density,density_16,34,2.8700798098708447
BIDMC__00,Density,density_32,66,2.6455980387322313
BIDMC__00,Density,density_64,130,2.5476429183191414
BIDMC__00,Density,density_128,258,2.5626027943032312
BIDMC__00,Density,density_256,514,2.559180283382844
BIDMC__01,Means,means,2,1.5652173913043583
BIDMC__01,Five-number,five_number,10,2.6000000000000085
BIDMC__01,Observations,raw,92,0.0
BIDMC__01,Binned,bins_4,10,2.6098765432098645
BIDMC__01,Binned,bins_8,18,2.2977777777777675
BIDMC__01,Binned,bins_16,34,2.3333333333333286
BIDMC__01,Binned,bins_32,66,1.7391304347826093
BIDMC__01,Binned,bins_64,130,1.7391304347826093
BIDMC__01,Density,density_8,18,1.7488924512888673
BIDMC__01,Density,density_16,34,1.6601266576084015
BIDMC__01,Density,density_32,66,1.7337462682875184
BIDMC__01,Density,density_64,130,1.7240960034760917
BIDMC__01,Density,density_128,258,1.7130726848318716
BIDMC__01,Density,density_256,514,1.7147091491305986
BIDMC__02,Means,means,2,2.5869565217391397
BIDMC__02,Five-number,five_number,10,4.311111111111117
BIDMC__02,Observations,raw,92,0.0
BIDMC__02,Binned,bins_4,10,3.5
BIDMC__02,Binned,bins_8,18,1.9249999999999972
BIDMC__02,Binned,bins_16,34,3.0339673913043583
BIDMC__02,Binned,bins_32,66,2.138586956521735
BIDMC__02,Binned,bins_64,130,2.138586956521735
BIDMC__02,Density,density_8,18,2.0556003931539664
BIDMC__02,Density,density_16,34,2.1901806056619364
BIDMC__02,Density,density_32,66,2.1216381218782345
BIDMC__02,Density,density_64,130,2.136823169398184
BIDMC__02,Density,density_128,258,2.118454455189948
BIDMC__02,Density,density_256,514,2.12316150775672
BIDMC__03,Means,means,2,2.326086956521749
BIDMC__03,Five-number,five_number,10,2.4666666666666686
BIDMC__03,Observations,raw,92,0.0
BIDMC__03,Binned,bins_4,10,3.0
BIDMC__03,Binned,bins_8,18,2.9343434343434467
BIDMC__03,Binned,bins_16,34,2.7833333333333456
BIDMC__03,Binned,bins_32,66,2.1111111111111143
BIDMC__03,Binned,bins_64,130,2.0747282608695627
BIDMC__03,Density,density_8,18,2.494963320832511
BIDMC__03,Density,density_16,34,2.377825446698523
BIDMC__03,Density,density_32,66,2.157510189430184
BIDMC__03,Density,density_64,130,2.1623746905797105
BIDMC__03,Density,density_128,258,2.1910437829366316
BIDMC__03,Density,density_256,514,2.19115923627011
BIDMC__04,Means,means,2,3.731045083945992
BIDMC__04,Five-number,five_number,10,3.72755477541782
BIDMC__04,Observations,raw,92,0.0
BIDMC__04,Binned,bins_4,10,0.9706678161599231
BIDMC__04,Binned,bins_8,18,2.3361466674932254
BIDMC__04,Binned,bins_16,34,2.336146667493229
BIDMC__04,Binned,bins_32,66,2.4949286124383
BIDMC__04,Binned,bins_64,130,2.751343084017166
BIDMC__04,Density,density_8,18,1.747355140151793
BIDMC__04,Density,density_16,34,1.7448512663737255
BIDMC__04,Density,density_32,66,1.730312034704193
BIDMC__04,Density,density_64,130,1.6823824409023453
BIDMC__04,Density,density_128,258,1.6650792702208443
BIDMC__04,Density,density_256,514,1.6603632353090667
Wrist__00,Means,means,2,6.097638687811667
Wrist__00,Five-number,five_number,10,6.866632126397832
Wrist__00,Observations,raw,16,0.0
Wrist__00,Binned,bins_4,10,21.1677917272485
Wrist__00,Binned,bins_8,18,8.91771261405097
Wrist__00,Binned,bins_16,34,10.708041543471296
Wrist__00,Binned,bins_32,66,10.708041543471268
Wrist__00,Binned,bins_64,130,10.708041543471296
Wrist__00,Density,density_8,18,7.177638334634807
Wrist__00,Density,density_16,34,6.055031620716022
Wrist__00,Density,density_32,66,5.997406160284783
Wrist__00,Density,density_64,130,6.066063115359498
Wrist__00,Density,density_128,258,6.090985289371304
Wrist__00,Density,density_256,514,6.0965379607789885
Wrist__01,Means,means,2,6.197104640093983
Wrist__01,Five-number,five_number,10,7.547830296119059
Wrist__01,Observations,raw,16,0.0
Wrist__01,Binned,bins_4,10,7.393313881159926
Wrist__01,Binned,bins_8,18,7.393313881159926
Wrist__01,Binned,bins_16,34,10.64473321639133
Wrist__01,Binned,bins_32,66,10.64473321639133
Wrist__01,Binned,bins_64,130,10.64473321639133
Wrist__01,Density,density_8,18,7.463757460511715
Wrist__01,Density,density_16,34,6.4488203393785
Wrist__01,Density,density_32,66,6.412347527668459
Wrist__01,Density,density_64,130,6.487354200972845
Wrist__01,Density,density_128,258,6.5072315978706
Wrist__01,Density,density_256,514,6.512805952401806
Wrist__02,Means,means,2,6.913014906248833
Wrist__02,Five-number,five_number,10,6.493072805522061
Wrist__02,Observations,raw,16,0.0
Wrist__02,Binned,bins_4,10,20.638979053732925
Wrist__02,Binned,bins_8,18,7.989688405303681
Wrist__02,Binned,bins_16,34,5.493253408540227
Wrist__02,Binned,bins_32,66,8.759782466324396
Wrist__02,Binned,bins_64,130,10.39304699521648
Wrist__02,Density,density_8,18,9.716596165084418
Wrist__02,Density,density_16,34,6.1326664287793875
Wrist__02,Density,density_32,66,6.135308286466895
Wrist__02,Density,density_64,130,5.960639241254242
Wrist__02,Density,density_128,258,5.965319285513104
Wrist__02,Density,density_256,514,5.9744852248295075
Wrist__03,Means,means,2,5.706539345798333
Wrist__03,Five-number,five_number,10,6.775509489965842
Wrist__03,Observations,raw,16,0.0
Wrist__03,Binned,bins_4,10,12.905697599848892
Wrist__03,Binned,bins_8,18,8.983848722038104
Wrist__03,Binned,bins_16,34,10.10353626243321
Wrist__03,Binned,bins_32,66,10.103536262433181
Wrist__03,Binned,bins_64,130,10.10353626243321
Wrist__03,Density,density_8,18,7.157328748013157
Wrist__03,Density,density_16,34,6.041633648956932
Wrist__03,Density,density_32,66,5.932910428367478
Wrist__03,Density,density_64,130,5.986599843897551
Wrist__03,Density,density_128,258,6.002736715642129
Wrist__03,Density,density_256,514,6.0073107670949355
Wrist__04,Means,means,2,1.2216705040453593
Wrist__04,Five-number,five_number,10,0.24812926897670495
Wrist__04,Observations,raw,16,0.0
Wrist__04,Binned,bins_4,10,0.36704166779528524
Wrist__04,Binned,bins_8,18,0.33906701432246056
Wrist__04,Binned,bins_16,34,0.6293416608543017
Wrist__04,Binned,bins_32,66,0.6293416608543017
Wrist__04,Binned,bins_64,130,0.6395048700668147
Wrist__04,Density,density_8,18,0.72496104294918
Wrist__04,Density,density_16,34,0.44855004949724764
Wrist__04,Density,density_32,66,0.47370433081273067
Wrist__04,Density,density_64,130,0.49717799648845773
Wrist__04,Density,density_128,258,0.4941858040223277
Wrist__04,Density,density_256,514,0.4954202406144965
