key,dataset,kind,task,family,H,observer,loss,score,successful,winner,setting
WDBC__24,WDBC,empirical,spread,Violin plot,256,soft,0.1168480386104221,89.53769585736983,4,False,64
WDBC__24,WDBC,empirical,five,Violin plot,256,soft,0.0403293470641675,96.12340580624992,4,False,64
WDBC__24,WDBC,empirical,median,Bar chart,384,hard,0.0920483109844645,91.57104039641942,4,False,means
WDBC__24,WDBC,empirical,spread,Bar chart,384,hard,0.0820316078939458,92.41874199464364,4,False,means
WDBC__24,WDBC,empirical,five,Bar chart,384,hard,0.081545047943033,92.4603188653009,4,False,means
WDBC__24,WDBC,empirical,median,Bar chart,384,soft,0.0837463198528254,92.2725163335089,4,False,means
WDBC__24,WDBC,empirical,spread,Bar chart,384,soft,0.0820316078939458,92.41874199464364,4,False,means
WDBC__24,WDBC,empirical,five,Bar chart,384,soft,0.0798846497167052,92.60248307653396,4,False,means
WDBC__24,WDBC,empirical,median,Box plot,384,hard,0.0083019911316397,99.1766364437779,4,False,five
WDBC__24,WDBC,empirical,spread,Box plot,384,hard,0.015615678840829,98.46244212587855,4,True,five
WDBC__24,WDBC,empirical,five,Box plot,384,hard,0.4281897559305792,70.01870695735529,4,False,five
WDBC__24,WDBC,empirical,median,Box plot,384,soft,0.0083019911316397,99.1766364437779,4,False,five
WDBC__24,WDBC,empirical,spread,Box plot,384,soft,0.0166039822632792,98.36672071396832,4,True,five
WDBC__24,WDBC,empirical,five,Box plot,384,soft,0.0363745785892787,96.49020929876608,4,False,five
WDBC__24,WDBC,empirical,median,Interval plot,384,hard,0.0045141998340347,99.55060865891387,4,True,five
WDBC__24,WDBC,empirical,spread,Interval plot,384,hard,0.0166039822632792,98.36672071396832,4,False,five
WDBC__24,WDBC,empirical,five,Interval plot,384,hard,0.4280715561662773,70.02450232147646,4,False,five
WDBC__24,WDBC,empirical,median,Interval plot,384,soft,0.0045141998340347,99.55060865891387,4,True,five
WDBC__24,WDBC,empirical,spread,Interval plot,384,soft,0.0166039822632785,98.3667207139684,4,True,five
WDBC__24,WDBC,empirical,five,Interval plot,384,soft,0.0356170203297575,96.5607922976762,4,False,five
WDBC__24,WDBC,empirical,median,Dot plot,384,hard,0.0235602390383774,97.69820689200355,4,False,raw
WDBC__24,WDBC,empirical,spread,Dot plot,384,hard,0.0198374147838837,98.05484536100418,4,False,raw
WDBC__24,WDBC,empirical,five,Dot plot,384,hard,0.0234357405321761,97.71009164483648,4,True,raw
WDBC__24,WDBC,empirical,median,Dot plot,384,soft,0.0096622537745227,99.04302119462211,4,False,raw
WDBC__24,WDBC,empirical,spread,Dot plot,384,soft,0.0355274766434583,96.56914206095075,4,False,raw
WDBC__24,WDBC,empirical,five,Dot plot,384,soft,0.0145649138361402,98.56441774818832,4,True,raw
WDBC__24,WDBC,empirical,median,Histogram,384,hard,0.027276368195132,97.34478772805268,4,False,16
WDBC__24,WDBC,empirical,spread,Histogram,384,hard,0.0605057373773929,94.29463365968935,4,False,16
WDBC__24,WDBC,empirical,five,Histogram,384,hard,0.0428304761286035,95.8928630195382,4,False,16
WDBC__24,WDBC,empirical,median,Histogram,384,soft,0.0281122086766997,97.26564781164468,4,False,16
WDBC__24,WDBC,empirical,spread,Histogram,384,soft,0.0575473318670209,94.55841548335944,4,False,16
WDBC__24,WDBC,empirical,five,Histogram,384,soft,0.0435919911317455,95.82288945275718,4,False,16
WDBC__24,WDBC,empirical,median,Heatmap,384,hard,0.0263776822243417,97.4300218446706,4,False,16
WDBC__24,WDBC,empirical,spread,Heatmap,384,hard,0.0629166497022981,94.08075414756937,4,False,16
WDBC__24,WDBC,empirical,five,Heatmap,384,hard,0.0443683495462286,95.7516570120584,4,False,16
WDBC__24,WDBC,empirical,median,Heatmap,384,soft,0.0263776822243417,97.4300218446706,4,False,16
WDBC__24,WDBC,empirical,spread,Heatmap,384,soft,0.0629166497022981,94.08075414756937,4,False,16
WDBC__24,WDBC,empirical,five,Heatmap,384,soft,0.0443683495462286,95.7516570120584,4,False,16
WDBC__24,WDBC,empirical,median,Violin plot,384,hard,0.0503357886811592,95.20764795186471,4,False,64
WDBC__24,WDBC,empirical,spread,Violin plot,384,hard,0.1169801708141138,89.52710407304254,4,False,64
WDBC__24,WDBC,empirical,five,Violin plot,384,hard,0.0416480013405518,96.001720227279,4,False,64
WDBC__24,WDBC,empirical,median,Violin plot,384,soft,0.0491472222929632,95.31550756188922,4,False,64
WDBC__24,WDBC,empirical,spread,Violin plot,384,soft,0.1142509124048136,89.74639274396164,4,False,64
WDBC__24,WDBC,empirical,five,Violin plot,384,soft,0.040199016182043,96.13544950949964,4,False,64
WDBC__25,WDBC,empirical,median,Bar chart,256,hard,0.0606172637712038,94.28471835771664,4,False,means
WDBC__25,WDBC,empirical,spread,Bar chart,256,hard,0.6705059106833202,59.862104863247694,4,False,means
WDBC__25,WDBC,empirical,five,Bar chart,256,hard,0.4214552078763912,70.35044048232572,4,False,means
WDBC__25,WDBC,empirical,median,Bar chart,256,soft,0.0482853519502199,95.39387325594215,4,False,means
WDBC__25,WDBC,empirical,spread,Bar chart,256,soft,0.6705059106833202,59.862104863247694,4,False,means
WDBC__25,WDBC,empirical,five,Bar chart,256,soft,0.4189888255121944,70.47271846126363,4,False,means
WDBC__25,WDBC,empirical,median,Box plot,256,hard,0.0121502623906062,98.79955942886302,4,False,five
WDBC__25,WDBC,empirical,spread,Box plot,256,hard,0.0223724874668733,97.8117087713984,4,True,five
WDBC__25,WDBC,empirical,five,Box plot,256,hard,0.5058290396850932,66.40860108589254,4,False,five
WDBC__25,WDBC,empirical,median,Box plot,256,soft,0.0121502623906062,98.79955942886302,4,False,five
WDBC__25,WDBC,empirical,spread,Box plot,256,soft,0.0269551598170619,97.37523497891928,4,True,five
WDBC__25,WDBC,empirical,five,Box plot,256,soft,0.2122945291078557,82.48820529907974,4,False,five
WDBC__25,WDBC,empirical,median,Interval plot,256,hard,0.0066871035773499,99.33573167336834,4,False,five
WDBC__25,WDBC,empirical,spread,Interval plot,256,hard,0.0269551598170622,97.37523497891924,4,False,five
WDBC__25,WDBC,empirical,five,Interval plot,256,hard,0.5056879516303002,66.41482379647383,4,False,five
WDBC__25,WDBC,empirical,median,Interval plot,256,soft,0.0066871035773499,99.33573167336834,4,False,five
WDBC__25,WDBC,empirical,spread,Interval plot,256,soft,0.0269551598170625,97.3752349789192,4,True,five
WDBC__25,WDBC,empirical,five,Interval plot,256,soft,0.2112018973452044,82.56261835387384,4,False,five
WDBC__25,WDBC,empirical,median,Dot plot,256,hard,0.0186730462213802,98.1669244817417,4,False,raw
WDBC__25,WDBC,empirical,spread,Dot plot,256,hard,0.0404580591545697,96.1115146546662,4,False,raw
WDBC__25,WDBC,empirical,five,Dot plot,256,hard,0.0238716501375726,97.66849193115512,4,True,raw
WDBC__25,WDBC,empirical,median,Dot plot,256,soft,0.0157808185430166,98.44643467813738,4,False,raw
WDBC__25,WDBC,empirical,spread,Dot plot,256,soft,0.0528768886259832,94.9778659597146,4,False,raw
WDBC__25,WDBC,empirical,five,Dot plot,256,soft,0.025704056928612,97.49400845643716,4,True,raw
WDBC__25,WDBC,empirical,median,Histogram,256,hard,0.0099150199822162,99.0182322486509,4,False,16
WDBC__25,WDBC,empirical,spread,Histogram,256,hard,0.1269193437673302,88.737495325705,4,False,16
WDBC__25,WDBC,empirical,five,Histogram,256,hard,0.0490715876011065,95.3223795038318,4,False,16
WDBC__25,WDBC,empirical,median,Histogram,256,soft,0.0117527209363125,98.83838010087722,4,False,16
WDBC__25,WDBC,empirical,spread,Histogram,256,soft,0.1168149982631896,89.54034478003483,4,False,16
WDBC__25,WDBC,empirical,five,Histogram,256,soft,0.0461335062706008,95.59009380790567,4,False,16
WDBC__25,WDBC,empirical,median,Heatmap,256,hard,0.0063877397178021,99.36528045148948,4,True,16
WDBC__25,WDBC,empirical,spread,Heatmap,256,hard,0.1234616682166148,89.01060252348458,4,False,16
WDBC__25,WDBC,empirical,five,Heatmap,256,hard,0.0476258979890606,95.45392128235092,4,False,16
WDBC__25,WDBC,empirical,median,Heatmap,256,soft,0.0063877397178021,99.36528045148948,4,True,16
WDBC__25,WDBC,empirical,spread,Heatmap,256,soft,0.1234616682166148,89.01060252348458,4,False,16
WDBC__25,WDBC,empirical,five,Heatmap,256,soft,0.0476258979890606,95.45392128235092,4,False,16
WDBC__25,WDBC,empirical,median,Violin plot,256,hard,0.0311290935898992,96.98106728018676,4,False,64
WDBC__25,WDBC,empirical,spread,Violin plot,256,hard,0.0782598882903695,92.74201988405096,4,False,64
WDBC__25,WDBC,empirical,five,Violin plot,256,hard,0.0681409405726719,93.62060398732224,4,False,64
WDBC__25,WDBC,empirical,median,Violin plot,256,soft,0.0329910746160413,96.80625753438343,4,False,64
WDBC__25,WDBC,empirical,spread,Violin plot,256,soft,0.0743397035094622,93.08042853981635,4,False,64
WDBC__25,WDBC,empirical,five,Violin plot,256,soft,0.065597209431421,93.84408960057036,4,False,64
WDBC__25,WDBC,empirical,median,Bar chart,384,hard,0.0492934101372216,95.30222817936357,4,False,means
WDBC__25,WDBC,empirical,spread,Bar chart,384,hard,0.6705059106833202,59.862104863247694,4,False,means
WDBC__25,WDBC,empirical,five,Bar chart,384,hard,0.4191904371495947,70.46270703517935,4,False,means
WDBC__25,WDBC,empirical,median,Bar chart,384,soft,0.041262546580777,96.0372581616162,4,False,means
WDBC__25,WDBC,empirical,spread,Bar chart,384,soft,0.6705059106833202,59.862104863247694,4,False,means
WDBC__25,WDBC,empirical,five,Bar chart,384,soft,0.4175842644383057,70.54254375462001,4,False,means
WDBC__25,WDBC,empirical,median,Box plot,384,hard,0.0080308635564444,99.20331173907609,4,False,five
WDBC__25,WDBC,empirical,spread,Box plot,384,hard,0.0201483551709118,98.02495832407276,4,False,five
WDBC__25,WDBC,empirical,five,Box plot,384,hard,0.5141301256054294,66.04452174149478,4,False,five
WDBC__25,WDBC,empirical,median,Box plot,384,soft,0.0080308635564444,99.20331173907609,4,False,five
WDBC__25,WDBC,empirical,spread,Box plot,384,soft,0.0040866280580232,99.5930004499784,4,True,five
WDBC__25,WDBC,empirical,five,Box plot,384,soft,0.2107972894505383,82.5902080152328,4,False,five
WDBC__25,WDBC,empirical,median,Interval plot,384,hard,0.0035220422353538,99.64903190093278,4,True,five
WDBC__25,WDBC,empirical,spread,Interval plot,384,hard,0.0040866280580229,99.59300044997842,4,True,five
WDBC__25,WDBC,empirical,five,Interval plot,384,hard,0.5115347603663778,66.15792280937106,4,False,five
WDBC__25,WDBC,empirical,median,Interval plot,384,soft,0.0035220422353538,99.64903190093278,4,True,five
WDBC__25,WDBC,empirical,spread,Interval plot,384,soft,0.0040866280580228,99.59300044997843,4,True,five
WDBC__25,WDBC,empirical,five,Interval plot,384,soft,0.2098955251863201,82.65176448569831,4,False,five
WDBC__25,WDBC,empirical,median,Dot plot,384,hard,0.0175683343645031,98.27349832230432,4,False,raw
WDBC__25,WDBC,empirical,spread,Dot plot,384,hard,0.0246921404855249,97.5902869252198,4,False,raw
WDBC__25,WDBC,empirical,five,Dot plot,384,hard,0.0143469372904119,98.58559859916012,4,True,raw
WDBC__25,WDBC,empirical,median,Dot plot,384,soft,0.0118204358370506,98.8317654577443,4,False,raw
WDBC__25,WDBC,empirical,spread,Dot plot,384,soft,0.0225763066569331,97.7922130104167,4,False,raw
WDBC__25,WDBC,empirical,five,Dot plot,384,soft,0.014578315284959,98.56311582207782,4,True,raw
WDBC__25,WDBC,empirical,median,Histogram,384,hard,0.0057641328357909,99.42689019745228,4,False,16
WDBC__25,WDBC,empirical,spread,Histogram,384,hard,0.1304985428731732,88.45654921929311,4,False,16
WDBC__25,WDBC,empirical,five,Histogram,384,hard,0.0502100936944888,95.21904293284244,4,False,16
WDBC__25,WDBC,empirical,median,Histogram,384,soft,0.006547048175211,99.34955368583314,4,False,16
WDBC__25,WDBC,empirical,spread,Histogram,384,soft,0.1254786255025935,88.85108764757219,4,False,16
WDBC__25,WDBC,empirical,five,Histogram,384,soft,0.0492794839100474,95.30349304778058,4,False,16
WDBC__25,WDBC,empirical,median,Heatmap,384,hard,0.0063877397178021,99.36528045148948,4,False,16
WDBC__25,WDBC,empirical,spread,Heatmap,384,hard,0.1234616682166148,89.01060252348458,4,False,16
WDBC__25,WDBC,empirical,five,Heatmap,384,hard,0.0476258979890606,95.45392128235092,4,False,16
WDBC__25,WDBC,empirical,median,Heatmap,384,soft,0.0063877397178021,99.36528045148948,4,False,16
WDBC__25,WDBC,empirical,spread,Heatmap,384,soft,0.1234616682166148,89.01060252348458,4,False,16
WDBC__25,WDBC,empirical,five,Heatmap,384,soft,0.0476258979890606,95.45392128235092,4,False,16
WDBC__25,WDBC,empirical,median,Violin plot,384,hard,0.0308175287377038,97.0103798316816,4,False,64
WDBC__25,WDBC,empirical,spread,Violin plot,384,hard,0.0782862531072446,92.73975227991168,4,False,64
WDBC__25,WDBC,empirical,five,Violin plot,384,hard,0.0687513571630135,93.56713264481712,4,False,64
WDBC__25,WDBC,empirical,median,Violin plot,384,soft,0.0320737752334312,96.892298205506,4,False,64
WDBC__25,WDBC,empirical,spread,Violin plot,384,soft,0.0760035428324876,92.93649697170932,4,False,64
WDBC__25,WDBC,empirical,five,Violin plot,384,soft,0.0671346651162784,93.70888536275191,4,False,64
WDBC__26,WDBC,empirical,median,Bar chart,256,hard,0.1387059337653189,87.81898560002539,4,False,means
WDBC__26,WDBC,empirical,spread,Bar chart,256,hard,0.5430673418506794,64.80598564160194,4,False,means
WDBC__26,WDBC,empirical,five,Bar chart,256,hard,0.3169947952319262,75.93044434347193,4,False,means
WDBC__26,WDBC,empirical,median,Bar chart,256,soft,0.1270460237194368,88.72752123288062,4,False,means
WDBC__26,WDBC,empirical,spread,Bar chart,256,soft,0.5430673418506794,64.80598564160194,4,False,means
WDBC__26,WDBC,empirical,five,Bar chart,256,soft,0.3146628132227498,76.06513167803166,4,False,means
WDBC__26,WDBC,empirical,median,Box plot,256,hard,0.0012129867852656,99.87884827691256,4,True,five
WDBC__26,WDBC,empirical,spread,Box plot,256,hard,0.0282682503975423,97.25088755909624,4,False,five
WDBC__26,WDBC,empirical,five,Box plot,256,hard,0.5918376253949332,62.82047766975612,4,False,five
WDBC__26,WDBC,empirical,median,Box plot,256,soft,0.0012129867852656,99.87884827691256,4,True,five
WDBC__26,WDBC,empirical,spread,Box plot,256,soft,0.0199640802217119,98.04266830481204,4,False,five
WDBC__26,WDBC,empirical,five,Box plot,256,soft,0.5199973589915022,65.78958799398747,4,False,five
WDBC__26,WDBC,empirical,median,Interval plot,256,hard,0.0012129867852652,99.8788482769126,4,True,five
WDBC__26,WDBC,empirical,spread,Interval plot,256,hard,0.019964080221712,98.04266830481204,4,True,five
WDBC__26,WDBC,empirical,five,Interval plot,256,hard,0.588613733309772,62.94796394064691,4,False,five
WDBC__26,WDBC,empirical,median,Interval plot,256,soft,0.0012129867852652,99.8788482769126,4,True,five
WDBC__26,WDBC,empirical,spread,Interval plot,256,soft,0.0199640802217121,98.04266830481204,4,False,five
WDBC__26,WDBC,empirical,five,Interval plot,256,soft,0.5199973589915021,65.78958799398748,4,False,five
WDBC__26,WDBC,empirical,median,Dot plot,256,hard,0.0220610683155055,97.8415117257264,4,False,raw
WDBC__26,WDBC,empirical,spread,Dot plot,256,hard,0.04435619201812,95.752771673388,4,False,raw
WDBC__26,WDBC,empirical,five,Dot plot,256,hard,0.0288432732769212,97.19653381364355,4,False,raw
WDBC__26,WDBC,empirical,median,Dot plot,256,soft,0.0112272759154919,98.88973763041275,4,False,raw
WDBC__26,WDBC,empirical,spread,Dot plot,256,soft,0.0496461920546963,95.27019747887492,4,False,raw
WDBC__26,WDBC,empirical,five,Dot plot,256,soft,0.0390658452479822,96.24029165941272,4,False,raw
WDBC__26,WDBC,empirical,median,Histogram,256,hard,0.0047080807698366,99.53139813842952,4,False,16
WDBC__26,WDBC,empirical,spread,Histogram,256,hard,0.0298159339696391,97.10473173058146,4,False,16
WDBC__26,WDBC,empirical,five,Histogram,256,hard,0.0140098111807978,98.6183751847052,4,True,16
WDBC__26,WDBC,empirical,median,Histogram,256,soft,0.0069714097942736,99.30768542915256,4,False,16
WDBC__26,WDBC,empirical,spread,Histogram,256,soft,0.0272439808839565,97.34785684891406,4,False,16
WDBC__26,WDBC,empirical,five,Histogram,256,soft,0.0333572529876787,96.7719534661188,4,False,16
WDBC__26,WDBC,empirical,median,Heatmap,256,hard,0.0073082638353687,99.27447593772912,4,False,16
WDBC__26,WDBC,empirical,spread,Heatmap,256,hard,0.0212959333543856,97.91481267486884,4,False,16
WDBC__26,WDBC,empirical,five,Heatmap,256,hard,0.0318513634648548,96.91318298423322,4,False,16
WDBC__26,WDBC,empirical,median,Heatmap,256,soft,0.0073082638353687,99.27447593772912,4,False,16
WDBC__26,WDBC,empirical,spread,Heatmap,256,soft,0.0212959333543856,97.91481267486884,4,False,16
WDBC__26,WDBC,empirical,five,Heatmap,256,soft,0.0318513634648548,96.91318298423322,4,True,16
WDBC__26,WDBC,empirical,median,Violin plot,256,hard,0.0940209961213423,91.40592397635172,4,False,64
WDBC__26,WDBC,empirical,spread,Violin plot,256,hard,0.0262878890372808,97.4385463067346,4,False,64
WDBC__26,WDBC,empirical,five,Violin plot,256,hard,0.0420045481836866,95.9688709366092,4,False,64
WDBC__26,WDBC,empirical,median,Violin plot,256,soft,0.0874264086014382,91.96024596148266,4,False,64
WDBC__26,WDBC,empirical,spread,Violin plot,256,soft,0.0174836371503529,98.28167878951656,4,True,64
WDBC__26,WDBC,empirical,five,Violin plot,256,soft,0.0468774983078472,95.5221601014809,4,False,64
WDBC__26,WDBC,empirical,median,Bar chart,384,hard,0.1345439495255083,88.14114256377837,4,False,means
WDBC__26,WDBC,empirical,spread,Bar chart,384,hard,0.5430673418506794,64.80598564160194,4,False,means
WDBC__26,WDBC,empirical,five,Bar chart,384,hard,0.3161623983839641,75.97846597257598,4,False,means
WDBC__26,WDBC,empirical,median,Bar chart,384,soft,0.126950711103258,88.73502542280876,4,False,means
WDBC__26,WDBC,empirical,spread,Bar chart,384,soft,0.5430673418506794,64.80598564160194,4,False,means
WDBC__26,WDBC,empirical,five,Bar chart,384,soft,0.314643750699514,76.06623463336787,4,False,means
WDBC__26,WDBC,empirical,median,Box plot,384,hard,0.0075932384222501,99.24639843413996,4,False,five
WDBC__26,WDBC,empirical,spread,Box plot,384,hard,0.018832301395833,98.15157986549582,4,False,five
WDBC__26,WDBC,empirical,five,Box plot,384,hard,0.596666091241495,62.63050273851845,4,False,five
WDBC__26,WDBC,empirical,median,Box plot,384,soft,0.0075932384222501,99.24639843413996,4,False,five
WDBC__26,WDBC,empirical,spread,Box plot,384,soft,0.0170093891201665,98.32750913589088,4,False,five
WDBC__26,WDBC,empirical,five,Box plot,384,soft,0.5213068141934019,65.73296002293928,4,False,five
WDBC__26,WDBC,empirical,median,Interval plot,384,hard,0.0038733678457199,99.61415772449148,4,False,five
WDBC__26,WDBC,empirical,spread,Interval plot,384,hard,0.0170093891201667,98.32750913589088,4,True,five
WDBC__26,WDBC,empirical,five,Interval plot,384,hard,0.5943426165234955,62.7217757109526,4,False,five
WDBC__26,WDBC,empirical,median,Interval plot,384,soft,0.0038733678457199,99.61415772449148,4,True,five
WDBC__26,WDBC,empirical,spread,Interval plot,384,soft,0.0170093891201666,98.32750913589088,4,False,five
WDBC__26,WDBC,empirical,five,Interval plot,384,soft,0.5205628400780956,65.7651215485866,4,False,five
WDBC__26,WDBC,empirical,median,Dot plot,384,hard,0.0098017456570513,99.02933960064868,4,False,raw
WDBC__26,WDBC,empirical,spread,Dot plot,384,hard,0.0251676521214856,97.54502084908712,4,False,raw
WDBC__26,WDBC,empirical,five,Dot plot,384,hard,0.0175239832919132,98.2777817938778,4,True,raw
WDBC__26,WDBC,empirical,median,Dot plot,384,soft,0.0055819809249273,99.44490046253682,4,False,raw
WDBC__26,WDBC,empirical,spread,Dot plot,384,soft,0.0212675053702884,97.91753822985122,4,False,raw
WDBC__26,WDBC,empirical,five,Dot plot,384,soft,0.0195130730454554,98.0860399379513,4,True,raw
WDBC__26,WDBC,empirical,median,Histogram,384,hard,0.0035171663489919,99.6495160753664,4,True,16
WDBC__26,WDBC,empirical,spread,Histogram,384,hard,0.0221232129423682,97.83556300627568,4,False,16
WDBC__26,WDBC,empirical,five,Histogram,384,hard,0.0205876176230657,97.98276823394995,4,False,16
WDBC__26,WDBC,empirical,median,Histogram,384,soft,0.0071338565939729,99.29166748319842,4,False,16
WDBC__26,WDBC,empirical,spread,Histogram,384,soft,0.0190845144972095,98.12728834304528,4,False,16
WDBC__26,WDBC,empirical,five,Histogram,384,soft,0.0352487594353813,96.59514110844184,4,False,16
WDBC__26,WDBC,empirical,median,Heatmap,384,hard,0.0073082638353687,99.27447593772912,4,False,16
WDBC__26,WDBC,empirical,spread,Heatmap,384,hard,0.0212959333543856,97.91481267486884,4,False,16
WDBC__26,WDBC,empirical,five,Heatmap,384,hard,0.0318513634648548,96.91318298423322,4,False,16
WDBC__26,WDBC,empirical,median,Heatmap,384,soft,0.0073082638353687,99.27447593772912,4,False,16
WDBC__26,WDBC,empirical,spread,Heatmap,384,soft,0.0212959333543856,97.91481267486884,4,False,16
WDBC__26,WDBC,empirical,five,Heatmap,384,soft,0.0318513634648548,96.91318298423322,4,False,16
WDBC__26,WDBC,empirical,median,Violin plot,384,hard,0.0948354827862166,91.3379238910971,4,False,64
WDBC__26,WDBC,empirical,spread,Violin plot,384,hard,0.0217859272723449,97.86785796409409,4,False,64
WDBC__26,WDBC,empirical,five,Violin plot,384,hard,0.040630799523452,96.0955605444257,4,False,64
WDBC__26,WDBC,empirical,median,Violin plot,384,soft,0.0899686503544525,91.74575797889275,4,False,64
WDBC__26,WDBC,empirical,spread,Violin plot,384,soft,0.0157387138003468,98.45051551284668,4,True,64
WDBC__26,WDBC,empirical,five,Violin plot,384,soft,0.0453253350231589,95.66399727390568,4,False,64
WDBC__27,WDBC,empirical,median,Bar chart,256,hard,0.0179944719242429,98.23236054610108,4,False,means
WDBC__27,WDBC,empirical,spread,Bar chart,256,hard,0.2866432212359265,77.72162348466873,4,False,means
WDBC__27,WDBC,empirical,five,Bar chart,256,hard,0.2080885447274665,82.7753896321888,4,False,means
WDBC__27,WDBC,empirical,median,Bar chart,256,soft,0.0199168701810501,98.04720651620218,4,False,means
WDBC__27,WDBC,empirical,spread,Bar chart,256,soft,0.2866432212359265,77.72162348466873,4,False,means
WDBC__27,WDBC,empirical,five,Bar chart,256,soft,0.2084730243788279,82.74905437082586,4,False,means
WDBC__27,WDBC,empirical,median,Box plot,256,hard,0.0126811859367244,98.7477612783934,4,False,five
WDBC__27,WDBC,empirical,spread,Box plot,256,hard,0.019106536894081,98.12516786004416,4,False,five
WDBC__27,WDBC,empirical,five,Box plot,256,hard,0.446732331048306,69.12128653925895,4,False,five
WDBC__27,WDBC,empirical,median,Box plot,256,soft,0.0126811859367244,98.7477612783934,4,False,five
WDBC__27,WDBC,empirical,spread,Box plot,256,soft,0.0218392684378573,97.86274915121984,4,False,five
WDBC__27,WDBC,empirical,five,Box plot,256,soft,0.2515041737971034,79.90384857974291,4,False,five
WDBC__27,WDBC,empirical,median,Interval plot,256,hard,0.0094953341034155,99.05939792066016,4,True,five
WDBC__27,WDBC,empirical,spread,Interval plot,256,hard,0.0218392684378576,97.8627491512198,4,False,five
WDBC__27,WDBC,empirical,five,Interval plot,256,hard,0.446805219204779,69.11780429916055,4,False,five
WDBC__27,WDBC,empirical,median,Interval plot,256,soft,0.0094953341034155,99.05939792066016,4,True,five
WDBC__27,WDBC,empirical,spread,Interval plot,256,soft,0.021839268437858,97.86274915121976,4,False,five
WDBC__27,WDBC,empirical,five,Interval plot,256,soft,0.2508670034304417,79.94455024055706,4,False,five
WDBC__27,WDBC,empirical,median,Dot plot,256,hard,0.0307129848690574,97.02021946750196,4,False,raw
WDBC__27,WDBC,empirical,spread,Dot plot,256,hard,0.0176984572704484,98.26093307462438,4,False,raw
WDBC__27,WDBC,empirical,five,Dot plot,256,hard,0.0282024568385476,97.25711053781542,4,True,raw
WDBC__27,WDBC,empirical,median,Dot plot,256,soft,0.0290725558176281,97.1748779371024,4,False,raw
WDBC__27,WDBC,empirical,spread,Dot plot,256,soft,0.0248876988469286,97.57166576641237,4,False,raw
WDBC__27,WDBC,empirical,five,Dot plot,256,soft,0.0379453977172669,96.34418170736926,4,True,raw
WDBC__27,WDBC,empirical,median,Histogram,256,hard,0.0398195626744695,96.17053149374767,4,False,16
WDBC__27,WDBC,empirical,spread,Histogram,256,hard,0.0137778820417484,98.64093680816949,4,False,16
WDBC__27,WDBC,empirical,five,Histogram,256,hard,0.0644637811357283,93.94401366414284,4,False,16
WDBC__27,WDBC,empirical,median,Histogram,256,soft,0.0287875883344497,97.201794747441,4,False,16
WDBC__27,WDBC,empirical,spread,Histogram,256,soft,0.0126784046577306,98.74803248500044,4,False,16
WDBC__27,WDBC,empirical,five,Histogram,256,soft,0.0568710155609153,94.61892560931553,4,False,16
WDBC__27,WDBC,empirical,median,Heatmap,256,hard,0.0344143735334969,96.67305729560393,4,False,16
WDBC__27,WDBC,empirical,spread,Heatmap,256,hard,0.0057348607822287,99.42978403097528,4,True,16
WDBC__27,WDBC,empirical,five,Heatmap,256,hard,0.0679182181416969,93.64012927320572,4,False,16
WDBC__27,WDBC,empirical,median,Heatmap,256,soft,0.0344143735334969,96.67305729560393,4,False,16
WDBC__27,WDBC,empirical,spread,Heatmap,256,soft,0.0057348607822287,99.42978403097528,4,True,16
WDBC__27,WDBC,empirical,five,Heatmap,256,soft,0.0679182181416969,93.64012927320572,4,False,16
WDBC__27,WDBC,empirical,median,Violin plot,256,hard,0.0172016403360598,98.30892522643036,4,False,64
WDBC__27,WDBC,empirical,spread,Violin plot,256,hard,0.077464401113814,92.8104909049676,4,False,64
WDBC__27,WDBC,empirical,five,Violin plot,256,hard,0.0360695706107657,96.51861500096923,4,False,64
WDBC__27,WDBC,empirical,median,Violin plot,256,soft,0.0211272015602588,97.93099218902633,4,False,64
WDBC__27,WDBC,empirical,spread,Violin plot,256,soft,0.0765399754734995,92.8901873393197,4,False,64
WDBC__27,WDBC,empirical,five,Violin plot,256,soft,0.0409075491221556,96.07001129383154,4,False,64
WDBC__27,WDBC,empirical,median,Bar chart,384,hard,0.012162732668357,98.798342176036,4,False,means
WDBC__27,WDBC,empirical,spread,Bar chart,384,hard,0.2866432212359265,77.72162348466873,4,False,means
WDBC__27,WDBC,empirical,five,Bar chart,384,hard,0.2069221968762893,82.8553822763524,4,False,means
WDBC__27,WDBC,empirical,median,Bar chart,384,soft,0.0131925177737537,98.69792585887416,4,False,means
WDBC__27,WDBC,empirical,spread,Bar chart,384,soft,0.2866432212359265,77.72162348466873,4,False,means
WDBC__27,WDBC,empirical,five,Bar chart,384,soft,0.2071281538973687,82.84124570961015,4,False,means
WDBC__27,WDBC,empirical,median,Box plot,384,hard,0.0071111514395749,99.29390599742538,4,False,five
WDBC__27,WDBC,empirical,spread,Box plot,384,hard,0.0142223028791495,98.59771345603666,4,False,five
WDBC__27,WDBC,empirical,five,Box plot,384,hard,0.4505059872778149,68.94145965413864,4,False,five
WDBC__27,WDBC,empirical,median,Box plot,384,soft,0.0071111514395749,99.29390599742538,4,False,five
WDBC__27,WDBC,empirical,spread,Box plot,384,soft,0.0153208847056154,98.49103028053464,4,False,five
WDBC__27,WDBC,empirical,five,Box plot,384,soft,0.2496888815479108,80.0199165380557,4,False,five
WDBC__27,WDBC,empirical,median,Interval plot,384,hard,0.0051538248420597,99.48726008749264,4,True,five
WDBC__27,WDBC,empirical,spread,Interval plot,384,hard,0.0153208847056151,98.49103028053467,4,False,five
