key,dataset,kind,task,family,H,observer,loss,score,successful,winner,setting
WDBC__04,WDBC,empirical,median,Dot plot,256,soft,0.052840289894134,94.98116757106176,4,False,raw
WDBC__04,WDBC,empirical,spread,Dot plot,256,soft,0.026281556834374,97.43914750690436,4,False,raw
WDBC__04,WDBC,empirical,five,Dot plot,256,soft,0.0378636549838463,96.35176983007122,4,False,raw
WDBC__04,WDBC,empirical,median,Histogram,256,hard,0.0322073746828153,96.87975735566584,4,False,16
WDBC__04,WDBC,empirical,spread,Histogram,256,hard,0.0682012300401949,93.61532002377226,4,False,16
WDBC__04,WDBC,empirical,five,Histogram,256,hard,0.0480413572871364,95.41608191765526,4,False,16
WDBC__04,WDBC,empirical,median,Histogram,256,soft,0.0381310104862887,96.32695583687196,4,False,16
WDBC__04,WDBC,empirical,spread,Histogram,256,soft,0.0487705859070901,95.34973743901216,4,False,16
WDBC__04,WDBC,empirical,five,Histogram,256,soft,0.0327870753626741,96.82537900165332,4,False,16
WDBC__04,WDBC,empirical,median,Heatmap,256,hard,0.0464685307082694,95.55949086430545,4,False,16
WDBC__04,WDBC,empirical,spread,Heatmap,256,hard,0.0457411632111671,95.62595747204698,4,False,16
WDBC__04,WDBC,empirical,five,Heatmap,256,hard,0.0326204948903778,96.84099869683094,4,False,16
WDBC__04,WDBC,empirical,median,Heatmap,256,soft,0.0464685307082694,95.55949086430545,4,False,16
WDBC__04,WDBC,empirical,spread,Heatmap,256,soft,0.0457411632111671,95.62595747204698,4,False,16
WDBC__04,WDBC,empirical,five,Heatmap,256,soft,0.0326204948903778,96.84099869683094,4,False,16
WDBC__04,WDBC,empirical,median,Violin plot,256,hard,0.0570827404249771,94.59997422699114,4,False,64
WDBC__04,WDBC,empirical,spread,Violin plot,256,hard,0.0050011685080761,99.50237187131827,4,True,64
WDBC__04,WDBC,empirical,five,Violin plot,256,hard,0.0216644414419281,97.87949540346614,4,False,64
WDBC__04,WDBC,empirical,median,Violin plot,256,soft,0.0579695328326482,94.52068031888987,4,False,64
WDBC__04,WDBC,empirical,spread,Violin plot,256,soft,0.0114742481179039,98.86559167084532,4,True,64
WDBC__04,WDBC,empirical,five,Violin plot,256,soft,0.0197396918836834,98.06424207660096,4,True,64
WDBC__04,WDBC,empirical,median,Bar chart,384,hard,0.0650985541167319,93.88802530384456,4,False,means
WDBC__04,WDBC,empirical,spread,Bar chart,384,hard,0.0551728115996992,94.77120610072824,4,False,means
WDBC__04,WDBC,empirical,five,Bar chart,384,hard,0.0456778036190808,95.6317516293269,4,False,means
WDBC__04,WDBC,empirical,median,Bar chart,384,soft,0.0744647211250078,93.06959831616992,4,False,means
WDBC__04,WDBC,empirical,spread,Bar chart,384,soft,0.0551728115996992,94.77120610072824,4,False,means
WDBC__04,WDBC,empirical,five,Bar chart,384,soft,0.0464116364094893,95.56468651584,4,False,means
WDBC__04,WDBC,empirical,median,Box plot,384,hard,0.0093661670082752,99.07207440526405,4,False,five
WDBC__04,WDBC,empirical,spread,Box plot,384,hard,0.0177081435666002,98.25999785119716,4,False,five
WDBC__04,WDBC,empirical,five,Box plot,384,hard,0.4575449562125209,68.60851843627063,4,False,five
WDBC__04,WDBC,empirical,median,Box plot,384,soft,0.0093661670082752,99.07207440526405,4,False,five
WDBC__04,WDBC,empirical,spread,Box plot,384,soft,0.01873233401655,98.16121140057524,4,False,five
WDBC__04,WDBC,empirical,five,Box plot,384,soft,0.355574178713022,73.76947832905735,4,False,five
WDBC__04,WDBC,empirical,median,Interval plot,384,hard,0.004915390974732,99.51086519135067,4,True,five
WDBC__04,WDBC,empirical,spread,Interval plot,384,hard,0.0187323340165484,98.1612114005754,4,False,five
WDBC__04,WDBC,empirical,five,Interval plot,384,hard,0.4571318667311379,68.62796860268753,4,False,five
WDBC__04,WDBC,empirical,median,Interval plot,384,soft,0.004915390974732,99.51086519135067,4,True,five
WDBC__04,WDBC,empirical,spread,Interval plot,384,soft,0.01873233401655,98.16121140057524,4,False,five
WDBC__04,WDBC,empirical,five,Interval plot,384,soft,0.3546840235063135,73.81795183586141,4,False,five
WDBC__04,WDBC,empirical,median,Dot plot,384,hard,0.0237320109122961,97.6818141213395,4,False,raw
WDBC__04,WDBC,empirical,spread,Dot plot,384,hard,0.0158888376925847,98.43596689883182,4,False,raw
WDBC__04,WDBC,empirical,five,Dot plot,384,hard,0.0203497952244361,98.00560598731144,4,False,raw
WDBC__04,WDBC,empirical,median,Dot plot,384,soft,0.0358180149381079,96.54205522383695,4,False,raw
WDBC__04,WDBC,empirical,spread,Dot plot,384,soft,0.0043855219459019,99.56336268792433,4,True,raw
WDBC__04,WDBC,empirical,five,Dot plot,384,soft,0.0194620787721159,98.09094627673088,4,False,raw
WDBC__04,WDBC,empirical,median,Histogram,384,hard,0.0341806480987656,96.69490546341171,4,False,16
WDBC__04,WDBC,empirical,spread,Histogram,384,hard,0.0590951397026394,94.4202236902691,4,False,16
WDBC__04,WDBC,empirical,five,Histogram,384,hard,0.0402970407750002,96.12639090610314,4,False,16
WDBC__04,WDBC,empirical,median,Histogram,384,soft,0.0370236479041105,96.42981642907203,4,False,16
WDBC__04,WDBC,empirical,spread,Histogram,384,soft,0.0494400181379153,95.28891434637306,4,False,16
WDBC__04,WDBC,empirical,five,Histogram,384,soft,0.0324575524580785,96.85628214149789,4,False,16
WDBC__04,WDBC,empirical,median,Heatmap,384,hard,0.0464685307082694,95.55949086430545,4,False,16
WDBC__04,WDBC,empirical,spread,Heatmap,384,hard,0.0457411632111671,95.62595747204698,4,False,16
WDBC__04,WDBC,empirical,five,Heatmap,384,hard,0.0326204948903778,96.84099869683094,4,False,16
WDBC__04,WDBC,empirical,median,Heatmap,384,soft,0.0464685307082694,95.55949086430545,4,False,16
WDBC__04,WDBC,empirical,spread,Heatmap,384,soft,0.0457411632111671,95.62595747204698,4,False,16
WDBC__04,WDBC,empirical,five,Heatmap,384,soft,0.0326204948903778,96.84099869683094,4,False,16
WDBC__04,WDBC,empirical,median,Violin plot,384,hard,0.0554894435088796,94.7427760788957,4,False,64
WDBC__04,WDBC,empirical,spread,Violin plot,384,hard,0.0096468206775747,99.04453513050233,4,True,64
WDBC__04,WDBC,empirical,five,Violin plot,384,hard,0.0190177143350636,98.13372092874036,4,True,64
WDBC__04,WDBC,empirical,median,Violin plot,384,soft,0.0562914487958798,94.67084119065343,4,False,64
WDBC__04,WDBC,empirical,spread,Violin plot,384,soft,0.0135107056308648,98.6669400179197,4,False,64
WDBC__04,WDBC,empirical,five,Violin plot,384,soft,0.0180726253612106,98.22481963358965,4,True,64
WDBC__05,WDBC,empirical,median,Bar chart,256,hard,0.1976135016520478,83.499392635483,4,False,means
WDBC__05,WDBC,empirical,spread,Bar chart,256,hard,0.4919356271871244,67.02702058837396,4,False,means
WDBC__05,WDBC,empirical,five,Bar chart,256,hard,0.3795263544175181,72.48864777376677,4,False,means
WDBC__05,WDBC,empirical,median,Bar chart,256,soft,0.1859271457595911,84.32221183026348,4,False,means
WDBC__05,WDBC,empirical,spread,Bar chart,256,soft,0.4919356271871244,67.02702058837396,4,False,means
WDBC__05,WDBC,empirical,five,Bar chart,256,soft,0.3771890832390268,72.61167055202678,4,False,means
WDBC__05,WDBC,empirical,median,Box plot,256,hard,0.011514215520236,98.86168524934531,4,False,five
WDBC__05,WDBC,empirical,spread,Box plot,256,hard,0.0222640320809725,97.82208594039538,4,True,five
WDBC__05,WDBC,empirical,five,Box plot,256,hard,0.4036816068343949,71.24122700839658,4,False,five
WDBC__05,WDBC,empirical,median,Box plot,256,soft,0.011514215520236,98.86168524934531,4,False,five
WDBC__05,WDBC,empirical,spread,Box plot,256,soft,0.0345047278253995,96.66461381013396,4,False,five
WDBC__05,WDBC,empirical,five,Box plot,256,soft,0.0747046928732067,93.0488167243892,4,False,five
WDBC__05,WDBC,empirical,median,Interval plot,256,hard,0.0063704522060866,99.36698735618462,4,True,five
WDBC__05,WDBC,empirical,spread,Interval plot,256,hard,0.0345047278253996,96.66461381013396,4,False,five
WDBC__05,WDBC,empirical,five,Interval plot,256,hard,0.4032311763776573,71.26409509952806,4,False,five
WDBC__05,WDBC,empirical,median,Interval plot,256,soft,0.0063704522060866,99.36698735618462,4,True,five
WDBC__05,WDBC,empirical,spread,Interval plot,256,soft,0.0345047278253996,96.66461381013396,4,False,five
WDBC__05,WDBC,empirical,five,Interval plot,256,soft,0.0736759402103768,93.13797232003348,4,False,five
WDBC__05,WDBC,empirical,median,Dot plot,256,hard,0.0209324785375577,97.94967062194527,4,False,raw
WDBC__05,WDBC,empirical,spread,Dot plot,256,hard,0.0419586635013829,95.97309711304808,4,False,raw
WDBC__05,WDBC,empirical,five,Dot plot,256,hard,0.0220961994427847,97.8381487520616,4,True,raw
WDBC__05,WDBC,empirical,median,Dot plot,256,soft,0.0221612801325501,97.8319194276586,4,False,raw
WDBC__05,WDBC,empirical,spread,Dot plot,256,soft,0.0198054945789618,98.05791450583048,4,True,raw
WDBC__05,WDBC,empirical,five,Dot plot,256,soft,0.0281807667366036,97.25916223602898,4,True,raw
WDBC__05,WDBC,empirical,median,Histogram,256,hard,0.1487189409403608,87.05349623480423,4,False,16
WDBC__05,WDBC,empirical,spread,Histogram,256,hard,0.0700745639841566,93.45143167189664,4,False,16
WDBC__05,WDBC,empirical,five,Histogram,256,hard,0.0618202189056003,94.17790151243142,4,False,16
WDBC__05,WDBC,empirical,median,Histogram,256,soft,0.1511588184507298,86.86898662217915,4,False,16
WDBC__05,WDBC,empirical,spread,Histogram,256,soft,0.0705770423547563,93.40756997744688,4,False,16
WDBC__05,WDBC,empirical,five,Histogram,256,soft,0.0704355687853125,93.419915141157,4,False,16
WDBC__05,WDBC,empirical,median,Heatmap,256,hard,0.1468902715301572,87.19229945736838,4,False,16
WDBC__05,WDBC,empirical,spread,Heatmap,256,hard,0.0513548305974793,95.11536646782754,4,False,16
WDBC__05,WDBC,empirical,five,Heatmap,256,hard,0.0624672784267015,94.12054566807905,4,False,16
WDBC__05,WDBC,empirical,median,Heatmap,256,soft,0.1468902715301572,87.19229945736838,4,False,16
WDBC__05,WDBC,empirical,spread,Heatmap,256,soft,0.0513548305974793,95.11536646782754,4,False,16
WDBC__05,WDBC,empirical,five,Heatmap,256,soft,0.0624672784267015,94.12054566807905,4,False,16
WDBC__05,WDBC,empirical,median,Violin plot,256,hard,0.1410092209905847,87.64171065434815,4,False,64
WDBC__05,WDBC,empirical,spread,Violin plot,256,hard,0.1372555424834592,87.93098495842631,4,False,64
WDBC__05,WDBC,empirical,five,Violin plot,256,hard,0.0877762680229277,91.93066896169152,4,False,64
WDBC__05,WDBC,empirical,median,Violin plot,256,soft,0.1380918270324917,87.86637213689882,4,False,64
WDBC__05,WDBC,empirical,spread,Violin plot,256,soft,0.1332393979986773,88.24260802845536,4,False,64
WDBC__05,WDBC,empirical,five,Violin plot,256,soft,0.0844138027238258,92.21572037244496,4,False,64
WDBC__05,WDBC,empirical,median,Bar chart,384,hard,0.1923275750085929,83.86956914862874,4,False,means
WDBC__05,WDBC,empirical,spread,Bar chart,384,hard,0.4919356271871244,67.02702058837396,4,False,means
WDBC__05,WDBC,empirical,five,Bar chart,384,hard,0.3784691690888272,72.54424128042002,4,False,means
WDBC__05,WDBC,empirical,median,Bar chart,384,soft,0.1847171143592819,84.40833578578119,4,False,means
WDBC__05,WDBC,empirical,spread,Bar chart,384,soft,0.4919356271871244,67.02702058837396,4,False,means
WDBC__05,WDBC,empirical,five,Bar chart,384,soft,0.376947076958965,72.62443246609989,4,False,means
WDBC__05,WDBC,empirical,median,Box plot,384,hard,0.0076104606493109,99.24470210001526,4,False,five
WDBC__05,WDBC,empirical,spread,Box plot,384,hard,0.0203983091323251,98.00094640007092,4,False,five
WDBC__05,WDBC,empirical,five,Box plot,384,hard,0.4091867985427806,70.96291286819358,4,False,five
WDBC__05,WDBC,empirical,median,Box plot,384,soft,0.0076104606493109,99.24470210001526,4,False,five
WDBC__05,WDBC,empirical,spread,Box plot,384,soft,0.0100435334649189,99.005633605666,4,True,five
WDBC__05,WDBC,empirical,five,Box plot,384,soft,0.0703774435913053,93.42498816537308,4,False,five
WDBC__05,WDBC,empirical,median,Interval plot,384,hard,0.0048382597125638,99.51850363321677,4,True,five
WDBC__05,WDBC,empirical,spread,Interval plot,384,hard,0.0100435334649188,99.00563360566602,4,True,five
WDBC__05,WDBC,empirical,five,Interval plot,384,hard,0.4049876903996155,71.1750008084109,4,False,five
WDBC__05,WDBC,empirical,median,Interval plot,384,soft,0.0048382597125638,99.51850363321677,4,True,five
WDBC__05,WDBC,empirical,spread,Interval plot,384,soft,0.0100435334649189,99.005633605666,4,True,five
WDBC__05,WDBC,empirical,five,Interval plot,384,soft,0.0698230034039558,93.47340605111374,4,False,five
WDBC__05,WDBC,empirical,median,Dot plot,384,hard,0.0083710802242896,99.16984130262566,4,False,raw
WDBC__05,WDBC,empirical,spread,Dot plot,384,hard,0.0250399442058465,97.55717381089512,4,False,raw
WDBC__05,WDBC,empirical,five,Dot plot,384,hard,0.0172503734145584,98.30421557313812,4,True,raw
WDBC__05,WDBC,empirical,median,Dot plot,384,soft,0.0107159688559922,98.93976456430968,4,False,raw
WDBC__05,WDBC,empirical,spread,Dot plot,384,soft,0.0222980962306343,97.81882639585746,4,False,raw
WDBC__05,WDBC,empirical,five,Dot plot,384,soft,0.0175555306499042,98.27473487970808,4,True,raw
WDBC__05,WDBC,empirical,median,Histogram,384,hard,0.144895898263798,87.3441857479332,4,False,16
WDBC__05,WDBC,empirical,spread,Histogram,384,hard,0.0612512194612307,94.2283958465248,4,False,16
WDBC__05,WDBC,empirical,five,Histogram,384,hard,0.0534875133212944,94.9228146850392,4,False,16
WDBC__05,WDBC,empirical,median,Histogram,384,soft,0.1458268299346846,87.27322260877789,4,False,16
WDBC__05,WDBC,empirical,spread,Histogram,384,soft,0.0602157395364125,94.3204258066625,4,False,16
WDBC__05,WDBC,empirical,five,Histogram,384,soft,0.0606812479303666,94.2790307598282,4,False,16
WDBC__05,WDBC,empirical,median,Heatmap,384,hard,0.1468902715301572,87.19229945736838,4,False,16
WDBC__05,WDBC,empirical,spread,Heatmap,384,hard,0.0513548305974793,95.11536646782754,4,False,16
WDBC__05,WDBC,empirical,five,Heatmap,384,hard,0.0624672784267015,94.12054566807905,4,False,16
WDBC__05,WDBC,empirical,median,Heatmap,384,soft,0.1468902715301572,87.19229945736838,4,False,16
WDBC__05,WDBC,empirical,spread,Heatmap,384,soft,0.0513548305974793,95.11536646782754,4,False,16
WDBC__05,WDBC,empirical,five,Heatmap,384,soft,0.0624672784267015,94.12054566807905,4,False,16
WDBC__05,WDBC,empirical,median,Violin plot,384,hard,0.1425204491636883,87.52578570755459,4,False,64
WDBC__05,WDBC,empirical,spread,Violin plot,384,hard,0.1383912003537841,87.84326509983778,4,False,64
WDBC__05,WDBC,empirical,five,Violin plot,384,hard,0.0882151978304145,91.89358887779824,4,False,64
WDBC__05,WDBC,empirical,median,Violin plot,384,soft,0.1405165818009676,87.67956695736237,4,False,64
WDBC__05,WDBC,empirical,spread,Violin plot,384,soft,0.135351291618363,88.07846587945222,4,False,64
WDBC__05,WDBC,empirical,five,Violin plot,384,soft,0.0858421403881924,92.09441803782792,4,False,64
WDBC__06,WDBC,empirical,median,Bar chart,256,hard,0.0231029577738863,97.74187362099364,4,False,means
WDBC__06,WDBC,empirical,spread,Bar chart,256,hard,0.9402813453147206,51.538917405702136,4,False,means
WDBC__06,WDBC,empirical,five,Bar chart,256,hard,0.4898333568696014,67.12160090851863,4,False,means
WDBC__06,WDBC,empirical,median,Bar chart,256,soft,0.0157707475363873,98.44741073961453,4,False,means
WDBC__06,WDBC,empirical,spread,Bar chart,256,soft,0.9402813453147206,51.538917405702136,4,False,means
WDBC__06,WDBC,empirical,five,Bar chart,256,soft,0.4883669148221017,67.18773375310656,4,False,means
WDBC__06,WDBC,empirical,median,Box plot,256,hard,0.0113813252570528,98.87467516229252,4,False,five
WDBC__06,WDBC,empirical,spread,Box plot,256,hard,0.0346544366608291,96.65062696945752,4,False,five
WDBC__06,WDBC,empirical,five,Box plot,256,hard,0.500278971524161,66.65427023775996,4,False,five
WDBC__06,WDBC,empirical,median,Box plot,256,soft,0.0113813252570528,98.87467516229252,4,False,five
WDBC__06,WDBC,empirical,spread,Box plot,256,soft,0.019632996066581,98.07450365549968,4,False,five
WDBC__06,WDBC,empirical,five,Box plot,256,soft,0.402874791306176,71.28219896723137,4,False,five
WDBC__06,WDBC,empirical,median,Interval plot,256,hard,0.0073322102374987,99.27211597495032,4,True,five
WDBC__06,WDBC,empirical,spread,Interval plot,256,hard,0.0196329960665809,98.0745036554997,4,False,five
WDBC__06,WDBC,empirical,five,Interval plot,256,hard,0.4946166237794897,66.90678961346387,4,False,five
WDBC__06,WDBC,empirical,median,Interval plot,256,soft,0.0073322102374987,99.27211597495032,4,True,five
WDBC__06,WDBC,empirical,spread,Interval plot,256,soft,0.0196329960665806,98.07450365549973,4,False,five
WDBC__06,WDBC,empirical,five,Interval plot,256,soft,0.4020649683022649,71.32337107109109,4,False,five
WDBC__06,WDBC,empirical,median,Dot plot,256,hard,0.0142800065054597,98.59210411189515,4,False,raw
WDBC__06,WDBC,empirical,spread,Dot plot,256,hard,0.0427676832210108,95.89863745212112,4,False,raw
WDBC__06,WDBC,empirical,five,Dot plot,256,hard,0.0239979411063972,97.6564463517897,4,True,raw
WDBC__06,WDBC,empirical,median,Dot plot,256,soft,0.0380613081978152,96.33342386454096,4,False,raw
WDBC__06,WDBC,empirical,spread,Dot plot,256,soft,0.0652894748432422,93.87119873188932,4,False,raw
WDBC__06,WDBC,empirical,five,Dot plot,256,soft,0.0449035780578045,95.70261036513358,4,False,raw
WDBC__06,WDBC,empirical,median,Histogram,256,hard,0.056237613277764,94.67566648159358,4,False,16
WDBC__06,WDBC,empirical,spread,Histogram,256,hard,0.048325010627926,95.3902644563464,4,False,16
WDBC__06,WDBC,empirical,five,Histogram,256,hard,0.0378576371222313,96.35232851133584,4,False,16
WDBC__06,WDBC,empirical,median,Histogram,256,soft,0.0550693954720896,94.78049541495336,4,False,16
WDBC__06,WDBC,empirical,spread,Histogram,256,soft,0.059933422056701,94.34554842695631,4,False,16
WDBC__06,WDBC,empirical,five,Histogram,256,soft,0.0433890369024917,95.84152838798262,4,False,16
WDBC__06,WDBC,empirical,median,Heatmap,256,hard,0.0649216019198856,93.90362616338686,4,False,16
WDBC__06,WDBC,empirical,spread,Heatmap,256,hard,0.0853673420277536,92.13470511575696,4,False,16
WDBC__06,WDBC,empirical,five,Heatmap,256,hard,0.0417878381643704,95.98883413363698,4,False,16
WDBC__06,WDBC,empirical,median,Heatmap,256,soft,0.0649216019198856,93.90362616338686,4,False,16
WDBC__06,WDBC,empirical,spread,Heatmap,256,soft,0.0853673420277536,92.13470511575696,4,False,16
WDBC__06,WDBC,empirical,five,Heatmap,256,soft,0.0417878381643704,95.98883413363698,4,True,16
WDBC__06,WDBC,empirical,median,Violin plot,256,hard,0.0219152318674766,97.85547458496843,4,False,64
WDBC__06,WDBC,empirical,spread,Violin plot,256,hard,0.0031793112800995,99.68307647054218,4,True,64
WDBC__06,WDBC,empirical,five,Violin plot,256,hard,0.0794761324951645,92.63752758373094,4,False,64
WDBC__06,WDBC,empirical,median,Violin plot,256,soft,0.0276692450847078,97.30757291637865,4,False,64
WDBC__06,WDBC,empirical,spread,Violin plot,256,soft,0.0070837257799785,99.29661004356988,4,True,64
WDBC__06,WDBC,empirical,five,Violin plot,256,soft,0.0777638983797991,92.78470001670112,4,False,64
WDBC__06,WDBC,empirical,median,Bar chart,384,hard,0.0179079511258168,98.24071016382076,4,False,means
WDBC__06,WDBC,empirical,spread,Bar chart,384,hard,0.9402813453147206,51.538917405702136,4,False,means
WDBC__06,WDBC,empirical,five,Bar chart,384,hard,0.4887943555399875,67.1684438001042,4,False,means
WDBC__06,WDBC,empirical,median,Bar chart,384,soft,0.0150452504304053,98.51777539730118,4,False,means
WDBC__06,WDBC,empirical,spread,Bar chart,384,soft,0.9402813453147206,51.538917405702136,4,False,means
WDBC__06,WDBC,empirical,five,Bar chart,384,soft,0.4882218154009051,67.19428445756353,4,False,means
WDBC__06,WDBC,empirical,median,Box plot,384,hard,0.0075226252152025,99.25335421488964,4,False,five
WDBC__06,WDBC,empirical,spread,Box plot,384,hard,0.0225678756456077,97.79301930139754,4,False,five
WDBC__06,WDBC,empirical,five,Box plot,384,hard,0.5021448716540083,66.57147515331874,4,False,five
WDBC__06,WDBC,empirical,median,Box plot,384,soft,0.0075226252152025,99.25335421488964,4,False,five
WDBC__06,WDBC,empirical,spread,Box plot,384,soft,0.0112605345299953,98.88648531753206,4,False,five
WDBC__06,WDBC,empirical,five,Box plot,384,soft,0.4021697791867442,71.31803971556127,4,False,five
WDBC__06,WDBC,empirical,median,Interval plot,384,hard,0.0036787125351986,99.63347707894424,4,True,five
WDBC__06,WDBC,empirical,spread,Interval plot,384,hard,0.0112605345299954,98.88648531753203,4,False,five
WDBC__06,WDBC,empirical,five,Interval plot,384,hard,0.4979110008604526,66.75964055444983,4,False,five
WDBC__06,WDBC,empirical,median,Interval plot,384,soft,0.0036787125351986,99.63347707894424,4,True,five
WDBC__06,WDBC,empirical,spread,Interval plot,384,soft,0.0112605345299953,98.88648531753206,4,False,five
WDBC__06,WDBC,empirical,five,Interval plot,384,soft,0.4014009966507433,71.35716346641216,4,False,five
WDBC__06,WDBC,empirical,median,Dot plot,384,hard,0.021856572966225,97.86109190424052,4,False,raw
WDBC__06,WDBC,empirical,spread,Dot plot,384,hard,0.0272867463304397,97.34380430508712,4,False,raw
WDBC__06,WDBC,empirical,five,Dot plot,384,hard,0.0238728932676163,97.66837334745452,4,True,raw
WDBC__06,WDBC,empirical,median,Dot plot,384,soft,0.0228549351150294,97.76557414640044,4,False,raw
WDBC__06,WDBC,empirical,spread,Dot plot,384,soft,0.02872534574821,97.2076759003816,4,False,raw
WDBC__06,WDBC,empirical,five,Dot plot,384,soft,0.022419650056865,97.80719687306303,4,True,raw
WDBC__06,WDBC,empirical,median,Histogram,384,hard,0.0611887833037622,94.23393987323676,4,False,16
WDBC__06,WDBC,empirical,spread,Histogram,384,hard,0.0637471418399381,94.00730311437772,4,False,16
WDBC__06,WDBC,empirical,five,Histogram,384,hard,0.0368913316846221,96.44212169999672,4,False,16
WDBC__06,WDBC,empirical,median,Histogram,384,soft,0.0595133212969794,94.38295676885616,4,False,16
WDBC__06,WDBC,empirical,spread,Histogram,384,soft,0.0683250541393489,93.6044695502913,4,False,16
WDBC__06,WDBC,empirical,five,Histogram,384,soft,0.0407313243494204,96.08627862,4,False,16
WDBC__06,WDBC,empirical,median,Heatmap,384,hard,0.0649216019198856,93.90362616338686,4,False,16
WDBC__06,WDBC,empirical,spread,Heatmap,384,hard,0.0853673420277536,92.13470511575696,4,False,16
WDBC__06,WDBC,empirical,five,Heatmap,384,hard,0.0417878381643704,95.98883413363698,4,False,16
WDBC__06,WDBC,empirical,median,Heatmap,384,soft,0.0649216019198856,93.90362616338686,4,False,16
WDBC__06,WDBC,empirical,spread,Heatmap,384,soft,0.0853673420277536,92.13470511575696,4,False,16
WDBC__06,WDBC,empirical,five,Heatmap,384,soft,0.0417878381643704,95.98883413363698,4,False,16
WDBC__06,WDBC,empirical,median,Violin plot,384,hard,0.0178793129166505,98.24347418306216,4,False,64
WDBC__06,WDBC,empirical,spread,Violin plot,384,hard,0.0028296803465879,99.71783041507008,4,True,64
WDBC__06,WDBC,empirical,five,Violin plot,384,hard,0.0783565232222383,92.73370897890976,4,False,64
WDBC__06,WDBC,empirical,median,Violin plot,384,soft,0.0225608104617872,97.79369498312782,4,False,64
WDBC__06,WDBC,empirical,spread,Violin plot,384,soft,0.0061856164626398,99.3852410170217,4,True,64
WDBC__06,WDBC,empirical,five,Violin plot,384,soft,0.0765621965829025,92.88827001115986,4,False,64
WDBC__07,WDBC,empirical,median,Bar chart,256,hard,0.0252587586094384,97.53635280875856,4,False,means
WDBC__07,WDBC,empirical,spread,Bar chart,256,hard,0.8609751283889647,53.73526946949013,4,False,means
WDBC__07,WDBC,empirical,five,Bar chart,256,hard,0.5382456990696334,65.0091204938732,4,False,means
WDBC__07,WDBC,empirical,median,Bar chart,256,soft,0.0338993070801806,96.7212177387066,4,False,means
WDBC__07,WDBC,empirical,spread,Bar chart,256,soft,0.8609751283889647,53.73526946949013,4,False,means
WDBC__07,WDBC,empirical,five,Bar chart,256,soft,0.539973808763782,64.93616932373367,4,False,means
WDBC__07,WDBC,empirical,median,Box plot,256,hard,0.0079776616679546,99.20854777131136,4,False,five
WDBC__07,WDBC,empirical,spread,Box plot,256,hard,0.0137180471387453,98.64675910846562,4,True,five
WDBC__07,WDBC,empirical,five,Box plot,256,hard,0.4167124164423463,70.58595579413385,4,False,five
WDBC__07,WDBC,empirical,median,Box plot,256,soft,0.0079776616679546,99.20854777131136,4,False,five
WDBC__07,WDBC,empirical,spread,Box plot,256,soft,0.014806714972772,98.54093249933123,4,True,five
WDBC__07,WDBC,empirical,five,Box plot,256,soft,0.1815185197691845,84.63684515037099,4,False,five
WDBC__07,WDBC,empirical,median,Interval plot,256,hard,0.0079776616679546,99.20854777131136,4,False,five
WDBC__07,WDBC,empirical,spread,Interval plot,256,hard,0.0148067149727717,98.54093249933126,4,False,five
WDBC__07,WDBC,empirical,five,Interval plot,256,hard,0.4149094493203965,70.67590088399763,4,False,five
WDBC__07,WDBC,empirical,median,Interval plot,256,soft,0.0079776616679546,99.20854777131136,4,False,five
WDBC__07,WDBC,empirical,spread,Interval plot,256,soft,0.0148067149727721,98.54093249933122,4,True,five
WDBC__07,WDBC,empirical,five,Interval plot,256,soft,0.1815185197691845,84.63684515037099,4,False,five
WDBC__07,WDBC,empirical,median,Dot plot,256,hard,0.0288139109633549,97.19930779936924,4,False,raw
WDBC__07,WDBC,empirical,spread,Dot plot,256,hard,0.0570713497220136,94.60099360965349,4,False,raw
WDBC__07,WDBC,empirical,five,Dot plot,256,hard,0.0413138007791708,96.03253114015608,4,True,raw
WDBC__07,WDBC,empirical,median,Dot plot,256,soft,0.0443293057374552,95.75523683057502,4,False,raw
WDBC__07,WDBC,empirical,spread,Dot plot,256,soft,0.0394612740341774,96.2036802120557,4,False,raw
WDBC__07,WDBC,empirical,five,Dot plot,256,soft,0.0301983880469753,97.0686822657309,4,True,raw
WDBC__07,WDBC,empirical,median,Histogram,256,hard,0.0056655105922501,99.43664065908816,4,True,16
WDBC__07,WDBC,empirical,spread,Histogram,256,hard,0.2213855560834327,81.8742284137254,4,False,16
WDBC__07,WDBC,empirical,five,Histogram,256,hard,0.0712735814088245,93.34683663951712,4,False,16
WDBC__07,WDBC,empirical,median,Histogram,256,soft,0.0034793442333153,99.65327196286502,4,True,16
WDBC__07,WDBC,empirical,spread,Histogram,256,soft,0.1829309352699353,84.53578904602813,4,False,16
WDBC__07,WDBC,empirical,five,Histogram,256,soft,0.0682231168114094,93.61340194405716,4,False,16
WDBC__07,WDBC,empirical,median,Heatmap,256,hard,0.0083410179886216,99.1727979086619,4,False,16
WDBC__07,WDBC,empirical,spread,Heatmap,256,hard,0.1981363825583429,83.46295251169416,4,False,16
WDBC__07,WDBC,empirical,five,Heatmap,256,hard,0.0630219707364939,94.07143290812417,4,False,16
WDBC__07,WDBC,empirical,median,Heatmap,256,soft,0.0083410179886216,99.1727979086619,4,False,16
WDBC__07,WDBC,empirical,spread,Heatmap,256,soft,0.1981363825583429,83.46295251169416,4,False,16
WDBC__07,WDBC,empirical,five,Heatmap,256,soft,0.0630219707364939,94.07143290812417,4,False,16
WDBC__07,WDBC,empirical,median,Violin plot,256,hard,0.0896815467376931,91.7699306732152,4,False,64
