key,task,dataset,kind,observer,selected,runner_up,reference_score,runner_reference_score,reference_margin,selected_test_score,runner_test_score,default,default_test_score,default_test_loss,selected_test_loss,transfer_gain,reference_ties,selected_still_best
assoc_bidmc_06,association,BIDMC,empirical,hard,Heatmap,Scatter plot,98.3633124236119,88.4966634035721,9.866649020039802,98.3633124236119,88.6527362468679,Scatter plot,88.6527362468679,0.12799676844191038,0.016639207607604,0.11135756083430638,1,True
assoc_bidmc_06,association,BIDMC,empirical,soft,Heatmap,Scatter plot,98.3633124236119,88.49693037942868,9.866382044183226,98.3633124236119,88.48793793537047,Scatter plot,88.48793793537047,0.13009752892012996,0.016639207607604,0.11345832131252596,1,True
assoc_bidmc_07,association,BIDMC,empirical,hard,Heatmap,Scatter plot,99.56018399160442,92.5747587724622,6.985425219142215,99.56018399160442,93.72231557989613,Scatter plot,93.72231557989613,0.0669817468898565,0.0044175893490983,0.0625641575407582,1,True
assoc_bidmc_07,association,BIDMC,empirical,soft,Heatmap,Scatter plot,99.56018399160442,92.57577729801443,6.984406693589989,99.56018399160442,92.56602992946114,Scatter plot,92.56602992946114,0.08030991581040936,0.0044175893490983,0.07589232646131105,1,True
assoc_bidmc_08,association,BIDMC,empirical,hard,Heatmap,Scatter plot,100.0,92.30432164889508,7.695678351104917,100.0,91.78742158010297,Scatter plot,91.78742158010297,0.08947389825881429,5.551115123125783e-17,0.08947389825881423,1,True
assoc_bidmc_08,association,BIDMC,empirical,soft,Heatmap,Scatter plot,100.0,92.30174929786463,7.698250702135368,100.0,92.3082041979986,Scatter plot,92.3082041979986,0.08332732576513674,5.551115123125783e-17,0.08332732576513668,1,True
assoc_bidmc_09,association,BIDMC,empirical,hard,Heatmap,Scatter plot,100.0,93.54835126922578,6.451648730774224,100.0,93.36071605096377,Scatter plot,93.36071605096377,0.07111432120349173,5.551115123125783e-17,0.07111432120349168,1,True
assoc_bidmc_09,association,BIDMC,empirical,soft,Heatmap,Scatter plot,100.0,93.54554068798436,6.4544593120156435,100.0,93.55112799368163,Scatter plot,93.55112799368163,0.06893419827876268,5.551115123125783e-17,0.06893419827876263,1,True
assoc_bidmc_10,association,BIDMC,empirical,hard,Heatmap,Scatter plot,99.6979291657691,95.79305194187498,3.9048772238941183,99.6979291657691,95.21662046894399,Scatter plot,95.21662046894399,0.0502368127276284,0.0030298606677039,0.0472069520599245,1,True
assoc_bidmc_10,association,BIDMC,empirical,soft,Heatmap,Scatter plot,99.6979291657691,95.14748443730004,4.55044472846906,99.6979291657691,95.16655802508757,Scatter plot,95.16655802508757,0.050789290641763546,0.0030298606677039,0.047759429974059645,1,True
assoc_bidmc_11,association,BIDMC,empirical,hard,Scatter plot,Heatmap,99.628442340749,99.44586824554797,0.18257409520103351,99.19163175157401,99.44586824554797,Scatter plot,99.19163175157401,0.008149560947344401,0.008149560947344401,0.0,1,False
assoc_bidmc_11,association,BIDMC,empirical,soft,Scatter plot,Heatmap,99.45839995168244,99.44586824554797,0.012531706134467413,99.47548405029828,99.44586824554797,Scatter plot,99.47548405029828,0.0052728162592956245,0.0052728162592956245,0.0,1,True
