key,dataset,candidate,family,setting,H,observer,task,loss,successful,winner,score
WDBC__14,WDBC,Box plot / five,Box plot,five,384,alpha,median,0.0084827231942766,4,False,99.15886281448547
WDBC__14,WDBC,Box plot / five,Box plot,five,384,alpha,spread,0.02544816958283,4,True,97.5183368269912
WDBC__14,WDBC,Box plot / five,Box plot,five,384,alpha,five,0.4844293443913228,4,False,67.3659547204681
WDBC__14,WDBC,Interval plot / five,Interval plot,five,384,threshold,median,0.0059340447280002,4,True,99.41009604366211
WDBC__14,WDBC,Interval plot / five,Interval plot,five,384,threshold,spread,0.0254481695828303,4,False,97.51833682699116
WDBC__14,WDBC,Interval plot / five,Interval plot,five,384,threshold,five,0.9528385842696072,4,False,51.20750931772561
WDBC__14,WDBC,Interval plot / five,Interval plot,five,384,alpha,median,0.0059340447280002,4,True,99.41009604366211
WDBC__14,WDBC,Interval plot / five,Interval plot,five,384,alpha,spread,0.0254481695828303,4,True,97.51833682699116
WDBC__14,WDBC,Interval plot / five,Interval plot,five,384,alpha,five,0.4839196086980676,4,False,67.38909534845762
WDBC__14,WDBC,Dot plot / raw,Dot plot,raw,384,threshold,median,0.0089572435257954,4,False,99.11222764063872
WDBC__14,WDBC,Dot plot / raw,Dot plot,raw,384,threshold,spread,0.0347707435992844,4,False,96.63976355976786
WDBC__14,WDBC,Dot plot / raw,Dot plot,raw,384,threshold,five,0.0152064417917365,4,True,98.50213304745203
WDBC__14,WDBC,Dot plot / raw,Dot plot,raw,384,alpha,median,0.0102915793193403,4,False,98.98132583404545
WDBC__14,WDBC,Dot plot / raw,Dot plot,raw,384,alpha,spread,0.064659468197709,4,False,93.92674652044688
WDBC__14,WDBC,Dot plot / raw,Dot plot,raw,384,alpha,five,0.0313564607973814,4,False,96.95968736423696
WDBC__14,WDBC,Histogram / 16,Histogram,16,384,threshold,median,0.0107526990713771,4,False,98.93616914589929
WDBC__14,WDBC,Histogram / 16,Histogram,16,384,threshold,spread,0.1328665943539426,4,False,88.27164689857285
WDBC__14,WDBC,Histogram / 16,Histogram,16,384,threshold,five,0.0656480523412783,4,False,93.83961222496991
WDBC__14,WDBC,Histogram / 16,Histogram,16,384,alpha,median,0.0070570041189244,4,False,99.29924482029708
WDBC__14,WDBC,Histogram / 16,Histogram,16,384,alpha,spread,0.142882090723571,4,False,87.49808997067136
WDBC__14,WDBC,Histogram / 16,Histogram,16,384,alpha,five,0.0703659375572302,4,False,93.42599244910407
WDBC__14,WDBC,Heatmap / 16,Heatmap,16,384,threshold,median,0.0079470480016797,4,False,99.2115609627078
WDBC__14,WDBC,Heatmap / 16,Heatmap,16,384,threshold,spread,0.1366770452479809,4,False,87.97573630791823
WDBC__14,WDBC,Heatmap / 16,Heatmap,16,384,threshold,five,0.0706304977204096,4,False,93.40290624348958
WDBC__14,WDBC,Heatmap / 16,Heatmap,16,384,alpha,median,0.0079470480016797,4,False,99.2115609627078
WDBC__14,WDBC,Heatmap / 16,Heatmap,16,384,alpha,spread,0.1366770452479809,4,False,87.97573630791823
WDBC__14,WDBC,Heatmap / 16,Heatmap,16,384,alpha,five,0.0706304977204096,4,False,93.40290624348958
WDBC__14,WDBC,Violin plot / 64,Violin plot,64,384,threshold,median,0.023015126365798,4,False,97.75026529201402
WDBC__14,WDBC,Violin plot / 64,Violin plot,64,384,threshold,spread,0.0541484486659267,4,False,94.86329949691108
WDBC__14,WDBC,Violin plot / 64,Violin plot,64,384,threshold,five,0.0324146404936331,4,False,96.8603079400216
WDBC__14,WDBC,Violin plot / 64,Violin plot,64,384,alpha,median,0.022830198998033,4,False,97.76793850822966
WDBC__14,WDBC,Violin plot / 64,Violin plot,64,384,alpha,spread,0.0563268179299849,4,False,94.6676713140385
WDBC__14,WDBC,Violin plot / 64,Violin plot,64,384,alpha,five,0.0310512019858979,4,True,96.98839379401426
WDBC__15,WDBC,Bar chart / means,Bar chart,means,256,threshold,median,0.0668069599239586,4,False,93.73767115948318
WDBC__15,WDBC,Bar chart / means,Bar chart,means,256,threshold,spread,0.2729421753983628,4,False,78.55816386058963
WDBC__15,WDBC,Bar chart / means,Bar chart,means,256,threshold,five,0.1556391019980062,4,False,86.53220527681015
WDBC__15,WDBC,Bar chart / means,Bar chart,means,256,alpha,median,0.0780096741606661,4,False,92.76354600236735
WDBC__15,WDBC,Bar chart / means,Bar chart,means,256,alpha,spread,0.2729421753983628,4,False,78.55816386058963
WDBC__15,WDBC,Bar chart / means,Bar chart,means,256,alpha,five,0.1578796448453477,4,False,86.36476204170297
WDBC__15,WDBC,Box plot / five,Box plot,five,256,threshold,median,0.0004093254962867,4,True,99.95908419825219
WDBC__15,WDBC,Box plot / five,Box plot,five,256,threshold,spread,0.0224054284734151,4,False,97.80855736389532
WDBC__15,WDBC,Box plot / five,Box plot,five,256,threshold,five,0.5663328740647591,4,False,63.84338964966751
WDBC__15,WDBC,Box plot / five,Box plot,five,256,alpha,median,0.0004093254962867,4,True,99.95908419825219
WDBC__15,WDBC,Box plot / five,Box plot,five,256,alpha,spread,0.0040770337173812,4,True,99.59395209924413
WDBC__15,WDBC,Box plot / five,Box plot,five,256,alpha,five,0.1278776898509713,4,False,88.66209598774243
WDBC__15,WDBC,Interval plot / five,Interval plot,five,256,threshold,median,0.0004093254962867,4,True,99.95908419825219
WDBC__15,WDBC,Interval plot / five,Interval plot,five,256,threshold,spread,0.0040770337173821,4,True,99.59395209924405
WDBC__15,WDBC,Interval plot / five,Interval plot,five,256,threshold,five,0.5606710167067608,4,False,64.07500295034268
WDBC__15,WDBC,Interval plot / five,Interval plot,five,256,alpha,median,0.0004093254962867,4,True,99.95908419825219
WDBC__15,WDBC,Interval plot / five,Interval plot,five,256,alpha,spread,0.0040770337173804,4,True,99.59395209924422
WDBC__15,WDBC,Interval plot / five,Interval plot,five,256,alpha,five,0.1278776898509712,4,False,88.66209598774243
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,256,threshold,median,0.0156909526889577,4,False,98.45514497816318
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,256,threshold,spread,0.0396826685625597,4,False,96.18319418391151
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,256,threshold,five,0.0334498053931965,4,True,96.7632868845072
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,256,alpha,median,0.0449595152862564,4,False,95.69748735443208
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,256,alpha,spread,0.1420637425224529,4,False,87.56078691293713
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,256,alpha,five,0.0534694088484054,4,False,94.92444598777148
WDBC__15,WDBC,Histogram / 16,Histogram,16,256,threshold,median,0.0601445195539733,4,False,94.32676220603607
WDBC__15,WDBC,Histogram / 16,Histogram,16,256,threshold,spread,0.0760370298965572,4,False,92.93360471954513
WDBC__15,WDBC,Histogram / 16,Histogram,16,256,threshold,five,0.0960508558575724,4,False,91.23664241086512
WDBC__15,WDBC,Histogram / 16,Histogram,16,256,alpha,median,0.0652786993980764,4,False,93.87214825238114
WDBC__15,WDBC,Histogram / 16,Histogram,16,256,alpha,spread,0.0478656019453515,4,False,95.43208576973139
WDBC__15,WDBC,Histogram / 16,Histogram,16,256,alpha,five,0.07333324056692,4,False,93.16770991568411
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,256,threshold,median,0.0666820999510417,4,False,93.74864357861613
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,256,threshold,spread,0.0509213416678358,4,False,95.15460009718497
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,256,threshold,five,0.069511533138161,4,False,93.50062799844707
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,256,alpha,median,0.0666820999510417,4,False,93.74864357861613
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,256,alpha,spread,0.0509213416678358,4,False,95.15460009718497
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,256,alpha,five,0.069511533138161,4,False,93.50062799844707
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,256,threshold,median,0.0321833183277836,4,False,96.8820152625676
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,256,threshold,spread,0.0170718478543943,4,False,98.32147080951961
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,256,threshold,five,0.0407525938764192,4,False,96.08431493553805
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,256,alpha,median,0.035756963524188,4,False,96.54774577594688
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,256,alpha,spread,0.0041863318735341,4,False,99.58311204398456
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,256,alpha,five,0.0281311237671487,4,True,97.26385836233864
WDBC__15,WDBC,Bar chart / means,Bar chart,means,384,threshold,median,0.0745603370796092,4,False,93.06131684682816
WDBC__15,WDBC,Bar chart / means,Bar chart,means,384,threshold,spread,0.2729421753983628,4,False,78.55816386058963
WDBC__15,WDBC,Bar chart / means,Bar chart,means,384,threshold,five,0.1571897774291363,4,False,86.41624904617149
WDBC__15,WDBC,Bar chart / means,Bar chart,means,384,alpha,median,0.0818558376315797,4,False,92.4337573654194
WDBC__15,WDBC,Bar chart / means,Bar chart,means,384,alpha,spread,0.2729421753983628,4,False,78.55816386058963
WDBC__15,WDBC,Bar chart / means,Bar chart,means,384,alpha,five,0.1586488775395304,4,False,86.30742405098324
WDBC__15,WDBC,Box plot / five,Box plot,five,384,threshold,median,0.0072955005519703,4,False,99.27573382905288
WDBC__15,WDBC,Box plot / five,Box plot,five,384,threshold,spread,0.0240299244441656,4,False,97.65339626601158
WDBC__15,WDBC,Box plot / five,Box plot,five,384,threshold,five,0.5702546484580565,4,False,63.68393820594452
WDBC__15,WDBC,Box plot / five,Box plot,five,384,alpha,median,0.0072955005519703,4,False,99.27573382905288
WDBC__15,WDBC,Box plot / five,Box plot,five,384,alpha,spread,0.0145910011039407,4,False,98.56188344977781
WDBC__15,WDBC,Box plot / five,Box plot,five,384,alpha,five,0.1295796269409798,4,False,88.52850884962444
WDBC__15,WDBC,Interval plot / five,Interval plot,five,384,threshold,median,0.0056901689920646,4,True,99.43420258370752
WDBC__15,WDBC,Interval plot / five,Interval plot,five,384,threshold,spread,0.0145910011039405,4,False,98.56188344977784
WDBC__15,WDBC,Interval plot / five,Interval plot,five,384,threshold,five,0.5668785173897151,4,False,63.82115709046251
WDBC__15,WDBC,Interval plot / five,Interval plot,five,384,alpha,median,0.0056901689920646,4,True,99.43420258370752
WDBC__15,WDBC,Interval plot / five,Interval plot,five,384,alpha,spread,0.0145910011039407,4,False,98.56188344977781
WDBC__15,WDBC,Interval plot / five,Interval plot,five,384,alpha,five,0.1292585606289987,4,False,88.55367892389485
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,384,threshold,median,0.0139613949049462,4,False,98.62308417508785
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,384,threshold,spread,0.0279795406931547,4,False,97.27820062699999
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,384,threshold,five,0.0201919061715567,4,True,98.02077373390166
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,384,alpha,median,0.0131245311646707,4,False,98.70454906964073
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,384,alpha,spread,0.0728547795162381,4,False,93.20925991967998
WDBC__15,WDBC,Dot plot / raw,Dot plot,raw,384,alpha,five,0.0207810641411126,4,True,97.96419968285777
WDBC__15,WDBC,Histogram / 16,Histogram,16,384,threshold,median,0.0645445761366804,4,False,93.93688366053041
WDBC__15,WDBC,Histogram / 16,Histogram,16,384,threshold,spread,0.0615847653686965,4,False,94.19878964188906
WDBC__15,WDBC,Histogram / 16,Histogram,16,384,threshold,five,0.0831006386745653,4,False,92.32752380459688
WDBC__15,WDBC,Histogram / 16,Histogram,16,384,alpha,median,0.0679069060502645,4,False,93.64112118148732
WDBC__15,WDBC,Histogram / 16,Histogram,16,384,alpha,spread,0.0434950744664321,4,False,95.8317891928074
WDBC__15,WDBC,Histogram / 16,Histogram,16,384,alpha,five,0.0667836009675018,4,False,93.73972369776462
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,384,threshold,median,0.0666820999510417,4,False,93.74864357861613
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,384,threshold,spread,0.0509213416678358,4,False,95.15460009718497
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,384,threshold,five,0.069511533138161,4,False,93.50062799844707
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,384,alpha,median,0.0666820999510417,4,False,93.74864357861613
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,384,alpha,spread,0.0509213416678358,4,False,95.15460009718497
WDBC__15,WDBC,Heatmap / 16,Heatmap,16,384,alpha,five,0.069511533138161,4,False,93.50062799844707
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,384,threshold,median,0.0306783409205703,4,False,97.02348058530373
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,384,threshold,spread,0.0142218263431409,4,True,98.59775978254986
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,384,threshold,five,0.0405261402608118,4,False,96.1052261262121
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,384,alpha,median,0.0326399818858864,4,False,96.83917120599216
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,384,alpha,spread,0.0062208439884133,4,True,99.3817615660042
WDBC__15,WDBC,Violin plot / 64,Violin plot,64,384,alpha,five,0.0327743196220751,4,False,96.82657488675083
WDBC__16,WDBC,Bar chart / means,Bar chart,means,256,threshold,median,0.0769845662131413,4,False,92.8518412771845
WDBC__16,WDBC,Bar chart / means,Bar chart,means,256,threshold,spread,0.1325966660714491,4,False,88.29268440888345
WDBC__16,WDBC,Bar chart / means,Bar chart,means,256,threshold,five,0.0607274536545108,4,False,94.2749239264726
WDBC__16,WDBC,Bar chart / means,Bar chart,means,256,alpha,median,0.0940681038718857,4,False,91.40198827303523
WDBC__16,WDBC,Bar chart / means,Bar chart,means,256,alpha,spread,0.1325966660714491,4,False,88.29268440888345
WDBC__16,WDBC,Bar chart / means,Bar chart,means,256,alpha,five,0.0640469492739343,4,False,93.98081547833603
WDBC__16,WDBC,Box plot / five,Box plot,five,256,threshold,median,0.0210484576777896,4,False,97.93854468712867
WDBC__16,WDBC,Box plot / five,Box plot,five,256,threshold,spread,0.0211551728572514,4,False,97.92830968107833
WDBC__16,WDBC,Box plot / five,Box plot,five,256,threshold,five,0.6124774347389239,4,False,62.01637173061649
WDBC__16,WDBC,Box plot / five,Box plot,five,256,alpha,median,0.0210484576777896,4,False,97.93854468712867
WDBC__16,WDBC,Box plot / five,Box plot,five,256,alpha,spread,0.0191193552579983,4,True,98.12393365317274
WDBC__16,WDBC,Box plot / five,Box plot,five,256,alpha,five,1.1302189697716785,4,False,46.94353088533346
WDBC__16,WDBC,Interval plot / five,Interval plot,five,256,threshold,median,0.0148552501380378,4,True,98.53621980710872
WDBC__16,WDBC,Interval plot / five,Interval plot,five,256,threshold,spread,0.019119355257998,4,True,98.12393365317276
WDBC__16,WDBC,Interval plot / five,Interval plot,five,256,threshold,five,0.6109395642260749,4,False,62.07557516165534
WDBC__16,WDBC,Interval plot / five,Interval plot,five,256,alpha,median,0.0148552501380378,4,True,98.53621980710872
WDBC__16,WDBC,Interval plot / five,Interval plot,five,256,alpha,spread,0.0191193552579984,4,True,98.12393365317271
WDBC__16,WDBC,Interval plot / five,Interval plot,five,256,alpha,five,1.128980328263728,4,False,46.970842648205284
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,256,threshold,median,0.0253199027523687,4,False,97.53053630536186
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,256,threshold,spread,0.0364699249961645,4,False,96.48133302118734
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,256,threshold,five,0.0289363058686248,4,True,97.18774566476233
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,256,alpha,median,0.0321887273869036,4,False,96.88150756418422
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,256,alpha,spread,0.0975254841153793,4,False,91.11405743858548
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,256,alpha,five,0.0401954048071603,4,True,96.13578327481537
WDBC__16,WDBC,Histogram / 16,Histogram,16,256,threshold,median,0.089777999183363,4,False,91.76180843707259
WDBC__16,WDBC,Histogram / 16,Histogram,16,256,threshold,spread,0.4045545219378881,4,False,71.19695137361295
WDBC__16,WDBC,Histogram / 16,Histogram,16,256,threshold,five,0.2173412906901339,4,False,82.14623192753784
WDBC__16,WDBC,Histogram / 16,Histogram,16,256,alpha,median,0.0775381897177453,4,False,92.80413534688213
WDBC__16,WDBC,Histogram / 16,Histogram,16,256,alpha,spread,0.4070094414453055,4,False,71.07272847954609
WDBC__16,WDBC,Histogram / 16,Histogram,16,256,alpha,five,0.1930468003896795,4,False,83.81900858150532
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,256,threshold,median,0.0837957847152327,4,False,92.2683049798676
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,256,threshold,spread,0.4022113066174012,4,False,71.31592758386265
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,256,threshold,five,0.2081533001427345,4,False,82.77095298103787
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,256,alpha,median,0.0837957847152327,4,False,92.2683049798676
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,256,alpha,spread,0.4022113066174012,4,False,71.31592758386265
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,256,alpha,five,0.2081533001427345,4,False,82.77095298103787
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,256,threshold,median,0.0288641452448839,4,False,97.19456204414492
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,256,threshold,spread,0.1018352876101203,4,False,90.75766688948573
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,256,threshold,five,0.0432106396250132,4,False,95.85791804802284
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,256,alpha,median,0.0335983552941277,4,False,96.74937995769481
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,256,alpha,spread,0.1135417699676185,4,False,89.80354639315235
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,256,alpha,five,0.0524804980246853,4,False,95.01363701054967
WDBC__16,WDBC,Bar chart / means,Bar chart,means,384,threshold,median,0.0844789791915011,4,False,92.21017826878658
WDBC__16,WDBC,Bar chart / means,Bar chart,means,384,threshold,spread,0.1325966660714491,4,False,88.29268440888345
WDBC__16,WDBC,Bar chart / means,Bar chart,means,384,threshold,five,0.064445529009958,4,False,93.94562452905423
WDBC__16,WDBC,Bar chart / means,Bar chart,means,384,alpha,median,0.0956042257867053,4,False,91.27383561175513
WDBC__16,WDBC,Bar chart / means,Bar chart,means,384,alpha,spread,0.1325966660714491,4,False,88.29268440888345
WDBC__16,WDBC,Bar chart / means,Bar chart,means,384,alpha,five,0.0680446496949533,4,False,93.62904446790799
WDBC__16,WDBC,Box plot / five,Box plot,five,384,threshold,median,0.0133867433802707,4,False,98.67900942382394
WDBC__16,WDBC,Box plot / five,Box plot,five,384,threshold,spread,0.0231567862614099,4,False,97.73673140105689
WDBC__16,WDBC,Box plot / five,Box plot,five,384,threshold,five,0.6220690835334775,4,False,61.64965537852576
WDBC__16,WDBC,Box plot / five,Box plot,five,384,alpha,median,0.0133867433802707,4,False,98.67900942382394
WDBC__16,WDBC,Box plot / five,Box plot,five,384,alpha,spread,0.0009062930710015,4,True,99.90945275524037
WDBC__16,WDBC,Box plot / five,Box plot,five,384,alpha,five,1.129387392647525,4,False,46.96186346612454
WDBC__16,WDBC,Interval plot / five,Interval plot,five,384,threshold,median,0.0096741274740901,4,False,99.04185645538011
WDBC__16,WDBC,Interval plot / five,Interval plot,five,384,threshold,spread,0.0009062930710014,4,True,99.9094527552404
WDBC__16,WDBC,Interval plot / five,Interval plot,five,384,threshold,five,0.6212359310451412,4,False,61.68133711145564
WDBC__16,WDBC,Interval plot / five,Interval plot,five,384,alpha,median,0.0096741274740901,4,True,99.04185645538011
WDBC__16,WDBC,Interval plot / five,Interval plot,five,384,alpha,spread,0.0009062930710017,4,True,99.90945275524035
WDBC__16,WDBC,Interval plot / five,Interval plot,five,384,alpha,five,1.128644869466289,4,False,46.978244908025836
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,384,threshold,median,0.0080237961894222,4,True,99.2040072645354
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,384,threshold,spread,0.0128430697920972,4,False,98.73197831182935
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,384,threshold,five,0.0182317940100959,4,True,98.20946525954628
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,384,alpha,median,0.0137032358282486,4,False,98.64820044526618
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,384,alpha,spread,0.0273202626930926,4,False,97.3406284597684
WDBC__16,WDBC,Dot plot / raw,Dot plot,raw,384,alpha,five,0.017072901462349,4,True,98.32136895616809
WDBC__16,WDBC,Histogram / 16,Histogram,16,384,threshold,median,0.0841336673763934,4,False,92.23954850696619
WDBC__16,WDBC,Histogram / 16,Histogram,16,384,threshold,spread,0.4115859355840003,4,False,70.84230402070992
WDBC__16,WDBC,Histogram / 16,Histogram,16,384,threshold,five,0.212177354294158,4,False,82.49617900033222
WDBC__16,WDBC,Histogram / 16,Histogram,16,384,alpha,median,0.0761683338303675,4,False,92.9222658355627
WDBC__16,WDBC,Histogram / 16,Histogram,16,384,alpha,spread,0.4130933851715807,4,False,70.76673137767027
WDBC__16,WDBC,Histogram / 16,Histogram,16,384,alpha,five,0.1960460599367645,4,False,83.60882021992285
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,384,threshold,median,0.0837957847152327,4,False,92.2683049798676
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,384,threshold,spread,0.4022113066174012,4,False,71.31592758386265
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,384,threshold,five,0.2081533001427345,4,False,82.77095298103787
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,384,alpha,median,0.0837957847152327,4,False,92.2683049798676
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,384,alpha,spread,0.4022113066174012,4,False,71.31592758386265
WDBC__16,WDBC,Heatmap / 16,Heatmap,16,384,alpha,five,0.2081533001427345,4,False,82.77095298103787
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,384,threshold,median,0.0266609615205954,4,False,97.40313866798756
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,384,threshold,spread,0.1072081969880202,4,False,90.3172504250183
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,384,threshold,five,0.0445668102483844,4,False,95.7334648381383
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,384,alpha,median,0.0306003431727175,4,False,97.03082350249235
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,384,alpha,spread,0.1169003022535539,4,False,89.53350607769683
WDBC__16,WDBC,Violin plot / 64,Violin plot,64,384,alpha,five,0.0544743535738892,4,False,94.83398023012495
WDBC__17,WDBC,Bar chart / means,Bar chart,means,256,threshold,median,0.0251979577263697,4,False,97.54213734660061
WDBC__17,WDBC,Bar chart / means,Bar chart,means,256,threshold,spread,0.1144867404351218,4,False,89.72740219498498
WDBC__17,WDBC,Bar chart / means,Bar chart,means,256,threshold,five,0.0687406878964407,4,False,93.56806672797867
WDBC__17,WDBC,Bar chart / means,Bar chart,means,256,alpha,median,0.0152090881992739,4,False,98.50187627592548
WDBC__17,WDBC,Bar chart / means,Bar chart,means,256,alpha,spread,0.1144867404351218,4,False,89.72740219498498
WDBC__17,WDBC,Bar chart / means,Bar chart,means,256,alpha,five,0.0667429139910216,4,False,93.743299054004
WDBC__17,WDBC,Box plot / five,Box plot,five,256,threshold,median,0.0052202186721779,4,True,99.48068904950266
WDBC__17,WDBC,Box plot / five,Box plot,five,256,threshold,spread,0.0309494818247326,4,False,96.9979632978763
WDBC__17,WDBC,Box plot / five,Box plot,five,256,threshold,five,0.5527520189665244,4,False,64.40178391560404
WDBC__17,WDBC,Box plot / five,Box plot,five,256,alpha,median,0.0052202186721779,4,False,99.48068904950266
WDBC__17,WDBC,Box plot / five,Box plot,five,256,alpha,spread,0.0377969365895541,4,False,96.35796413952004
WDBC__17,WDBC,Box plot / five,Box plot,five,256,alpha,five,0.4056801240323072,4,False,71.13994022561968
WDBC__17,WDBC,Interval plot / five,Interval plot,five,256,threshold,median,0.005220218672178,4,True,99.48068904950266
WDBC__17,WDBC,Interval plot / five,Interval plot,five,256,threshold,spread,0.0377969365895547,4,False,96.35796413951998
WDBC__17,WDBC,Interval plot / five,Interval plot,five,256,threshold,five,0.5541215099194887,4,False,64.34503310180715
WDBC__17,WDBC,Interval plot / five,Interval plot,five,256,alpha,median,0.005220218672178,4,False,99.48068904950266
WDBC__17,WDBC,Interval plot / five,Interval plot,five,256,alpha,spread,0.0377969365895541,4,False,96.35796413952004
WDBC__17,WDBC,Interval plot / five,Interval plot,five,256,alpha,five,0.4056801240323072,4,False,71.13994022561968
WDBC__17,WDBC,Dot plot / raw,Dot plot,raw,256,threshold,median,0.0125231373006531,4,False,98.76317519676249
WDBC__17,WDBC,Dot plot / raw,Dot plot,raw,256,threshold,spread,0.0604365539685066,4,False,94.30078548854877
WDBC__17,WDBC,Dot plot / raw,Dot plot,raw,256,threshold,five,0.0278659488292816,4,True,97.28895106788775
WDBC__17,WDBC,Dot plot / raw,Dot plot,raw,256,alpha,median,0.025596480144168,4,False,97.50423479021985
WDBC__17,WDBC,Dot plot / raw,Dot plot,raw,256,alpha,spread,0.0848947431718849,4,False,92.17484058189093
WDBC__17,WDBC,Dot plot / raw,Dot plot,raw,256,alpha,five,0.0436202009183544,4,False,95.82029929279157
WDBC__17,WDBC,Histogram / 16,Histogram,16,256,threshold,median,0.0421743970596694,4,False,95.95323036349217
WDBC__17,WDBC,Histogram / 16,Histogram,16,256,threshold,spread,0.0077391534256621,4,True,99.23202810971927
WDBC__17,WDBC,Histogram / 16,Histogram,16,256,threshold,five,0.063532589788605,4,False,94.02626770457188
WDBC__17,WDBC,Histogram / 16,Histogram,16,256,alpha,median,0.0408311845084965,4,False,96.07705984253556
WDBC__17,WDBC,Histogram / 16,Histogram,16,256,alpha,spread,0.0085451826863161,4,True,99.15272187770948
WDBC__17,WDBC,Histogram / 16,Histogram,16,256,alpha,five,0.0586589608292362,4,False,94.4591258375323
WDBC__17,WDBC,Heatmap / 16,Heatmap,16,256,threshold,median,0.034555678169994,4,False,96.65985322016512
WDBC__17,WDBC,Heatmap / 16,Heatmap,16,256,threshold,spread,0.0118217966533667,4,False,98.83163253722468
WDBC__17,WDBC,Heatmap / 16,Heatmap,16,256,threshold,five,0.0529662688979149,4,False,94.96980383299913
WDBC__17,WDBC,Heatmap / 16,Heatmap,16,256,alpha,median,0.034555678169994,4,False,96.65985322016512
WDBC__17,WDBC,Heatmap / 16,Heatmap,16,256,alpha,spread,0.0118217966533667,4,False,98.83163253722468
WDBC__17,WDBC,Heatmap / 16,Heatmap,16,256,alpha,five,0.0529662688979149,4,False,94.96980383299913
WDBC__17,WDBC,Violin plot / 64,Violin plot,64,256,threshold,median,0.005746167767685,4,False,99.42866620307994
WDBC__17,WDBC,Violin plot / 64,Violin plot,64,256,threshold,spread,0.0160229554474761,4,False,98.42297308721541
WDBC__17,WDBC,Violin plot / 64,Violin plot,64,256,threshold,five,0.0359346854758499,4,False,96.53118232455518
WDBC__17,WDBC,Violin plot / 64,Violin plot,64,256,alpha,median,0.0005543435244395,4,True,99.944596360205
WDBC__17,WDBC,Violin plot / 64,Violin plot,64,256,alpha,spread,0.0252909148574996,4,False,97.53329377145465
WDBC__17,WDBC,Violin plot / 64,Violin plot,64,256,alpha,five,0.0306796769359645,4,True,97.02335481891231
