key,dataset,candidate,family,setting,H,observer,task,loss,successful,winner,score
CKD__06,CKD,Violin plot / 64,Violin plot,64,384,threshold,five,0.250710895918275,4,False,79.95452852162111
CKD__06,CKD,Violin plot / 64,Violin plot,64,384,alpha,median,0.1768205290793076,4,False,84.97472429227214
CKD__06,CKD,Violin plot / 64,Violin plot,64,384,alpha,spread,0.4702981777030831,4,False,68.01341490895484
CKD__06,CKD,Violin plot / 64,Violin plot,64,384,alpha,five,0.250898002970177,4,False,79.94256906842638
CKD__07,CKD,Bar chart / means,Bar chart,means,256,threshold,median,0.2186236833680024,4,False,82.05978708999191
CKD__07,CKD,Bar chart / means,Bar chart,means,256,threshold,spread,0.2413076315396396,4,False,80.56020720340398
CKD__07,CKD,Bar chart / means,Bar chart,means,256,threshold,five,0.2818149331260446,4,False,78.01438211998635
CKD__07,CKD,Bar chart / means,Bar chart,means,256,alpha,median,0.2303009989539197,4,False,81.28092237999186
CKD__07,CKD,Bar chart / means,Bar chart,means,256,alpha,spread,0.2413076315396396,4,False,80.56020720340398
CKD__07,CKD,Bar chart / means,Bar chart,means,256,alpha,five,0.2841503962432281,4,False,77.87249865167601
CKD__07,CKD,Box plot / five,Box plot,five,256,threshold,median,0.0032453127644109,4,True,99.67651852212809
CKD__07,CKD,Box plot / five,Box plot,five,256,threshold,spread,0.0272352910824875,4,False,97.3486803540611
CKD__07,CKD,Box plot / five,Box plot,five,256,threshold,five,0.478604790658047,4,False,67.63132422660108
CKD__07,CKD,Box plot / five,Box plot,five,256,alpha,median,0.0032453127644109,4,True,99.67651852212809
CKD__07,CKD,Box plot / five,Box plot,five,256,alpha,spread,0.007761319821311,4,True,99.22984543376927
CKD__07,CKD,Box plot / five,Box plot,five,256,alpha,five,0.3593381184169563,4,False,73.56521430919405
CKD__07,CKD,Interval plot / five,Interval plot,five,256,threshold,median,0.0032453127644102,4,True,99.67651852212818
CKD__07,CKD,Interval plot / five,Interval plot,five,256,threshold,spread,0.0077613198213098,4,True,99.22984543376938
CKD__07,CKD,Interval plot / five,Interval plot,five,256,threshold,five,0.4728416259120647,4,False,67.89596263486544
CKD__07,CKD,Interval plot / five,Interval plot,five,256,alpha,median,0.0032453127644102,4,True,99.67651852212818
CKD__07,CKD,Interval plot / five,Interval plot,five,256,alpha,spread,0.0077613198213091,4,True,99.22984543376944
CKD__07,CKD,Interval plot / five,Interval plot,five,256,alpha,five,0.359338118416956,4,False,73.56521430919408
CKD__07,CKD,Dot plot / raw,Dot plot,raw,256,threshold,median,0.0268305270878584,4,False,97.38705400939422
CKD__07,CKD,Dot plot / raw,Dot plot,raw,256,threshold,spread,0.0156672485592656,4,False,98.45744277158785
CKD__07,CKD,Dot plot / raw,Dot plot,raw,256,threshold,five,0.0371982606097944,4,True,96.41358243428554
CKD__07,CKD,Dot plot / raw,Dot plot,raw,256,alpha,median,0.0457598488324293,4,False,95.62424882887602
CKD__07,CKD,Dot plot / raw,Dot plot,raw,256,alpha,spread,0.0550594510770492,4,False,94.78138876242072
CKD__07,CKD,Dot plot / raw,Dot plot,raw,256,alpha,five,0.0379620603139395,4,True,96.3426350764249
CKD__07,CKD,Histogram / 16,Histogram,16,256,threshold,median,0.139760068364552,4,False,87.73776409230634
CKD__07,CKD,Histogram / 16,Histogram,16,256,threshold,spread,0.1068592769896717,4,False,90.34572151933376
CKD__07,CKD,Histogram / 16,Histogram,16,256,threshold,five,0.1016079458045113,4,False,90.77639679420554
CKD__07,CKD,Histogram / 16,Histogram,16,256,alpha,median,0.1436664315333647,4,False,87.43808268108869
CKD__07,CKD,Histogram / 16,Histogram,16,256,alpha,spread,0.1219903049676045,4,False,89.12732985057951
CKD__07,CKD,Histogram / 16,Histogram,16,256,alpha,five,0.095856891604405,4,False,91.25279109537156
CKD__07,CKD,Heatmap / 16,Heatmap,16,256,threshold,median,0.1407648720304572,4,False,87.66048328785679
CKD__07,CKD,Heatmap / 16,Heatmap,16,256,threshold,spread,0.1236876124895196,4,False,88.99270481272897
CKD__07,CKD,Heatmap / 16,Heatmap,16,256,threshold,five,0.0972296097391722,4,False,91.138626876622
CKD__07,CKD,Heatmap / 16,Heatmap,16,256,alpha,median,0.1407648720304572,4,False,87.66048328785679
CKD__07,CKD,Heatmap / 16,Heatmap,16,256,alpha,spread,0.1236876124895196,4,False,88.99270481272897
CKD__07,CKD,Heatmap / 16,Heatmap,16,256,alpha,five,0.0972296097391722,4,False,91.138626876622
CKD__07,CKD,Violin plot / 64,Violin plot,64,256,threshold,median,0.1259849454442458,4,False,88.8111341138278
CKD__07,CKD,Violin plot / 64,Violin plot,64,256,threshold,spread,0.2064105403238615,4,False,82.89052246937014
CKD__07,CKD,Violin plot / 64,Violin plot,64,256,threshold,five,0.1019174607253108,4,False,90.75089883245646
CKD__07,CKD,Violin plot / 64,Violin plot,64,256,alpha,median,0.1232474595246155,4,False,89.02757727341962
CKD__07,CKD,Violin plot / 64,Violin plot,64,256,alpha,spread,0.2056633899589082,4,False,82.9418897785461
CKD__07,CKD,Violin plot / 64,Violin plot,64,256,alpha,five,0.1019788770708589,4,False,90.74584103264063
CKD__07,CKD,Bar chart / means,Bar chart,means,384,threshold,median,0.2348828339522071,4,False,80.97934253402234
CKD__07,CKD,Bar chart / means,Bar chart,means,384,threshold,spread,0.2413076315396396,4,False,80.56020720340398
CKD__07,CKD,Bar chart / means,Bar chart,means,384,threshold,five,0.2850667632428855,4,False,77.81696862787774
CKD__07,CKD,Bar chart / means,Bar chart,means,384,alpha,median,0.2424874073174229,4,False,80.48371308318026
CKD__07,CKD,Bar chart / means,Bar chart,means,384,alpha,spread,0.2413076315396396,4,False,80.56020720340398
CKD__07,CKD,Bar chart / means,Bar chart,means,384,alpha,five,0.2865876779159286,4,False,77.72497880749519
CKD__07,CKD,Box plot / five,Box plot,five,384,threshold,median,0.0076045733652155,4,False,99.24528197209173
CKD__07,CKD,Box plot / five,Box plot,five,384,threshold,spread,0.0238330781692723,4,False,97.67217150163886
CKD__07,CKD,Box plot / five,Box plot,five,384,threshold,five,0.4856600980226098,4,False,67.3101472760145
CKD__07,CKD,Box plot / five,Box plot,five,384,alpha,median,0.0076045733652155,4,False,99.24528197209173
CKD__07,CKD,Box plot / five,Box plot,five,384,alpha,spread,0.0086239314388422,4,True,99.14498048578525
CKD__07,CKD,Box plot / five,Box plot,five,384,alpha,five,0.3637830525644383,4,False,73.32544557725763
CKD__07,CKD,Interval plot / five,Interval plot,five,384,threshold,median,0.0033728164978737,4,True,99.66385211534373
CKD__07,CKD,Interval plot / five,Interval plot,five,384,threshold,spread,0.0086239314388418,4,True,99.14498048578527
CKD__07,CKD,Interval plot / five,Interval plot,five,384,threshold,five,0.4833931432959817,4,False,67.41301215523212
CKD__07,CKD,Interval plot / five,Interval plot,five,384,alpha,median,0.0033728164978737,4,True,99.66385211534373
CKD__07,CKD,Interval plot / five,Interval plot,five,384,alpha,spread,0.0086239314388418,4,True,99.14498048578527
CKD__07,CKD,Interval plot / five,Interval plot,five,384,alpha,five,0.3629367011909699,4,False,73.37097894026728
CKD__07,CKD,Dot plot / raw,Dot plot,raw,384,threshold,median,0.0208128501171965,4,False,97.96114928267146
CKD__07,CKD,Dot plot / raw,Dot plot,raw,384,threshold,spread,0.0228244975441005,4,False,97.76848348872124
CKD__07,CKD,Dot plot / raw,Dot plot,raw,384,threshold,five,0.0319117259694068,4,True,96.90751396981868
CKD__07,CKD,Dot plot / raw,Dot plot,raw,384,alpha,median,0.0356170271273802,4,False,96.56079166386675
CKD__07,CKD,Dot plot / raw,Dot plot,raw,384,alpha,spread,0.0428750170495829,4,False,95.88876746027714
CKD__07,CKD,Dot plot / raw,Dot plot,raw,384,alpha,five,0.0314712495950811,4,True,96.94889706257585
CKD__07,CKD,Histogram / 16,Histogram,16,384,threshold,median,0.1428161200848807,4,False,87.50314091874436
CKD__07,CKD,Histogram / 16,Histogram,16,384,threshold,spread,0.1096780985801427,4,False,90.11622391029631
CKD__07,CKD,Histogram / 16,Histogram,16,384,threshold,five,0.1029750059347176,4,False,90.66388581965633
CKD__07,CKD,Histogram / 16,Histogram,16,384,alpha,median,0.1453511440214212,4,False,87.30946882271567
CKD__07,CKD,Histogram / 16,Histogram,16,384,alpha,spread,0.1195251105785393,4,False,89.3235882385191
CKD__07,CKD,Histogram / 16,Histogram,16,384,alpha,five,0.0978475029218796,4,False,91.08733201455921
CKD__07,CKD,Heatmap / 16,Heatmap,16,384,threshold,median,0.1407648720304572,4,False,87.66048328785679
CKD__07,CKD,Heatmap / 16,Heatmap,16,384,threshold,spread,0.1236876124895196,4,False,88.99270481272897
CKD__07,CKD,Heatmap / 16,Heatmap,16,384,threshold,five,0.0972296097391722,4,False,91.138626876622
CKD__07,CKD,Heatmap / 16,Heatmap,16,384,alpha,median,0.1407648720304572,4,False,87.66048328785679
CKD__07,CKD,Heatmap / 16,Heatmap,16,384,alpha,spread,0.1236876124895196,4,False,88.99270481272897
CKD__07,CKD,Heatmap / 16,Heatmap,16,384,alpha,five,0.0972296097391722,4,False,91.138626876622
CKD__07,CKD,Violin plot / 64,Violin plot,64,384,threshold,median,0.1290638092951667,4,False,88.56895347874655
CKD__07,CKD,Violin plot / 64,Violin plot,64,384,threshold,spread,0.2082456055572472,4,False,82.76462959191119
CKD__07,CKD,Violin plot / 64,Violin plot,64,384,threshold,five,0.1030049640360275,4,False,90.66142334852964
CKD__07,CKD,Violin plot / 64,Violin plot,64,384,alpha,median,0.1273920979472687,4,False,88.70028464992602
CKD__07,CKD,Violin plot / 64,Violin plot,64,384,alpha,spread,0.2078717454306028,4,False,82.79024687703932
CKD__07,CKD,Violin plot / 64,Violin plot,64,384,alpha,five,0.103136592398896,4,False,90.65060545452366
CKD__08,CKD,Bar chart / means,Bar chart,means,256,threshold,median,0.0544320271433812,4,False,94.83778700360175
CKD__08,CKD,Bar chart / means,Bar chart,means,256,threshold,spread,0.2482672731254672,4,False,80.1110484532816
CKD__08,CKD,Bar chart / means,Bar chart,means,256,threshold,five,0.2591536785541434,4,False,79.4184234245558
CKD__08,CKD,Bar chart / means,Bar chart,means,256,alpha,median,0.0657452667719155,4,False,93.83105242671598
CKD__08,CKD,Bar chart / means,Bar chart,means,256,alpha,spread,0.2482672731254672,4,False,80.1110484532816
CKD__08,CKD,Bar chart / means,Bar chart,means,256,alpha,five,0.2614163264798503,4,False,79.27596773625348
CKD__08,CKD,Box plot / five,Box plot,five,256,threshold,median,0.0122136807696971,4,False,98.79336932490286
CKD__08,CKD,Box plot / five,Box plot,five,256,threshold,spread,0.022938478608206,4,False,97.75758962167346
CKD__08,CKD,Box plot / five,Box plot,five,256,threshold,five,0.496802729734679,4,False,66.80907110433039
CKD__08,CKD,Box plot / five,Box plot,five,256,alpha,median,0.0122136807696971,4,False,98.79336932490286
CKD__08,CKD,Box plot / five,Box plot,five,256,alpha,spread,0.0223144799059293,4,False,97.81725874527545
CKD__08,CKD,Box plot / five,Box plot,five,256,alpha,five,0.4030667057401911,4,False,71.27244883716685
CKD__08,CKD,Interval plot / five,Interval plot,five,256,threshold,median,0.0098375996769855,4,True,99.02582358983938
CKD__08,CKD,Interval plot / five,Interval plot,five,256,threshold,spread,0.022314479905929,4,False,97.8172587452755
CKD__08,CKD,Interval plot / five,Interval plot,five,256,threshold,five,0.4921923473796368,4,False,67.01548910608268
CKD__08,CKD,Interval plot / five,Interval plot,five,256,alpha,median,0.0098375996769855,4,True,99.02582358983938
CKD__08,CKD,Interval plot / five,Interval plot,five,256,alpha,spread,0.0223144799059299,4,False,97.81725874527541
CKD__08,CKD,Interval plot / five,Interval plot,five,256,alpha,five,0.402591489521649,4,False,71.29659686877524
CKD__08,CKD,Dot plot / raw,Dot plot,raw,256,threshold,median,0.0327439594616828,4,False,96.82942135253441
CKD__08,CKD,Dot plot / raw,Dot plot,raw,256,threshold,spread,0.0595529089025912,4,False,94.37943038028446
CKD__08,CKD,Dot plot / raw,Dot plot,raw,256,threshold,five,0.0424962697551599,4,True,95.92360462209227
CKD__08,CKD,Dot plot / raw,Dot plot,raw,256,alpha,median,0.0342205050890915,4,False,96.69117901639905
CKD__08,CKD,Dot plot / raw,Dot plot,raw,256,alpha,spread,0.0485695335313863,4,False,95.36801976614625
CKD__08,CKD,Dot plot / raw,Dot plot,raw,256,alpha,five,0.0412069444646717,4,True,96.04238670480076
CKD__08,CKD,Histogram / 16,Histogram,16,256,threshold,median,0.0829176409413415,4,False,92.34312584757008
CKD__08,CKD,Histogram / 16,Histogram,16,256,threshold,spread,0.0155216173912763,4,False,98.47156208932815
CKD__08,CKD,Histogram / 16,Histogram,16,256,threshold,five,0.0581037214611474,4,False,94.50869321384567
CKD__08,CKD,Histogram / 16,Histogram,16,256,alpha,median,0.0875771856573293,4,False,91.94749698575207
CKD__08,CKD,Histogram / 16,Histogram,16,256,alpha,spread,0.0120221488695615,4,False,98.8120666249261
CKD__08,CKD,Histogram / 16,Histogram,16,256,alpha,five,0.0481500367800678,4,False,95.4061885140046
CKD__08,CKD,Heatmap / 16,Heatmap,16,256,threshold,median,0.0814250887703161,4,False,92.4705752052688
CKD__08,CKD,Heatmap / 16,Heatmap,16,256,threshold,spread,0.0097983177861803,4,True,99.02967576657669
CKD__08,CKD,Heatmap / 16,Heatmap,16,256,threshold,five,0.04447546320722,4,False,95.74183743190565
CKD__08,CKD,Heatmap / 16,Heatmap,16,256,alpha,median,0.0814250887703161,4,False,92.4705752052688
CKD__08,CKD,Heatmap / 16,Heatmap,16,256,alpha,spread,0.0097983177861803,4,True,99.02967576657669
CKD__08,CKD,Heatmap / 16,Heatmap,16,256,alpha,five,0.04447546320722,4,False,95.74183743190565
CKD__08,CKD,Violin plot / 64,Violin plot,64,256,threshold,median,0.0245412484399516,4,False,97.60465979507218
CKD__08,CKD,Violin plot / 64,Violin plot,64,256,threshold,spread,0.1621019283826557,4,False,86.0509715693993
CKD__08,CKD,Violin plot / 64,Violin plot,64,256,threshold,five,0.0762144213891174,4,False,92.91828655383152
CKD__08,CKD,Violin plot / 64,Violin plot,64,256,alpha,median,0.0296683324990891,4,False,97.11865155383757
CKD__08,CKD,Violin plot / 64,Violin plot,64,256,alpha,spread,0.161685562345073,4,False,86.08181356591182
CKD__08,CKD,Violin plot / 64,Violin plot,64,256,alpha,five,0.0792816280700827,4,False,92.6542224005193
CKD__08,CKD,Bar chart / means,Bar chart,means,384,threshold,median,0.0585935730557857,4,False,94.46496043928865
CKD__08,CKD,Bar chart / means,Bar chart,means,384,threshold,spread,0.2482672731254672,4,False,80.1110484532816
CKD__08,CKD,Bar chart / means,Bar chart,means,384,threshold,five,0.2599859877366243,4,False,79.36596198155742
CKD__08,CKD,Bar chart / means,Bar chart,means,384,alpha,median,0.065961050634041,4,False,93.81205808647447
CKD__08,CKD,Bar chart / means,Bar chart,means,384,alpha,spread,0.2482672731254672,4,False,80.1110484532816
CKD__08,CKD,Bar chart / means,Bar chart,means,384,alpha,five,0.2614594832522754,4,False,79.27325556440508
CKD__08,CKD,Box plot / five,Box plot,five,384,threshold,median,0.0003462475702535,4,True,99.965387227563
CKD__08,CKD,Box plot / five,Box plot,five,384,threshold,spread,0.0232159150023654,4,False,97.73108347300172
CKD__08,CKD,Box plot / five,Box plot,five,384,threshold,five,0.4983814320240157,4,False,66.73868072759008
CKD__08,CKD,Box plot / five,Box plot,five,384,alpha,median,0.0003462475702535,4,True,99.965387227563
CKD__08,CKD,Box plot / five,Box plot,five,384,alpha,spread,0.0147349551565098,4,False,98.54790109657384
CKD__08,CKD,Box plot / five,Box plot,five,384,alpha,five,0.4000585589851644,4,False,71.42558385021069
CKD__08,CKD,Interval plot / five,Interval plot,five,384,threshold,median,0.0003462475702535,4,True,99.965387227563
CKD__08,CKD,Interval plot / five,Interval plot,five,384,threshold,spread,0.0147349551565095,4,False,98.54790109657385
CKD__08,CKD,Interval plot / five,Interval plot,five,384,threshold,five,0.4955410683993489,4,False,66.86543225926134
CKD__08,CKD,Interval plot / five,Interval plot,five,384,alpha,median,0.0003462475702535,4,True,99.965387227563
CKD__08,CKD,Interval plot / five,Interval plot,five,384,alpha,spread,0.0147349551565104,4,False,98.54790109657377
CKD__08,CKD,Interval plot / five,Interval plot,five,384,alpha,five,0.4000585589851643,4,False,71.42558385021069
CKD__08,CKD,Dot plot / raw,Dot plot,raw,384,threshold,median,0.0179267858551899,4,False,98.23889241306003
CKD__08,CKD,Dot plot / raw,Dot plot,raw,384,threshold,spread,0.0552768770306327,4,False,94.76186030095037
CKD__08,CKD,Dot plot / raw,Dot plot,raw,384,threshold,five,0.0292959100591276,4,True,97.15379126907783
CKD__08,CKD,Dot plot / raw,Dot plot,raw,384,alpha,median,0.0217807349960837,4,False,97.86835528894883
CKD__08,CKD,Dot plot / raw,Dot plot,raw,384,alpha,spread,0.0615149017198963,4,False,94.20498933927087
CKD__08,CKD,Dot plot / raw,Dot plot,raw,384,alpha,five,0.033347101956746,4,True,96.77290410031635
CKD__08,CKD,Histogram / 16,Histogram,16,384,threshold,median,0.085135057224254,4,False,92.15442753807741
CKD__08,CKD,Histogram / 16,Histogram,16,384,threshold,spread,0.0160576242974008,4,False,98.41961480201434
CKD__08,CKD,Histogram / 16,Histogram,16,384,threshold,five,0.0523186299778685,4,False,95.028252043873
CKD__08,CKD,Histogram / 16,Histogram,16,384,alpha,median,0.0881899656024008,4,False,91.8957196454591
CKD__08,CKD,Histogram / 16,Histogram,16,384,alpha,spread,0.0127702810133763,4,False,98.73907427451383
CKD__08,CKD,Histogram / 16,Histogram,16,384,alpha,five,0.0428351881418084,4,False,95.89242973109347
CKD__08,CKD,Heatmap / 16,Heatmap,16,384,threshold,median,0.0814250887703161,4,False,92.4705752052688
CKD__08,CKD,Heatmap / 16,Heatmap,16,384,threshold,spread,0.0097983177861803,4,True,99.02967576657669
CKD__08,CKD,Heatmap / 16,Heatmap,16,384,threshold,five,0.04447546320722,4,False,95.74183743190565
CKD__08,CKD,Heatmap / 16,Heatmap,16,384,alpha,median,0.0814250887703161,4,False,92.4705752052688
CKD__08,CKD,Heatmap / 16,Heatmap,16,384,alpha,spread,0.0097983177861803,4,True,99.02967576657669
CKD__08,CKD,Heatmap / 16,Heatmap,16,384,alpha,five,0.04447546320722,4,False,95.74183743190565
CKD__08,CKD,Violin plot / 64,Violin plot,64,384,threshold,median,0.0221763611943314,4,False,97.83047602779426
CKD__08,CKD,Violin plot / 64,Violin plot,64,384,threshold,spread,0.1608009239651376,4,False,86.1474159224595
CKD__08,CKD,Violin plot / 64,Violin plot,64,384,threshold,five,0.0739291960976653,4,False,93.11600835825101
CKD__08,CKD,Violin plot / 64,Violin plot,64,384,alpha,median,0.0254425309632289,4,False,97.51887305285358
CKD__08,CKD,Violin plot / 64,Violin plot,64,384,alpha,spread,0.1607620510940066,4,False,86.15030092149463
CKD__08,CKD,Violin plot / 64,Violin plot,64,384,alpha,five,0.0761135623877201,4,False,92.92699534249559
CKD__09,CKD,Bar chart / means,Bar chart,means,256,threshold,median,0.0403042397781437,4,False,96.12572570244076
CKD__09,CKD,Bar chart / means,Bar chart,means,256,threshold,spread,0.3136879480166549,4,False,76.12157830249974
CKD__09,CKD,Bar chart / means,Bar chart,means,256,threshold,five,0.2766406433830181,4,False,78.33057839597386
CKD__09,CKD,Bar chart / means,Bar chart,means,256,alpha,median,0.0276527255837853,4,False,97.30913713403753
CKD__09,CKD,Bar chart / means,Bar chart,means,256,alpha,spread,0.3136879480166549,4,False,76.12157830249974
CKD__09,CKD,Bar chart / means,Bar chart,means,256,alpha,five,0.2705574759692109,4,False,78.70560906638062
CKD__09,CKD,Box plot / five,Box plot,five,256,threshold,median,0.0124651570114513,4,False,98.76883101357824
CKD__09,CKD,Box plot / five,Box plot,five,256,threshold,spread,0.0379545425830751,4,False,96.34333286999056
CKD__09,CKD,Box plot / five,Box plot,five,256,threshold,five,0.6767145143390061,4,False,59.64044513530198
CKD__09,CKD,Box plot / five,Box plot,five,256,alpha,median,0.0124651570114513,4,False,98.76883101357824
CKD__09,CKD,Box plot / five,Box plot,five,256,alpha,spread,0.0176773178703851,4,True,98.26297417069519
CKD__09,CKD,Box plot / five,Box plot,five,256,alpha,five,0.5694192333703316,4,False,63.717837703090815
CKD__09,CKD,Interval plot / five,Interval plot,five,256,threshold,median,0.0114766655968241,4,True,98.86535537722442
CKD__09,CKD,Interval plot / five,Interval plot,five,256,threshold,spread,0.0176773178703848,4,True,98.2629741706952
CKD__09,CKD,Interval plot / five,Interval plot,five,256,threshold,five,0.6709397092100478,4,False,59.84656385195127
CKD__09,CKD,Interval plot / five,Interval plot,five,256,alpha,median,0.0114766655968241,4,True,98.86535537722442
CKD__09,CKD,Interval plot / five,Interval plot,five,256,alpha,spread,0.0176773178703848,4,True,98.2629741706952
CKD__09,CKD,Interval plot / five,Interval plot,five,256,alpha,five,0.5692215350874061,4,False,63.7258651911312
CKD__09,CKD,Dot plot / raw,Dot plot,raw,256,threshold,median,0.0397965577253627,4,False,96.1726592159123
CKD__09,CKD,Dot plot / raw,Dot plot,raw,256,threshold,spread,0.0331103551200932,4,False,96.79508051042191
CKD__09,CKD,Dot plot / raw,Dot plot,raw,256,threshold,five,0.0399790072094973,4,True,96.15578709451357
CKD__09,CKD,Dot plot / raw,Dot plot,raw,256,alpha,median,0.0189661518775845,4,False,98.13868676180884
CKD__09,CKD,Dot plot / raw,Dot plot,raw,256,alpha,spread,0.0832365398348678,4,False,92.31594053801429
CKD__09,CKD,Dot plot / raw,Dot plot,raw,256,alpha,five,0.0568768899866301,4,True,94.61839969011437
CKD__09,CKD,Histogram / 16,Histogram,16,256,threshold,median,0.1240808388973789,4,False,88.9615733492005
CKD__09,CKD,Histogram / 16,Histogram,16,256,threshold,spread,0.0986486502943396,4,False,91.02091007275979
CKD__09,CKD,Histogram / 16,Histogram,16,256,threshold,five,0.1037642578220092,4,False,90.59905617647368
CKD__09,CKD,Histogram / 16,Histogram,16,256,alpha,median,0.1132309411436327,4,False,89.82862073279156
CKD__09,CKD,Histogram / 16,Histogram,16,256,alpha,spread,0.129298699648215,4,False,88.5505314326057
CKD__09,CKD,Histogram / 16,Histogram,16,256,alpha,five,0.1243291127725597,4,False,88.94192889251369
CKD__09,CKD,Heatmap / 16,Heatmap,16,256,threshold,median,0.1074666945166529,4,False,90.29616917161052
CKD__09,CKD,Heatmap / 16,Heatmap,16,256,threshold,spread,0.1406781355053431,4,False,87.66714894179857
CKD__09,CKD,Heatmap / 16,Heatmap,16,256,threshold,five,0.1344464855361917,4,False,88.14871505616713
CKD__09,CKD,Heatmap / 16,Heatmap,16,256,alpha,median,0.1074666945166529,4,False,90.29616917161052
CKD__09,CKD,Heatmap / 16,Heatmap,16,256,alpha,spread,0.1406781355053431,4,False,87.66714894179857
CKD__09,CKD,Heatmap / 16,Heatmap,16,256,alpha,five,0.1344464855361917,4,False,88.14871505616713
CKD__09,CKD,Violin plot / 64,Violin plot,64,256,threshold,median,0.0713531913184226,4,False,93.33990024049731
CKD__09,CKD,Violin plot / 64,Violin plot,64,256,threshold,spread,0.2010846095981787,4,False,83.2580812383025
CKD__09,CKD,Violin plot / 64,Violin plot,64,256,threshold,five,0.1060833043998486,4,False,90.40910354781926
CKD__09,CKD,Violin plot / 64,Violin plot,64,256,alpha,median,0.0692797434617986,4,False,93.52089629627649
CKD__09,CKD,Violin plot / 64,Violin plot,64,256,alpha,spread,0.201598751111841,4,False,83.22245667072296
CKD__09,CKD,Violin plot / 64,Violin plot,64,256,alpha,five,0.1095586422346725,4,False,90.12592592546353
CKD__09,CKD,Bar chart / means,Bar chart,means,384,threshold,median,0.0247570111632783,4,False,97.58410912112963
CKD__09,CKD,Bar chart / means,Bar chart,means,384,threshold,spread,0.3136879480166549,4,False,76.12157830249974
CKD__09,CKD,Bar chart / means,Bar chart,means,384,threshold,five,0.2676341833161276,4,False,78.88711216228035
CKD__09,CKD,Bar chart / means,Bar chart,means,384,alpha,median,0.0165180141811211,4,False,98.37503969918058
CKD__09,CKD,Bar chart / means,Bar chart,means,384,alpha,spread,0.3136879480166549,4,False,76.12157830249974
CKD__09,CKD,Bar chart / means,Bar chart,means,384,alpha,five,0.2636055942292516,4,False,79.13861766415806
CKD__09,CKD,Box plot / five,Box plot,five,384,threshold,median,0.0082389969821571,4,False,99.18283293873597
CKD__09,CKD,Box plot / five,Box plot,five,384,threshold,spread,0.0244139595991294,4,False,97.61678768916005
CKD__09,CKD,Box plot / five,Box plot,five,384,threshold,five,0.6768318284922584,4,False,59.636272583110554
CKD__09,CKD,Box plot / five,Box plot,five,384,alpha,median,0.0082389969821571,4,False,99.18283293873597
CKD__09,CKD,Box plot / five,Box plot,five,384,alpha,spread,0.016477993964314,4,True,98.37891286755269
CKD__09,CKD,Box plot / five,Box plot,five,384,alpha,five,0.5671489949593937,4,False,63.81014206156645
CKD__09,CKD,Interval plot / five,Interval plot,five,384,threshold,median,0.0040994883826749,4,True,99.59172488084045
CKD__09,CKD,Interval plot / five,Interval plot,five,384,threshold,spread,0.0164779939643144,4,True,98.37891286755264
CKD__09,CKD,Interval plot / five,Interval plot,five,384,threshold,five,0.6730984941282538,4,False,59.769344333851485
CKD__09,CKD,Interval plot / five,Interval plot,five,384,alpha,median,0.0040994883826749,4,True,99.59172488084045
CKD__09,CKD,Interval plot / five,Interval plot,five,384,alpha,spread,0.016477993964314,4,True,98.37891286755269
CKD__09,CKD,Interval plot / five,Interval plot,five,384,alpha,five,0.5663210932394972,4,False,63.84386983717238
CKD__09,CKD,Dot plot / raw,Dot plot,raw,384,threshold,median,0.0514884919052886,4,False,95.10327575606729
CKD__09,CKD,Dot plot / raw,Dot plot,raw,384,threshold,spread,0.0211801658326382,4,False,97.92591292493734
CKD__09,CKD,Dot plot / raw,Dot plot,raw,384,threshold,five,0.0348565968029606,4,True,96.63174618486804
CKD__09,CKD,Dot plot / raw,Dot plot,raw,384,alpha,median,0.032319405129346,4,False,96.86924366927923
CKD__09,CKD,Dot plot / raw,Dot plot,raw,384,alpha,spread,0.0448621833882557,4,False,95.7064018488278
CKD__09,CKD,Dot plot / raw,Dot plot,raw,384,alpha,five,0.0454731344636038,4,True,95.65047317194481
CKD__09,CKD,Histogram / 16,Histogram,16,384,threshold,median,0.1194309221330464,4,False,89.33110388754727
CKD__09,CKD,Histogram / 16,Histogram,16,384,threshold,spread,0.104314970448549,4,False,90.55387518597357
CKD__09,CKD,Histogram / 16,Histogram,16,384,threshold,five,0.1091810951939342,4,False,90.15660331148679
CKD__09,CKD,Histogram / 16,Histogram,16,384,alpha,median,0.1123440701362667,4,False,89.90024101782606
CKD__09,CKD,Histogram / 16,Histogram,16,384,alpha,spread,0.1244224605705141,4,False,88.93454507237571
CKD__09,CKD,Histogram / 16,Histogram,16,384,alpha,five,0.1228227244219331,4,False,89.0612541276125
CKD__09,CKD,Heatmap / 16,Heatmap,16,384,threshold,median,0.1074666945166529,4,False,90.29616917161052
CKD__09,CKD,Heatmap / 16,Heatmap,16,384,threshold,spread,0.1406781355053431,4,False,87.66714894179857
CKD__09,CKD,Heatmap / 16,Heatmap,16,384,threshold,five,0.1344464855361917,4,False,88.14871505616713
CKD__09,CKD,Heatmap / 16,Heatmap,16,384,alpha,median,0.1074666945166529,4,False,90.29616917161052
CKD__09,CKD,Heatmap / 16,Heatmap,16,384,alpha,spread,0.1406781355053431,4,False,87.66714894179857
CKD__09,CKD,Heatmap / 16,Heatmap,16,384,alpha,five,0.1344464855361917,4,False,88.14871505616713
CKD__09,CKD,Violin plot / 64,Violin plot,64,384,threshold,median,0.0694151736642934,4,False,93.50905285676413
CKD__09,CKD,Violin plot / 64,Violin plot,64,384,threshold,spread,0.2022301887076878,4,False,83.17874641585311
